first,second,condition,prefix_template,suffix_template,root,prefixes,suffixes,word,type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error
mocnoieria,mocnoierii,rss,,ss,moc,,noi_eria,mocnoieria,control,s,1.0,3,a,i,mocnoierii,1
niédtoid,niédtoid,ppr,pp,,toid,ni_éd,,niédtoid,control,r,,0,t,s,niédsoid,0
reindétart,reindétart,pppr,ppp,,tart,re_in_dé,,reindétart,target,r,,3,t,v,reindétarv,0
niretnitiamnoileéti,niretnitiamnoilééti,pprsss,pp,sss,tiam,ni_retni,noi_le_éti,niretnitiamnoileéti,control,s,1.0,1,e,é,niretnitiamnoilééti,1
snarttiobéti,snarttiobétà,prs,p,s,tiob,snart,éti,snarttiobéti,control,s,0.0,2,i,à,snarttiobétà,1
ernirussurctne,ernirussurctne,ppprs,ppp,s,surc,er_ni_rus,tne,ernirussurctne,control,s,0.0,2,e,a,ernirussurctna,0
indélak,indélak,ppr,pp,,lak,in_dé,,indélak,target,r,,1,a,o,indélok,0
jaunique,launique,rs,,s,jaun,,ique,jaunique,target,r,,0,j,l,launique,1
reinsurjur,reirsurjur,pppr,ppp,,jur,re_in_sur,,reinsurjur,target,p,1.0,1,n,r,reirsurjur,1
érpernisiattnem,érpernisiattnem,ppprs,ppp,s,siat,érp_er_ni,tnem,érpernisiattnem,control,s,0.0,2,e,o,érpernisiattnom,0
mocnoileéti,mocnoileéti,rsss,,sss,moc,,noi_le_éti,mocnoileéti,control,r,,1,o,u,mucnoileéti,0
prérefilionaire,prérefilionaire,pprss,pp,ss,fil,pré_re,ion_aire,prérefilionaire,target,s,0.0,2,n,l,prérefiliolaire,0
préinsousreimiquement,préonsousreimiquement,ppprss,ppp,ss,reim,pré_in_sous,ique_ment,préinsousreimiquement,target,p,1.0,0,i,o,préonsousreimiquement,1
érpnisuostoidla,érpnisuostoidra,ppprs,ppp,s,toid,érp_ni_suos,la,érpnisuostoidla,control,s,0.0,0,l,r,érpnisuostoidra,1
