first,second,condition,prefix_template,suffix_template,root,prefixes,suffixes,word,type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error
sédniluoptnem,sédniluoptnem,pprs,pp,s,luop,séd_ni,tnem,sédniluoptnem,control,s,0.0,2,e,i,sédniluoptnim,0
erédmiereuqitnem,erédmiereuqitnem,pprss,pp,ss,mier,er_éd,euqi_tnem,erédmiereuqitnem,control,r,,3,r,m,erédmiemeuqitnem,0
norttnaleetsi,nurttnaleetsi,rsss,,sss,nort,,tna_le_etsi,norttnaleetsi,control,r,,1,o,u,nurttnaleetsi,1
vérptna,vérptna,rs,,s,vérp,,tna,vérptna,control,r,,3,p,s,vérstna,0
reindémait,reindémait,pppr,ppp,,mait,re_in_dé,,reindémait,target,r,,0,m,r,reindérait,0
blôtmentaire,blôtmenqaire,rss,,ss,blôt,,ment_aire,blôtmentaire,target,s,0.0,3,t,q,blôtmenqaire,1
crusionelité,cresionelité,rsss,,sss,crus,,ion_el_ité,crusionelité,target,r,,2,u,e,cresionelité,1
ervérptneleetsi,ervérptneleetsi,prsss,p,sss,vérp,er,tne_le_etsi,ervérptneleetsi,control,r,,2,r,n,ervénptneleetsi,0
insurfoirelité,insurfoirelité,pprss,pp,ss,foir,in_sur,el_ité,insurfoirelité,target,r,,1,o,e,insurfeirelité,0
prédésintuélionelment,prédésintuélionelment,ppprsss,ppp,sss,tuél,pré_dés_in,ion_el_ment,prédésintuélionelment,target,p,0.0,1,r,n,pnédésintuélionelment,0
ernirusluopelbatnem,ernirutluopelbatnem,ppprss,ppp,ss,luop,er_ni_rus,elba_tnem,ernirusluopelbatnem,control,p,2.0,2,s,t,ernirutluopelbatnem,1
nilém,niném,pr,p,,lém,ni,,nilém,control,r,,0,l,n,niném,1
dédiotmentaire,dudiotmentaire,prss,p,ss,diot,dé,ment_aire,dédiotmentaire,target,p,0.0,1,é,u,dudiotmentaire,1
redésilionaire,redésilionaire,pprss,pp,ss,sil,re_dé,ion_aire,redésilionaire,target,s,1.0,0,a,e,redésilioneire,0
ervérpnoileemsi,ervérpnaileemsi,prsss,p,sss,vérp,er,noi_le_emsi,ervérpnoileemsi,control,s,0.0,1,o,a,ervérpnaileemsi,1
erédmiernoieria,erédmiernoieria,pprss,pp,ss,mier,er_éd,noi_eria,erédmiernoieria,control,s,1.0,3,a,e,erédmiernoierie,0
retais,retais,pr,p,,tais,re,,retais,target,p,0.0,1,e,i,ritais,0
blôtel,blôtel,rs,,s,blôt,,el,blôtel,target,r,,1,l,r,brôtel,0
enbaf,enbaf,pr,p,,baf,en,,enbaf,target,r,,1,a,e,enbef,0
erlémtne,erlémtne,prs,p,s,lém,er,tne,erlémtne,control,r,,0,l,r,errémtne,0
ridnoile,ridnoile,rss,,ss,rid,,noi_le,ridnoile,control,r,,1,i,o,rodnoile,0
retuélalisme,retuélalisme,prss,p,ss,tuél,re,al_isme,retuélalisme,target,p,0.0,0,r,l,letuélalisme,0
nirussiatleéti,nirucsiatleéti,pprss,pp,ss,siat,ni_rus,le_éti,nirussiatleéti,control,p,1.0,2,s,c,nirucsiatleéti,1
lifnoileemsi,lifnoileemsi,rsss,,sss,lif,,noi_le_emsi,lifnoileemsi,control,s,0.0,2,i,u,lifnouleemsi,0
reinsurmièrelité,reinsurmièrolité,ppprss,ppp,ss,mièr,re_in_sur,el_ité,reinsurmièrelité,target,s,0.0,0,e,o,reinsurmièrolité,1
indétartionelment,indétartionelment,pprsss,pp,sss,tart,in_dé,ion_el_ment,indétartionelment,target,p,1.0,1,é,u,indutartionelment,0
luopeviéti,luipeviéti,rss,,ss,luop,,evi_éti,luopeviéti,control,r,,2,o,i,luipeviéti,1
neluoptsieuqi,neluoptsieuqi,prss,p,ss,luop,ne,tsi_euqi,neluoptsieuqi,control,s,1.0,3,i,e,neluoptsieuqe,0
erédsiatnoileemsi,erédsiatnoileemsi,pprsss,pp,sss,siat,er_éd,noi_le_emsi,erédsiatnoileemsi,control,s,1.0,0,l,r,erédsiatnoireemsi,0
ernirujrue,ernirujruu,pprs,pp,s,ruj,er_ni,rue,ernirujrue,control,s,0.0,2,e,u,ernirujruu,1
reinsurbafiveité,reinsurbofiveité,ppprss,ppp,ss,baf,re_in_sur,ive_ité,reinsurbafiveité,target,r,,1,a,o,reinsurbofiveité,1
détronablement,détronablement,prss,p,ss,tron,dé,able_ment,détronablement,target,s,1.0,3,t,s,détronablemens,0
ertoid,eltoid,pr,p,,toid,er,,ertoid,control,p,0.0,1,r,l,eltoid,1
erninasnoi,erninasnei,pprs,pp,s,nas,er_ni,noi,erninasnoi,control,s,0.0,1,o,e,erninasnei,1
reinsurblôt,reimsurblôt,pppr,ppp,,blôt,re_in_sur,,reinsurblôt,target,p,1.0,1,n,m,reimsurblôt,1
niruob,niruob,pr,p,,ruob,ni,,niruob,control,p,0.0,0,n,r,riruob,0
erniédliftneleetsi,erniédliftneleetsi,ppprsss,ppp,sss,lif,er_ni_éd,tne_le_etsi,erniédliftneleetsi,control,s,0.0,2,e,i,erniédliftnileetsi,0
reboitionelisme,reboitionelisme,prsss,p,sss,boit,re,ion_el_isme,reboitionelisme,target,s,2.0,0,i,a,reboitionelasme,0
ensanablement,enbanablement,prss,p,ss,san,en,able_ment,ensanablement,target,r,,0,s,b,enbanablement,1
insurcomablement,insursomablement,pprss,pp,ss,com,in_sur,able_ment,insurcomablement,target,r,,0,c,s,insursomablement,1
mièrment,mièrment,rs,,s,mièr,,ment,mièrment,target,r,,2,è,a,miarment,0
nuajtnem,nuajtnel,rs,,s,nuaj,,tnem,nuajtnem,control,s,0.0,3,m,l,nuajtnel,1
recortanteliste,recortanteliste,prsss,p,sss,cort,re,ant_el_iste,recortanteliste,target,s,1.0,1,l,j,recortantejiste,0
incommentaire,incommentaire,prss,p,ss,com,in,ment_aire,incommentaire,target,p,0.0,1,n,r,ircommentaire,0
ernirusrèim,emnirusrèim,pppr,ppp,,rèim,er_ni_rus,,ernirusrèim,control,p,0.0,1,r,m,emnirusrèim,1
retart,retért,pr,p,,tart,re,,retart,target,r,,1,a,é,retért,1
silanteliste,silanteliste,rsss,,sss,sil,,ant_el_iste,silanteliste,target,r,,2,l,m,simanteliste,0
érperniriofelbatnem,érperniriofelbatnem,ppprss,ppp,ss,riof,érp_er_ni,elba_tnem,érperniriofelbatnem,control,r,,2,o,i,érperniriifelbatnem,0
ertratnoile,ertratnoile,prss,p,ss,trat,er,noi_le,ertratnoile,control,s,1.0,1,e,i,ertratnoili,0
préreblôt,préreblôt,ppr,pp,,blôt,pré_re,,préreblôt,target,r,,1,l,n,prérebnôt,0
enblôtion,enblôtiin,prs,p,s,blôt,en,ion,enblôtion,target,s,0.0,1,o,i,enblôtiin,1
nelifnoiletnem,nelifnoiletnem,prsss,p,sss,lif,ne,noi_le_tnem,nelifnoiletnem,control,r,,1,i,o,nelofnoiletnem,0
redétuélionelisme,redétuémionelisme,pprsss,pp,sss,tuél,re_dé,ion_el_isme,redétuélionelisme,target,r,,3,l,m,redétuémionelisme,1
kaltna,kaltna,rs,,s,kal,,tna,kaltna,control,s,0.0,2,a,u,kaltnu,0
siatnoiletnem,siapnoiletnem,rsss,,sss,siat,,noi_le_tnem,siatnoiletnem,control,r,,3,t,p,siapnoiletnem,1
préreinboit,préreinboit,pppr,ppp,,boit,pré_re_in,,préreinboit,target,r,,3,t,s,préreinbois,0
prédésinlansionelment,hrédésinlansionelment,ppprsss,ppp,sss,lans,pré_dés_in,ion_el_ment,prédésinlansionelment,target,p,0.0,0,p,h,hrédésinlansionelment,1
tôlb,tôlb,r,,,tôlb,,,tôlb,control,r,,0,t,h,hôlb,0
érpermiernoiletnem,érpurmiernoiletnem,pprsss,pp,sss,mier,érp_er,noi_le_tnem,érpermiernoiletnem,control,p,1.0,0,e,u,érpurmiernoiletnem,1
erléut,erléut,pr,p,,léut,er,,erléut,control,r,,3,t,s,erléus,0
inlak,inlas,pr,p,,lak,in,,inlak,target,r,,2,k,s,inlas,1
encrusionelment,ancrusionelment,prsss,p,sss,crus,en,ion_el_ment,encrusionelment,target,p,0.0,0,e,a,ancrusionelment,1
erlémtnemeria,érlémtnemeria,prss,p,ss,lém,er,tnem_eria,erlémtnemeria,control,p,0.0,0,e,é,érlémtnemeria,1
nirusrèimle,nirusrèimle,pprs,pp,s,rèim,ni_rus,le,nirusrèimle,control,s,0.0,0,l,n,nirusrèimne,0
désindirablement,désindirablement,pprss,pp,ss,dir,dés_in,able_ment,désindirablement,target,s,0.0,0,a,e,désindireblement,0
neruob,neluob,pr,p,,ruob,ne,,neruob,control,r,,0,r,l,neluob,1
érpnisuosvérprue,énpnisuosvérprue,ppprs,ppp,s,vérp,érp_ni_suos,rue,érpnisuosvérprue,control,p,0.0,1,r,n,énpnisuosvérprue,1
nifabtnem,nifabtnem,prs,p,s,fab,ni,tnem,nifabtnem,control,p,0.0,1,i,e,nefabtnem,0
erniédkaltnem,erniédkaltnum,ppprs,ppp,s,kal,er_ni_éd,tnem,erniédkaltnem,control,s,0.0,2,e,u,erniédkaltnum,1
prérebour,prérêbour,ppr,pp,,bour,pré_re,,prérebour,target,p,1.0,1,e,ê,prérêbour,1
tronionelité,tronionelité,rsss,,sss,tron,,ion_el_ité,tronionelité,target,r,,1,r,l,tlonionelité,0
ernirustôlbnoiletnem,ernirustôlbnoiletnem,ppprsss,ppp,sss,tôlb,er_ni_rus,noi_le_tnem,ernirustôlbnoiletnem,control,s,0.0,1,o,e,ernirustôlbneiletnem,0
prév,prev,r,,,prév,,,prév,target,r,,2,é,e,prev,1
léuttne,léuttle,rs,,s,léut,,tne,léuttne,control,s,0.0,1,n,l,léuttle,1
erniédrid,erniédlid,pppr,ppp,,rid,er_ni_éd,,erniédrid,control,r,,0,r,l,erniédlid,1
riof,riof,r,,,riof,,,riof,control,r,,3,f,c,rioc,0
erniédtoid,érniédtoid,pppr,ppp,,toid,er_ni_éd,,erniédtoid,control,p,0.0,0,e,é,érniédtoid,1
errioftnem,errioftnem,prs,p,s,riof,er,tnem,errioftnem,control,p,0.0,0,e,i,irrioftnem,0
ernuaj,erruaj,pr,p,,nuaj,er,,ernuaj,control,r,,0,n,r,erruaj,1
nemoctnem,nemoctnem,prs,p,s,moc,ne,tnem,nemoctnem,control,p,0.0,1,e,u,numoctnem,0
reindépoulanteliste,reindépoulanteliste,ppprsss,ppp,sss,poul,re_in_dé,ant_el_iste,reindépoulanteliste,target,p,1.0,1,n,m,reimdépoulanteliste,0
troniquement,troniquemejt,rss,,ss,tron,,ique_ment,troniquement,target,s,1.0,2,n,j,troniquemejt,1
surcomionelisme,sarcomionelisme,prsss,p,sss,com,sur,ion_el_isme,surcomionelisme,target,p,0.0,1,u,a,sarcomionelisme,1
insoureim,insoureim,ppr,pp,,reim,in_sou,,insoureim,target,r,,1,e,i,insouriim,0
reinsurtroniquement,reinsurtroniquement,ppprss,ppp,ss,tron,re_in_sur,ique_ment,reinsurtroniquement,target,p,0.0,1,e,i,riinsurtroniquement,0
erédtôlb,erédtôlb,ppr,pp,,tôlb,er_éd,,erédtôlb,control,p,1.0,1,d,s,eréstôlb,0
niléuttnaleetsi,niléuttnaleetsi,prsss,p,sss,léut,ni,tna_le_etsi,niléuttnaleetsi,control,p,0.0,1,i,o,noléuttnaleetsi,0
érpsédnimoc,érpsédniroc,pppr,ppp,,moc,érp_séd_ni,,érpsédnimoc,control,r,,0,m,r,érpsédniroc,1
ernirid,ernirid,ppr,pp,,rid,er_ni,,ernirid,control,p,0.0,1,r,m,emnirid,0
érpertrectna,érpertrectna,pprs,pp,s,trec,érp_er,tna,érpertrectna,control,r,,0,t,h,érperhrectna,0
reindécomionaire,reindécomionaire,ppprss,ppp,ss,com,re_in_dé,ion_aire,reindécomionaire,target,p,2.0,0,d,f,reinfécomionaire,0
boitionelisme,boitionelisme,rsss,,sss,boit,,ion_el_isme,boitionelisme,target,r,,1,o,a,baitionelisme,0
indéboit,irdéboit,ppr,pp,,boit,in_dé,,indéboit,target,p,0.0,1,n,r,irdéboit,1
toidtnem,toidtnem,rs,,s,toid,,tnem,toidtnem,control,r,,2,i,a,toadtnem,0
maitant,maitent,rs,,s,mait,,ant,maitant,target,s,0.0,0,a,e,maitent,1
certent,certent,rs,,s,cert,,ent,certent,target,s,0.0,0,e,a,certant,0
érpsédninuajtneleetsi,érpsédninuajtneleetsi,ppprsss,ppp,sss,nuaj,érp_séd_ni,tne_le_etsi,érpsédninuajtneleetsi,control,p,0.0,1,r,m,émpsédninuajtneleetsi,0
redéprévionelment,redéplévionelment,pprsss,pp,sss,prév,re_dé,ion_el_ment,redéprévionelment,target,r,,1,r,l,redéplévionelment,1
