first,second,condition,prefix_template,suffix_template,root,prefixes,suffixes,word,type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error
tuéleur,tiéleur,rs,,s,tuél,,eur,tuéleur,target,r,,1,u,i,tiéleur,1
erniédtiob,erniédtiob,pppr,ppp,,tiob,er_ni_éd,,erniédtiob,control,r,,1,i,è,erniédtèob,0
insurcrus,unsurcrus,ppr,pp,,crus,in_sur,,insurcrus,target,p,0.0,0,i,u,unsurcrus,1
ernirusnortleéti,ernirusnortleéti,ppprss,ppp,ss,nort,er_ni_rus,le_éti,ernirusnortleéti,control,s,0.0,0,l,n,ernirusnortneéti,0
resanionelité,resanionelité,prsss,p,sss,san,re,ion_el_ité,resanionelité,target,p,0.0,0,r,l,lesanionelité,0
érpernitratelbatnem,érpernitratelbatnem,ppprss,ppp,ss,trat,érp_er_ni,elba_tnem,érpernitratelbatnem,control,s,1.0,1,n,m,érpernitratelbatmem,0
préreincrus,préreincrus,pppr,ppp,,crus,pré_re_in,,préreincrus,target,r,,3,s,p,préreincrup,0
niédnasxue,niédnasxue,pprs,pp,s,nas,ni_éd,xue,niédnasxue,control,s,0.0,2,e,u,niédnasxuu,0
filion,filion,rs,,s,fil,,ion,filion,target,s,0.0,0,i,a,filaon,0
toideuqitnem,toiteuqitnem,rss,,ss,toid,,euqi_tnem,toideuqitnem,control,r,,3,d,t,toiteuqitnem,1
poul,poul,r,,,poul,,,poul,target,r,,1,o,i,piul,0
redécortal,redécortal,pprs,pp,s,cort,re_dé,al,redécortal,target,p,0.0,1,e,o,rodécortal,0
édsiattneleetsi,édsiattneleetsi,prsss,p,sss,siat,éd,tne_le_etsi,édsiattneleetsi,control,r,,3,t,v,édsiavtneleetsi,0
bicionel,bicional,rss,,ss,bic,,ion_el,bicionel,target,s,1.0,0,e,a,bicional,1
préinsousmièr,préinsousmièr,pppr,ppp,,mièr,pré_in_sous,,préinsousmièr,target,r,,3,r,n,préinsousmièn,0
comionelisme,comionelisme,rsss,,sss,com,,ion_el_isme,comionelisme,target,s,0.0,1,o,e,comienelisme,0
érpernilisxue,érpernilisxue,ppprs,ppp,s,lis,érp_er_ni,xue,érpernilisxue,control,p,2.0,0,n,l,érperlilisxue,0
vérpnoieria,vérpnoaeria,rss,,ss,vérp,,noi_eria,vérpnoieria,control,s,0.0,2,i,a,vérpnoaeria,1
édmelknoiletnem,édmelknoiletnem,prsss,p,sss,melk,éd,noi_le_tnem,édmelknoiletnem,control,s,0.0,1,o,a,édmelknailetnem,0
enpoulment,enpoulment,prs,p,s,poul,en,ment,enpoulment,target,r,,1,o,a,enpaulment,0
niretninortnoile,néretninortnoile,pprss,pp,ss,nort,ni_retni,noi_le,niretninortnoile,control,p,0.0,1,i,é,néretninortnoile,1
ervérptne,ervérptne,prs,p,s,vérp,er,tne,ervérptne,control,p,0.0,1,r,n,envérptne,0
remélal,remélal,prs,p,s,mél,re,al,remélal,target,p,0.0,0,r,m,memélal,0
reinsurjaunment,reinsurjaunment,ppprs,ppp,s,jaun,re_in_sur,ment,reinsurjaunment,target,p,0.0,0,r,m,meinsurjaunment,0
erédléuttne,erédléutsne,pprs,pp,s,léut,er_éd,tne,erédléuttne,control,s,0.0,0,t,s,erédléutsne,1
direnteliste,direnteloste,rsss,,sss,dir,,ent_el_iste,direnteliste,target,s,2.0,0,i,o,direnteloste,1
préretronmentaire,préretronmentaire,pprss,pp,ss,tron,pré_re,ment_aire,préretronmentaire,target,r,,3,n,r,préretrormentaire,0
niluopnoile,niluopnoile,prss,p,ss,luop,ni,noi_le,niluopnoile,control,r,,1,u,o,niloopnoile,0
prévmentaire,préhmentaire,rss,,ss,prév,,ment_aire,prévmentaire,target,r,,3,v,h,préhmentaire,1
insursilionel,insursilionel,pprss,pp,ss,sil,in_sur,ion_el,insursilionel,target,r,,1,i,u,insursulionel,0
niuoscibnoile,niuoscisnoile,pprss,pp,ss,cib,ni_uos,noi_le,niuoscibnoile,control,r,,2,b,s,niuoscisnoile,1
erniédlémnoileéti,erniédlémnaileéti,ppprsss,ppp,sss,lém,er_ni_éd,noi_le_éti,erniédlémnoileéti,control,s,0.0,1,o,a,erniédlémnaileéti,1
préretronionelisme,préretronionelisme,pprsss,pp,sss,tron,pré_re,ion_el_isme,préretronionelisme,target,s,0.0,0,i,u,préretronuonelisme,0
reincrus,roincrus,ppr,pp,,crus,re_in,,reincrus,target,p,0.0,1,e,o,roincrus,1
bourenteliste,bourentelitte,rsss,,sss,bour,,ent_el_iste,bourenteliste,target,s,2.0,1,s,t,bourentelitte,1
reindéreimiquement,reindéreimiquement,ppprss,ppp,ss,reim,re_in_dé,ique_ment,reindéreimiquement,target,r,,1,e,o,reindéroimiquement,0
nivérptnem,nivirptnem,prs,p,s,vérp,ni,tnem,nivérptnem,control,r,,1,é,i,nivirptnem,1
tôlbtnaleetsi,tôlbtnaleetsi,rsss,,sss,tôlb,,tna_le_etsi,tôlbtnaleetsi,control,r,,2,l,j,tôjbtnaleetsi,0
mièr,mièr,r,,,mièr,,,mièr,target,r,,3,r,j,mièj,0
nitiob,ritiob,pr,p,,tiob,ni,,nitiob,control,p,0.0,0,n,r,ritiob,1
érperlisnoiletnem,érperlisnoiletnem,pprsss,pp,sss,lis,érp_er,noi_le_tnem,érperlisnoiletnem,control,s,0.0,0,n,r,érperlisroiletnem,0
rustiamtna,rustiamtna,prs,p,s,tiam,rus,tna,rustiamtna,control,s,0.0,1,n,l,rustiamtla,0
insurdiotité,insurdiotité,pprs,pp,s,diot,in_sur,ité,insurdiotité,target,s,0.0,1,t,c,insurdioticé,0
érpernilémnoiletnem,érpernilémnoilecnem,ppprsss,ppp,sss,lém,érp_er_ni,noi_le_tnem,érpernilémnoiletnem,control,s,2.0,0,t,c,érpernilémnoilecnem,1
niléuteuqitnem,nilauteuqitnem,prss,p,ss,léut,ni,euqi_tnem,niléuteuqitnem,control,r,,1,é,a,nilauteuqitnem,1
ersnalrue,ersnalrue,prs,p,s,snal,er,rue,ersnalrue,control,r,,1,n,m,ersmalrue,0
nas,nes,r,,,nas,,,nas,control,r,,1,a,e,nes,1
erniédrid,erniédrit,pppr,ppp,,rid,er_ni_éd,,erniédrid,control,r,,2,d,t,erniédrit,1
décomant,déqomant,prs,p,s,com,dé,ant,décomant,target,r,,0,c,q,déqomant,1
érpernimoctnemeria,érpernimoctnemeria,ppprss,ppp,ss,moc,érp_er_ni,tnem_eria,érpernimoctnemeria,control,s,1.0,1,r,m,érpernimoctnememia,0
nirusmierleéti,nimusmierleéti,pprss,pp,ss,mier,ni_rus,le_éti,nirusmierleéti,control,p,1.0,0,r,m,nimusmierleéti,1
érpsédnirèimlaéti,érpsédnirèimlaéti,ppprss,ppp,ss,rèim,érp_séd_ni,la_éti,érpsédnirèimlaéti,control,s,0.0,1,a,o,érpsédnirèimloéti,0
nirussnalnoile,nirèssnalnoile,pprss,pp,ss,snal,ni_rus,noi_le,nirussnalnoile,control,p,1.0,1,u,è,nirèssnalnoile,1
désilenteliste,désilenteliste,prsss,p,sss,sil,dé,ent_el_iste,désilenteliste,target,p,0.0,0,d,p,pésilenteliste,0
