first,second,condition,prefix_template,suffix_template,root,prefixes,suffixes,word,type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error
boitalité,boitalité,rss,,ss,boit,,al_ité,boitalité,target,s,0.0,0,a,i,boitilité,0
méliquement,méliqeement,rss,,ss,mél,,ique_ment,méliquement,target,s,0.0,2,u,e,méliqeement,1
retaisalité,retaisalité,prss,p,ss,tais,re,al_ité,retaisalité,target,r,,3,s,p,retaipalité,0
nisiatnoileéti,risiatnoileéti,prsss,p,sss,siat,ni,noi_le_éti,nisiatnoileéti,control,p,0.0,0,n,r,risiatnoileéti,1
édsnaltnemeria,édsnaltnemeria,prss,p,ss,snal,éd,tnem_eria,édsnaltnemeria,control,p,0.0,0,é,a,adsnaltnemeria,0
prédélakaire,prédélakaire,pprs,pp,s,lak,pré_dé,aire,prédélakaire,target,p,0.0,2,é,o,prodélakaire,0
nirusruj,lirusruj,ppr,pp,,ruj,ni_rus,,nirusruj,control,p,0.0,0,n,l,lirusruj,1
toidetsi,toidatsi,rs,,s,toid,,etsi,toidetsi,control,s,0.0,0,e,a,toidatsi,1
inmièrionelité,inmièrionelité,prsss,p,sss,mièr,in,ion_el_ité,inmièrionelité,target,p,0.0,1,n,m,immièrionelité,0
refilel,lefilel,prs,p,s,fil,re,el,refilel,target,p,0.0,0,r,l,lefilel,1
relakmentaire,relakmeltaire,prss,p,ss,lak,re,ment_aire,relakmentaire,target,s,0.0,2,n,l,relakmeltaire,1
erniédsurcelbatnem,erniédsurcelbatnem,ppprss,ppp,ss,surc,er_ni_éd,elba_tnem,erniédsurcelbatnem,control,s,1.0,2,e,a,erniédsurcelbatnam,0
rusnerid,rusnurid,ppr,pp,,rid,rus_ne,,rusnerid,control,p,1.0,1,e,u,rusnurid,1
érpernitrat,érpernitrat,pppr,ppp,,trat,érp_er_ni,,érpernitrat,control,r,,0,t,s,érpernisrat,0
erédsiatrue,erédsiatrue,pprs,pp,s,siat,er_éd,rue,erédsiatrue,control,p,1.0,1,d,s,eréssiatrue,0
reindétuélenteliste,reindétuolenteliste,ppprsss,ppp,sss,tuél,re_in_dé,ent_el_iste,reindétuélenteliste,target,r,,2,é,o,reindétuolenteliste,1
jurmentaire,jurmentaire,rss,,ss,jur,,ment_aire,jurmentaire,target,s,0.0,0,m,n,jurnentaire,0
préreinpoulant,préreinpoalant,ppprs,ppp,s,poul,pré_re_in,ant,préreinpoulant,target,r,,2,u,a,préreinpoalant,1
prédésinjur,prédésinjur,pppr,ppp,,jur,pré_dés_in,,prédésinjur,target,r,,1,u,e,prédésinjer,0
erniédtoidnoi,erriédtoidnoi,ppprs,ppp,s,toid,er_ni_éd,noi,erniédtoidnoi,control,p,1.0,0,n,r,erriédtoidnoi,1
niretniléutelbatnem,niretniléutelbatnem,pprss,pp,ss,léut,ni_retni,elba_tnem,niretniléutelbatnem,control,s,0.0,1,l,n,niretniléutenbatnem,0
érpvérpleéti,érpvarpleéti,prss,p,ss,vérp,érp,le_éti,érpvérpleéti,control,r,,1,é,a,érpvarpleéti,1
ernilémtnaleetsi,ernimémtnaleetsi,pprsss,pp,sss,lém,er_ni,tna_le_etsi,ernilémtnaleetsi,control,r,,0,l,m,ernimémtnaleetsi,1
reindésilion,reindésinion,ppprs,ppp,s,sil,re_in_dé,ion,reindésilion,target,r,,2,l,n,reindésinion,1
resaneur,resareur,prs,p,s,san,re,eur,resaneur,target,r,,2,n,r,resareur,1
erniédtoidtneleetsi,erniédtoidtneleetsi,ppprsss,ppp,sss,toid,er_ni_éd,tne_le_etsi,erniédtoidtneleetsi,control,s,0.0,1,n,m,erniédtoidtmeleetsi,0
luopnoileéti,luopnoileéti,rsss,,sss,luop,,noi_le_éti,luopnoileéti,control,s,2.0,1,t,b,luopnoileébi,0
ernuajtnaleetsi,ernuajtnaleetsi,prsss,p,sss,nuaj,er,tna_le_etsi,ernuajtnaleetsi,control,p,0.0,1,r,m,emnuajtnaleetsi,0
errèim,urrèim,pr,p,,rèim,er,,errèim,control,p,0.0,0,e,u,urrèim,1
bicionelment,bitionelment,rsss,,sss,bic,,ion_el_ment,bicionelment,target,r,,2,c,t,bitionelment,1
erédtrec,erédtrec,ppr,pp,,trec,er_éd,,erédtrec,control,r,,1,r,n,erédtnec,0
niruscibnoiletnem,niruscibnoinetnem,pprsss,pp,sss,cib,ni_rus,noi_le_tnem,niruscibnoiletnem,control,s,1.0,0,l,n,niruscibnoinetnem,1
kaltneleetsi,kartneleetsi,rsss,,sss,kal,,tne_le_etsi,kaltneleetsi,control,r,,2,l,r,kartneleetsi,1
surc,serc,r,,,surc,,,surc,control,r,,1,u,e,serc,1
ertratnoileéti,ertratnoileéti,prsss,p,sss,trat,er,noi_le_éti,ertratnoileéti,control,p,0.0,1,r,l,eltratnoileéti,0
erniédléuttneleetsi,erniédléuttneleetsi,ppprsss,ppp,sss,léut,er_ni_éd,tne_le_etsi,erniédléuttneleetsi,control,p,2.0,0,é,o,erniodléuttneleetsi,0
rusnetrat,rusnetrat,ppr,pp,,trat,rus_ne,,rusnetrat,control,r,,3,t,x,rusnetrax,0
prédésinmièrent,prédésinlièrent,ppprs,ppp,s,mièr,pré_dés_in,ent,prédésinmièrent,target,r,,0,m,l,prédésinlièrent,1
nemierelbatnem,nemierelbatnem,prss,p,ss,mier,ne,elba_tnem,nemierelbatnem,control,r,,1,i,e,nemeerelbatnem,0
erniédmier,erniédmiir,pppr,ppp,,mier,er_ni_éd,,erniédmier,control,r,,2,e,i,erniédmiir,1
liftsieuqi,riftsieuqi,rss,,ss,lif,,tsi_euqi,liftsieuqi,control,r,,0,l,r,riftsieuqi,1
erlifrue,erlifrue,prs,p,s,lif,er,rue,erlifrue,control,r,,2,f,v,erlivrue,0
érpernisiattna,érpernisiattna,ppprs,ppp,s,siat,érp_er_ni,tna,érpernisiattna,control,s,0.0,0,t,d,érpernisiatdna,0
désinbafionelisme,désenbafionelisme,pprsss,pp,sss,baf,dés_in,ion_el_isme,désinbafionelisme,target,p,1.0,0,i,e,désenbafionelisme,1
