first,second,condition,prefix_template,suffix_template,root,prefixes,suffixes,word,type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error
trecnoi,trecnoa,rs,,s,trec,,noi,trecnoi,control,s,0.0,2,i,a,trecnoa,1
erédsnaltnemeria,erédsnaltnemeria,pprss,pp,ss,snal,er_éd,tnem_eria,erédsnaltnemeria,control,p,0.0,0,e,u,urédsnaltnemeria,0
reinsurblôtenteliste,reinsurblôtenteliste,ppprsss,ppp,sss,blôt,re_in_sur,ent_el_iste,reinsurblôtenteliste,target,p,0.0,1,e,è,rèinsurblôtenteliste,0
érpertrat,érpertrat,ppr,pp,,trat,érp_er,,érpertrat,control,r,,3,t,v,érpertrav,0
préreintuélalisme,préreiytuélalisme,ppprss,ppp,ss,tuél,pré_re_in,al_isme,préreintuélalisme,target,p,2.0,1,n,y,préreiytuélalisme,1
susprév,susprév,pr,p,,prév,sus,,susprév,target,p,0.0,0,s,t,tusprév,0
prédéfilalité,prédéfilelité,pprss,pp,ss,fil,pré_dé,al_ité,prédéfilalité,target,s,0.0,0,a,e,prédéfilelité,1
préreintron,préreintron,pppr,ppp,,tron,pré_re_in,,préreintron,target,r,,0,t,c,préreincron,0
reimionelment,reimionelment,rsss,,sss,reim,,ion_el_ment,reimionelment,target,s,2.0,0,m,r,reimionelrent,0
érpédtiobtneleetsi,érpédtiebtneleetsi,pprsss,pp,sss,tiob,érp_éd,tne_le_etsi,érpédtiobtneleetsi,control,r,,2,o,e,érpédtiebtneleetsi,1
préresaniquement,préresaniqèement,pprss,pp,ss,san,pré_re,ique_ment,préresaniquement,target,s,0.0,2,u,è,préresaniqèement,1
redébic,redébic,ppr,pp,,bic,re_dé,,redébic,target,r,,1,i,a,redébac,0
erléutnoile,erléutnoine,prss,p,ss,léut,er,noi_le,erléutnoile,control,s,1.0,0,l,n,erléutnoine,1
sédninortnoiletnem,sédninàrtnoiletnem,pprsss,pp,sss,nort,séd_ni,noi_le_tnem,sédninortnoiletnem,control,r,,1,o,à,sédninàrtnoiletnem,1
enbic,enbic,pr,p,,bic,en,,enbic,target,r,,1,i,e,enbec,0
rediotionelment,rediotionelment,prsss,p,sss,diot,re,ion_el_ment,rediotionelment,target,p,0.0,0,r,j,jediotionelment,0
prédésinjurionelment,prédésinjurionelment,ppprsss,ppp,sss,jur,pré_dés_in,ion_el_ment,prédésinjurionelment,target,s,0.0,0,i,o,prédésinjuroonelment,0
préreinjurelité,préreinjurelité,ppprss,ppp,ss,jur,pré_re_in,el_ité,préreinjurelité,target,p,1.0,1,e,a,prérainjurelité,0
ercibleéti,ercibleéti,prss,p,ss,cib,er,le_éti,ercibleéti,control,s,0.0,1,e,é,erciblééti,0
erniédtrec,erniédtrec,pppr,ppp,,trec,er_ni_éd,,erniédtrec,control,r,,1,r,m,erniédtmec,0
reinprévablement,reinprévablement,pprss,pp,ss,prév,re_in,able_ment,reinprévablement,target,p,0.0,0,r,l,leinprévablement,0
erédtiobnoiletnem,erédtiobnouletnem,pprsss,pp,sss,tiob,er_éd,noi_le_tnem,erédtiobnoiletnem,control,s,0.0,2,i,u,erédtiobnouletnem,1
toidnoileemsi,toidnoileelsi,rsss,,sss,toid,,noi_le_emsi,toidnoileemsi,control,s,2.0,1,m,l,toidnoileelsi,1
préretartionelment,preretartionelment,pprsss,pp,sss,tart,pré_re,ion_el_ment,préretartionelment,target,p,0.0,2,é,e,preretartionelment,1
erluoptnem,erluoptnem,prs,p,s,luop,er,tnem,erluoptnem,control,r,,1,u,o,erlooptnem,0
nuajeria,nuajeriu,rs,,s,nuaj,,eria,nuajeria,control,s,0.0,3,a,u,nuajeriu,1
listnemeria,listnemeria,rss,,ss,lis,,tnem_eria,listnemeria,control,r,,2,s,t,littnemeria,0
préreinklemionelment,préreinklemionelment,ppprsss,ppp,sss,klem,pré_re_in,ion_el_ment,préreinklemionelment,target,p,2.0,1,n,r,préreirklemionelment,0
préreinbic,préruinbic,pppr,ppp,,bic,pré_re_in,,préreinbic,target,p,1.0,1,e,u,préruinbic,1
erluop,erluop,pr,p,,luop,er,,erluop,control,r,,3,p,s,erluos,0
ertrateria,ertratiria,prs,p,s,trat,er,eria,ertrateria,control,s,0.0,0,e,i,ertratiria,1
foirable,foinable,rs,,s,foir,,able,foirable,target,r,,3,r,n,foinable,1
ersnal,ursnal,pr,p,,snal,er,,ersnal,control,p,0.0,0,e,u,ursnal,1
erniriof,erniriof,ppr,pp,,riof,er_ni,,erniriof,control,p,0.0,1,r,n,enniriof,0
prédésintronant,prétésintronant,ppprs,ppp,s,tron,pré_dés_in,ant,prédésintronant,target,p,1.0,0,d,t,prétésintronant,1
erniédmelk,erniédmelk,pppr,ppp,,melk,er_ni_éd,,erniédmelk,control,p,1.0,0,n,r,erriédmelk,0
nerioftnaleetsi,nérioftnaleetsi,prsss,p,sss,riof,ne,tna_le_etsi,nerioftnaleetsi,control,p,0.0,1,e,é,nérioftnaleetsi,1
redépoulion,redépoalion,pprs,pp,s,poul,re_dé,ion,redépoulion,target,r,,2,u,a,redépoalion,1
lifnoiletnem,lifnoiletnam,rsss,,sss,lif,,noi_le_tnem,lifnoiletnem,control,s,2.0,2,e,a,lifnoiletnam,1
enboit,enboit,pr,p,,boit,en,,enboit,target,p,0.0,0,e,a,anboit,0
érpermoctnemeria,érpermoctnememia,pprss,pp,ss,moc,érp_er,tnem_eria,érpermoctnemeria,control,s,1.0,1,r,m,érpermoctnememia,1
érpsédnilémnoile,érpsédnilémnoile,ppprss,ppp,ss,lém,érp_séd_ni,noi_le,érpsédnilémnoile,control,p,0.0,1,r,j,éjpsédnilémnoile,0
niretnitoidtnem,niretnitoidtrem,pprs,pp,s,toid,ni_retni,tnem,niretnitoidtnem,control,s,0.0,1,n,r,niretnitoidtrem,1
relansalité,relansaleté,prss,p,ss,lans,re,al_ité,relansalité,target,s,1.0,0,i,e,relansaleté,1
diaklemionel,diaklemionel,prss,p,ss,klem,dia,ion_el,diaklemionel,target,s,0.0,2,n,l,diaklemiolel,0
tiobnoieria,tiobneieria,rss,,ss,tiob,,noi_eria,tiobnoieria,control,s,0.0,1,o,e,tiobneieria,1
