first,second,condition,prefix_template,suffix_template,root,prefixes,suffixes,word,type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error
surenlakment,surenlacment,pprs,pp,s,lak,sur_en,ment,surenlakment,target,r,,2,k,c,surenlacment,1
nirusmiernoileemsi,nerusmiernoileemsi,pprsss,pp,sss,mier,ni_rus,noi_le_emsi,nirusmiernoileemsi,control,p,0.0,1,i,e,nerusmiernoileemsi,1
nemiernoiletnem,nemiernoiletnem,prsss,p,sss,mier,ne,noi_le_tnem,nemiernoiletnem,control,p,0.0,1,e,a,namiernoiletnem,0
retroneur,retmoneur,prs,p,s,tron,re,eur,retroneur,target,r,,1,r,m,retmoneur,1
foirent,feirent,rs,,s,foir,,ent,foirent,target,r,,1,o,e,feirent,1
snalnoileemsi,snalnoileimsi,rsss,,sss,snal,,noi_le_emsi,snalnoileemsi,control,s,2.0,0,e,i,snalnoileimsi,1
rebafelité,resafelité,prss,p,ss,baf,re,el_ité,rebafelité,target,r,,0,b,s,resafelité,1
niretnitiobtna,niretnitiobvna,pprs,pp,s,tiob,ni_retni,tna,niretnitiobtna,control,s,0.0,0,t,v,niretnitiobvna,1
édsurctne,édsurctne,prs,p,s,surc,éd,tne,édsurctne,control,r,,0,s,d,éddurctne,0
erkalnoileemsi,orkalnoileemsi,prsss,p,sss,kal,er,noi_le_emsi,erkalnoileemsi,control,p,0.0,0,e,o,orkalnoileemsi,1
nirujeria,nirujeria,prs,p,s,ruj,ni,eria,nirujeria,control,r,,1,u,e,nirejeria,0
nisurclaemsi,nisurclaemsi,prss,p,ss,surc,ni,la_emsi,nisurclaemsi,control,r,,0,s,d,nidurclaemsi,0
érpertrocnoileéti,érpertrocnoileéti,pprsss,pp,sss,troc,érp_er,noi_le_éti,érpertrocnoileéti,control,p,0.0,1,r,l,élpertrocnoileéti,0
rusnesurctnem,rusnesurctner,pprs,pp,s,surc,rus_ne,tnem,rusnesurctnem,control,s,0.0,3,m,r,rusnesurctner,1
rediotion,rediotion,prs,p,s,diot,re,ion,rediotion,target,p,0.0,1,e,i,ridiotion,0
érpermocnoile,érpermofnoile,pprss,pp,ss,moc,érp_er,noi_le,érpermocnoile,control,r,,2,c,f,érpermofnoile,1
érpluopleéti,érpluopleéti,prss,p,ss,luop,érp,le_éti,érpluopleéti,control,p,0.0,2,p,c,ércluopleéti,0
ersiatelbatnem,ersiatelbatnem,prss,p,ss,siat,er,elba_tnem,ersiatelbatnem,control,r,,0,s,t,ertiatelbatnem,0
redirment,redimment,prs,p,s,dir,re,ment,redirment,target,r,,2,r,m,redimment,1
reindédiotionaire,reindédiotionaare,ppprss,ppp,ss,diot,re_in_dé,ion_aire,reindédiotionaire,target,s,1.0,1,i,a,reindédiotionaare,1
édfabtnemeria,édfabtnemeria,prss,p,ss,fab,éd,tnem_eria,édfabtnemeria,control,p,0.0,1,d,s,ésfabtnemeria,0
prévion,présion,rs,,s,prév,,ion,prévion,target,r,,3,v,s,présion,1
tiamleéti,tiumleéti,rss,,ss,tiam,,le_éti,tiamleéti,control,r,,2,a,u,tiumleéti,1
lifeviéti,lideviéti,rss,,ss,lif,,evi_éti,lifeviéti,control,r,,2,f,d,lideviéti,1
prédédir,prédédir,ppr,pp,,dir,pré_dé,,prédédir,target,p,1.0,1,é,a,prédadir,0
reindécert,reindécert,pppr,ppp,,cert,re_in_dé,,reindécert,target,r,,2,r,n,reindécent,0
lémnoi,lémnoa,rs,,s,lém,,noi,lémnoi,control,s,0.0,2,i,a,lémnoa,1
ertrat,ertrat,pr,p,,trat,er,,ertrat,control,p,0.0,1,r,l,eltrat,0
ervérpnoiletnem,ervérpnoiletnem,prsss,p,sss,vérp,er,noi_le_tnem,ervérpnoiletnem,control,p,0.0,0,e,u,urvérpnoiletnem,0
