first,second,condition,prefix_template,suffix_template,root,prefixes,suffixes,word,type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error
reindépoul,reindépoul,pppr,ppp,,poul,re_in_dé,,reindépoul,target,r,,2,u,e,reindépoel,0
trat,trat,r,,,trat,,,trat,control,r,,2,a,e,tret,0
niédrideuqitnem,niédrideuqicnem,pprss,pp,ss,rid,ni_éd,euqi_tnem,niédrideuqitnem,control,s,1.0,0,t,c,niédrideuqicnem,1
jurionelisme,jurionelisme,rsss,,sss,jur,,ion_el_isme,jurionelisme,target,r,,0,j,r,rurionelisme,0
prérecorteur,prérecorteur,pprs,pp,s,cort,pré_re,eur,prérecorteur,target,p,0.0,2,é,o,prorecorteur,0
préreinbicenteliste,préreinbicentelisce,ppprsss,ppp,sss,bic,pré_re_in,ent_el_iste,préreinbicenteliste,target,s,2.0,2,t,c,préreinbicentelisce,1
reinsurfoirment,reinsurfoirment,ppprs,ppp,s,foir,re_in_sur,ment,reinsurfoirment,target,s,0.0,2,n,r,reinsurfoirmert,0
prédésinpoul,prédépinpoul,pppr,ppp,,poul,pré_dés_in,,prédésinpoul,target,p,1.0,2,s,p,prédépinpoul,1
fabtsieuqi,fabtsieuvi,rss,,ss,fab,,tsi_euqi,fabtsieuqi,control,s,1.0,2,q,v,fabtsieuvi,1
nesnaltnaleetsi,nesnalgnaleetsi,prsss,p,sss,snal,ne,tna_le_etsi,nesnaltnaleetsi,control,s,0.0,0,t,g,nesnalgnaleetsi,1
nimoctnemeria,nimoctnemeria,prss,p,ss,moc,ni,tnem_eria,nimoctnemeria,control,p,0.0,0,n,r,rimoctnemeria,0
lakment,lakmant,rs,,s,lak,,ment,lakment,target,s,0.0,1,e,a,lakmant,1
rujeuqitnem,rujeuqitnel,rss,,ss,ruj,,euqi_tnem,rujeuqitnem,control,s,1.0,3,m,l,rujeuqitnel,1
refoir,refoir,pr,p,,foir,re,,refoir,target,p,0.0,0,r,l,lefoir,0
reindéprévmentaire,reindéprévmentaire,ppprss,ppp,ss,prév,re_in_dé,ment_aire,reindéprévmentaire,target,p,2.0,0,d,t,reintéprévmentaire,0
errujla,errujla,prs,p,s,ruj,er,la,errujla,control,r,,1,u,e,errejla,0
préremaitaire,prélemaitaire,pprs,pp,s,mait,pré_re,aire,préremaitaire,target,p,1.0,0,r,l,prélemaitaire,1
prérefoiriquement,préredoiriquement,pprss,pp,ss,foir,pré_re,ique_ment,prérefoiriquement,target,r,,0,f,d,préredoiriquement,1
suosvérp,suosvérp,pr,p,,vérp,suos,,suosvérp,control,r,,2,r,n,suosvénp,0
insurtuélistique,insurtuélistibue,pprss,pp,ss,tuél,in_sur,ist_ique,insurtuélistique,target,s,1.0,1,q,b,insurtuélistibue,1
erniédtôlb,enniédtôlb,pppr,ppp,,tôlb,er_ni_éd,,erniédtôlb,control,p,0.0,1,r,n,enniédtôlb,1
reindécrus,reinbécrus,pppr,ppp,,crus,re_in_dé,,reindécrus,target,p,2.0,0,d,b,reinbécrus,1
lémtneleetsi,lémtneleetsi,rsss,,sss,lém,,tne_le_etsi,lémtneleetsi,control,r,,2,m,n,léntneleetsi,0
érpsédnitratnoiletnem,érpsédnitretnoiletnem,ppprsss,ppp,sss,trat,érp_séd_ni,noi_le_tnem,érpsédnitratnoiletnem,control,r,,2,a,e,érpsédnitretnoiletnem,1
erlif,orlif,pr,p,,lif,er,,erlif,control,p,0.0,0,e,o,orlif,1
érperninorttneleetsi,érperninorttneleetsi,ppprsss,ppp,sss,nort,érp_er_ni,tne_le_etsi,érperninorttneleetsi,control,p,1.0,0,e,a,érparninorttneleetsi,0
rusnemocnoieria,rusnemocnoiuria,pprss,pp,ss,moc,rus_ne,noi_eria,rusnemocnoieria,control,s,1.0,0,e,u,rusnemocnoiuria,1
cert,cert,r,,,cert,,,cert,target,r,,0,c,f,fert,0
erniédnuaj,erniédnuam,pppr,ppp,,nuaj,er_ni_éd,,erniédnuaj,control,r,,3,j,m,erniédnuam,1
infoirent,infoirenf,prs,p,s,foir,in,ent,infoirent,target,s,0.0,2,t,f,infoirenf,1
sédnifab,sédnifab,ppr,pp,,fab,séd_ni,,sédnifab,control,r,,0,f,t,sédnitab,0
erléuteuqitnem,emléuteuqitnem,prss,p,ss,léut,er,euqi_tnem,erléuteuqitnem,control,p,0.0,1,r,m,emléuteuqitnem,1
érperrujtnem,érpenrujtnem,pprs,pp,s,ruj,érp_er,tnem,érperrujtnem,control,p,1.0,1,r,n,érpenrujtnem,1
sédnisiat,sédnisiat,ppr,pp,,siat,séd_ni,,sédnisiat,control,r,,1,i,u,sédnisuat,0
nitiametsi,ritiametsi,prs,p,s,tiam,ni,etsi,nitiametsi,control,p,0.0,0,n,r,ritiametsi,1
érpertoidtneleetsi,érpertoidvneleetsi,pprsss,pp,sss,toid,érp_er,tne_le_etsi,érpertoidtneleetsi,control,s,0.0,0,t,v,érpertoidvneleetsi,1
luopxue,luotxue,rs,,s,luop,,xue,luopxue,control,r,,3,p,t,luotxue,1
