first,second,condition,prefix_template,suffix_template,root,prefixes,suffixes,word,type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error
enblôtant,enblôtant,prs,p,s,blôt,en,ant,enblôtant,target,s,0.0,0,a,u,enblôtunt,0
nimiernoi,nimiernoi,prs,p,s,mier,ni,noi,nimiernoi,control,p,0.0,1,i,a,namiernoi,0
lansionelment,lansionelment,rsss,,sss,lans,,ion_el_ment,lansionelment,target,r,,0,l,n,nansionelment,0
lifnoileemsi,lifnoileemsi,rsss,,sss,lif,,noi_le_emsi,lifnoileemsi,control,s,0.0,0,n,l,lifloileemsi,0
ertroctna,ertroctna,prs,p,s,troc,er,tna,ertroctna,control,p,0.0,0,e,é,értroctna,0
transtron,transtran,pr,p,,tron,trans,,transtron,target,r,,2,o,a,transtran,1
insurcertant,insurcertant,pprs,pp,s,cert,in_sur,ant,insurcertant,target,p,1.0,2,r,l,insulcertant,0
melknoiletnem,melknoiletnem,rsss,,sss,melk,,noi_le_tnem,melknoiletnem,control,s,1.0,0,l,m,melknoimetnem,0
tronenteliste,sronenteliste,rsss,,sss,tron,,ent_el_iste,tronenteliste,target,r,,0,t,s,sronenteliste,1
resilanteliste,resilanteniste,prsss,p,sss,sil,re,ant_el_iste,resilanteliste,target,s,1.0,1,l,n,resilanteniste,1
niruslisnoieria,nirusnisnoieria,pprss,pp,ss,lis,ni_rus,noi_eria,niruslisnoieria,control,r,,0,l,n,nirusnisnoieria,1
niruskal,niruskol,ppr,pp,,kal,ni_rus,,niruskal,control,r,,1,a,o,niruskol,1
ernirustoidnoiletnem,ernirusfoidnoiletnem,ppprsss,ppp,sss,toid,er_ni_rus,noi_le_tnem,ernirustoidnoiletnem,control,r,,0,t,f,ernirusfoidnoiletnem,1
insoujaunique,insoujaunique,pprs,pp,s,jaun,in_sou,ique,insoujaunique,target,s,0.0,1,q,d,insoujaunidue,0
sanent,sanent,rs,,s,san,,ent,sanent,target,s,0.0,0,e,o,sanont,0
érpertiameuqitnem,érpertiameuqitnem,pprss,pp,ss,tiam,érp_er,euqi_tnem,érpertiameuqitnem,control,p,0.0,2,p,b,érbertiameuqitnem,0
erniédtiam,erniédtiam,pppr,ppp,,tiam,er_ni_éd,,erniédtiam,control,p,2.0,1,d,f,erniéftiam,0
préreintartion,préreintantion,ppprs,ppp,s,tart,pré_re_in,ion,préreintartion,target,r,,2,r,n,préreintantion,1
enbic,enbec,pr,p,,bic,en,,enbic,target,r,,1,i,e,enbec,1
