first,second,condition,prefix_template,suffix_template,root,prefixes,suffixes,word,type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error
prédéfil,prédéfir,ppr,pp,,fil,pré_dé,,prédéfil,target,r,,2,l,r,prédéfir,1
nilém,nilem,pr,p,,lém,ni,,nilém,control,r,,1,é,e,nilem,1
reimionelisme,reemionelisme,rsss,,sss,reim,,ion_el_isme,reimionelisme,target,r,,2,i,e,reemionelisme,1
troniquement,troniquement,rss,,ss,tron,,ique_ment,troniquement,target,r,,1,r,n,tnoniquement,0
déblôt,déblet,pr,p,,blôt,dé,,déblôt,target,r,,2,ô,e,déblet,1
nemoctneleetsi,nemoctneleetsi,prsss,p,sss,moc,ne,tne_le_etsi,nemoctneleetsi,control,r,,0,m,r,neroctneleetsi,0
reindéboiteur,reindéboiteur,ppprs,ppp,s,boit,re_in_dé,eur,reindéboiteur,target,s,0.0,2,r,m,reindéboiteum,0
ertiamtnem,ertiamtnem,prs,p,s,tiam,er,tnem,ertiamtnem,control,r,,2,a,o,ertiomtnem,0
tiamnoieria,tiamnoieria,rss,,ss,tiam,,noi_eria,tiamnoieria,control,r,,1,i,a,taamnoieria,0
ernuajnoileéti,ernuajnoileéti,prsss,p,sss,nuaj,er,noi_le_éti,ernuajnoileéti,control,p,0.0,1,r,n,ennuajnoileéti,0
ernuajrue,ernuajmue,prs,p,s,nuaj,er,rue,ernuajrue,control,s,0.0,0,r,m,ernuajmue,1
tartel,tartel,rs,,s,tart,,el,tartel,target,r,,0,t,p,partel,0
reintartalité,reintartalité,pprss,pp,ss,tart,re_in,al_ité,reintartalité,target,s,1.0,2,é,a,reintartalita,0
injaunique,injaunique,prs,p,s,jaun,in,ique,injaunique,target,r,,1,a,e,injeunique,0
tronent,tronent,rs,,s,tron,,ent,tronent,target,s,0.0,2,t,s,tronens,0
indémaitiquement,indémaitiquement,pprss,pp,ss,mait,in_dé,ique_ment,indémaitiquement,target,r,,2,i,e,indémaetiquement,0
reinsurlansionaire,reinsurlansioneire,ppprss,ppp,ss,lans,re_in_sur,ion_aire,reinsurlansionaire,target,s,1.0,0,a,e,reinsurlansioneire,1
insurdir,insurdir,ppr,pp,,dir,in_sur,,insurdir,target,r,,2,r,n,insurdin,0
erédfabemsi,erécfabemsi,pprs,pp,s,fab,er_éd,emsi,erédfabemsi,control,p,1.0,1,d,c,erécfabemsi,1
cruselité,cruselité,rss,,ss,crus,,el_ité,cruselité,target,s,1.0,1,t,x,cruselixé,0
cortionelment,cortionenment,rsss,,sss,cort,,ion_el_ment,cortionelment,target,s,1.0,1,l,n,cortionenment,1
rebicion,rebicion,prs,p,s,bic,re,ion,rebicion,target,r,,0,b,v,revicion,0
nilémeviéti,nilémeviéti,prss,p,ss,lém,ni,evi_éti,nilémeviéti,control,s,1.0,2,i,u,nilémeviétu,0
insoubourionelment,insoubourionelment,pprsss,pp,sss,bour,in_sou,ion_el_ment,insoubourionelment,target,p,1.0,0,s,t,intoubourionelment,0
erkal,enkal,pr,p,,kal,er,,erkal,control,p,0.0,1,r,n,enkal,1
encom,entom,pr,p,,com,en,,encom,target,r,,0,c,t,entom,1
insouklem,insouklem,ppr,pp,,klem,in_sou,,insouklem,target,r,,0,k,g,insouglem,0
ersiatlaemsi,ersiatlaemsi,prss,p,ss,siat,er,la_emsi,ersiatlaemsi,control,s,1.0,2,s,f,ersiatlaemfi,0
érpertroc,érpertroc,ppr,pp,,troc,érp_er,,érpertroc,control,r,,3,c,p,érpertrop,0
indécrusique,indécrusique,pprs,pp,s,crus,in_dé,ique,indécrusique,target,s,0.0,1,q,c,indécrusicue,0
inreim,inruim,pr,p,,reim,in,,inreim,target,r,,1,e,u,inruim,1
