first,second,condition,prefix_template,suffix_template,root,prefixes,suffixes,word,type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error
ernirustratlaéti,ernirustratlaéti,ppprss,ppp,ss,trat,er_ni_rus,la_éti,ernirustratlaéti,control,s,0.0,1,a,e,ernirustratleéti,0
préinsoussilionelment,pméinsoussilionelment,ppprsss,ppp,sss,sil,pré_in_sous,ion_el_ment,préinsoussilionelment,target,p,0.0,1,r,m,pméinsoussilionelment,1
recertionaire,recertionaire,prss,p,ss,cert,re,ion_aire,recertionaire,target,r,,0,c,v,revertionaire,0
préretais,préretais,ppr,pp,,tais,pré_re,,préretais,target,r,,1,a,e,préreteis,0
érpnisuosvérptnem,érpnisuosvérptnem,ppprs,ppp,s,vérp,érp_ni_suos,tnem,érpnisuosvérptnem,control,r,,1,é,e,érpnisuosverptnem,0
ernirusmocnoileéti,ernirusmocnoileéti,ppprsss,ppp,sss,moc,er_ni_rus,noi_le_éti,ernirusmocnoileéti,control,s,1.0,1,e,a,ernirusmocnoilaéti,0
érpsédnitroc,érpsédnitroc,pppr,ppp,,troc,érp_séd_ni,,érpsédnitroc,control,r,,2,o,e,érpsédnitrec,0
érpernitroctnemeria,érpernitroctnemeria,ppprss,ppp,ss,troc,érp_er_ni,tnem_eria,érpernitroctnemeria,control,p,0.0,0,é,e,erpernitroctnemeria,0
niretniridrue,niretniridree,pprs,pp,s,rid,ni_retni,rue,niretniridrue,control,s,0.0,1,u,e,niretniridree,1
enblôtablement,anblôtablement,prss,p,ss,blôt,en,able_ment,enblôtablement,target,p,0.0,0,e,a,anblôtablement,1
saniquement,sanequement,rss,,ss,san,,ique_ment,saniquement,target,s,0.0,0,i,e,sanequement,1
erédlifnoileéti,erédrifnoileéti,pprsss,pp,sss,lif,er_éd,noi_le_éti,erédlifnoileéti,control,r,,0,l,r,erédrifnoileéti,1
ertreceuqi,urtreceuqi,prs,p,s,trec,er,euqi,ertreceuqi,control,p,0.0,0,e,u,urtreceuqi,1
tuélionelment,tuélionerment,rsss,,sss,tuél,,ion_el_ment,tuélionelment,target,s,1.0,1,l,r,tuélionerment,1
ensileur,ensaleur,prs,p,s,sil,en,eur,ensileur,target,r,,1,i,a,ensaleur,1
ernasnoieria,ernasneieria,prss,p,ss,nas,er,noi_eria,ernasnoieria,control,s,0.0,1,o,e,ernasneieria,1
dédiotanteliste,dédéotanteliste,prsss,p,sss,diot,dé,ant_el_iste,dédiotanteliste,target,r,,1,i,é,dédéotanteliste,1
reindébafant,reindébafant,ppprs,ppp,s,baf,re_in_dé,ant,reindébafant,target,p,0.0,1,e,u,ruindébafant,0
rèimelbatnem,rèimelbatnem,rss,,ss,rèim,,elba_tnem,rèimelbatnem,control,s,1.0,0,t,s,rèimelbasnem,0
érpnisuosnasnoiletnem,érpnisuosnasnoiletnem,ppprsss,ppp,sss,nas,érp_ni_suos,noi_le_tnem,érpnisuosnasnoiletnem,control,p,0.0,0,é,e,erpnisuosnasnoiletnem,0
érpernivérpnoieria,érpernivérpnoieria,ppprss,ppp,ss,vérp,érp_er_ni,noi_eria,érpernivérpnoieria,control,p,1.0,0,e,à,érpàrnivérpnoieria,0
prédésincortique,prédésincortique,ppprs,ppp,s,cort,pré_dés_in,ique,prédésincortique,target,r,,3,t,g,prédésincorgique,0
préreinsilion,préreinsilion,ppprs,ppp,s,sil,pré_re_in,ion,préreinsilion,target,s,0.0,2,n,l,préreinsiliol,0
reinsurreimant,reinsujreimant,ppprs,ppp,s,reim,re_in_sur,ant,reinsurreimant,target,p,2.0,2,r,j,reinsujreimant,1
redésilent,redésèlent,pprs,pp,s,sil,re_dé,ent,redésilent,target,r,,1,i,è,redésèlent,1
tratnoiletnem,tratnoiletnem,rsss,,sss,trat,,noi_le_tnem,tratnoiletnem,control,s,1.0,0,l,r,tratnoiretnem,0
lans,land,r,,,lans,,,lans,target,r,,3,s,d,land,1
désinfilionelment,désinfilionelmenv,pprsss,pp,sss,fil,dés_in,ion_el_ment,désinfilionelment,target,s,2.0,3,t,v,désinfilionelmenv,1
reindéreimant,leindéreimant,ppprs,ppp,s,reim,re_in_dé,ant,reindéreimant,target,p,0.0,0,r,l,leindéreimant,1
redésanalité,redésanalité,pprss,pp,ss,san,re_dé,al_ité,redésanalité,target,p,0.0,0,r,n,nedésanalité,0
riofnoileemsi,riofnoileemsi,rsss,,sss,riof,,noi_le_emsi,riofnoileemsi,control,s,2.0,1,m,l,riofnoileelsi,0
reimionel,reimionel,rss,,ss,reim,,ion_el,reimionel,target,s,1.0,1,l,n,reimionen,0
