first,second,condition,prefix_template,suffix_template,root,prefixes,suffixes,word,type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error
ernirustiobeuqi,ernirustiobeuqi,ppprs,ppp,s,tiob,er_ni_rus,euqi,ernirustiobeuqi,control,p,1.0,0,n,r,errirustiobeuqi,0
érpsédnitiobelba,érpsédnitiobelba,ppprs,ppp,s,tiob,érp_séd_ni,elba,érpsédnitiobelba,control,r,,0,t,d,érpsédnidiobelba,0
préretartité,préletartité,pprs,pp,s,tart,pré_re,ité,préretartité,target,p,1.0,0,r,l,préletartité,1
inmélion,inmalion,prs,p,s,mél,in,ion,inmélion,target,r,,1,é,a,inmalion,1
taisionelment,taisionelment,rsss,,sss,tais,,ion_el_ment,taisionelment,target,r,,0,t,s,saisionelment,0
dirité,dirité,rs,,s,dir,,ité,dirité,target,s,0.0,1,t,b,diribé,0
erniédtrecnoiletnem,emniédtrecnoiletnem,ppprsss,ppp,sss,trec,er_ni_éd,noi_le_tnem,erniédtrecnoiletnem,control,p,0.0,1,r,m,emniédtrecnoiletnem,1
nenuajtnaleetsi,nenuajtnaleetsi,prsss,p,sss,nuaj,ne,tna_le_etsi,nenuajtnaleetsi,control,p,0.0,1,e,é,nénuajtnaleetsi,0
édtratnoileemsi,édtratnoileemsi,prsss,p,sss,trat,éd,noi_le_emsi,édtratnoileemsi,control,p,0.0,0,é,o,odtratnoileemsi,0
lansionel,lansionel,rss,,ss,lans,,ion_el,lansionel,target,r,,1,a,é,lénsionel,0
reinjaunanteliste,reinjaunanteloste,pprsss,pp,sss,jaun,re_in,ant_el_iste,reinjaunanteliste,target,s,2.0,0,i,o,reinjaunanteloste,1
reindémélable,reindénélable,ppprs,ppp,s,mél,re_in_dé,able,reindémélable,target,r,,0,m,n,reindénélable,1
niuossnaltnemeria,niuossnaltnemuria,pprss,pp,ss,snal,ni_uos,tnem_eria,niuossnaltnemeria,control,s,1.0,0,e,u,niuossnaltnemuria,1
jurionelité,jurionelité,rsss,,sss,jur,,ion_el_ité,jurionelité,target,r,,1,u,e,jerionelité,0
prédésinboitenteliste,prédésinboitenseliste,ppprsss,ppp,sss,boit,pré_dés_in,ent_el_iste,prédésinboitenteliste,target,s,0.0,2,t,s,prédésinboitenseliste,1
erniédtroctneleetsi,erniédtroctneleetsi,ppprsss,ppp,sss,troc,er_ni_éd,tne_le_etsi,erniédtroctneleetsi,control,r,,2,o,e,erniédtrectneleetsi,0
rereimment,rereimmont,prs,p,s,reim,re,ment,rereimment,target,s,0.0,1,e,o,rereimmont,1
enklemanteliste,enklemanteliste,prsss,p,sss,klem,en,ant_el_iste,enklemanteliste,target,s,2.0,1,s,q,enklemanteliqte,0
erniédtrecnoieria,erniédtrecnoieria,ppprss,ppp,ss,trec,er_ni_éd,noi_eria,erniédtrecnoieria,control,p,2.0,1,d,s,erniéstrecnoieria,0
trocelba,trocelbe,rs,,s,troc,,elba,trocelba,control,s,0.0,3,a,e,trocelbe,1
prédésinklement,prédésirklement,ppprs,ppp,s,klem,pré_dés_in,ent,prédésinklement,target,p,2.0,1,n,r,prédésirklement,1
érpédluop,érpédluop,ppr,pp,,luop,érp_éd,,érpédluop,control,p,1.0,0,é,i,érpidluop,0
reindéjaunmentaire,raindéjaunmentaire,ppprss,ppp,ss,jaun,re_in_dé,ment_aire,reindéjaunmentaire,target,p,0.0,1,e,a,raindéjaunmentaire,1
surcnoiletnem,surcnoiletnem,rsss,,sss,surc,,noi_le_tnem,surcnoiletnem,control,r,,3,c,b,surbnoiletnem,0
redédirionel,redébirionel,pprss,pp,ss,dir,re_dé,ion_el,redédirionel,target,r,,0,d,b,redébirionel,1
ernirid,ernirid,ppr,pp,,rid,er_ni,,ernirid,control,r,,2,d,v,erniriv,0
ersnalleéti,ersnalliéti,prss,p,ss,snal,er,le_éti,ersnalleéti,control,s,0.0,1,e,i,ersnalliéti,1
cibtnem,tibtnem,rs,,s,cib,,tnem,cibtnem,control,r,,0,c,t,tibtnem,1
direl,dirol,rs,,s,dir,,el,direl,target,s,0.0,0,e,o,dirol,1
sédnisiatlaéti,sédnisiatlaéti,pprss,pp,ss,siat,séd_ni,la_éti,sédnisiatlaéti,control,r,,3,t,s,sédnisiaslaéti,0
redéblôt,redéblôt,ppr,pp,,blôt,re_dé,,redéblôt,target,r,,3,t,d,redéblôd,0
érpsédninuajeuqitnem,érpsédniruajeuqitnem,ppprss,ppp,ss,nuaj,érp_séd_ni,euqi_tnem,érpsédninuajeuqitnem,control,r,,0,n,r,érpsédniruajeuqitnem,1
erniédtiobtnaleetsi,erniédtiobtnaleetti,ppprsss,ppp,sss,tiob,er_ni_éd,tna_le_etsi,erniédtiobtnaleetsi,control,s,2.0,2,s,t,erniédtiobtnaleetti,1
reinblôtion,reinblôtion,pprs,pp,s,blôt,re_in,ion,reinblôtion,target,p,1.0,0,i,e,reenblôtion,0
préreinjurablement,préreinjurablement,ppprss,ppp,ss,jur,pré_re_in,able_ment,préreinjurablement,target,p,0.0,0,p,t,tréreinjurablement,0
ininterboitablement,ininterboitublement,pprss,pp,ss,boit,in_inter,able_ment,ininterboitablement,target,s,0.0,0,a,u,ininterboitublement,1
reindéblôtionelment,reindéblôtionolment,ppprsss,ppp,sss,blôt,re_in_dé,ion_el_ment,reindéblôtionelment,target,s,1.0,0,e,o,reindéblôtionolment,1
reintronité,reintronaté,pprs,pp,s,tron,re_in,ité,reintronité,target,s,0.0,0,i,a,reintronaté,1
netôlbtna,netôlbtna,prs,p,s,tôlb,ne,tna,netôlbtna,control,p,0.0,1,e,u,nutôlbtna,0
érpfabnoile,érpfabnoile,prss,p,ss,fab,érp,noi_le,érpfabnoile,control,p,0.0,2,p,k,érkfabnoile,0
silionelité,silionelité,rsss,,sss,sil,,ion_el_ité,silionelité,target,s,1.0,1,l,r,silionerité,0
lifnoileéti,lifnoileéti,rsss,,sss,lif,,noi_le_éti,lifnoileéti,control,s,0.0,1,o,e,lifneileéti,0
fabtneleetsi,fabtneleetsi,rsss,,sss,fab,,tne_le_etsi,fabtneleetsi,control,r,,1,a,e,febtneleetsi,0
indébicionelité,indébicionelité,pprsss,pp,sss,bic,in_dé,ion_el_ité,indébicionelité,target,r,,0,b,c,indécicionelité,0
rusneliféti,rusneliféti,pprs,pp,s,lif,rus_ne,éti,rusneliféti,control,s,0.0,2,i,é,rusnelifété,0
rusnekaleria,rusnekareria,pprs,pp,s,kal,rus_ne,eria,rusnekaleria,control,r,,2,l,r,rusnekareria,1
reindétartanteliste,reindétartanteliste,ppprsss,ppp,sss,tart,re_in_dé,ant_el_iste,reindétartanteliste,target,p,1.0,1,n,l,reildétartanteliste,0
lifelbatnem,lifelbatnem,rss,,ss,lif,,elba_tnem,lifelbatnem,control,r,,0,l,r,rifelbatnem,0
rusnetrectneleetsi,rusnetrectneleetsi,pprsss,pp,sss,trec,rus_ne,tne_le_etsi,rusnetrectneleetsi,control,p,1.0,0,n,l,rusletrectneleetsi,0
silmentaire,silmentaire,rss,,ss,sil,,ment_aire,silmentaire,target,r,,1,i,u,sulmentaire,0
reindécert,reinhécert,pppr,ppp,,cert,re_in_dé,,reindécert,target,p,2.0,0,d,h,reinhécert,1
reblôtant,reblôtant,prs,p,s,blôt,re,ant,reblôtant,target,s,0.0,1,n,l,reblôtalt,0
ernirusruj,ernirusrur,pppr,ppp,,ruj,er_ni_rus,,ernirusruj,control,r,,2,j,r,ernirusrur,1
érpermoc,érpermos,ppr,pp,,moc,érp_er,,érpermoc,control,r,,2,c,s,érpermos,1
encomionelisme,encamionelisme,prsss,p,sss,com,en,ion_el_isme,encomionelisme,target,r,,1,o,a,encamionelisme,1
prérecertion,prérecertion,pprs,pp,s,cert,pré_re,ion,prérecertion,target,s,0.0,2,n,l,prérecertiol,0
ernicibnoi,ernécibnoi,pprs,pp,s,cib,er_ni,noi,ernicibnoi,control,p,1.0,1,i,é,ernécibnoi,1
érpnisuostratnoieria,érpnisuostratnoienia,ppprss,ppp,ss,trat,érp_ni_suos,noi_eria,érpnisuostratnoieria,control,s,1.0,1,r,n,érpnisuostratnoienia,1
liféti,liféti,rs,,s,lif,,éti,liféti,control,r,,1,i,e,leféti,0
tiamnoiletnem,viamnoiletnem,rsss,,sss,tiam,,noi_le_tnem,tiamnoiletnem,control,r,,0,t,v,viamnoiletnem,1
reindédirionelment,reindédirionelment,ppprsss,ppp,sss,dir,re_in_dé,ion_el_ment,reindédirionelment,target,s,0.0,1,o,a,reindédirianelment,0
rejaunal,rejaunar,prs,p,s,jaun,re,al,rejaunal,target,s,0.0,1,l,r,rejaunar,1
klement,klerent,rs,,s,klem,,ent,klement,target,r,,3,m,r,klerent,1
reinfoirionelité,reinfoirionolité,pprsss,pp,sss,foir,re_in,ion_el_ité,reinfoirionelité,target,s,1.0,0,e,o,reinfoirionolité,1
ermoc,ermoc,pr,p,,moc,er,,ermoc,control,r,,2,c,t,ermot,0
lakionelment,lakionelment,rsss,,sss,lak,,ion_el_ment,lakionelment,target,s,1.0,1,l,n,lakionenment,0
reinsurbourmentaire,reinsurbourmentaire,ppprss,ppp,ss,bour,re_in_sur,ment_aire,reinsurbourmentaire,target,p,1.0,0,i,a,reansurbourmentaire,0
déreimment,déreimment,prs,p,s,reim,dé,ment,déreimment,target,s,0.0,0,m,l,déreimlent,0
neridtne,neridtno,prs,p,s,rid,ne,tne,neridtne,control,s,0.0,2,e,o,neridtno,1
niédlémeuqitnem,niédlémeuqitnem,pprss,pp,ss,lém,ni_éd,euqi_tnem,niédlémeuqitnem,control,s,1.0,1,n,r,niédlémeuqitrem,0
prérereimionelisme,préreleimionelisme,pprsss,pp,sss,reim,pré_re,ion_el_isme,prérereimionelisme,target,r,,0,r,l,préreleimionelisme,1
interprévion,inserprévion,prs,p,s,prév,inter,ion,interprévion,target,p,0.0,2,t,s,inserprévion,1
ininterdiriquement,ininterdiriquement,pprss,pp,ss,dir,in_inter,ique_ment,ininterdiriquement,target,p,0.0,1,n,r,irinterdiriquement,0
érpédtoid,érpédcoid,ppr,pp,,toid,érp_éd,,érpédtoid,control,r,,0,t,c,érpédcoid,1
érpsédniruob,érpsédniruob,pppr,ppp,,ruob,érp_séd_ni,,érpsédniruob,control,p,1.0,2,d,v,érpsévniruob,0
ernitroc,ernitroc,ppr,pp,,troc,er_ni,,ernitroc,control,r,,2,o,i,ernitric,0
ernivérpnoiletnem,erniverpnoiletnem,pprsss,pp,sss,vérp,er_ni,noi_le_tnem,ernivérpnoiletnem,control,r,,1,é,e,erniverpnoiletnem,1
erniédrèim,erniédrèin,pppr,ppp,,rèim,er_ni_éd,,erniédrèim,control,r,,3,m,n,erniédrèin,1
tartablement,tartablement,rss,,ss,tart,,able_ment,tartablement,target,r,,3,t,s,tarsablement,0
tartionelisme,tartionelisme,rsss,,sss,tart,,ion_el_isme,tartionelisme,target,r,,1,a,i,tirtionelisme,0
rereimionelisme,releimionelisme,prsss,p,sss,reim,re,ion_el_isme,rereimionelisme,target,r,,0,r,l,releimionelisme,1
indétron,ildétron,ppr,pp,,tron,in_dé,,indétron,target,p,0.0,1,n,l,ildétron,1
luopnoiletnem,luopnoiletnem,rsss,,sss,luop,,noi_le_tnem,luopnoiletnem,control,r,,2,o,i,luipnoiletnem,0
niretniléut,niretniléus,ppr,pp,,léut,ni_retni,,niretniléut,control,r,,3,t,s,niretniléus,1
prérejaunenteliste,prerejaunenteliste,pprsss,pp,sss,jaun,pré_re,ent_el_iste,prérejaunenteliste,target,p,0.0,2,é,e,prerejaunenteliste,1
