first,second,condition,prefix_template,suffix_template,root,prefixes,suffixes,word,type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error
repoul,repoul,pr,p,,poul,re,,repoul,target,p,0.0,0,r,l,lepoul,0
nuajtneleetsi,nuejtneleetsi,rsss,,sss,nuaj,,tne_le_etsi,nuajtneleetsi,control,r,,2,a,e,nuejtneleetsi,1
rusnenortnoileemsi,rusnenortnoileemsi,pprsss,pp,sss,nort,rus_ne,noi_le_emsi,rusnenortnoileemsi,control,p,0.0,2,s,t,rutnenortnoileemsi,0
redir,redir,pr,p,,dir,re,,redir,target,r,,2,r,l,redil,0
erkalnoile,ersalnoile,prss,p,ss,kal,er,noi_le,erkalnoile,control,r,,0,k,s,ersalnoile,1
reindéprévable,reimdéprévable,ppprs,ppp,s,prév,re_in_dé,able,reindéprévable,target,p,1.0,1,n,m,reimdéprévable,1
préreinbicité,préreinbicité,ppprs,ppp,s,bic,pré_re_in,ité,préreinbicité,target,s,0.0,0,i,e,préreinbiceté,0
mélalité,mélaleté,rss,,ss,mél,,al_ité,mélalité,target,s,1.0,0,i,e,mélaleté,1
entuélable,entuélable,prs,p,s,tuél,en,able,entuélable,target,r,,0,t,p,enpuélable,0
reinklemelité,riinklemelité,pprss,pp,ss,klem,re_in,el_ité,reinklemelité,target,p,0.0,1,e,i,riinklemelité,1
erfab,erfab,pr,p,,fab,er,,erfab,control,p,0.0,1,r,n,enfab,0
niuosnuajnoiletnem,niuosnuajnoiletnem,pprsss,pp,sss,nuaj,ni_uos,noi_le_tnem,niuosnuajnoiletnem,control,p,0.0,0,n,l,liuosnuajnoiletnem,0
ernirusléutelbatnem,ernirusléutelbitnem,ppprss,ppp,ss,léut,er_ni_rus,elba_tnem,ernirusléutelbatnem,control,s,0.0,3,a,i,ernirusléutelbitnem,1
jaunion,jaurion,rs,,s,jaun,,ion,jaunion,target,r,,3,n,r,jaurion,1
ernirusluopnoiletnem,ernirusluopnoiletnem,ppprsss,ppp,sss,luop,er_ni_rus,noi_le_tnem,ernirusluopnoiletnem,control,s,1.0,0,l,r,ernirusluopnoiretnem,0
reindémaitalité,reindémaitalité,ppprss,ppp,ss,mait,re_in_dé,al_ité,reindémaitalité,target,r,,1,a,o,reindémoitalité,0
erédnuaj,erédnuaj,ppr,pp,,nuaj,er_éd,,erédnuaj,control,r,,3,j,l,erédnual,0
érperlif,énperlif,ppr,pp,,lif,érp_er,,érperlif,control,p,0.0,1,r,n,énperlif,1
kalelbatnem,kalerbatnem,rss,,ss,kal,,elba_tnem,kalelbatnem,control,s,0.0,1,l,r,kalerbatnem,1
mièranteliste,mièlanteliste,rsss,,sss,mièr,,ant_el_iste,mièranteliste,target,r,,3,r,l,mièlanteliste,1
tartment,tartmont,rs,,s,tart,,ment,tartment,target,s,0.0,1,e,o,tartmont,1
érpernitiam,érpirnitiam,pppr,ppp,,tiam,érp_er_ni,,érpernitiam,control,p,1.0,0,e,i,érpirnitiam,1
préreintron,préleintron,pppr,ppp,,tron,pré_re_in,,préreintron,target,p,1.0,0,r,l,préleintron,1
démièrmentaire,démièrmentaire,prss,p,ss,mièr,dé,ment_aire,démièrmentaire,target,r,,2,è,e,démiermentaire,0
édmiernoile,édmiernoile,prss,p,ss,mier,éd,noi_le,édmiernoile,control,s,1.0,0,l,n,édmiernoine,0
nitoidxue,nitoidxue,prs,p,s,toid,ni,xue,nitoidxue,control,r,,1,o,i,nitiidxue,0
prérecrusionelisme,prérecrusionelisme,pprsss,pp,sss,crus,pré_re,ion_el_isme,prérecrusionelisme,target,r,,0,c,t,préretrusionelisme,0
nisurc,nisurs,pr,p,,surc,ni,,nisurc,control,r,,3,c,s,nisurs,1
erédtiamtnaleetsi,erédtiamtnaleetfi,pprsss,pp,sss,tiam,er_éd,tna_le_etsi,erédtiamtnaleetsi,control,s,2.0,2,s,f,erédtiamtnaleetfi,1
nirusmoceuqi,nirusmoceuqi,pprs,pp,s,moc,ni_rus,euqi,nirusmoceuqi,control,p,1.0,0,r,j,nijusmoceuqi,0
érperridnoi,érperridnoi,pprs,pp,s,rid,érp_er,noi,érperridnoi,control,s,0.0,0,n,r,érperridroi,0
recorteux,recorteux,prs,p,s,cort,re,eux,recorteux,target,s,0.0,1,u,é,recorteéx,0
siattnem,siattnim,rs,,s,siat,,tnem,siattnem,control,s,0.0,2,e,i,siattnim,1
lémle,lémle,rs,,s,lém,,le,lémle,control,s,0.0,1,e,u,lémlu,0
préinsouslakalité,préinpouslakalité,ppprss,ppp,ss,lak,pré_in_sous,al_ité,préinsouslakalité,target,p,2.0,0,s,p,préinpouslakalité,1
prédécortanteliste,prédécortanteliste,pprsss,pp,sss,cort,pré_dé,ant_el_iste,prédécortanteliste,target,s,0.0,2,t,p,prédécortanpeliste,0
préreintais,préreincais,pppr,ppp,,tais,pré_re_in,,préreintais,target,r,,0,t,c,préreincais,1
insoufoirionelment,insouqoirionelment,pprsss,pp,sss,foir,in_sou,ion_el_ment,insoufoirionelment,target,r,,0,f,q,insouqoirionelment,1
édtôlbtne,édtôlbtne,prs,p,s,tôlb,éd,tne,édtôlbtne,control,p,0.0,0,é,o,odtôlbtne,0
prédésinjaunanteliste,prédésinjaunanteliste,ppprsss,ppp,sss,jaun,pré_dés_in,ant_el_iste,prédésinjaunanteliste,target,r,,2,u,a,prédésinjaananteliste,0
erniédnorttsieuqi,erniédnurttsieuqi,ppprss,ppp,ss,nort,er_ni_éd,tsi_euqi,erniédnorttsieuqi,control,r,,1,o,u,erniédnurttsieuqi,1
insoubour,inseubour,ppr,pp,,bour,in_sou,,insoubour,target,p,1.0,1,o,e,inseubour,1
érpsédnisurctnaleetsi,érpsédnisurctnaleetsi,ppprsss,ppp,sss,surc,érp_séd_ni,tna_le_etsi,érpsédnisurctnaleetsi,control,s,2.0,0,e,u,érpsédnisurctnaleutsi,0
reinsurtuélionelment,reinsurduélionelment,ppprsss,ppp,sss,tuél,re_in_sur,ion_el_ment,reinsurtuélionelment,target,r,,0,t,d,reinsurduélionelment,1
ernimelknoi,errimelknoi,pprs,pp,s,melk,er_ni,noi,ernimelknoi,control,p,1.0,0,n,r,errimelknoi,1
nikalnoileemsi,mikalnoileemsi,prsss,p,sss,kal,ni,noi_le_emsi,nikalnoileemsi,control,p,0.0,0,n,m,mikalnoileemsi,1
certionaire,sertionaire,rss,,ss,cert,,ion_aire,certionaire,target,r,,0,c,s,sertionaire,1
incortion,incortion,prs,p,s,cort,in,ion,incortion,target,r,,0,c,t,intortion,0
erniédléutlaéti,erniédléutlaéti,ppprss,ppp,ss,léut,er_ni_éd,la_éti,erniédléutlaéti,control,p,0.0,0,e,o,orniédléutlaéti,0
rebafanteliste,rebafantelivte,prsss,p,sss,baf,re,ant_el_iste,rebafanteliste,target,s,2.0,1,s,v,rebafantelivte,1
ernilémnoi,irnilémnoi,pprs,pp,s,lém,er_ni,noi,ernilémnoi,control,p,0.0,0,e,i,irnilémnoi,1
relansiquement,relarsiquement,prss,p,ss,lans,re,ique_ment,relansiquement,target,r,,2,n,r,relarsiquement,1
erniédtoidrue,erniédpoidrue,ppprs,ppp,s,toid,er_ni_éd,rue,erniédtoidrue,control,r,,0,t,p,erniédpoidrue,1
nelém,nelém,pr,p,,lém,ne,,nelém,control,p,0.0,0,n,r,relém,0
ernirèimnoiletnem,ermirèimnoiletnem,pprsss,pp,sss,rèim,er_ni,noi_le_tnem,ernirèimnoiletnem,control,p,1.0,0,n,m,ermirèimnoiletnem,1
préreinsaneur,préreinsaneur,ppprs,ppp,s,san,pré_re_in,eur,préreinsaneur,target,r,,1,a,i,préreinsineur,0
surenmélionelité,surenmélionelité,pprsss,pp,sss,mél,sur_en,ion_el_ité,surenmélionelité,target,r,,1,é,e,surenmelionelité,0
retronablement,retronablemenp,prss,p,ss,tron,re,able_ment,retronablement,target,s,1.0,3,t,p,retronablemenp,1
reinsurdir,reirsurdir,pppr,ppp,,dir,re_in_sur,,reinsurdir,target,p,1.0,1,n,r,reirsurdir,1
refilanteliste,rafilanteliste,prsss,p,sss,fil,re,ant_el_iste,refilanteliste,target,p,0.0,1,e,a,rafilanteliste,1
ertiam,ertiam,pr,p,,tiam,er,,ertiam,control,p,0.0,1,r,l,eltiam,0
nesiat,netiat,pr,p,,siat,ne,,nesiat,control,r,,0,s,t,netiat,1
reinsurtron,reilsurtron,pppr,ppp,,tron,re_in_sur,,reinsurtron,target,p,1.0,1,n,l,reilsurtron,1
tratnoileéti,tratnoiloéti,rsss,,sss,trat,,noi_le_éti,tratnoileéti,control,s,1.0,1,e,o,tratnoiloéti,1
reindémaiteur,reindémaiteul,ppprs,ppp,s,mait,re_in_dé,eur,reindémaiteur,target,s,0.0,2,r,l,reindémaiteul,1
reinsurmélablement,reinsurmélablement,ppprss,ppp,ss,mél,re_in_sur,able_ment,reinsurmélablement,target,p,1.0,0,i,e,reensurmélablement,0
enlans,enlans,pr,p,,lans,en,,enlans,target,p,0.0,0,e,a,anlans,0
tôlbelbatnem,tôlbelbatnem,rss,,ss,tôlb,,elba_tnem,tôlbelbatnem,control,r,,3,b,p,tôlpelbatnem,0
reindétartent,reindétarcent,ppprs,ppp,s,tart,re_in_dé,ent,reindétartent,target,r,,3,t,c,reindétarcent,1
recert,retert,pr,p,,cert,re,,recert,target,r,,0,c,t,retert,1
netrocnoi,netrocnoi,prs,p,s,troc,ne,noi,netrocnoi,control,s,0.0,0,n,l,netrocloi,0
erniédluoptne,erniédluoptnê,ppprs,ppp,s,luop,er_ni_éd,tne,erniédluoptne,control,s,0.0,2,e,ê,erniédluoptnê,1
endiotionelité,endiotionalité,prsss,p,sss,diot,en,ion_el_ité,endiotionelité,target,s,1.0,0,e,a,endiotionalité,1
ertrecnoiletnem,ertrecnoiletnom,prsss,p,sss,trec,er,noi_le_tnem,ertrecnoiletnem,control,s,2.0,2,e,o,ertrecnoiletnom,1
ernicib,ernicit,ppr,pp,,cib,er_ni,,ernicib,control,r,,2,b,t,ernicit,1
rediot,redeot,pr,p,,diot,re,,rediot,target,r,,1,i,e,redeot,1
tronionelité,troniorelité,rsss,,sss,tron,,ion_el_ité,tronionelité,target,s,0.0,2,n,r,troniorelité,1
inmièr,inmièn,pr,p,,mièr,in,,inmièr,target,r,,3,r,n,inmièn,1
erniédriofnoileemsi,orniédriofnoileemsi,ppprsss,ppp,sss,riof,er_ni_éd,noi_le_emsi,erniédriofnoileemsi,control,p,0.0,0,e,o,orniédriofnoileemsi,1
rejaunablement,rejaunablement,prss,p,ss,jaun,re,able_ment,rejaunablement,target,s,0.0,1,b,d,rejaunadlement,0
reindécertelité,reindécertelité,ppprss,ppp,ss,cert,re_in_dé,el_ité,reindécertelité,target,r,,0,c,f,reindéfertelité,0
préreprév,préneprév,ppr,pp,,prév,pré_re,,préreprév,target,p,1.0,0,r,n,préneprév,1
