first,second,condition,prefix_template,suffix_template,root,prefixes,suffixes,word,type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error
retroniquement,retroniquement,prss,p,ss,tron,re,ique_ment,retroniquement,target,s,1.0,2,n,m,retroniquememt,0
erédcibleéti,erédcubleéti,pprss,pp,ss,cib,er_éd,le_éti,erédcibleéti,control,r,,1,i,u,erédcubleéti,1
retuélment,retuélment,prs,p,s,tuél,re,ment,retuélment,target,s,0.0,1,e,u,retuélmunt,0
erluoptnaleetsi,irluoptnaleetsi,prsss,p,sss,luop,er,tna_le_etsi,erluoptnaleetsi,control,p,0.0,0,e,i,irluoptnaleetsi,1
rioftneleetsi,rieftneleetsi,rsss,,sss,riof,,tne_le_etsi,rioftneleetsi,control,r,,2,o,e,rieftneleetsi,1
reinsurlans,reinsurlans,pppr,ppp,,lans,re_in_sur,,reinsurlans,target,r,,3,s,p,reinsurlanp,0
érpédtiam,irpédtiam,ppr,pp,,tiam,érp_éd,,érpédtiam,control,p,0.0,0,é,i,irpédtiam,1
nimoceuqi,nimoceiqi,prs,p,s,moc,ni,euqi,nimoceuqi,control,s,0.0,1,u,i,nimoceiqi,1
préreinbour,préreenbour,pppr,ppp,,bour,pré_re_in,,préreinbour,target,p,2.0,0,i,e,préreenbour,1
recrusanteliste,recrusanteliste,prsss,p,sss,crus,re,ant_el_iste,recrusanteliste,target,s,2.0,3,e,u,recrusantelistu,0
inintermél,enintermél,ppr,pp,,mél,in_inter,,inintermél,target,p,0.0,0,i,e,enintermél,1
reindéboitionelisme,reindéboitionelisme,ppprsss,ppp,sss,boit,re_in_dé,ion_el_isme,reindéboitionelisme,target,r,,1,o,a,reindébaitionelisme,0
reinfoir,rainfoir,ppr,pp,,foir,re_in,,reinfoir,target,p,0.0,1,e,a,rainfoir,1
toidnoileéti,toidnoimeéti,rsss,,sss,toid,,noi_le_éti,toidnoileéti,control,s,1.0,0,l,m,toidnoimeéti,1
toidnoiletnem,toidnoiletnem,rsss,,sss,toid,,noi_le_tnem,toidnoiletnem,control,s,0.0,0,n,l,toidloiletnem,0
erlislaemsi,erliblaemsi,prss,p,ss,lis,er,la_emsi,erlislaemsi,control,r,,2,s,b,erliblaemsi,1
refoirelité,refoirelipé,prss,p,ss,foir,re,el_ité,refoirelité,target,s,1.0,1,t,p,refoirelipé,1
préreinreimiquement,prereinreimiquement,ppprss,ppp,ss,reim,pré_re_in,ique_ment,préreinreimiquement,target,p,0.0,2,é,e,prereinreimiquement,1
érpsédnisnal,érpsédnisnal,pppr,ppp,,snal,érp_séd_ni,,érpsédnisnal,control,r,,0,s,d,érpsédnidnal,0
erniédluopeuqitnem,erniédluopeuqitnem,ppprss,ppp,ss,luop,er_ni_éd,euqi_tnem,erniédluopeuqitnem,control,p,1.0,1,i,e,erneédluopeuqitnem,0
trecnoile,trecloile,rss,,ss,trec,,noi_le,trecnoile,control,s,0.0,0,n,l,trecloile,1
redédiot,redédiét,ppr,pp,,diot,re_dé,,redédiot,target,r,,2,o,é,redédiét,1
resan,repan,pr,p,,san,re,,resan,target,r,,0,s,p,repan,1
