first,second,condition,prefix_template,suffix_template,root,prefixes,suffixes,word,type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error
erninastne,erninastme,pprs,pp,s,nas,er_ni,tne,erninastne,control,s,0.0,1,n,m,erninastme,1
érperridnoiletnem,érperridnoiletnem,pprsss,pp,sss,rid,érp_er,noi_le_tnem,érperridnoiletnem,control,p,0.0,2,p,g,érgerridnoiletnem,0
tiamtnem,tiamtnem,rs,,s,tiam,,tnem,tiamtnem,control,r,,3,m,r,tiartnem,0
préinsousprévable,préinsousprévable,ppprs,ppp,s,prév,pré_in_sous,able,préinsousprévable,target,s,0.0,0,a,o,préinsousprévoble,0
neluoptna,neluuptna,prs,p,s,luop,ne,tna,neluoptna,control,r,,2,o,u,neluuptna,1
tôlbtnaleetsi,tôlbtnaleetsi,rsss,,sss,tôlb,,tna_le_etsi,tôlbtnaleetsi,control,r,,3,b,v,tôlvtnaleetsi,0
reinméliquement,reinméliquement,pprss,pp,ss,mél,re_in,ique_ment,reinméliquement,target,s,1.0,3,t,s,reinméliquemens,0
ermocnoiletnem,ermocnoiletnem,prsss,p,sss,moc,er,noi_le_tnem,ermocnoiletnem,control,p,0.0,1,r,l,elmocnoiletnem,0
lansel,lansel,rs,,s,lans,,el,lansel,target,r,,2,n,l,lalsel,0
mierla,miejla,rs,,s,mier,,la,mierla,control,r,,3,r,j,miejla,1
érpsédnirujeuqitnem,érpsédnirujeuqihnem,ppprss,ppp,ss,ruj,érp_séd_ni,euqi_tnem,érpsédnirujeuqitnem,control,s,1.0,0,t,h,érpsédnirujeuqihnem,1
niléutle,niréutle,prs,p,s,léut,ni,le,niléutle,control,r,,0,l,r,niréutle,1
entais,antais,pr,p,,tais,en,,entais,target,p,0.0,0,e,a,antais,1
érpsédnimiernoiletnem,érpsédnimiarnoiletnem,ppprsss,ppp,sss,mier,érp_séd_ni,noi_le_tnem,érpsédnimiernoiletnem,control,r,,2,e,a,érpsédnimiarnoiletnem,1
préreinpoulionel,préreinfoulionel,ppprss,ppp,ss,poul,pré_re_in,ion_el,préreinpoulionel,target,r,,0,p,f,préreinfoulionel,1
nasle,nasle,rs,,s,nas,,le,nasle,control,r,,2,s,t,natle,0
ernitrecnoieria,ernitrecnoieria,pprss,pp,ss,trec,er_ni,noi_eria,ernitrecnoieria,control,s,0.0,1,o,a,ernitrecnaieria,0
désinfil,désinfil,ppr,pp,,fil,dés_in,,désinfil,target,p,1.0,1,n,r,désirfil,0
surencrusaire,surencrusaore,pprs,pp,s,crus,sur_en,aire,surencrusaire,target,s,0.0,1,i,o,surencrusaore,1
tuélanteliste,tuélanteliste,rsss,,sss,tuél,,ant_el_iste,tuélanteliste,target,s,1.0,1,l,n,tuélanteniste,0
érpernitrocelbatnem,érpernutrocelbatnem,ppprss,ppp,ss,troc,érp_er_ni,elba_tnem,érpernitrocelbatnem,control,p,2.0,1,i,u,érpernutrocelbatnem,1
érptrecnoileéti,érptrecnoileéti,prsss,p,sss,trec,érp,noi_le_éti,érptrecnoileéti,control,p,0.0,2,p,s,érstrecnoileéti,0
ernitiobleéti,ernitiobleéti,pprss,pp,ss,tiob,er_ni,le_éti,ernitiobleéti,control,r,,3,b,g,ernitiogleéti,0
erniédcib,erniédcib,pppr,ppp,,cib,er_ni_éd,,erniédcib,control,r,,2,b,d,erniédcid,0
inintermaitionaire,ininterraitionaire,pprss,pp,ss,mait,in_inter,ion_aire,inintermaitionaire,target,r,,0,m,r,ininterraitionaire,1
kal,kal,r,,,kal,,,kal,control,r,,1,a,e,kel,0
désil,dépil,pr,p,,sil,dé,,désil,target,r,,0,s,p,dépil,1
reindéblôtionelment,reandéblôtionelment,ppprsss,ppp,sss,blôt,re_in_dé,ion_el_ment,reindéblôtionelment,target,p,1.0,0,i,a,reandéblôtionelment,1
erniédlisle,erniédlisle,ppprs,ppp,s,lis,er_ni_éd,le,erniédlisle,control,r,,1,i,e,erniédlesle,0
reinsil,reintil,ppr,pp,,sil,re_in,,reinsil,target,r,,0,s,t,reintil,1
érpersiattnem,érpersiattnem,pprs,pp,s,siat,érp_er,tnem,érpersiattnem,control,p,0.0,2,p,t,értersiattnem,0
cojur,cojur,pr,p,,jur,co,,cojur,target,r,,0,j,n,conur,0
reinsurpoulionelment,reensurpoulionelment,ppprsss,ppp,sss,poul,re_in_sur,ion_el_ment,reinsurpoulionelment,target,p,1.0,0,i,e,reensurpoulionelment,1
rejaunalisme,rejaunalisme,prss,p,ss,jaun,re,al_isme,rejaunalisme,target,r,,1,a,é,rejéunalisme,0
érpédluop,érpédluop,ppr,pp,,luop,érp_éd,,érpédluop,control,r,,1,u,a,érpédlaop,0
reindésanablement,reindésunablement,ppprss,ppp,ss,san,re_in_dé,able_ment,reindésanablement,target,r,,1,a,u,reindésunablement,1
erniédlislaemsi,erniédlislaemsi,ppprss,ppp,ss,lis,er_ni_éd,la_emsi,erniédlislaemsi,control,r,,1,i,e,erniédleslaemsi,0
ernikal,ernikal,ppr,pp,,kal,er_ni,,ernikal,control,r,,0,k,v,ernival,0
érpernisiattneleetsi,érpernisiattnemeetsi,ppprsss,ppp,sss,siat,érp_er_ni,tne_le_etsi,érpernisiattneleetsi,control,s,1.0,0,l,m,érpernisiattnemeetsi,1
prérecortionelment,prérecortionelment,pprsss,pp,sss,cort,pré_re,ion_el_ment,prérecortionelment,target,s,2.0,2,n,m,prérecortionelmemt,0
inintercort,inintersort,ppr,pp,,cort,in_inter,,inintercort,target,r,,0,c,s,inintersort,1
érperninuaj,érperlinuaj,pppr,ppp,,nuaj,érp_er_ni,,érperninuaj,control,p,2.0,0,n,l,érperlinuaj,1
préreindirant,préreindirant,ppprs,ppp,s,dir,pré_re_in,ant,préreindirant,target,p,0.0,2,é,u,prureindirant,0
nesnal,nesnil,pr,p,,snal,ne,,nesnal,control,r,,2,a,i,nesnil,1
niléutelbatnem,neléutelbatnem,prss,p,ss,léut,ni,elba_tnem,niléutelbatnem,control,p,0.0,1,i,e,neléutelbatnem,1
ruobtnem,ruobtnem,rs,,s,ruob,,tnem,ruobtnem,control,r,,0,r,m,muobtnem,0
