first,second,condition,prefix_template,suffix_template,root,prefixes,suffixes,word,type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error
insurfoireur,ansurfoireur,pprs,pp,s,foir,in_sur,eur,insurfoireur,target,p,0.0,0,i,a,ansurfoireur,1
reindécom,leindécom,pppr,ppp,,com,re_in_dé,,reindécom,target,p,0.0,0,r,l,leindécom,1
reindébafion,reindébafion,ppprs,ppp,s,baf,re_in_dé,ion,reindébafion,target,r,,0,b,s,reindésafion,0
rebourionelité,rebourionelité,prsss,p,sss,bour,re,ion_el_ité,rebourionelité,target,r,,2,u,é,reboérionelité,0
erniriof,erniliof,ppr,pp,,riof,er_ni,,erniriof,control,r,,0,r,l,erniliof,1
surfoiriquement,gurfoiriquement,prss,p,ss,foir,sur,ique_ment,surfoiriquement,target,p,0.0,0,s,g,gurfoiriquement,1
erédrèim,erédrèim,ppr,pp,,rèim,er_éd,,erédrèim,control,p,1.0,0,é,e,eredrèim,0
ermelknoi,ermelknoi,prs,p,s,melk,er,noi,ermelknoi,control,s,0.0,1,o,e,ermelknei,0
tronionelisme,tronionelisne,rsss,,sss,tron,,ion_el_isme,tronionelisme,target,s,2.0,2,m,n,tronionelisne,1
erniédriofnoiletnem,erniédriofnoiletnem,ppprsss,ppp,sss,riof,er_ni_éd,noi_le_tnem,erniédriofnoiletnem,control,p,0.0,1,r,y,eyniédriofnoiletnem,0
errèimnoi,errèimnoi,prs,p,s,rèim,er,noi,errèimnoi,control,r,,3,m,l,errèilnoi,0
filant,pilant,rs,,s,fil,,ant,filant,target,r,,0,f,p,pilant,1
mier,mier,r,,,mier,,,mier,control,r,,2,e,i,miir,0
nastna,nustna,rs,,s,nas,,tna,nastna,control,r,,1,a,u,nustna,1
déblôtment,déblôsment,prs,p,s,blôt,dé,ment,déblôtment,target,r,,3,t,s,déblôsment,1
érpédtroclaemsi,érpédtroglaemsi,pprss,pp,ss,troc,érp_éd,la_emsi,érpédtroclaemsi,control,r,,3,c,g,érpédtroglaemsi,1
désinblôtique,désinblôteque,pprs,pp,s,blôt,dés_in,ique,désinblôtique,target,s,0.0,0,i,e,désinblôteque,1
ernifabnoileemsi,ernicabnoileemsi,pprsss,pp,sss,fab,er_ni,noi_le_emsi,ernifabnoileemsi,control,r,,0,f,c,ernicabnoileemsi,1
erléutnoieria,urléutnoieria,prss,p,ss,léut,er,noi_eria,erléutnoieria,control,p,0.0,0,e,u,urléutnoieria,1
erniédtrecnoi,erniédtrecnoo,ppprs,ppp,s,trec,er_ni_éd,noi,erniédtrecnoi,control,s,0.0,2,i,o,erniédtrecnoo,1
préreinblôtionaire,préreinblôtionaire,ppprss,ppp,ss,blôt,pré_re_in,ion_aire,préreinblôtionaire,target,r,,3,t,s,préreinblôsionaire,0
désan,disan,pr,p,,san,dé,,désan,target,p,0.0,1,é,i,disan,1
préreinsanant,préreinsananp,ppprs,ppp,s,san,pré_re_in,ant,préreinsanant,target,s,0.0,2,t,p,préreinsananp,1
niretninort,niretninort,ppr,pp,,nort,ni_retni,,niretninort,control,r,,3,t,h,niretninorh,0
préreinsanalisme,préleinsanalisme,ppprss,ppp,ss,san,pré_re_in,al_isme,préreinsanalisme,target,p,1.0,0,r,l,préleinsanalisme,1
insurbafant,insurbafant,pprs,pp,s,baf,in_sur,ant,insurbafant,target,s,0.0,0,a,e,insurbafent,0
intron,intmon,pr,p,,tron,in,,intron,target,r,,1,r,m,intmon,1
sédnimier,sédnimiel,ppr,pp,,mier,séd_ni,,sédnimier,control,r,,3,r,l,sédnimiel,1
enlak,enmak,pr,p,,lak,en,,enlak,target,r,,0,l,m,enmak,1
déprév,déprév,pr,p,,prév,dé,,déprév,target,p,0.0,1,é,a,daprév,0
