first,second,condition,prefix_template,suffix_template,root,prefixes,suffixes,word,type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error
lisnoileemsi,lisnoileemqi,rsss,,sss,lis,,noi_le_emsi,lisnoileemsi,control,s,2.0,2,s,q,lisnoileemqi,1
reindécruseux,leindécruseux,ppprs,ppp,s,crus,re_in_dé,eux,reindécruseux,target,p,0.0,0,r,l,leindécruseux,1
niédnort,niédnort,ppr,pp,,nort,ni_éd,,niédnort,control,p,0.0,1,i,u,nuédnort,0
lif,lif,r,,,lif,,,lif,control,r,,1,i,a,laf,0
mocnoile,micnoile,rss,,ss,moc,,noi_le,mocnoile,control,r,,1,o,i,micnoile,1
rèimnoiletnem,rèimnoiletnem,rsss,,sss,rèim,,noi_le_tnem,rèimnoiletnem,control,s,2.0,3,m,l,rèimnoiletnel,0
errujnoiletnem,errujnoiletnem,prsss,p,sss,ruj,er,noi_le_tnem,errujnoiletnem,control,p,0.0,1,r,m,emrujnoiletnem,0
prérecrusionelment,prémecrusionelment,pprsss,pp,sss,crus,pré_re,ion_el_ment,prérecrusionelment,target,p,1.0,0,r,m,prémecrusionelment,1
cibeuqitnem,cideuqitnem,rss,,ss,cib,,euqi_tnem,cibeuqitnem,control,r,,2,b,d,cideuqitnem,1
reindécortionelisme,reindécortionelisme,ppprsss,ppp,sss,cort,re_in_dé,ion_el_isme,reindécortionelisme,target,s,0.0,0,i,a,reindécortaonelisme,0
érpédtôlbtnaleetsi,érpédtôlbtnaleetsi,pprsss,pp,sss,tôlb,érp_éd,tna_le_etsi,érpédtôlbtnaleetsi,control,r,,3,b,d,érpédtôldtnaleetsi,0
erédmelkeuqitnem,erédmelkeuqitnem,pprss,pp,ss,melk,er_éd,euqi_tnem,erédmelkeuqitnem,control,s,0.0,2,q,s,erédmelkeusitnem,0
tiobtnaleetsi,tiobtnaleetsi,rsss,,sss,tiob,,tna_le_etsi,tiobtnaleetsi,control,s,2.0,2,s,g,tiobtnaleetgi,0
redéreimablement,redéreimablement,pprss,pp,ss,reim,re_dé,able_ment,redéreimablement,target,p,1.0,1,é,a,redareimablement,0
nitrat,nitrat,pr,p,,trat,ni,,nitrat,control,p,0.0,1,i,e,netrat,0
rusnenuaj,rusnenuij,ppr,pp,,nuaj,rus_ne,,rusnenuaj,control,r,,2,a,i,rusnenuij,1
erninuajnoileéti,erninuajnoileéti,pprsss,pp,sss,nuaj,er_ni,noi_le_éti,erninuajnoileéti,control,p,0.0,0,e,u,urninuajnoileéti,0
