first,second,condition,prefix_template,suffix_template,root,prefixes,suffixes,word,type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error
édlistna,édlistna,prs,p,s,lis,éd,tna,édlistna,control,s,0.0,1,n,l,édlistla,0
redédir,redédir,ppr,pp,,dir,re_dé,,redédir,target,r,,1,i,u,redédur,0
édruobnoiletnem,édruobnoilepnem,prsss,p,sss,ruob,éd,noi_le_tnem,édruobnoiletnem,control,s,2.0,0,t,p,édruobnoilepnem,1
erniédmelkla,ernuédmelkla,ppprs,ppp,s,melk,er_ni_éd,la,erniédmelkla,control,p,1.0,1,i,u,ernuédmelkla,1
redésilionelment,redésilionelmant,pprsss,pp,sss,sil,re_dé,ion_el_ment,redésilionelment,target,s,2.0,1,e,a,redésilionelmant,1
redéfoirionelisme,redéfoirionelisma,pprsss,pp,sss,foir,re_dé,ion_el_isme,redéfoirionelisme,target,s,2.0,3,e,a,redéfoirionelisma,1
cibnoileéti,cibnoileiti,rsss,,sss,cib,,noi_le_éti,cibnoileéti,control,s,2.0,0,é,i,cibnoileiti,1
rebic,rebic,pr,p,,bic,re,,rebic,target,r,,1,i,u,rebuc,0
surctnem,surctnem,rs,,s,surc,,tnem,surctnem,control,s,0.0,0,t,s,surcsnem,0
trocnoiletnem,trocnoiletnem,rsss,,sss,troc,,noi_le_tnem,trocnoiletnem,control,r,,2,o,e,trecnoiletnem,0
reindétaisment,reindétaisnent,ppprs,ppp,s,tais,re_in_dé,ment,reindétaisment,target,s,0.0,0,m,n,reindétaisnent,1
neriof,neriof,pr,p,,riof,ne,,neriof,control,p,0.0,1,e,a,nariof,0
érperruob,érpirruob,ppr,pp,,ruob,érp_er,,érperruob,control,p,1.0,0,e,i,érpirruob,1
déjur,déjur,pr,p,,jur,dé,,déjur,target,r,,2,r,l,déjul,0
ernirustiamtna,ernirustiamtna,ppprs,ppp,s,tiam,er_ni_rus,tna,ernirustiamtna,control,s,0.0,2,a,e,ernirustiamtne,0
érpsédniluopnoieria,érpsédniluopnoieria,ppprss,ppp,ss,luop,érp_séd_ni,noi_eria,érpsédniluopnoieria,control,s,1.0,3,a,e,érpsédniluopnoierie,0
retartiquement,retartiquement,prss,p,ss,tart,re,ique_ment,retartiquement,target,p,0.0,1,e,i,ritartiquement,0
siatrue,siatrue,rs,,s,siat,,rue,siatrue,control,r,,2,a,é,siétrue,0
prédébafable,prédébafeble,pprs,pp,s,baf,pré_dé,able,prédébafable,target,s,0.0,0,a,e,prédébafeble,1
insouboureux,insouboureux,pprs,pp,s,bour,in_sou,eux,insouboureux,target,s,0.0,1,u,e,insouboureex,0
reinmélionelité,reinnélionelité,pprsss,pp,sss,mél,re_in,ion_el_ité,reinmélionelité,target,r,,0,m,n,reinnélionelité,1
reklemanteliste,reklemanteliste,prsss,p,sss,klem,re,ant_el_iste,reklemanteliste,target,r,,2,e,i,reklimanteliste,0
encertant,encertant,prs,p,s,cert,en,ant,encertant,target,r,,1,e,a,encartant,0
redéfilionelité,redéfelionelité,pprsss,pp,sss,fil,re_dé,ion_el_ité,redéfilionelité,target,r,,1,i,e,redéfelionelité,1
préresilanteliste,préredilanteliste,pprsss,pp,sss,sil,pré_re,ant_el_iste,préresilanteliste,target,r,,0,s,d,préredilanteliste,1
diotalité,diotalité,rss,,ss,diot,,al_ité,diotalité,target,s,0.0,0,a,é,diotélité,0
reinsurbicanteliste,reinsurbicanteliste,ppprsss,ppp,sss,bic,re_in_sur,ant_el_iste,reinsurbicanteliste,target,p,1.0,0,i,e,reensurbicanteliste,0
reinsurtaiseur,reinsursaiseur,ppprs,ppp,s,tais,re_in_sur,eur,reinsurtaiseur,target,r,,0,t,s,reinsursaiseur,1
ernirusnuajlaéti,ernarusnuajlaéti,ppprss,ppp,ss,nuaj,er_ni_rus,la_éti,ernirusnuajlaéti,control,p,1.0,1,i,a,ernarusnuajlaéti,1
préretuéleur,préretuéleur,pprs,pp,s,tuél,pré_re,eur,préretuéleur,target,r,,1,u,a,préretaéleur,0
