first,second,condition,prefix_template,suffix_template,root,prefixes,suffixes,word,type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error
erlifemsi,erlefemsi,prs,p,s,lif,er,emsi,erlifemsi,control,r,,1,i,e,erlefemsi,1
érpernimelk,érpernimerk,pppr,ppp,,melk,érp_er_ni,,érpernimelk,control,r,,2,l,r,érpernimerk,1
encertable,encertable,prs,p,s,cert,en,able,encertable,target,r,,2,r,n,encentable,0
erniédsnaltna,erniédsnalcna,ppprs,ppp,s,snal,er_ni_éd,tna,erniédsnaltna,control,s,0.0,0,t,c,erniédsnalcna,1
prédésinpoul,prédésinpoul,pppr,ppp,,poul,pré_dés_in,,prédésinpoul,target,p,2.0,0,i,e,prédésenpoul,0
reindécortionelité,reindécortionelité,ppprsss,ppp,sss,cort,re_in_dé,ion_el_ité,reindécortionelité,target,p,2.0,1,é,e,reindecortionelité,0
érpsédnifabeuqitnem,érpsédnifabeuqitnem,ppprss,ppp,ss,fab,érp_séd_ni,euqi_tnem,érpsédnifabeuqitnem,control,r,,0,f,s,érpsédnisabeuqitnem,0
redémièrion,redémiurion,pprs,pp,s,mièr,re_dé,ion,redémièrion,target,r,,2,è,u,redémiurion,1
reimmentaire,reemmentaire,rss,,ss,reim,,ment_aire,reimmentaire,target,r,,2,i,e,reemmentaire,1
ernirusnort,ernirusnort,pppr,ppp,,nort,er_ni_rus,,ernirusnort,control,r,,0,n,m,ernirusmort,0
erkaltne,erkaltme,prs,p,s,kal,er,tne,erkaltne,control,s,0.0,1,n,m,erkaltme,1
érpsédniriofnoieria,érpsédniriofnoieria,ppprss,ppp,ss,riof,érp_séd_ni,noi_eria,érpsédniriofnoieria,control,s,1.0,0,e,u,érpsédniriofnoiuria,0
melktna,milktna,rs,,s,melk,,tna,melktna,control,r,,1,e,i,milktna,1
rebafité,lebafité,prs,p,s,baf,re,ité,rebafité,target,p,0.0,0,r,l,lebafité,1
redirionelité,redirionelité,prsss,p,sss,dir,re,ion_el_ité,redirionelité,target,s,2.0,0,i,e,redirioneleté,0
rèim,rèim,r,,,rèim,,,rèim,control,r,,0,r,j,jèim,0
rereim,rereir,pr,p,,reim,re,,rereim,target,r,,3,m,r,rereir,1
boitanteliste,boitanteliste,rsss,,sss,boit,,ant_el_iste,boitanteliste,target,s,2.0,3,e,i,boitantelisti,0
lémtna,lémtra,rs,,s,lém,,tna,lémtna,control,s,0.0,1,n,r,lémtra,1
reindéblôt,leindéblôt,pppr,ppp,,blôt,re_in_dé,,reindéblôt,target,p,0.0,0,r,l,leindéblôt,1
ernikaltnem,ernikaltrem,pprs,pp,s,kal,er_ni,tnem,ernikaltnem,control,s,0.0,1,n,r,ernikaltrem,1
ernirèim,ernirèim,ppr,pp,,rèim,er_ni,,ernirèim,control,p,0.0,1,r,n,ennirèim,0
ersnalnoiletnem,ersnalnoilutnem,prsss,p,sss,snal,er,noi_le_tnem,ersnalnoiletnem,control,s,1.0,1,e,u,ersnalnoilutnem,1
préreinbicment,préreinbicmend,ppprs,ppp,s,bic,pré_re_in,ment,préreinbicment,target,s,0.0,3,t,d,préreinbicmend,1
niluoptnemeria,niluoptnemeria,prss,p,ss,luop,ni,tnem_eria,niluoptnemeria,control,r,,2,o,e,nilueptnemeria,0
prédésinlans,prédésinlans,pppr,ppp,,lans,pré_dés_in,,prédésinlans,target,p,0.0,1,r,m,pmédésinlans,0
erniédsnalnoileéti,erniédsnalnoileéti,ppprsss,ppp,sss,snal,er_ni_éd,noi_le_éti,erniédsnalnoileéti,control,r,,1,n,m,erniédsmalnoileéti,0
erédnuaj,erédnuaj,ppr,pp,,nuaj,er_éd,,erédnuaj,control,p,0.0,0,e,é,érédnuaj,0
niédsiattnemeria,niédsiattnemerea,pprss,pp,ss,siat,ni_éd,tnem_eria,niédsiattnemeria,control,s,1.0,2,i,e,niédsiattnemerea,1
erédfabeuqitnem,arédfabeuqitnem,pprss,pp,ss,fab,er_éd,euqi_tnem,erédfabeuqitnem,control,p,0.0,0,e,a,arédfabeuqitnem,1
reimablement,ruimablement,rss,,ss,reim,,able_ment,reimablement,target,r,,1,e,u,ruimablement,1
érpernirujtnem,érpernirurtnem,ppprs,ppp,s,ruj,érp_er_ni,tnem,érpernirujtnem,control,r,,2,j,r,érpernirurtnem,1
préreinjurionaire,préreinjurionaire,ppprss,ppp,ss,jur,pré_re_in,ion_aire,préreinjurionaire,target,s,0.0,0,i,a,préreinjuraonaire,0
erédsiatelbatnem,erédsiatelbatnem,pprss,pp,ss,siat,er_éd,elba_tnem,erédsiatelbatnem,control,p,1.0,0,é,i,eridsiatelbatnem,0
reindéboitment,reindéboitment,ppprs,ppp,s,boit,re_in_dé,ment,reindéboitment,target,s,0.0,2,n,r,reindéboitmert,0
rujlaéti,rujlaéti,rss,,ss,ruj,,la_éti,rujlaéti,control,s,1.0,0,é,u,rujlauti,0
érpsédninortnoiletnem,érpsédninortnoiletnem,ppprsss,ppp,sss,nort,érp_séd_ni,noi_le_tnem,érpsédninortnoiletnem,control,p,1.0,1,é,e,érpsedninortnoiletnem,0
reinsurdirant,reinsurdirant,ppprs,ppp,s,dir,re_in_sur,ant,reinsurdirant,target,s,0.0,0,a,é,reinsurdirént,0
nesiatlaéti,nesiatlaéti,prss,p,ss,siat,ne,la_éti,nesiatlaéti,control,s,0.0,1,a,u,nesiatluéti,0
reindébourionel,reindébàurionel,ppprss,ppp,ss,bour,re_in_dé,ion_el,reindébourionel,target,r,,1,o,à,reindébàurionel,1
repoulion,resoulion,prs,p,s,poul,re,ion,repoulion,target,r,,0,p,s,resoulion,1
erniédtôlbnoileemsi,erniédtôlbnoileemsi,ppprsss,ppp,sss,tôlb,er_ni_éd,noi_le_emsi,erniédtôlbnoileemsi,control,p,1.0,0,n,r,erriédtôlbnoileemsi,0
netrectneleetsi,nitrectneleetsi,prsss,p,sss,trec,ne,tne_le_etsi,netrectneleetsi,control,p,0.0,1,e,i,nitrectneleetsi,1
préreinjurment,préreinjerment,ppprs,ppp,s,jur,pré_re_in,ment,préreinjurment,target,r,,1,u,e,préreinjerment,1
prédécortablement,prédécortablement,pprss,pp,ss,cort,pré_dé,able_ment,prédécortablement,target,s,0.0,0,a,e,prédécorteblement,0
netiamtnaleetsi,netiamtnaleessi,prsss,p,sss,tiam,ne,tna_le_etsi,netiamtnaleetsi,control,s,2.0,1,t,s,netiamtnaleessi,1
erléutéti,erleutéti,prs,p,s,léut,er,éti,erléutéti,control,r,,1,é,e,erleutéti,1
reindésil,reindésil,pppr,ppp,,sil,re_in_dé,,reindésil,target,r,,1,i,e,reindésel,0
filionelisme,finionelisme,rsss,,sss,fil,,ion_el_isme,filionelisme,target,r,,2,l,n,finionelisme,1
reindécertionelment,reindécertionelment,ppprsss,ppp,sss,cert,re_in_dé,ion_el_ment,reindécertionelment,target,r,,3,t,v,reindécervionelment,0
prédésinfoireur,prédésinfuireur,ppprs,ppp,s,foir,pré_dés_in,eur,prédésinfoireur,target,r,,1,o,u,prédésinfuireur,1
reindéjaunment,reindéjaunment,ppprs,ppp,s,jaun,re_in_dé,ment,reindéjaunment,target,r,,1,a,i,reindéjiunment,0
redémaitionelité,redémaetionelité,pprsss,pp,sss,mait,re_dé,ion_el_ité,redémaitionelité,target,r,,2,i,e,redémaetionelité,1
préreboiteur,prémeboiteur,pprs,pp,s,boit,pré_re,eur,préreboiteur,target,p,1.0,0,r,m,prémeboiteur,1
reindétron,reandétron,pppr,ppp,,tron,re_in_dé,,reindétron,target,p,1.0,0,i,a,reandétron,1
direnteliste,direnteliste,rsss,,sss,dir,,ent_el_iste,direnteliste,target,r,,1,i,a,darenteliste,0
fabtnaleetsi,fabtnaleetsi,rsss,,sss,fab,,tna_le_etsi,fabtnaleetsi,control,s,0.0,0,t,d,fabdnaleetsi,0
érpsédniruj,érpsédniruj,pppr,ppp,,ruj,érp_séd_ni,,érpsédniruj,control,r,,0,r,l,érpsédniluj,0
erniédnasnoiletnem,erniédnasnoiletnem,ppprsss,ppp,sss,nas,er_ni_éd,noi_le_tnem,erniédnasnoiletnem,control,p,2.0,0,é,e,erniednasnoiletnem,0
remièrelité,remièrelité,prss,p,ss,mièr,re,el_ité,remièrelité,target,s,0.0,1,l,n,remièrenité,0
ernikalelbatnem,ernikalelbatnem,pprss,pp,ss,kal,er_ni,elba_tnem,ernikalelbatnem,control,r,,0,k,t,ernitalelbatnem,0
érpsédniruj,érpsédneruj,pppr,ppp,,ruj,érp_séd_ni,,érpsédniruj,control,p,2.0,1,i,e,érpsédneruj,1
erfabnoile,erfabnoile,prss,p,ss,fab,er,noi_le,erfabnoile,control,r,,2,b,t,erfatnoile,0
erniédtoidnoileemsi,erniédtoidroileemsi,ppprsss,ppp,sss,toid,er_ni_éd,noi_le_emsi,erniédtoidnoileemsi,control,s,0.0,0,n,r,erniédtoidroileemsi,1
niuoslémnoiletnem,niuoslémnoiletnem,pprsss,pp,sss,lém,ni_uos,noi_le_tnem,niuoslémnoiletnem,control,p,0.0,1,i,a,nauoslémnoiletnem,0
mièrent,mièrent,rs,,s,mièr,,ent,mièrent,target,r,,3,r,l,mièlent,0
erédtoideuqi,eréddoideuqi,pprs,pp,s,toid,er_éd,euqi,erédtoideuqi,control,r,,0,t,d,eréddoideuqi,1
débaf,debaf,pr,p,,baf,dé,,débaf,target,p,0.0,1,é,e,debaf,1
tartent,tarteyt,rs,,s,tart,,ent,tartent,target,s,0.0,1,n,y,tarteyt,1
blôt,blôt,r,,,blôt,,,blôt,target,r,,0,b,c,clôt,0
erédnuajelba,erednuajelba,pprs,pp,s,nuaj,er_éd,elba,erédnuajelba,control,p,1.0,0,é,e,erednuajelba,1
érpernivérpnoileéti,érpurnivérpnoileéti,ppprsss,ppp,sss,vérp,érp_er_ni,noi_le_éti,érpernivérpnoileéti,control,p,1.0,0,e,u,érpurnivérpnoileéti,1
sédniluoptneleetsi,sédniluuptneleetsi,pprsss,pp,sss,luop,séd_ni,tne_le_etsi,sédniluoptneleetsi,control,r,,2,o,u,sédniluuptneleetsi,1
reindéfoirant,leindéfoirant,ppprs,ppp,s,foir,re_in_dé,ant,reindéfoirant,target,p,0.0,0,r,l,leindéfoirant,1
reprévent,reprévemt,prs,p,s,prév,re,ent,reprévent,target,s,0.0,1,n,m,reprévemt,1
prédécrusionelité,prédécrusionelité,pprsss,pp,sss,crus,pré_dé,ion_el_ité,prédécrusionelité,target,s,0.0,1,o,u,prédécrusiunelité,0
rusneriofeviéti,rusneriofegiéti,pprss,pp,ss,riof,rus_ne,evi_éti,rusneriofeviéti,control,s,0.0,1,v,g,rusneriofegiéti,1
nortelba,noltelba,rs,,s,nort,,elba,nortelba,control,r,,2,r,l,noltelba,1
sédnisurc,sédlisurc,ppr,pp,,surc,séd_ni,,sédnisurc,control,p,1.0,0,n,l,sédlisurc,1
erruobtna,erruobtna,prs,p,s,ruob,er,tna,erruobtna,control,p,0.0,1,r,l,elruobtna,0
reprévionelisme,reprévionelisme,prsss,p,sss,prév,re,ion_el_isme,reprévionelisme,target,r,,0,p,f,refrévionelisme,0
sédnitiobla,sédnitiobla,pprs,pp,s,tiob,séd_ni,la,sédnitiobla,control,r,,2,o,e,sédnitiebla,0
nirid,nirod,pr,p,,rid,ni,,nirid,control,r,,1,i,o,nirod,1
erédmocnoi,erédrocnoi,pprs,pp,s,moc,er_éd,noi,erédmocnoi,control,r,,0,m,r,erédrocnoi,1
décomment,décemment,prs,p,s,com,dé,ment,décomment,target,r,,1,o,e,décemment,1
enbourionaire,enbourienaire,prss,p,ss,bour,en,ion_aire,enbourionaire,target,s,0.0,1,o,e,enbourienaire,1
rebaf,rebaf,pr,p,,baf,re,,rebaf,target,r,,0,b,c,recaf,0
ermocelbatnem,ermocelbatnem,prss,p,ss,moc,er,elba_tnem,ermocelbatnem,control,s,1.0,0,t,d,ermocelbadnem,0
délak,délak,pr,p,,lak,dé,,délak,target,p,0.0,1,é,a,dalak,0
reindélansalité,reindélansalité,ppprss,ppp,ss,lans,re_in_dé,al_ité,reindélansalité,target,p,1.0,1,n,r,reirdélansalité,0
niluop,niluop,pr,p,,luop,ni,,niluop,control,p,0.0,0,n,r,riluop,0
melkxue,merkxue,rs,,s,melk,,xue,melkxue,control,r,,2,l,r,merkxue,1
erniédrèimtnaleetsi,erniédlèimtnaleetsi,ppprsss,ppp,sss,rèim,er_ni_éd,tna_le_etsi,erniédrèimtnaleetsi,control,r,,0,r,l,erniédlèimtnaleetsi,1
troc,tmoc,r,,,troc,,,troc,control,r,,1,r,m,tmoc,1
ensil,ansil,pr,p,,sil,en,,ensil,target,p,0.0,0,e,a,ansil,1
ernas,ernas,pr,p,,nas,er,,ernas,control,r,,0,n,l,erlas,0
niédfab,niédféb,ppr,pp,,fab,ni_éd,,niédfab,control,r,,1,a,é,niédféb,1
