first,second,condition,prefix_template,suffix_template,root,prefixes,suffixes,word,type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error
ermoctneleetsi,ermoctneloetsi,prsss,p,sss,moc,er,tne_le_etsi,ermoctneleetsi,control,s,1.0,1,e,o,ermoctneloetsi,1
érperrèimtnem,érperrèimtnem,pprs,pp,s,rèim,érp_er,tnem,érperrèimtnem,control,p,1.0,1,r,j,érpejrèimtnem,0
siatnoileéti,siatnoileéti,rsss,,sss,siat,,noi_le_éti,siatnoileéti,control,r,,2,a,u,siutnoileéti,0
indéprévment,indéprévmert,pprs,pp,s,prév,in_dé,ment,indéprévment,target,s,0.0,2,n,r,indéprévmert,1
sédniriofrue,sédniriofrue,pprs,pp,s,riof,séd_ni,rue,sédniriofrue,control,r,,3,f,t,sédniriotrue,0
déreim,déreim,pr,p,,reim,dé,,déreim,target,r,,0,r,j,déjeim,0
ernitiob,ernitiob,ppr,pp,,tiob,er_ni,,ernitiob,control,r,,1,i,e,erniteob,0
préremaitif,préremaitif,pprs,pp,s,mait,pré_re,if,préremaitif,target,p,0.0,1,r,l,pléremaitif,0
reprévable,riprévable,prs,p,s,prév,re,able,reprévable,target,p,0.0,1,e,i,riprévable,1
préinsouscertionelité,préinsouscertionalité,ppprsss,ppp,sss,cert,pré_in_sous,ion_el_ité,préinsouscertionelité,target,s,1.0,0,e,a,préinsouscertionalité,1
boitenteliste,boitemteliste,rsss,,sss,boit,,ent_el_iste,boitenteliste,target,s,0.0,1,n,m,boitemteliste,1
taisionelité,taisionelité,rsss,,sss,tais,,ion_el_ité,taisionelité,target,s,2.0,2,é,o,taisionelito,0
remélablement,remélaglement,prss,p,ss,mél,re,able_ment,remélablement,target,s,0.0,1,b,g,remélaglement,1
nitôlbleéti,nitôlbleéti,prss,p,ss,tôlb,ni,le_éti,nitôlbleéti,control,s,1.0,1,t,s,nitôlbleési,0
