first,second,condition,prefix_template,suffix_template,root,prefixes,suffixes,word,type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error
riofnoileemsi,riofnoileemsi,rsss,,sss,riof,,noi_le_emsi,riofnoileemsi,control,s,1.0,0,l,r,riofnoireemsi,0
russurcrue,russurcrue,prs,p,s,surc,rus,rue,russurcrue,control,r,,0,s,t,rusturcrue,0
blôtable,blitable,rs,,s,blôt,,able,blôtable,target,r,,2,ô,i,blitable,1
toideria,toideria,rs,,s,toid,,eria,toideria,control,s,0.0,0,e,i,toidiria,0
reinlansionelment,leinlansionelment,pprsss,pp,sss,lans,re_in,ion_el_ment,reinlansionelment,target,p,0.0,0,r,l,leinlansionelment,1
snalelbatnem,snalelbatnem,rss,,ss,snal,,elba_tnem,snalelbatnem,control,s,1.0,0,t,c,snalelbacnem,0
riof,rief,r,,,riof,,,riof,control,r,,2,o,e,rief,1
érperlis,érperlit,ppr,pp,,lis,érp_er,,érperlis,control,r,,2,s,t,érperlit,1
ernisiatnoile,ernisiatnoile,pprss,pp,ss,siat,er_ni,noi_le,ernisiatnoile,control,s,0.0,1,o,é,ernisiatnéile,0
jurionel,lurionel,rss,,ss,jur,,ion_el,jurionel,target,r,,0,j,l,lurionel,1
erniléut,erniléut,ppr,pp,,léut,er_ni,,erniléut,control,p,0.0,1,r,l,elniléut,0
rejaunion,rejaunion,prs,p,s,jaun,re,ion,rejaunion,target,p,0.0,1,e,é,réjaunion,0
inklemionelité,inkmemionelité,prsss,p,sss,klem,in,ion_el_ité,inklemionelité,target,r,,1,l,m,inkmemionelité,1
lémelba,lemelba,rs,,s,lém,,elba,lémelba,control,r,,1,é,e,lemelba,1
erniédlif,ermiédlif,pppr,ppp,,lif,er_ni_éd,,erniédlif,control,p,1.0,0,n,m,ermiédlif,1
jurant,jurant,rs,,s,jur,,ant,jurant,target,r,,0,j,r,rurant,0
erniédtiobnoi,erniédtàobnoi,ppprs,ppp,s,tiob,er_ni_éd,noi,erniédtiobnoi,control,r,,1,i,à,erniédtàobnoi,1
insurmièralité,insurmièralité,pprss,pp,ss,mièr,in_sur,al_ité,insurmièralité,target,s,0.0,1,l,r,insurmièrarité,0
reinsurboit,reinsulboit,pppr,ppp,,boit,re_in_sur,,reinsurboit,target,p,2.0,2,r,l,reinsulboit,1
recomablement,recomablement,prss,p,ss,com,re,able_ment,recomablement,target,p,0.0,1,e,u,rucomablement,0
reindétart,reimdétart,pppr,ppp,,tart,re_in_dé,,reindétart,target,p,1.0,1,n,m,reimdétart,1
reindébafionelité,reindébafionelité,ppprsss,ppp,sss,baf,re_in_dé,ion_el_ité,reindébafionelité,target,s,2.0,1,t,v,reindébafionelivé,0
ernirustiamnoile,ernirustiomnoile,ppprss,ppp,ss,tiam,er_ni_rus,noi_le,ernirustiamnoile,control,r,,2,a,o,ernirustiomnoile,1
reindéjaunionelisme,reindéjaunionelisme,ppprsss,ppp,sss,jaun,re_in_dé,ion_el_isme,reindéjaunionelisme,target,r,,1,a,e,reindéjeunionelisme,0
