first,second,condition,prefix_template,suffix_template,root,prefixes,suffixes,word,type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error
ertrocelbatnem,ertrucelbatnem,prss,p,ss,troc,er,elba_tnem,ertrocelbatnem,control,r,,2,o,u,ertrucelbatnem,1
érpernimelkéti,érpernimelkéti,ppprs,ppp,s,melk,érp_er_ni,éti,érpernimelkéti,control,p,1.0,0,e,u,érpurnimelkéti,0
reinsurtuélion,reinsurtuélion,ppprs,ppp,s,tuél,re_in_sur,ion,reinsurtuélion,target,r,,2,é,i,reinsurtuilion,0
sédniruobtnemeria,sédniruobtnemeria,pprss,pp,ss,ruob,séd_ni,tnem_eria,sédniruobtnemeria,control,s,0.0,0,t,p,sédniruobpnemeria,0
redirionelment,redimionelment,prsss,p,sss,dir,re,ion_el_ment,redirionelment,target,r,,2,r,m,redimionelment,1
mièrité,mièrité,rs,,s,mièr,,ité,mièrité,target,s,0.0,1,t,s,mièrisé,0
détaismentaire,détaismentiire,prss,p,ss,tais,dé,ment_aire,détaismentaire,target,s,1.0,0,a,i,détaismentiire,1
lansaire,lalsaire,rs,,s,lans,,aire,lansaire,target,r,,2,n,l,lalsaire,1
redébic,redébic,ppr,pp,,bic,re_dé,,redébic,target,p,0.0,1,e,a,radébic,0
nimoc,nimos,pr,p,,moc,ni,,nimoc,control,r,,2,c,s,nimos,1
erkaltneleetsi,emkaltneleetsi,prsss,p,sss,kal,er,tne_le_etsi,erkaltneleetsi,control,p,0.0,1,r,m,emkaltneleetsi,1
préresan,pméresan,ppr,pp,,san,pré_re,,préresan,target,p,0.0,1,r,m,pméresan,1
nystiamnoileemsi,nystaamnoileemsi,prsss,p,sss,tiam,nys,noi_le_emsi,nystiamnoileemsi,control,r,,1,i,a,nystaamnoileemsi,1
reinsurcrus,meinsurcrus,pppr,ppp,,crus,re_in_sur,,reinsurcrus,target,p,0.0,0,r,m,meinsurcrus,1
injurionelment,injurionelment,prsss,p,sss,jur,in,ion_el_ment,injurionelment,target,r,,0,j,n,innurionelment,0
entais,entais,pr,p,,tais,en,,entais,target,p,0.0,1,n,m,emtais,0
décortionel,décorteonel,prss,p,ss,cort,dé,ion_el,décortionel,target,s,0.0,0,i,e,décorteonel,1
édnorttneleetsi,édnorttleleetsi,prsss,p,sss,nort,éd,tne_le_etsi,édnorttneleetsi,control,s,0.0,1,n,l,édnorttleleetsi,1
reindétartique,reindétartique,ppprs,ppp,s,tart,re_in_dé,ique,reindétartique,target,r,,0,t,d,reindédartique,0
prérejaunmentaire,prérejaunmentaire,pprss,pp,ss,jaun,pré_re,ment_aire,prérejaunmentaire,target,r,,2,u,e,prérejaenmentaire,0
préinsoustaisent,préinsoustaisent,ppprs,ppp,s,tais,pré_in_sous,ent,préinsoustaisent,target,s,0.0,2,t,s,préinsoustaisens,0
érpernilif,érpernilif,pppr,ppp,,lif,érp_er_ni,,érpernilif,control,p,1.0,0,e,i,érpirnilif,0
refoir,resoir,pr,p,,foir,re,,refoir,target,r,,0,f,s,resoir,1
mièrant,mièrant,rs,,s,mièr,,ant,mièrant,target,s,0.0,1,n,m,mièramt,0
prérepoul,prérepoul,ppr,pp,,poul,pré_re,,prérepoul,target,p,0.0,2,é,â,prârepoul,0
erniédlém,erniédlém,pppr,ppp,,lém,er_ni_éd,,erniédlém,control,p,2.0,1,d,s,erniéslém,0
silent,silelt,rs,,s,sil,,ent,silent,target,s,0.0,1,n,l,silelt,1
ertoidnoileéti,artoidnoileéti,prsss,p,sss,toid,er,noi_le_éti,ertoidnoileéti,control,p,0.0,0,e,a,artoidnoileéti,1
blôtablement,blôtablement,rss,,ss,blôt,,able_ment,blôtablement,target,r,,2,ô,e,bletablement,0
norteuqitnem,norteuqitnem,rss,,ss,nort,,euqi_tnem,norteuqitnem,control,r,,3,t,d,nordeuqitnem,0
sédnimier,sédnimier,ppr,pp,,mier,séd_ni,,sédnimier,control,r,,2,e,a,sédnimiar,0
érperrid,érperrid,ppr,pp,,rid,érp_er,,érperrid,control,p,0.0,2,p,f,érferrid,0
certionelment,sertionelment,rsss,,sss,cert,,ion_el_ment,certionelment,target,r,,0,c,s,sertionelment,1
lansiquement,lansiquement,rss,,ss,lans,,ique_ment,lansiquement,target,s,1.0,1,e,o,lansiquemont,0
érpermier,érperlier,ppr,pp,,mier,érp_er,,érpermier,control,r,,0,m,l,érperlier,1
reinsurbouriveité,reinsurbouriveité,ppprss,ppp,ss,bour,re_in_sur,ive_ité,reinsurbouriveité,target,p,1.0,1,n,r,reirsurbouriveité,0
reindémièrment,reindémièrment,ppprs,ppp,s,mièr,re_in_dé,ment,reindémièrment,target,p,0.0,1,e,a,raindémièrment,0
prédéjurment,prédélurment,pprs,pp,s,jur,pré_dé,ment,prédéjurment,target,r,,0,j,l,prédélurment,1
érpertiamtneleetsi,érpirtiamtneleetsi,pprsss,pp,sss,tiam,érp_er,tne_le_etsi,érpertiamtneleetsi,control,p,1.0,0,e,i,érpirtiamtneleetsi,1
toidemsi,toidemsi,rs,,s,toid,,emsi,toidemsi,control,s,0.0,1,m,r,toidersi,0
tuélionelisme,tuélionelisre,rsss,,sss,tuél,,ion_el_isme,tuélionelisme,target,s,2.0,2,m,r,tuélionelisre,1
bicionelment,bicionelment,rsss,,sss,bic,,ion_el_ment,bicionelment,target,r,,0,b,s,sicionelment,0
reindétronionel,reindésronionel,ppprss,ppp,ss,tron,re_in_dé,ion_el,reindétronionel,target,r,,0,t,s,reindésronionel,1
comable,comatle,rs,,s,com,,able,comable,target,s,0.0,1,b,t,comatle,1
prérediot,prérediut,ppr,pp,,diot,pré_re,,prérediot,target,r,,2,o,u,prérediut,1
préreincort,préreincort,pppr,ppp,,cort,pré_re_in,,préreincort,target,r,,2,r,n,préreincont,0
décert,técert,pr,p,,cert,dé,,décert,target,p,0.0,0,d,t,técert,1
niédrèimeuqitnem,niédnèimeuqitnem,pprss,pp,ss,rèim,ni_éd,euqi_tnem,niédrèimeuqitnem,control,r,,0,r,n,niédnèimeuqitnem,1
érpsédnirèimtnaleetsi,érpsédnirèimtnoleetsi,ppprsss,ppp,sss,rèim,érp_séd_ni,tna_le_etsi,érpsédnirèimtnaleetsi,control,s,0.0,2,a,o,érpsédnirèimtnoleetsi,1
