first,second,condition,prefix_template,suffix_template,root,prefixes,suffixes,word,type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error
redébic,redédic,ppr,pp,,bic,re_dé,,redébic,target,r,,0,b,d,redédic,1
érpernisiatelbatnem,érpernisuatelbatnem,ppprss,ppp,ss,siat,érp_er_ni,elba_tnem,érpernisiatelbatnem,control,r,,1,i,u,érpernisuatelbatnem,1
sanable,tanable,rs,,s,san,,able,sanable,target,r,,0,s,t,tanable,1
trattneleetsi,trattneleetsi,rsss,,sss,trat,,tne_le_etsi,trattneleetsi,control,r,,2,a,e,trettneleetsi,0
préreinbic,préreinbic,pppr,ppp,,bic,pré_re_in,,préreinbic,target,r,,2,c,s,préreinbis,0
rusnenortnoiletnem,rusnenordnoiletnem,pprsss,pp,sss,nort,rus_ne,noi_le_tnem,rusnenortnoiletnem,control,r,,3,t,d,rusnenordnoiletnem,1
ernirusrèimelbatnem,ernirusrèimelbatnem,ppprss,ppp,ss,rèim,er_ni_rus,elba_tnem,ernirusrèimelbatnem,control,p,0.0,1,r,l,elnirusrèimelbatnem,0
ercibtnem,ercàbtnem,prs,p,s,cib,er,tnem,ercibtnem,control,r,,1,i,à,ercàbtnem,1
indéreim,intéreim,ppr,pp,,reim,in_dé,,indéreim,target,p,1.0,0,d,t,intéreim,1
errèim,errèim,pr,p,,rèim,er,,errèim,control,r,,0,r,m,ermèim,0
necibnoieria,necibnoieria,prss,p,ss,cib,ne,noi_eria,necibnoieria,control,r,,0,c,d,nedibnoieria,0
filionel,filionel,rss,,ss,fil,,ion_el,filionel,target,r,,2,l,n,finionel,0
prérebafionelment,trérebafionelment,pprsss,pp,sss,baf,pré_re,ion_el_ment,prérebafionelment,target,p,0.0,0,p,t,trérebafionelment,1
désincrus,désincnus,ppr,pp,,crus,dés_in,,désincrus,target,r,,1,r,n,désincnus,1
reinsurcomelité,reinsurcoyelité,ppprss,ppp,ss,com,re_in_sur,el_ité,reinsurcomelité,target,r,,2,m,y,reinsurcoyelité,1
erniédrujeviéti,erniédrujeviéti,ppprss,ppp,ss,ruj,er_ni_éd,evi_éti,erniédrujeviéti,control,r,,1,u,e,erniédrejeviéti,0
prérecomiste,prérecomiste,pprs,pp,s,com,pré_re,iste,prérecomiste,target,p,1.0,0,r,l,prélecomiste,0
ertoidtnaleetsi,ertoidtnaleetsi,prsss,p,sss,toid,er,tna_le_etsi,ertoidtnaleetsi,control,p,0.0,0,e,a,artoidtnaleetsi,0
surenjurionelment,surenjurionelment,pprsss,pp,sss,jur,sur_en,ion_el_ment,surenjurionelment,target,s,2.0,3,t,s,surenjurionelmens,0
tuéleur,tuéleur,rs,,s,tuél,,eur,tuéleur,target,r,,3,l,r,tuéreur,0
préremait,préremait,ppr,pp,,mait,pré_re,,préremait,target,p,0.0,2,é,e,preremait,0
indéklemant,indéklemant,pprs,pp,s,klem,in_dé,ant,indéklemant,target,r,,2,e,i,indéklimant,0
erniédrèimtneleetsi,ernuédrèimtneleetsi,ppprsss,ppp,sss,rèim,er_ni_éd,tne_le_etsi,erniédrèimtneleetsi,control,p,1.0,1,i,u,ernuédrèimtneleetsi,1
surctnem,purctnem,rs,,s,surc,,tnem,surctnem,control,r,,0,s,p,purctnem,1
érpertôlbnoi,érperbôlbnoi,pprs,pp,s,tôlb,érp_er,noi,érpertôlbnoi,control,r,,0,t,b,érperbôlbnoi,1
reblôtionelité,reblôtionemité,prsss,p,sss,blôt,re,ion_el_ité,reblôtionelité,target,s,1.0,1,l,m,reblôtionemité,1
