first,second,condition,prefix_template,suffix_template,root,prefixes,suffixes,word,type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error
ertiamle,ersiamle,prs,p,s,tiam,er,le,ertiamle,control,r,,0,t,s,ersiamle,1
trateuqitnem,trateuqitrem,rss,,ss,trat,,euqi_tnem,trateuqitnem,control,s,1.0,1,n,r,trateuqitrem,1
erniridtnem,ernirictnem,pprs,pp,s,rid,er_ni,tnem,erniridtnem,control,r,,2,d,c,ernirictnem,1
insoulakionelisme,insoulakionelisme,pprsss,pp,sss,lak,in_sou,ion_el_isme,insoulakionelisme,target,s,1.0,0,e,é,insoulakionélisme,0
insurfilment,insurfilment,pprs,pp,s,fil,in_sur,ment,insurfilment,target,r,,0,f,s,insursilment,0
nilifnoileemsi,nirifnoileemsi,prsss,p,sss,lif,ni,noi_le_emsi,nilifnoileemsi,control,r,,0,l,r,nirifnoileemsi,1
ernivérpnoileéti,ernivérpnoiloéti,pprsss,pp,sss,vérp,er_ni,noi_le_éti,ernivérpnoileéti,control,s,1.0,1,e,o,ernivérpnoiloéti,1
niuossnaleuqitnem,niuossnaleuqidnem,pprss,pp,ss,snal,ni_uos,euqi_tnem,niuossnaleuqitnem,control,s,1.0,0,t,d,niuossnaleuqidnem,1
insurlak,insurlak,ppr,pp,,lak,in_sur,,insurlak,target,p,0.0,1,n,m,imsurlak,0
érpsédnitoidnoiletnem,érpsédnitoidnoilitnem,ppprsss,ppp,sss,toid,érp_séd_ni,noi_le_tnem,érpsédnitoidnoiletnem,control,s,1.0,1,e,i,érpsédnitoidnoilitnem,1
érpédnastne,érpédnastne,pprs,pp,s,nas,érp_éd,tne,érpédnastne,control,s,0.0,2,e,o,érpédnastno,0
errèimrue,erraimrue,prs,p,s,rèim,er,rue,errèimrue,control,r,,1,è,a,erraimrue,1
cortelité,cortelité,rss,,ss,cort,,el_ité,cortelité,target,r,,1,o,e,certelité,0
lém,ném,r,,,lém,,,lém,control,r,,0,l,n,ném,1
ernuajleéti,ernuajlaéti,prss,p,ss,nuaj,er,le_éti,ernuajleéti,control,s,0.0,1,e,a,ernuajlaéti,1
redébicion,redébicion,pprs,pp,s,bic,re_dé,ion,redébicion,target,s,0.0,1,o,a,redébician,0
errèimrue,errèimruo,prs,p,s,rèim,er,rue,errèimrue,control,s,0.0,2,e,o,errèimruo,1
érpsédnirèimnoile,érpsédnirèimnoile,ppprss,ppp,ss,rèim,érp_séd_ni,noi_le,érpsédnirèimnoile,control,s,1.0,1,e,é,érpsédnirèimnoilé,0
reinsurcert,reinpurcert,pppr,ppp,,cert,re_in_sur,,reinsurcert,target,p,2.0,0,s,p,reinpurcert,1
reindétartionelité,reindétartionelité,ppprsss,ppp,sss,tart,re_in_dé,ion_el_ité,reindétartionelité,target,r,,3,t,s,reindétarsionelité,0
prédépoul,prédéfoul,ppr,pp,,poul,pré_dé,,prédépoul,target,r,,0,p,f,prédéfoul,1
erluop,erluop,pr,p,,luop,er,,erluop,control,r,,0,l,m,ermuop,0
redétuélion,redétuélion,pprs,pp,s,tuél,re_dé,ion,redétuélion,target,s,0.0,1,o,u,redétuéliun,0
relansionelment,relansionelment,prsss,p,sss,lans,re,ion_el_ment,relansionelment,target,s,0.0,1,o,u,relansiunelment,0
érperniriofeuqitnem,érpelniriofeuqitnem,ppprss,ppp,ss,riof,érp_er_ni,euqi_tnem,érperniriofeuqitnem,control,p,1.0,1,r,l,érpelniriofeuqitnem,1
erniédnortnoiletnem,erniédnortnoiletnem,ppprsss,ppp,sss,nort,er_ni_éd,noi_le_tnem,erniédnortnoiletnem,control,r,,2,r,n,erniédnontnoiletnem,0
préreklemelité,prérekmemelité,pprss,pp,ss,klem,pré_re,el_ité,préreklemelité,target,r,,1,l,m,prérekmemelité,1
ernimelkla,ernimelkla,pprs,pp,s,melk,er_ni,la,ernimelkla,control,p,1.0,1,i,ê,ernêmelkla,0
préinsouslansionelisme,préinsouslansionelisme,ppprsss,ppp,sss,lans,pré_in_sous,ion_el_isme,préinsouslansionelisme,target,s,1.0,1,l,n,préinsouslansionenisme,0
reinklem,reinklem,ppr,pp,,klem,re_in,,reinklem,target,r,,1,l,j,reinkjem,0
ernirusvérpnoileéti,ennirusvérpnoileéti,ppprsss,ppp,sss,vérp,er_ni_rus,noi_le_éti,ernirusvérpnoileéti,control,p,0.0,1,r,n,ennirusvérpnoileéti,1
érpernirid,érpernirid,pppr,ppp,,rid,érp_er_ni,,érpernirid,control,r,,0,r,m,érpernimid,0
erniédtôlbnoiletnem,erniédtôlbnoiletnem,ppprsss,ppp,sss,tôlb,er_ni_éd,noi_le_tnem,erniédtôlbnoiletnem,control,s,0.0,0,n,l,erniédtôlbloiletnem,0
ridnoiletnem,ridnoiletnem,rsss,,sss,rid,,noi_le_tnem,ridnoiletnem,control,s,2.0,3,m,n,ridnoiletnen,0
préreintuélablement,prireintuélablement,ppprss,ppp,ss,tuél,pré_re_in,able_ment,préreintuélablement,target,p,0.0,2,é,i,prireintuélablement,1
erniédlisnoileéti,erniédlisnoileéti,ppprsss,ppp,sss,lis,er_ni_éd,noi_le_éti,erniédlisnoileéti,control,p,0.0,1,r,l,elniédlisnoileéti,0
indésilant,indécilant,pprs,pp,s,sil,in_dé,ant,indésilant,target,r,,0,s,c,indécilant,1
enbourionelité,enboulionelité,prsss,p,sss,bour,en,ion_el_ité,enbourionelité,target,r,,3,r,l,enboulionelité,1
tiobnoiletnem,tiobnoilêtnem,rsss,,sss,tiob,,noi_le_tnem,tiobnoiletnem,control,s,1.0,1,e,ê,tiobnoilêtnem,1
mélionelité,ménionelité,rsss,,sss,mél,,ion_el_ité,mélionelité,target,r,,2,l,n,ménionelité,1
