first,second,condition,prefix_template,suffix_template,root,prefixes,suffixes,word,type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error
troctna,troctna,rs,,s,troc,,tna,troctna,control,r,,1,r,n,tnoctna,0
rusnevérptneleetsi,rusnevérptneleetsi,pprsss,pp,sss,vérp,rus_ne,tne_le_etsi,rusnevérptneleetsi,control,s,0.0,1,n,m,rusnevérptmeleetsi,0
ersnaltna,ersnamtna,prs,p,s,snal,er,tna,ersnaltna,control,r,,3,l,m,ersnamtna,1
niretnilém,niretnilém,ppr,pp,,lém,ni_retni,,niretnilém,control,p,1.0,2,t,d,nirednilém,0
érpnisuosfab,érpnisuosqab,pppr,ppp,,fab,érp_ni_suos,,érpnisuosfab,control,r,,0,f,q,érpnisuosqab,1
insouprévanteliste,insouprévanteliste,pprsss,pp,sss,prév,in_sou,ant_el_iste,insouprévanteliste,target,s,2.0,1,s,d,insouprévantelidte,0
surmél,sulmél,pr,p,,mél,sur,,surmél,target,p,0.0,2,r,l,sulmél,1
baf,baf,r,,,baf,,,baf,target,r,,2,f,s,bas,0
tronenteliste,tronenteliste,rsss,,sss,tron,,ent_el_iste,tronenteliste,target,r,,0,t,p,pronenteliste,0
redéprévionelment,redéprévionelment,pprsss,pp,sss,prév,re_dé,ion_el_ment,redéprévionelment,target,s,2.0,0,m,l,redéprévionellent,0
reboit,meboit,pr,p,,boit,re,,reboit,target,p,0.0,0,r,m,meboit,1
nemelkrue,nemeltrue,prs,p,s,melk,ne,rue,nemelkrue,control,r,,3,k,t,nemeltrue,1
erlistnemeria,erlistnemeria,prss,p,ss,lis,er,tnem_eria,erlistnemeria,control,r,,2,s,x,erlixtnemeria,0
sédninorttnaleetsi,sédninorgtnaleetsi,pprsss,pp,sss,nort,séd_ni,tna_le_etsi,sédninorttnaleetsi,control,r,,3,t,g,sédninorgtnaleetsi,1
relansion,relansion,prs,p,s,lans,re,ion,relansion,target,p,0.0,1,e,à,ràlansion,0
tiamtneleetsi,tiamtneleetse,rsss,,sss,tiam,,tne_le_etsi,tiamtneleetsi,control,s,2.0,3,i,e,tiamtneleetse,1
bafionel,bacionel,rss,,ss,baf,,ion_el,bafionel,target,r,,2,f,c,bacionel,1
désinlakment,désinlakment,pprs,pp,s,lak,dés_in,ment,désinlakment,target,p,0.0,1,é,e,desinlakment,0
riofnoile,riofnoile,rss,,ss,riof,,noi_le,riofnoile,control,s,1.0,0,l,r,riofnoire,0
