first,second,condition,prefix_template,suffix_template,root,prefixes,suffixes,word,type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error
suosridnoiletnem,suosrednoiletnem,prsss,p,sss,rid,suos,noi_le_tnem,suosridnoiletnem,control,r,,1,i,e,suosrednoiletnem,1
ernorttnemeria,urnorttnemeria,prss,p,ss,nort,er,tnem_eria,ernorttnemeria,control,p,0.0,0,e,u,urnorttnemeria,1
érprujtneleetsi,érprejtneleetsi,prsss,p,sss,ruj,érp,tne_le_etsi,érprujtneleetsi,control,r,,1,u,e,érprejtneleetsi,1
ernisiat,erniseat,ppr,pp,,siat,er_ni,,ernisiat,control,r,,1,i,e,erniseat,1
surenblôt,surenblôt,ppr,pp,,blôt,sur_en,,surenblôt,target,r,,1,l,n,surenbnôt,0
ernilisnoiletnem,ernilisnoiletnem,pprsss,pp,sss,lis,er_ni,noi_le_tnem,ernilisnoiletnem,control,r,,2,s,q,erniliqnoiletnem,0
fabelbatnem,fabelbatnem,rss,,ss,fab,,elba_tnem,fabelbatnem,control,s,0.0,0,e,o,fabolbatnem,0
nemiertnaleetsi,nemiertnaneetsi,prsss,p,sss,mier,ne,tna_le_etsi,nemiertnaleetsi,control,s,1.0,0,l,n,nemiertnaneetsi,1
érpernirid,érpernorid,pppr,ppp,,rid,érp_er_ni,,érpernirid,control,p,2.0,1,i,o,érpernorid,1
érpédnuaj,érpédnuaj,ppr,pp,,nuaj,érp_éd,,érpédnuaj,control,r,,1,u,i,érpédniaj,0
léutnoi,léutnei,rs,,s,léut,,noi,léutnoi,control,s,0.0,1,o,e,léutnei,1
norteuqitnem,norteuqitner,rss,,ss,nort,,euqi_tnem,norteuqitnem,control,s,1.0,3,m,r,norteuqitner,1
redétuélionelisme,ledétuélionelisme,pprsss,pp,sss,tuél,re_dé,ion_el_isme,redétuélionelisme,target,p,0.0,0,r,l,ledétuélionelisme,1
érpsédniridtnaleetsi,érpsédniridtnaleetsi,ppprsss,ppp,sss,rid,érp_séd_ni,tna_le_etsi,érpsédniridtnaleetsi,control,r,,0,r,n,érpsédninidtnaleetsi,0
sédniridtneleetsi,sésniridtneleetsi,pprsss,pp,sss,rid,séd_ni,tne_le_etsi,sédniridtneleetsi,control,p,0.0,2,d,s,sésniridtneleetsi,1
lansion,lansion,rs,,s,lans,,ion,lansion,target,r,,2,n,m,lamsion,0
redémièristique,redémeèristique,pprss,pp,ss,mièr,re_dé,ist_ique,redémièristique,target,r,,1,i,e,redémeèristique,1
fabnoiletnem,fapnoiletnem,rsss,,sss,fab,,noi_le_tnem,fabnoiletnem,control,r,,2,b,p,fapnoiletnem,1
érpsédnitrecnoileéti,érpsédnitrecnoileéte,ppprsss,ppp,sss,trec,érp_séd_ni,noi_le_éti,érpsédnitrecnoileéti,control,s,2.0,2,i,e,érpsédnitrecnoileéte,1
reinsurmièr,reinsurmiur,pppr,ppp,,mièr,re_in_sur,,reinsurmièr,target,r,,2,è,u,reinsurmiur,1
erédnuajeuqitnem,erédnuajeuqitnem,pprss,pp,ss,nuaj,er_éd,euqi_tnem,erédnuajeuqitnem,control,s,0.0,3,i,e,erédnuajeuqetnem,0
niretnitôlbrue,niretnitôlbrue,pprs,pp,s,tôlb,ni_retni,rue,niretnitôlbrue,control,s,0.0,2,e,a,niretnitôlbrua,0
érpsédniruobelbatnem,érpsédniruobelbatnem,ppprss,ppp,ss,ruob,érp_séd_ni,elba_tnem,érpsédniruobelbatnem,control,r,,3,b,f,érpsédniruofelbatnem,0
érperniliftnemeria,érpernilaftnemeria,ppprss,ppp,ss,lif,érp_er_ni,tnem_eria,érperniliftnemeria,control,r,,1,i,a,érpernilaftnemeria,1
érpernitrec,érpernitrec,pppr,ppp,,trec,érp_er_ni,,érpernitrec,control,p,0.0,1,r,l,élpernitrec,0
insoucort,insoucors,ppr,pp,,cort,in_sou,,insoucort,target,r,,3,t,s,insoucors,1
nuaj,nuaj,r,,,nuaj,,,nuaj,control,r,,2,a,é,nuéj,0
reindésilablement,reindésilablement,ppprss,ppp,ss,sil,re_in_dé,able_ment,reindésilablement,target,r,,0,s,t,reindétilablement,0
reinsurtais,reinsurtais,pppr,ppp,,tais,re_in_sur,,reinsurtais,target,p,2.0,1,u,e,reinsertais,0
entart,intart,pr,p,,tart,en,,entart,target,p,0.0,0,e,i,intart,1
necib,necib,pr,p,,cib,ne,,necib,control,r,,2,b,s,necis,0
préretart,sréretart,ppr,pp,,tart,pré_re,,préretart,target,p,0.0,0,p,s,sréretart,1
ernimelkrue,ernimalkrue,pprs,pp,s,melk,er_ni,rue,ernimelkrue,control,r,,1,e,a,ernimalkrue,1
préinsousjurionelment,préinsousjurionelment,ppprsss,ppp,sss,jur,pré_in_sous,ion_el_ment,préinsousjurionelment,target,r,,1,u,o,préinsousjorionelment,0
reinfoirionaire,reindoirionaire,pprss,pp,ss,foir,re_in,ion_aire,reinfoirionaire,target,r,,0,f,d,reindoirionaire,1
prédésinblôtanteliste,prédésinblôtanteliste,ppprsss,ppp,sss,blôt,pré_dés_in,ant_el_iste,prédésinblôtanteliste,target,p,1.0,2,s,x,prédéxinblôtanteliste,0
ersurcnoileemsi,ersercnoileemsi,prsss,p,sss,surc,er,noi_le_emsi,ersurcnoileemsi,control,r,,1,u,e,ersercnoileemsi,1
délakeur,délakeor,prs,p,s,lak,dé,eur,délakeur,target,s,0.0,1,u,o,délakeor,1
érperléuteuqitnem,érperléuteuqitnem,pprss,pp,ss,léut,érp_er,euqi_tnem,érperléuteuqitnem,control,s,1.0,3,m,r,érperléuteuqitner,0
ertoid,entoid,pr,p,,toid,er,,ertoid,control,p,0.0,1,r,n,entoid,1
préreintartent,préreintartent,ppprs,ppp,s,tart,pré_re_in,ent,préreintartent,target,s,0.0,0,e,ê,préreintartênt,0
remaitalité,remaitalité,prss,p,ss,mait,re,al_ité,remaitalité,target,r,,2,i,o,remaotalité,0
érperniriof,érporniriof,pppr,ppp,,riof,érp_er_ni,,érperniriof,control,p,1.0,0,e,o,érporniriof,1
reindétuélant,reindétuélant,ppprs,ppp,s,tuél,re_in_dé,ant,reindétuélant,target,p,0.0,0,r,n,neindétuélant,0
reblôtionel,reblôtionel,prss,p,ss,blôt,re,ion_el,reblôtionel,target,s,1.0,0,e,a,reblôtional,0
