first,second,condition,prefix_template,suffix_template,root,prefixes,suffixes,word,type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error
reinboitanteliste,reinboitanteliste,pprsss,pp,sss,boit,re_in,ant_el_iste,reinboitanteliste,target,s,0.0,2,t,s,reinboitanseliste,0
lakionelment,lakienelment,rsss,,sss,lak,,ion_el_ment,lakionelment,target,s,0.0,1,o,e,lakienelment,1
reinsurjaunel,reinsurjeunel,ppprs,ppp,s,jaun,re_in_sur,el,reinsurjaunel,target,r,,1,a,e,reinsurjeunel,1
reindéboitment,reindéboitment,ppprs,ppp,s,boit,re_in_dé,ment,reindéboitment,target,r,,2,i,a,reindéboatment,0
cortionelment,cortionilment,rsss,,sss,cort,,ion_el_ment,cortionelment,target,s,1.0,0,e,i,cortionilment,1
rusnesnaltnaleetsi,rusnesnaltnameetsi,pprsss,pp,sss,snal,rus_ne,tna_le_etsi,rusnesnaltnaleetsi,control,s,1.0,0,l,m,rusnesnaltnameetsi,1
reindélansionelité,reindélonsionelité,ppprsss,ppp,sss,lans,re_in_dé,ion_el_ité,reindélansionelité,target,r,,1,a,o,reindélonsionelité,1
érpernimiertnemeria,érpernimiertnemeria,ppprss,ppp,ss,mier,érp_er_ni,tnem_eria,érpernimiertnemeria,control,s,1.0,3,a,e,érpernimiertnemerie,0
erniédtroctnem,erniédtroctnem,ppprs,ppp,s,troc,er_ni_éd,tnem,erniédtroctnem,control,p,1.0,0,n,m,ermiédtroctnem,0
débaf,debaf,pr,p,,baf,dé,,débaf,target,p,0.0,1,é,e,debaf,1
souscortion,souscortion,prs,p,s,cort,sous,ion,souscortion,target,s,0.0,0,i,e,souscorteon,0
débafant,débaqant,prs,p,s,baf,dé,ant,débafant,target,r,,2,f,q,débaqant,1
érpédcibtnem,érpédcibtnam,pprs,pp,s,cib,érp_éd,tnem,érpédcibtnem,control,s,0.0,2,e,a,érpédcibtnam,1
remièr,remier,pr,p,,mièr,re,,remièr,target,r,,2,è,e,remier,1
erniédtiob,erniédteob,pppr,ppp,,tiob,er_ni_éd,,erniédtiob,control,r,,1,i,e,erniédteob,1
necibnoile,nehibnoile,prss,p,ss,cib,ne,noi_le,necibnoile,control,r,,0,c,h,nehibnoile,1
rusnenas,rusnenap,ppr,pp,,nas,rus_ne,,rusnenas,control,r,,2,s,p,rusnenap,1
