first,second,condition,prefix_template,suffix_template,root,prefixes,suffixes,word,type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error
reindélakionelité,reindélasionelité,ppprsss,ppp,sss,lak,re_in_dé,ion_el_ité,reindélakionelité,target,r,,2,k,s,reindélasionelité,1
surencert,surencert,ppr,pp,,cert,sur_en,,surencert,target,p,0.0,1,u,a,sarencert,0
troc,trob,r,,,troc,,,troc,control,r,,3,c,b,trob,1
reinsurfilment,reinsurfilmens,ppprs,ppp,s,fil,re_in_sur,ment,reinsurfilment,target,s,0.0,3,t,s,reinsurfilmens,1
insurlansiquement,insurlamsiquement,pprss,pp,ss,lans,in_sur,ique_ment,insurlansiquement,target,r,,2,n,m,insurlamsiquement,1
melkle,melkle,rs,,s,melk,,le,melkle,control,s,0.0,1,e,a,melkla,0
retniluopnoiletnem,retniluopnoiletnem,prsss,p,sss,luop,retni,noi_le_tnem,retniluopnoiletnem,control,r,,0,l,m,retnimuopnoiletnem,0
érpédléméti,érpédléméti,pprs,pp,s,lém,érp_éd,éti,érpédléméti,control,p,1.0,1,d,p,érpépléméti,0
comalité,comalité,rss,,ss,com,,al_ité,comalité,target,r,,1,o,e,cemalité,0
remélent,rémélent,prs,p,s,mél,re,ent,remélent,target,p,0.0,1,e,é,rémélent,1
moctneleetsi,moctneleetsi,rsss,,sss,moc,,tne_le_etsi,moctneleetsi,control,s,0.0,1,n,l,moctleleetsi,0
reintaisionelment,reintaisionelment,pprsss,pp,sss,tais,re_in,ion_el_ment,reintaisionelment,target,r,,1,a,u,reintuisionelment,0
nimelk,nimelt,pr,p,,melk,ni,,nimelk,control,r,,3,k,t,nimelt,1
rusnetroctne,rusnotroctne,pprs,pp,s,troc,rus_ne,tne,rusnetroctne,control,p,1.0,1,e,o,rusnotroctne,1
érperniridtne,érperniridtne,ppprs,ppp,s,rid,érp_er_ni,tne,érperniridtne,control,r,,0,r,l,érpernilidtne,0
enjurionelment,enjurionelment,prsss,p,sss,jur,en,ion_el_ment,enjurionelment,target,r,,1,u,é,enjérionelment,0
rujeuqitnem,rujeuqitnem,rss,,ss,ruj,,euqi_tnem,rujeuqitnem,control,r,,1,u,e,rejeuqitnem,0
bic,bis,r,,,bic,,,bic,target,r,,2,c,s,bis,1
ermocnoi,irmocnoi,prs,p,s,moc,er,noi,ermocnoi,control,p,0.0,0,e,i,irmocnoi,1
transbafelité,transbefelité,prss,p,ss,baf,trans,el_ité,transbafelité,target,r,,1,a,e,transbefelité,1
ermelktnem,ermelstnem,prs,p,s,melk,er,tnem,ermelktnem,control,r,,3,k,s,ermelstnem,1
nitiamtna,nisiamtna,prs,p,s,tiam,ni,tna,nitiamtna,control,r,,0,t,s,nisiamtna,1
erfabtnaleetsi,arfabtnaleetsi,prsss,p,sss,fab,er,tna_le_etsi,erfabtnaleetsi,control,p,0.0,0,e,a,arfabtnaleetsi,1
rusnetiamtna,rusnetiamtna,pprs,pp,s,tiam,rus_ne,tna,rusnetiamtna,control,s,0.0,1,n,j,rusnetiamtja,0
erniédriofnoiletnem,erniédriofnoiletnem,ppprsss,ppp,sss,riof,er_ni_éd,noi_le_tnem,erniédriofnoiletnem,control,r,,1,i,a,erniédraofnoiletnem,0
surentartent,surentartant,pprs,pp,s,tart,sur_en,ent,surentartent,target,s,0.0,0,e,a,surentartant,1
mélment,mélment,rs,,s,mél,,ment,mélment,target,s,0.0,3,t,q,mélmenq,0
rusnetôlbtnaleetsi,rusnetôlbtnaleetsi,pprsss,pp,sss,tôlb,rus_ne,tna_le_etsi,rusnetôlbtnaleetsi,control,p,0.0,0,r,n,nusnetôlbtnaleetsi,0
suosnasnoileéti,cuosnasnoileéti,prsss,p,sss,nas,suos,noi_le_éti,suosnasnoileéti,control,p,0.0,0,s,c,cuosnasnoileéti,1
reimique,reimique,rs,,s,reim,,ique,reimique,target,s,0.0,1,q,v,reimivue,0
reinsurdirionelment,reensurdirionelment,ppprsss,ppp,sss,dir,re_in_sur,ion_el_ment,reinsurdirionelment,target,p,1.0,0,i,e,reensurdirionelment,1
rusneluoptne,rusneluoptna,pprs,pp,s,luop,rus_ne,tne,rusneluoptne,control,s,0.0,2,e,a,rusneluoptna,1
érpersurclaemsi,érpersurclaemsi,pprss,pp,ss,surc,érp_er,la_emsi,érpersurclaemsi,control,s,0.0,0,l,r,érpersurcraemsi,0
niridnoileéti,niridnoileéti,prsss,p,sss,rid,ni,noi_le_éti,niridnoileéti,control,s,2.0,1,t,p,niridnoileépi,0
ermierlaemsi,ermierlaemsi,prss,p,ss,mier,er,la_emsi,ermierlaemsi,control,r,,1,i,é,erméerlaemsi,0
retartalité,retartalité,prss,p,ss,tart,re,al_ité,retartalité,target,p,0.0,1,e,i,ritartalité,0
ernirusléutnoileéti,ernarusléutnoileéti,ppprsss,ppp,sss,léut,er_ni_rus,noi_le_éti,ernirusléutnoileéti,control,p,1.0,1,i,a,ernarusléutnoileéti,1
reblôtanteliste,reblôtantelisse,prsss,p,sss,blôt,re,ant_el_iste,reblôtanteliste,target,s,2.0,2,t,s,reblôtantelisse,1
préreintron,préreantron,pppr,ppp,,tron,pré_re_in,,préreintron,target,p,2.0,0,i,a,préreantron,1
lansionelité,lansionejité,rsss,,sss,lans,,ion_el_ité,lansionelité,target,s,1.0,1,l,j,lansionejité,1
édtôlbtnaleetsi,éttôlbtnaleetsi,prsss,p,sss,tôlb,éd,tna_le_etsi,édtôlbtnaleetsi,control,p,0.0,1,d,t,éttôlbtnaleetsi,1
sédnisnaltnem,sédnisnaltner,pprs,pp,s,snal,séd_ni,tnem,sédnisnaltnem,control,s,0.0,3,m,r,sédnisnaltner,1
préreinklemment,préreinklemment,ppprs,ppp,s,klem,pré_re_in,ment,préreinklemment,target,s,0.0,1,e,a,préreinklemmant,0
reinsurmièrité,reinsurmièrité,ppprs,ppp,s,mièr,re_in_sur,ité,reinsurmièrité,target,p,2.0,0,s,g,reingurmièrité,0
érpédridnoileéti,érpédridnoileéti,pprsss,pp,sss,rid,érp_éd,noi_le_éti,érpédridnoileéti,control,p,0.0,1,r,l,élpédridnoileéti,0
erniédridtnemeria,erniédridtnemeria,ppprss,ppp,ss,rid,er_ni_éd,tnem_eria,erniédridtnemeria,control,r,,1,i,u,erniédrudtnemeria,0
erédlisnoileéti,erédlisnoileéti,pprsss,pp,sss,lis,er_éd,noi_le_éti,erédlisnoileéti,control,r,,0,l,j,erédjisnoileéti,0
reinsurdirionelité,reinsurdirionelité,ppprsss,ppp,sss,dir,re_in_sur,ion_el_ité,reinsurdirionelité,target,r,,1,i,a,reinsurdarionelité,0
cibeviéti,ciseviéti,rss,,ss,cib,,evi_éti,cibeviéti,control,r,,2,b,s,ciseviéti,1
erniédmiernoileéti,erniédmiirnoileéti,ppprsss,ppp,sss,mier,er_ni_éd,noi_le_éti,erniédmiernoileéti,control,r,,2,e,i,erniédmiirnoileéti,1
moclaemsi,moclaemsi,rss,,ss,moc,,la_emsi,moclaemsi,control,s,0.0,1,a,e,mocleemsi,0
fabnoileéti,fabroileéti,rsss,,sss,fab,,noi_le_éti,fabnoileéti,control,s,0.0,0,n,r,fabroileéti,1
redéjurenteliste,redéjerenteliste,pprsss,pp,sss,jur,re_dé,ent_el_iste,redéjurenteliste,target,r,,1,u,e,redéjerenteliste,1
rejaun,rejaun,pr,p,,jaun,re,,rejaun,target,r,,2,u,i,rejain,0
ernirustiamelbatnem,ernirustiamelbatnem,ppprss,ppp,ss,tiam,er_ni_rus,elba_tnem,ernirustiamelbatnem,control,p,2.0,1,u,o,ernirostiamelbatnem,0
prédésinfoirent,prédésinfoirent,ppprs,ppp,s,foir,pré_dés_in,ent,prédésinfoirent,target,s,0.0,1,n,m,prédésinfoiremt,0
érpsédnisnaltne,érpsédnisnaltne,ppprs,ppp,s,snal,érp_séd_ni,tne,érpsédnisnaltne,control,r,,2,a,i,érpsédnisniltne,0
erédmocnoi,eridmocnoi,pprs,pp,s,moc,er_éd,noi,erédmocnoi,control,p,1.0,0,é,i,eridmocnoi,1
érpédruobnoiletnem,érpédruobnoiletnem,pprsss,pp,sss,ruob,érp_éd,noi_le_tnem,érpédruobnoiletnem,control,p,0.0,0,é,e,erpédruobnoiletnem,0
préinsousreimant,préinsousreimanp,ppprs,ppp,s,reim,pré_in_sous,ant,préinsousreimant,target,s,0.0,2,t,p,préinsousreimanp,1
erédkal,erédkal,ppr,pp,,kal,er_éd,,erédkal,control,r,,1,a,u,erédkul,0
déjurment,déjurment,prs,p,s,jur,dé,ment,déjurment,target,s,0.0,3,t,p,déjurmenp,0
refilablement,refelablement,prss,p,ss,fil,re,able_ment,refilablement,target,r,,1,i,e,refelablement,1
érperninasnoiletnem,érperninasloiletnem,ppprsss,ppp,sss,nas,érp_er_ni,noi_le_tnem,érperninasnoiletnem,control,s,0.0,0,n,l,érperninasloiletnem,1
troc,droc,r,,,troc,,,troc,control,r,,0,t,d,droc,1
enfoireux,envoireux,prs,p,s,foir,en,eux,enfoireux,target,r,,0,f,v,envoireux,1
rèimtnemeria,rèimtnemeria,rss,,ss,rèim,,tnem_eria,rèimtnemeria,control,r,,3,m,n,rèintnemeria,0
refilionelité,refinionelité,prsss,p,sss,fil,re,ion_el_ité,refilionelité,target,r,,2,l,n,refinionelité,1
erniédkaleuqitnem,erniédkaleuqitnem,ppprss,ppp,ss,kal,er_ni_éd,euqi_tnem,erniédkaleuqitnem,control,p,0.0,0,e,a,arniédkaleuqitnem,0
inbic,inbig,pr,p,,bic,in,,inbic,target,r,,2,c,g,inbig,1
octoid,octoid,pr,p,,toid,oc,,octoid,control,p,0.0,0,o,i,ictoid,0
érperninuajemsi,érpelninuajemsi,ppprs,ppp,s,nuaj,érp_er_ni,emsi,érperninuajemsi,control,p,1.0,1,r,l,érpelninuajemsi,1
erluop,erluop,pr,p,,luop,er,,erluop,control,p,0.0,1,r,n,enluop,0
recort,recort,pr,p,,cort,re,,recort,target,p,0.0,1,e,a,racort,0
ernirusruobnoi,ernirusruobnoi,ppprs,ppp,s,ruob,er_ni_rus,noi,ernirusruobnoi,control,s,0.0,1,o,e,ernirusruobnei,0
riofnoi,riofroi,rs,,s,riof,,noi,riofnoi,control,s,0.0,0,n,r,riofroi,1
retuélel,retuélel,prs,p,s,tuél,re,el,retuélel,target,s,0.0,1,l,r,retuéler,0
erléuttnem,erréuttnem,prs,p,s,léut,er,tnem,erléuttnem,control,r,,0,l,r,erréuttnem,1
ertôlble,ercôlble,prs,p,s,tôlb,er,le,ertôlble,control,r,,0,t,c,ercôlble,1
mièriquement,mièmiquement,rss,,ss,mièr,,ique_ment,mièriquement,target,r,,3,r,m,mièmiquement,1
ridnoile,ridnoile,rss,,ss,rid,,noi_le,ridnoile,control,s,1.0,0,l,n,ridnoine,0
refilalisme,refilalisme,prss,p,ss,fil,re,al_isme,refilalisme,target,p,0.0,1,e,u,rufilalisme,0
reindéjurment,reindéjurrent,ppprs,ppp,s,jur,re_in_dé,ment,reindéjurment,target,s,0.0,0,m,r,reindéjurrent,1
reindéfilel,reindéfilel,ppprs,ppp,s,fil,re_in_dé,el,reindéfilel,target,r,,2,l,r,reindéfirel,0
netratxue,netratxue,prs,p,s,trat,ne,xue,netratxue,control,s,0.0,1,u,e,netratxee,0
remél,ramél,pr,p,,mél,re,,remél,target,p,0.0,1,e,a,ramél,1
erniédtoid,érniédtoid,pppr,ppp,,toid,er_ni_éd,,erniédtoid,control,p,0.0,0,e,é,érniédtoid,1
blôtent,blôtent,rs,,s,blôt,,ent,blôtent,target,s,0.0,1,n,l,blôtelt,0
erniédtrattnem,erniédtrattnem,ppprs,ppp,s,trat,er_ni_éd,tnem,erniédtrattnem,control,r,,3,t,p,erniédtraptnem,0
maitionelment,maiteonelment,rsss,,sss,mait,,ion_el_ment,maitionelment,target,s,0.0,0,i,e,maiteonelment,1
insurlakistique,inserlakistique,pprss,pp,ss,lak,in_sur,ist_ique,insurlakistique,target,p,1.0,1,u,e,inserlakistique,1
entais,entais,pr,p,,tais,en,,entais,target,r,,2,i,o,entaos,0
ruobnoi,ruobnoi,rs,,s,ruob,,noi,ruobnoi,control,s,0.0,1,o,u,ruobnui,0
reincrusion,reincrusion,pprs,pp,s,crus,re_in,ion,reincrusion,target,r,,0,c,s,reinsrusion,0
sursanionelité,sursanionelité,prsss,p,sss,san,sur,ion_el_ité,sursanionelité,target,p,0.0,1,u,e,sersanionelité,0
ernirusvérp,arnirusvérp,pppr,ppp,,vérp,er_ni_rus,,ernirusvérp,control,p,0.0,0,e,a,arnirusvérp,1
recrusent,necrusent,prs,p,s,crus,re,ent,recrusent,target,p,0.0,0,r,n,necrusent,1
erléut,erléut,pr,p,,léut,er,,erléut,control,r,,1,é,i,erliut,0
