first,second,condition,prefix_template,suffix_template,root,prefixes,suffixes,word,type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error
redétart,repétart,ppr,pp,,tart,re_dé,,redétart,target,p,1.0,0,d,p,repétart,1
prérebaf,prérebap,ppr,pp,,baf,pré_re,,prérebaf,target,r,,2,f,p,prérebap,1
reinsurtaisionelment,reinsumtaisionelment,ppprsss,ppp,sss,tais,re_in_sur,ion_el_ment,reinsurtaisionelment,target,p,2.0,2,r,m,reinsumtaisionelment,1
retronionelisme,retronionelisme,prsss,p,sss,tron,re,ion_el_isme,retronionelisme,target,p,0.0,0,r,l,letronionelisme,0
préresil,vréresil,ppr,pp,,sil,pré_re,,préresil,target,p,0.0,0,p,v,vréresil,1
niédkal,liédkal,ppr,pp,,kal,ni_éd,,niédkal,control,p,0.0,0,n,l,liédkal,1
désinlak,désinlak,ppr,pp,,lak,dés_in,,désinlak,target,p,0.0,1,é,a,dasinlak,0
erédfab,erédfab,ppr,pp,,fab,er_éd,,erédfab,control,p,1.0,0,é,a,eradfab,0
ernasnoiletnem,ernasnoiletnem,prsss,p,sss,nas,er,noi_le_tnem,ernasnoiletnem,control,r,,1,a,e,ernesnoiletnem,0
ernirustiobnoieria,ernirustiobnoieria,ppprss,ppp,ss,tiob,er_ni_rus,noi_eria,ernirustiobnoieria,control,p,1.0,1,i,e,ernerustiobnoieria,0
ernirusruob,ernirusreob,pppr,ppp,,ruob,er_ni_rus,,ernirusruob,control,r,,1,u,e,ernirusreob,1
tronant,tronant,rs,,s,tron,,ant,tronant,target,r,,2,o,i,trinant,0
reindétaisiquement,reindétaisiquemert,ppprss,ppp,ss,tais,re_in_dé,ique_ment,reindétaisiquement,target,s,1.0,2,n,r,reindétaisiquemert,1
sédnirioftne,sédniriaftne,pprs,pp,s,riof,séd_ni,tne,sédnirioftne,control,r,,2,o,a,sédniriaftne,1
entron,entron,pr,p,,tron,en,,entron,target,p,0.0,1,n,j,ejtron,0
insoublôtistique,insoublôtistique,pprss,pp,ss,blôt,in_sou,ist_ique,insoublôtistique,target,r,,3,t,s,insoublôsistique,0
erédsnaltnem,erédsnaltnem,pprs,pp,s,snal,er_éd,tnem,erédsnaltnem,control,p,0.0,1,r,n,enédsnaltnem,0
érperniridnoi,érpernirednoi,ppprs,ppp,s,rid,érp_er_ni,noi,érperniridnoi,control,r,,1,i,e,érpernirednoi,1
érperléutnoileemsi,érperléutnoileemsi,pprsss,pp,sss,léut,érp_er,noi_le_emsi,érperléutnoileemsi,control,s,1.0,1,e,o,érperléutnoiloemsi,0
