first,second,condition,prefix_template,suffix_template,root,prefixes,suffixes,word,type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error
niédtôlbtnem,niédtôlbtnem,pprs,pp,s,tôlb,ni_éd,tnem,niédtôlbtnem,control,s,0.0,1,n,l,niédtôlbtlem,0
erédmoctne,erédmochne,pprs,pp,s,moc,er_éd,tne,erédmoctne,control,s,0.0,0,t,h,erédmochne,1
erniédriofle,erniédriofle,ppprs,ppp,s,riof,er_ni_éd,le,erniédriofle,control,s,0.0,0,l,r,erniédriofre,0
nemoc,lemoc,pr,p,,moc,ne,,nemoc,control,p,0.0,0,n,l,lemoc,1
poulanteliste,poulantelista,rsss,,sss,poul,,ant_el_iste,poulanteliste,target,s,2.0,3,e,a,poulantelista,1
niretnitôlbnoiletnem,niretnitôlbnoiletnem,pprsss,pp,sss,tôlb,ni_retni,noi_le_tnem,niretnitôlbnoiletnem,control,p,1.0,0,r,l,niletnitôlbnoiletnem,0
ertratlaéti,àrtratlaéti,prss,p,ss,trat,er,la_éti,ertratlaéti,control,p,0.0,0,e,à,àrtratlaéti,1
ernifabnoiletnem,ernifabnoiletnem,pprsss,pp,sss,fab,er_ni,noi_le_tnem,ernifabnoiletnem,control,s,2.0,0,t,s,ernifabnoilesnem,0
rediotal,radiotal,prs,p,s,diot,re,al,rediotal,target,p,0.0,1,e,a,radiotal,1
désintuélalité,désintuélelité,pprss,pp,ss,tuél,dés_in,al_ité,désintuélalité,target,s,0.0,0,a,e,désintuélelité,1
reimelité,reirelité,rss,,ss,reim,,el_ité,reimelité,target,r,,3,m,r,reirelité,1
nuajtsieuqi,nuajtsieuqi,rss,,ss,nuaj,,tsi_euqi,nuajtsieuqi,control,r,,3,j,n,nuantsieuqi,0
préreinblôt,préreinblat,pppr,ppp,,blôt,pré_re_in,,préreinblôt,target,r,,2,ô,a,préreinblat,1
ernirusléut,ernirusléut,pppr,ppp,,léut,er_ni_rus,,ernirusléut,control,r,,2,u,e,ernirusléet,0
orplisnoileéti,orplisnoileéti,prsss,p,sss,lis,orp,noi_le_éti,orplisnoileéti,control,r,,2,s,d,orplidnoileéti,0
ersurceviéti,ersurceviéti,prss,p,ss,surc,er,evi_éti,ersurceviéti,control,s,1.0,0,é,o,ersurcevioti,0
ertiobnoieria,ertiobnoieria,prss,p,ss,tiob,er,noi_eria,ertiobnoieria,control,p,0.0,0,e,o,ortiobnoieria,0
reinsurdiot,rainsurdiot,pppr,ppp,,diot,re_in_sur,,reinsurdiot,target,p,0.0,1,e,a,rainsurdiot,1
nirusmelknoieria,ninusmelknoieria,pprss,pp,ss,melk,ni_rus,noi_eria,nirusmelknoieria,control,p,1.0,0,r,n,ninusmelknoieria,1
érpnisuossiat,erpnisuossiat,pppr,ppp,,siat,érp_ni_suos,,érpnisuossiat,control,p,0.0,0,é,e,erpnisuossiat,1
préinsousjaunent,préinsousjaunent,ppprs,ppp,s,jaun,pré_in_sous,ent,préinsousjaunent,target,s,0.0,1,n,r,préinsousjaunert,0
ernirusnasleéti,ernirusnasleéti,ppprss,ppp,ss,nas,er_ni_rus,le_éti,ernirusnasleéti,control,p,0.0,0,e,a,arnirusnasleéti,0
mièrant,mièrant,rs,,s,mièr,,ant,mièrant,target,s,0.0,2,t,s,mièrans,0
nilif,nilif,pr,p,,lif,ni,,nilif,control,r,,0,l,r,nirif,0
fabeuqitnem,fabeuqitnem,rss,,ss,fab,,euqi_tnem,fabeuqitnem,control,r,,0,f,t,tabeuqitnem,0
erniédlémnoileemsi,erniédlémnoileemsi,ppprsss,ppp,sss,lém,er_ni_éd,noi_le_emsi,erniédlémnoileemsi,control,s,1.0,0,l,r,erniédlémnoireemsi,0
erniruslémtna,enniruslémtna,ppprs,ppp,s,lém,er_ni_rus,tna,erniruslémtna,control,p,0.0,1,r,n,enniruslémtna,1
reindécertablement,reindébertablement,ppprss,ppp,ss,cert,re_in_dé,able_ment,reindécertablement,target,r,,0,c,b,reindébertablement,1
niédruobnoiletnem,niédruobnoiletnem,pprsss,pp,sss,ruob,ni_éd,noi_le_tnem,niédruobnoiletnem,control,r,,3,b,v,niédruovnoiletnem,0
ernitrocnoileéti,ernitrocnooleéti,pprsss,pp,sss,troc,er_ni,noi_le_éti,ernitrocnoileéti,control,s,0.0,2,i,o,ernitrocnooleéti,1
snaleuqitnem,snaleuqitlem,rss,,ss,snal,,euqi_tnem,snaleuqitnem,control,s,1.0,1,n,l,snaleuqitlem,1
désinprév,désanprév,ppr,pp,,prév,dés_in,,désinprév,target,p,1.0,0,i,a,désanprév,1
niruobnoiletnem,niruobnoiletnem,prsss,p,sss,ruob,ni,noi_le_tnem,niruobnoiletnem,control,r,,3,b,v,niruovnoiletnem,0
erédmoctnaleetsi,erédmoctnalaetsi,pprsss,pp,sss,moc,er_éd,tna_le_etsi,erédmoctnaleetsi,control,s,1.0,1,e,a,erédmoctnalaetsi,1
