first,second,condition,prefix_template,suffix_template,root,prefixes,suffixes,word,type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error
rèim,rèim,r,,,rèim,,,rèim,control,r,,2,i,e,rèem,0
certeux,certeux,rs,,s,cert,,eux,certeux,target,s,0.0,2,x,c,certeuc,0
errideuqitnem,errideuqitnem,prss,p,ss,rid,er,euqi_tnem,errideuqitnem,control,p,0.0,0,e,u,urrideuqitnem,0
baf,baf,r,,,baf,,,baf,target,r,,1,a,é,béf,0
niléutnoileéti,niléutnoileéti,prsss,p,sss,léut,ni,noi_le_éti,niléutnoileéti,control,s,0.0,1,o,e,niléutneileéti,0
nasnoi,nasnoi,rs,,s,nas,,noi,nasnoi,control,r,,2,s,t,natnoi,0
redétuélanteliste,redétuélamteliste,pprsss,pp,sss,tuél,re_dé,ant_el_iste,redétuélanteliste,target,s,0.0,1,n,m,redétuélamteliste,1
prédécrusionelment,prédécrusionelment,pprsss,pp,sss,crus,pré_dé,ion_el_ment,prédécrusionelment,target,r,,2,u,e,prédécresionelment,0
insilmentaire,irsilmentaire,prss,p,ss,sil,in,ment_aire,insilmentaire,target,p,0.0,1,n,r,irsilmentaire,1
retnimoctneleetsi,retnimoptneleetsi,prsss,p,sss,moc,retni,tne_le_etsi,retnimoctneleetsi,control,r,,2,c,p,retnimoptneleetsi,1
reméliquement,reréliquement,prss,p,ss,mél,re,ique_ment,reméliquement,target,r,,0,m,r,reréliquement,1
erniédfabnoile,ernuédfabnoile,ppprss,ppp,ss,fab,er_ni_éd,noi_le,erniédfabnoile,control,p,1.0,1,i,u,ernuédfabnoile,1
sanion,sanion,rs,,s,san,,ion,sanion,target,r,,2,n,m,samion,0
désinpoulionelment,désinpoulionelment,pprsss,pp,sss,poul,dés_in,ion_el_ment,désinpoulionelment,target,s,2.0,0,m,r,désinpoulionelrent,0
intais,irtais,pr,p,,tais,in,,intais,target,p,0.0,1,n,r,irtais,1
interfoir,interfoir,pr,p,,foir,inter,,interfoir,target,p,0.0,0,i,é,énterfoir,0
ernuajtnem,arnuajtnem,prs,p,s,nuaj,er,tnem,ernuajtnem,control,p,0.0,0,e,a,arnuajtnem,1
reindétaisiveité,reimdétaisiveité,ppprss,ppp,ss,tais,re_in_dé,ive_ité,reindétaisiveité,target,p,1.0,1,n,m,reimdétaisiveité,1
reintron,reirtron,ppr,pp,,tron,re_in,,reintron,target,p,1.0,1,n,r,reirtron,1
jaunionelité,jaunionenité,rsss,,sss,jaun,,ion_el_ité,jaunionelité,target,s,1.0,1,l,n,jaunionenité,1
erniédlifleéti,erniédrifleéti,ppprss,ppp,ss,lif,er_ni_éd,le_éti,erniédlifleéti,control,r,,0,l,r,erniédrifleéti,1
reindébicionelment,reindébicionelment,ppprsss,ppp,sss,bic,re_in_dé,ion_el_ment,reindébicionelment,target,p,0.0,0,r,j,jeindébicionelment,0
blôteur,bleteur,rs,,s,blôt,,eur,blôteur,target,r,,2,ô,e,bleteur,1
tiamnoileemsi,tiamnoileomsi,rsss,,sss,tiam,,noi_le_emsi,tiamnoileemsi,control,s,2.0,0,e,o,tiamnoileomsi,1
nesiattna,nésiattna,prs,p,s,siat,ne,tna,nesiattna,control,p,0.0,1,e,é,nésiattna,1
préreintart,prireintart,pppr,ppp,,tart,pré_re_in,,préreintart,target,p,0.0,2,é,i,prireintart,1
recomenteliste,rehomenteliste,prsss,p,sss,com,re,ent_el_iste,recomenteliste,target,r,,0,c,h,rehomenteliste,1
reindépoul,reindépoil,pppr,ppp,,poul,re_in_dé,,reindépoul,target,r,,2,u,i,reindépoil,1
toid,toid,r,,,toid,,,toid,control,r,,1,o,e,teid,0
reindéfilmentaire,reindéfilmentaira,ppprss,ppp,ss,fil,re_in_dé,ment_aire,reindéfilmentaire,target,s,1.0,3,e,a,reindéfilmentaira,1
ernilémelbatnem,ernilémelbasnem,pprss,pp,ss,lém,er_ni,elba_tnem,ernilémelbatnem,control,s,1.0,0,t,s,ernilémelbasnem,1
moceviéti,mocesiéti,rss,,ss,moc,,evi_éti,moceviéti,control,s,0.0,1,v,s,mocesiéti,1
prédécomablement,prédécomablemènt,pprss,pp,ss,com,pré_dé,able_ment,prédécomablement,target,s,1.0,1,e,è,prédécomablemènt,1
ernirustiobeuqitnem,ernirustiobeuqitnem,ppprss,ppp,ss,tiob,er_ni_rus,euqi_tnem,ernirustiobeuqitnem,control,p,0.0,1,r,n,ennirustiobeuqitnem,0
enbourion,enbourion,prs,p,s,bour,en,ion,enbourion,target,s,0.0,0,i,e,enboureon,0
indémélel,indémélel,pprs,pp,s,mél,in_dé,el,indémélel,target,p,1.0,0,d,h,inhémélel,0
erédnasnoile,erédnasnoile,pprss,pp,ss,nas,er_éd,noi_le,erédnasnoile,control,p,1.0,1,d,c,erécnasnoile,0
reindéfoir,reindafoir,pppr,ppp,,foir,re_in_dé,,reindéfoir,target,p,2.0,1,é,a,reindafoir,1
neléuttnem,neléuttnem,prs,p,s,léut,ne,tnem,neléuttnem,control,r,,0,l,r,neréuttnem,0
surboitenteliste,surboitenteliste,prsss,p,sss,boit,sur,ent_el_iste,surboitenteliste,target,s,1.0,1,l,r,surboitenteriste,0
reindésiliveité,reindésiliveuté,ppprss,ppp,ss,sil,re_in_dé,ive_ité,reindésiliveité,target,s,1.0,0,i,u,reindésiliveuté,1
édruj,édraj,pr,p,,ruj,éd,,édruj,control,r,,1,u,a,édraj,1
erniédrid,erniédrid,pppr,ppp,,rid,er_ni_éd,,erniédrid,control,r,,0,r,n,erniédnid,0
sédnirèimtneleetsi,sédnirèomtneleetsi,pprsss,pp,sss,rèim,séd_ni,tne_le_etsi,sédnirèimtneleetsi,control,r,,2,i,o,sédnirèomtneleetsi,1
enfilent,enfilent,prs,p,s,fil,en,ent,enfilent,target,r,,2,l,r,enfirent,0
ersnalnoiletnem,ersnalnoiletnem,prsss,p,sss,snal,er,noi_le_tnem,ersnalnoiletnem,control,s,2.0,2,e,o,ersnalnoiletnom,0
errèimtnaleetsi,errèimtnaleetsi,prsss,p,sss,rèim,er,tna_le_etsi,errèimtnaleetsi,control,s,2.0,1,t,d,errèimtnaleedsi,0
ernirusridtnaleetsi,ernirusridtnaleetsi,ppprsss,ppp,sss,rid,er_ni_rus,tna_le_etsi,ernirusridtnaleetsi,control,r,,2,d,s,ernirusristnaleetsi,0
erniédtôlbnoiletnem,erniédsôlbnoiletnem,ppprsss,ppp,sss,tôlb,er_ni_éd,noi_le_tnem,erniédtôlbnoiletnem,control,r,,0,t,s,erniédsôlbnoiletnem,1
préreindirment,préreindirmemt,ppprs,ppp,s,dir,pré_re_in,ment,préreindirment,target,s,0.0,2,n,m,préreindirmemt,1
érprujnoileemsi,érprujnoileemsi,prsss,p,sss,ruj,érp,noi_le_emsi,érprujnoileemsi,control,r,,0,r,n,érpnujnoileemsi,0
reinboitanteliste,reinboitanteliste,pprsss,pp,sss,boit,re_in,ant_el_iste,reinboitanteliste,target,r,,2,i,e,reinboetanteliste,0
erniédlisnoile,erniédlisnoije,ppprss,ppp,ss,lis,er_ni_éd,noi_le,erniédlisnoile,control,s,1.0,0,l,j,erniédlisnoije,1
érpédrid,érpédrid,ppr,pp,,rid,érp_éd,,érpédrid,control,p,0.0,2,p,s,érsédrid,0
décortel,décortem,prs,p,s,cort,dé,el,décortel,target,s,0.0,1,l,m,décortem,1
désinfoiranteliste,désinfoiranteliste,pprsss,pp,sss,foir,dés_in,ant_el_iste,désinfoiranteliste,target,p,0.0,2,s,p,dépinfoiranteliste,0
enfilique,enfilique,prs,p,s,fil,en,ique,enfilique,target,s,0.0,1,q,h,enfilihue,0
niédléuttna,niédléuttna,pprs,pp,s,léut,ni_éd,tna,niédléuttna,control,p,0.0,1,i,a,naédléuttna,0
redébicionelisme,redabicionelisme,pprsss,pp,sss,bic,re_dé,ion_el_isme,redébicionelisme,target,p,1.0,1,é,a,redabicionelisme,1
indécertionel,indécertional,pprss,pp,ss,cert,in_dé,ion_el,indécertionel,target,s,1.0,0,e,a,indécertional,1
inintertuélionelment,inintertuélionelment,pprsss,pp,sss,tuél,in_inter,ion_el_ment,inintertuélionelment,target,p,1.0,3,e,i,inintirtuélionelment,0
toidnoileéti,toidnoireéti,rsss,,sss,toid,,noi_le_éti,toidnoileéti,control,s,1.0,0,l,r,toidnoireéti,1
érpertiobnoiletnem,arpertiobnoiletnem,pprsss,pp,sss,tiob,érp_er,noi_le_tnem,érpertiobnoiletnem,control,p,0.0,0,é,a,arpertiobnoiletnem,1
indéboitant,indéboitant,pprs,pp,s,boit,in_dé,ant,indéboitant,target,s,0.0,0,a,o,indéboitont,0
errèimnoileéti,errèimnoileéti,prsss,p,sss,rèim,er,noi_le_éti,errèimnoileéti,control,p,0.0,0,e,a,arrèimnoileéti,0
erniédrujnoileemsi,erniédrujnoileemsi,ppprsss,ppp,sss,ruj,er_ni_éd,noi_le_emsi,erniédrujnoileemsi,control,p,1.0,0,n,m,ermiédrujnoileemsi,0
crusistique,crusistique,rss,,ss,crus,,ist_ique,crusistique,target,r,,0,c,g,grusistique,0
ernicibnoi,ernicibnoi,pprs,pp,s,cib,er_ni,noi,ernicibnoi,control,r,,0,c,s,ernisibnoi,0
diralisme,diralisme,rss,,ss,dir,,al_isme,diralisme,target,r,,1,i,a,daralisme,0
