first,second,condition,prefix_template,suffix_template,root,prefixes,suffixes,word,type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error
erriof,erruof,pr,p,,riof,er,,erriof,control,r,,1,i,u,erruof,1
indécorteur,indécortaur,pprs,pp,s,cort,in_dé,eur,indécorteur,target,s,0.0,0,e,a,indécortaur,1
lanseur,lanseur,rs,,s,lans,,eur,lanseur,target,s,0.0,1,u,e,lanseer,0
erniruskaleuqitnem,ernaruskaleuqitnem,ppprss,ppp,ss,kal,er_ni_rus,euqi_tnem,erniruskaleuqitnem,control,p,1.0,1,i,a,ernaruskaleuqitnem,1
erédtiam,eréctiam,ppr,pp,,tiam,er_éd,,erédtiam,control,p,1.0,1,d,c,eréctiam,1
sédniridnoileemsi,sédnuridnoileemsi,pprsss,pp,sss,rid,séd_ni,noi_le_emsi,sédniridnoileemsi,control,p,1.0,1,i,u,sédnuridnoileemsi,1
reinsurlakmentaire,reinsurlakmentaine,ppprss,ppp,ss,lak,re_in_sur,ment_aire,reinsurlakmentaire,target,s,1.0,2,r,n,reinsurlakmentaine,1
nemiernoieria,nemiernoielia,prss,p,ss,mier,ne,noi_eria,nemiernoieria,control,s,1.0,1,r,l,nemiernoielia,1
errèimtne,orrèimtne,prs,p,s,rèim,er,tne,errèimtne,control,p,0.0,0,e,o,orrèimtne,1
surenbicionelité,surenbicionelité,pprsss,pp,sss,bic,sur_en,ion_el_ité,surenbicionelité,target,s,2.0,0,i,e,surenbicioneleté,0
erlémnoiletnem,erlémnoiletnem,prsss,p,sss,lém,er,noi_le_tnem,erlémnoiletnem,control,s,1.0,0,l,n,erlémnoinetnem,0
édtiamtne,édtiamtme,prs,p,s,tiam,éd,tne,édtiamtne,control,s,0.0,1,n,m,édtiamtme,1
redécrusablement,redécrusablement,pprss,pp,ss,crus,re_dé,able_ment,redécrusablement,target,r,,2,u,o,redécrosablement,0
redéklemmentaire,redéklemmertaire,pprss,pp,ss,klem,re_dé,ment_aire,redéklemmentaire,target,s,0.0,2,n,r,redéklemmertaire,1
filionel,filionel,rss,,ss,fil,,ion_el,filionel,target,s,0.0,0,i,e,fileonel,0
reinsurbaf,reirsurbaf,pppr,ppp,,baf,re_in_sur,,reinsurbaf,target,p,1.0,1,n,r,reirsurbaf,1
surenbafablement,surenbafablement,pprss,pp,ss,baf,sur_en,able_ment,surenbafablement,target,r,,2,f,v,surenbavablement,0
érpernilis,érpernilis,pppr,ppp,,lis,érp_er_ni,,érpernilis,control,r,,0,l,n,érperninis,0
reinbical,reijbical,pprs,pp,s,bic,re_in,al,reinbical,target,p,1.0,1,n,j,reijbical,1
indémaitionelité,indénaitionelité,pprsss,pp,sss,mait,in_dé,ion_el_ité,indémaitionelité,target,r,,0,m,n,indénaitionelité,1
