first,second,condition,prefix_template,suffix_template,root,prefixes,suffixes,word,type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error
reindébour,reindébêur,pppr,ppp,,bour,re_in_dé,,reindébour,target,r,,1,o,ê,reindébêur,1
siattne,siattje,rs,,s,siat,,tne,siattne,control,s,0.0,1,n,j,siattje,1
enmélionelité,enmélionelité,prsss,p,sss,mél,en,ion_el_ité,enmélionelité,target,p,0.0,0,e,i,inmélionelité,0
ertiamla,erpiamla,prs,p,s,tiam,er,la,ertiamla,control,r,,0,t,p,erpiamla,1
luoprue,lioprue,rs,,s,luop,,rue,luoprue,control,r,,1,u,i,lioprue,1
ertiamnoieria,ertiamnoieria,prss,p,ss,tiam,er,noi_eria,ertiamnoieria,control,p,0.0,1,r,n,entiamnoieria,0
erniédtôlbnoi,erniédtôlbnoi,ppprs,ppp,s,tôlb,er_ni_éd,noi,erniédtôlbnoi,control,p,0.0,0,e,é,érniédtôlbnoi,0
déjaun,déjeun,pr,p,,jaun,dé,,déjaun,target,r,,1,a,e,déjeun,1
errujtneleetsi,errujtneleetsi,prsss,p,sss,ruj,er,tne_le_etsi,errujtneleetsi,control,s,0.0,2,e,i,errujtnileetsi,0
prérebourionelisme,prérebourionelisme,pprsss,pp,sss,bour,pré_re,ion_el_isme,prérebourionelisme,target,r,,0,b,g,préregourionelisme,0
reinsurbicionelment,reinsurbicionelment,ppprsss,ppp,sss,bic,re_in_sur,ion_el_ment,reinsurbicionelment,target,p,1.0,1,n,l,reilsurbicionelment,0
entart,ensart,pr,p,,tart,en,,entart,target,r,,0,t,s,ensart,1
reintartiquement,reintartiquement,pprss,pp,ss,tart,re_in,ique_ment,reintartiquement,target,r,,2,r,n,reintantiquement,0
préreinreim,préreinreim,pppr,ppp,,reim,pré_re_in,,préreinreim,target,r,,2,i,u,préreinreum,0
lak,las,r,,,lak,,,lak,target,r,,2,k,s,las,1
erkalnoiletnem,erkalnoiletnem,prsss,p,sss,kal,er,noi_le_tnem,erkalnoiletnem,control,p,0.0,1,r,j,ejkalnoiletnem,0
ernisurc,ernisurc,ppr,pp,,surc,er_ni,,ernisurc,control,r,,0,s,t,erniturc,0
reprévant,neprévant,prs,p,s,prév,re,ant,reprévant,target,p,0.0,0,r,n,neprévant,1
encomionelment,entomionelment,prsss,p,sss,com,en,ion_el_ment,encomionelment,target,r,,0,c,t,entomionelment,1
