first,second,condition,prefix_template,suffix_template,root,prefixes,suffixes,word,type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error
recomable,recomable,prs,p,s,com,re,able,recomable,target,p,0.0,1,e,a,racomable,0
rujelbatnem,rujeltatnem,rss,,ss,ruj,,elba_tnem,rujelbatnem,control,s,0.0,2,b,t,rujeltatnem,1
cibtne,cibtre,rs,,s,cib,,tne,cibtne,control,s,0.0,1,n,r,cibtre,1
prévment,prévment,rs,,s,prév,,ment,prévment,target,r,,1,r,m,pmévment,0
inmélionel,inmélionel,prss,p,ss,mél,in,ion_el,inmélionel,target,p,0.0,0,i,a,anmélionel,0
erniédrèimnoile,erniédrèimnoile,ppprss,ppp,ss,rèim,er_ni_éd,noi_le,erniédrèimnoile,control,p,0.0,0,e,i,irniédrèimnoile,0
rioftneleetsi,nioftneleetsi,rsss,,sss,riof,,tne_le_etsi,rioftneleetsi,control,r,,0,r,n,nioftneleetsi,1
erniruslémtnaleetsi,erniruslémtnaleetsi,ppprsss,ppp,sss,lém,er_ni_rus,tna_le_etsi,erniruslémtnaleetsi,control,s,1.0,1,e,é,erniruslémtnaléetsi,0
retart,retart,pr,p,,tart,re,,retart,target,p,0.0,1,e,é,rétart,0
erédluoptnaleetsi,erédluoptnaleetsi,pprsss,pp,sss,luop,er_éd,tna_le_etsi,erédluoptnaleetsi,control,p,0.0,0,e,i,irédluoptnaleetsi,0
relakionelité,relakionelité,prsss,p,sss,lak,re,ion_el_ité,relakionelité,target,s,1.0,0,e,o,relakionolité,0
ernitiobtnaleetsi,ernitiobhnaleetsi,pprsss,pp,sss,tiob,er_ni,tna_le_etsi,ernitiobtnaleetsi,control,s,0.0,0,t,h,ernitiobhnaleetsi,1
diot,dios,r,,,diot,,,diot,target,r,,3,t,s,dios,1
ruobnoile,ruobnoole,rss,,ss,ruob,,noi_le,ruobnoile,control,s,0.0,2,i,o,ruobnoole,1
reinbafmentaire,reenbafmentaire,pprss,pp,ss,baf,re_in,ment_aire,reinbafmentaire,target,p,1.0,0,i,e,reenbafmentaire,1
nemelkelbatnem,nemelkelbatnem,prss,p,ss,melk,ne,elba_tnem,nemelkelbatnem,control,p,0.0,1,e,a,namelkelbatnem,0
ernivérpeviéti,ernivérpeviéti,pprss,pp,ss,vérp,er_ni,evi_éti,ernivérpeviéti,control,s,0.0,1,v,c,ernivérpeciéti,0
préreinpoulant,préreinpoulart,ppprs,ppp,s,poul,pré_re_in,ant,préreinpoulant,target,s,0.0,1,n,r,préreinpoulart,1
inmaitablement,inmaitadlement,prss,p,ss,mait,in,able_ment,inmaitablement,target,s,0.0,1,b,d,inmaitadlement,1
inklemion,inklemion,prs,p,s,klem,in,ion,inklemion,target,r,,2,e,o,inklomion,0
redétaisent,redétaisent,pprs,pp,s,tais,re_dé,ent,redétaisent,target,s,0.0,2,t,s,redétaisens,0
retuélablement,jetuélablement,prss,p,ss,tuél,re,able_ment,retuélablement,target,p,0.0,0,r,j,jetuélablement,1
filenteliste,filenteliste,rsss,,sss,fil,,ent_el_iste,filenteliste,target,r,,0,f,b,bilenteliste,0
rujtneleetsi,rujtyeleetsi,rsss,,sss,ruj,,tne_le_etsi,rujtneleetsi,control,s,0.0,1,n,y,rujtyeleetsi,1
reindéblôtalisme,reindéblôtalisme,ppprss,ppp,ss,blôt,re_in_dé,al_isme,reindéblôtalisme,target,s,0.0,0,a,e,reindéblôtelisme,0
ersurcnoiletnem,ursurcnoiletnem,prsss,p,sss,surc,er,noi_le_tnem,ersurcnoiletnem,control,p,0.0,0,e,u,ursurcnoiletnem,1
erédnastne,enédnastne,pprs,pp,s,nas,er_éd,tne,erédnastne,control,p,0.0,1,r,n,enédnastne,1
ertoidnoiletnem,ertoitnoiletnem,prsss,p,sss,toid,er,noi_le_tnem,ertoidnoiletnem,control,r,,3,d,t,ertoitnoiletnem,1
érpernasnoileemsi,érpernasnoileemsi,pprsss,pp,sss,nas,érp_er,noi_le_emsi,érpernasnoileemsi,control,s,2.0,0,e,u,érpernasnoileumsi,0
reindétuél,reindétuél,pppr,ppp,,tuél,re_in_dé,,reindétuél,target,r,,3,l,n,reindétuén,0
