first,second,condition,prefix_template,suffix_template,root,prefixes,suffixes,word,type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error
inlanseur,inlanseum,prs,p,s,lans,in,eur,inlanseur,target,s,0.0,2,r,m,inlanseum,1
prérebicent,prérebicent,pprs,pp,s,bic,pré_re,ent,prérebicent,target,p,0.0,2,é,e,prerebicent,0
rejaunanteliste,rejaunanteliste,prsss,p,sss,jaun,re,ant_el_iste,rejaunanteliste,target,s,0.0,0,a,e,rejaunenteliste,0
ernirussurcnoieria,ernirussurcnoieria,ppprss,ppp,ss,surc,er_ni_rus,noi_eria,ernirussurcnoieria,control,p,0.0,0,e,a,arnirussurcnoieria,0
enprévif,enprévif,prs,p,s,prév,en,if,enprévif,target,p,0.0,0,e,u,unprévif,0
insanionelment,insanionelment,prsss,p,sss,san,in,ion_el_ment,insanionelment,target,s,2.0,3,t,p,insanionelmenp,0
préreinlansant,préreinlansant,ppprs,ppp,s,lans,pré_re_in,ant,préreinlansant,target,p,2.0,1,n,l,préreillansant,0
préreinmaitable,préreinmaitabne,ppprs,ppp,s,mait,pré_re_in,able,préreinmaitable,target,s,0.0,2,l,n,préreinmaitabne,1
reindémaitanteliste,reindémaipanteliste,ppprsss,ppp,sss,mait,re_in_dé,ant_el_iste,reindémaitanteliste,target,r,,3,t,p,reindémaipanteliste,1
erliftna,erliftna,prs,p,s,lif,er,tna,erliftna,control,p,0.0,0,e,a,arliftna,0
redédirmentaire,redédirmentaire,pprss,pp,ss,dir,re_dé,ment_aire,redédirmentaire,target,s,0.0,1,e,i,redédirmintaire,0
niédtreceviéti,liédtreceviéti,pprss,pp,ss,trec,ni_éd,evi_éti,niédtreceviéti,control,p,0.0,0,n,l,liédtreceviéti,1
sédnitrocelbatnem,sédnitrocelbatrem,pprss,pp,ss,troc,séd_ni,elba_tnem,sédnitrocelbatnem,control,s,1.0,1,n,r,sédnitrocelbatrem,1
erniédnas,erniédnas,pppr,ppp,,nas,er_ni_éd,,erniédnas,control,r,,2,s,d,erniédnad,0
klemaire,klemaire,rs,,s,klem,,aire,klemaire,target,r,,3,m,r,kleraire,0
lakenteliste,lukenteliste,rsss,,sss,lak,,ent_el_iste,lakenteliste,target,r,,1,a,u,lukenteliste,1
erniridnoiletnem,ernirédnoiletnem,pprsss,pp,sss,rid,er_ni,noi_le_tnem,erniridnoiletnem,control,r,,1,i,é,ernirédnoiletnem,1
reinblôt,reinblôt,ppr,pp,,blôt,re_in,,reinblôt,target,r,,0,b,s,reinslôt,0
erniédlifnoi,erniédlifnoi,ppprs,ppp,s,lif,er_ni_éd,noi,erniédlifnoi,control,r,,1,i,e,erniédlefnoi,0
ernorttna,ernorttna,prs,p,s,nort,er,tna,ernorttna,control,s,0.0,0,t,s,ernortsna,0
érpernifabtnemeria,érpernifabtnemeria,ppprss,ppp,ss,fab,érp_er_ni,tnem_eria,érpernifabtnemeria,control,s,1.0,3,a,e,érpernifabtnemerie,0
reindésan,reindésan,pppr,ppp,,san,re_in_dé,,reindésan,target,p,0.0,0,r,n,neindésan,0
reindéprév,reindépréd,pppr,ppp,,prév,re_in_dé,,reindéprév,target,r,,3,v,d,reindépréd,1
ernirusnuajleéti,ernirusnualleéti,ppprss,ppp,ss,nuaj,er_ni_rus,le_éti,ernirusnuajleéti,control,r,,3,j,l,ernirusnualleéti,1
rèimeuqitnem,rèimeuqitnem,rss,,ss,rèim,,euqi_tnem,rèimeuqitnem,control,r,,1,è,i,riimeuqitnem,0
érpernitoidnoiletnem,érpernitoidnoiletnem,ppprsss,ppp,sss,toid,érp_er_ni,noi_le_tnem,érpernitoidnoiletnem,control,r,,2,i,a,érpernitoadnoiletnem,0
déreimenteliste,déreinenteliste,prsss,p,sss,reim,dé,ent_el_iste,déreimenteliste,target,r,,3,m,n,déreinenteliste,1
indélakionelité,indélakionelité,pprsss,pp,sss,lak,in_dé,ion_el_ité,indélakionelité,target,s,1.0,1,l,r,indélakionerité,0
débourionaire,dabourionaire,prss,p,ss,bour,dé,ion_aire,débourionaire,target,p,0.0,1,é,a,dabourionaire,1
érpsédnitiobnoileemsi,érpsodnitiobnoileemsi,ppprsss,ppp,sss,tiob,érp_séd_ni,noi_le_emsi,érpsédnitiobnoileemsi,control,p,1.0,1,é,o,érpsodnitiobnoileemsi,1
niédmiereuqitnem,niédmiereuqitnem,pprss,pp,ss,mier,ni_éd,euqi_tnem,niédmiereuqitnem,control,r,,2,e,u,niédmiureuqitnem,0
désinbourmentaire,désinpourmentaire,pprss,pp,ss,bour,dés_in,ment_aire,désinbourmentaire,target,r,,0,b,p,désinpourmentaire,1
prérefoiralisme,prérefoirélisme,pprss,pp,ss,foir,pré_re,al_isme,prérefoiralisme,target,s,0.0,0,a,é,prérefoirélisme,1
resanionelment,resenionelment,prsss,p,sss,san,re,ion_el_ment,resanionelment,target,r,,1,a,e,resenionelment,1
reinfil,reinfil,ppr,pp,,fil,re_in,,reinfil,target,p,0.0,0,r,l,leinfil,0
reindébouranteliste,reindébouranteliste,ppprsss,ppp,sss,bour,re_in_dé,ant_el_iste,reindébouranteliste,target,p,0.0,1,e,i,riindébouranteliste,0
rusvérpeuqitnem,rusvérpeuqitnem,prss,p,ss,vérp,rus,euqi_tnem,rusvérpeuqitnem,control,p,0.0,1,u,o,rosvérpeuqitnem,0
intermaiteur,entermaiteur,prs,p,s,mait,inter,eur,intermaiteur,target,p,0.0,0,i,e,entermaiteur,1
siatelba,siatelba,rs,,s,siat,,elba,siatelba,control,r,,3,t,s,siaselba,0
érpédtôlbtna,érpédtôlbtna,pprs,pp,s,tôlb,érp_éd,tna,érpédtôlbtna,control,s,0.0,1,n,r,érpédtôlbtra,0
retuélant,retuéland,prs,p,s,tuél,re,ant,retuélant,target,s,0.0,2,t,d,retuéland,1
recrusionelment,recrusionelment,prsss,p,sss,crus,re,ion_el_ment,recrusionelment,target,r,,1,r,n,recnusionelment,0
insursanablement,insursanablement,pprss,pp,ss,san,in_sur,able_ment,insursanablement,target,s,0.0,3,e,u,insursanablument,0
resanant,risanant,prs,p,s,san,re,ant,resanant,target,p,0.0,1,e,i,risanant,1
erédmelknoile,erédmelkmoile,pprss,pp,ss,melk,er_éd,noi_le,erédmelknoile,control,s,0.0,0,n,m,erédmelkmoile,1
erniriof,urniriof,ppr,pp,,riof,er_ni,,erniriof,control,p,0.0,0,e,u,urniriof,1
bicant,bicant,rs,,s,bic,,ant,bicant,target,s,0.0,0,a,é,bicént,0
érpermier,érpermier,ppr,pp,,mier,érp_er,,érpermier,control,p,1.0,1,r,l,érpelmier,0
troctna,troctna,rs,,s,troc,,tna,troctna,control,r,,1,r,l,tloctna,0
indésanion,indésanion,pprs,pp,s,san,in_dé,ion,indésanion,target,s,0.0,2,n,l,indésaniol,0
erédtoidtna,erédtoidtna,pprs,pp,s,toid,er_éd,tna,erédtoidtna,control,r,,1,o,e,erédteidtna,0
niretnitrec,niretnidrec,ppr,pp,,trec,ni_retni,,niretnitrec,control,r,,0,t,d,niretnidrec,1
recortmentaire,rocortmentaire,prss,p,ss,cort,re,ment_aire,recortmentaire,target,p,0.0,1,e,o,rocortmentaire,1
rèimnoiletnem,rèimnoiletnem,rsss,,sss,rèim,,noi_le_tnem,rèimnoiletnem,control,r,,3,m,l,rèilnoiletnem,0
érpernisurctna,érpernisurctna,ppprs,ppp,s,surc,érp_er_ni,tna,érpernisurctna,control,p,0.0,0,é,u,urpernisurctna,0
miernoileéti,miernoiluéti,rsss,,sss,mier,,noi_le_éti,miernoileéti,control,s,1.0,1,e,u,miernoiluéti,1
erédsnallaéti,erédgnallaéti,pprss,pp,ss,snal,er_éd,la_éti,erédsnallaéti,control,r,,0,s,g,erédgnallaéti,1
rejaun,rejaun,pr,p,,jaun,re,,rejaun,target,r,,0,j,r,reraun,0
erédluop,orédluop,ppr,pp,,luop,er_éd,,erédluop,control,p,0.0,0,e,o,orédluop,1
prévionelment,pnévionelment,rsss,,sss,prév,,ion_el_ment,prévionelment,target,r,,1,r,n,pnévionelment,1
erniédrioftnaleetsi,erniésrioftnaleetsi,ppprsss,ppp,sss,riof,er_ni_éd,tna_le_etsi,erniédrioftnaleetsi,control,p,2.0,1,d,s,erniésrioftnaleetsi,1
lansmentaire,lanvmentaire,rss,,ss,lans,,ment_aire,lansmentaire,target,r,,3,s,v,lanvmentaire,1
préreinpoulant,préreinpounant,ppprs,ppp,s,poul,pré_re_in,ant,préreinpoulant,target,r,,3,l,n,préreinpounant,1
ersurc,arsurc,pr,p,,surc,er,,ersurc,control,p,0.0,0,e,a,arsurc,1
érpernimier,érqernimier,pppr,ppp,,mier,érp_er_ni,,érpernimier,control,p,0.0,2,p,q,érqernimier,1
prérecom,frérecom,ppr,pp,,com,pré_re,,prérecom,target,p,0.0,0,p,f,frérecom,1
klemionelité,klemionelité,rsss,,sss,klem,,ion_el_ité,klemionelité,target,s,0.0,0,i,e,klemeonelité,0
niédtoidnoi,niédtoidnoi,pprs,pp,s,toid,ni_éd,noi,niédtoidnoi,control,r,,0,t,x,niédxoidnoi,0
reinsurbaf,reinsurbef,pppr,ppp,,baf,re_in_sur,,reinsurbaf,target,r,,1,a,e,reinsurbef,1
nekalleéti,nekalleéti,prss,p,ss,kal,ne,le_éti,nekalleéti,control,r,,0,k,s,nesalleéti,0
tronenteliste,tronenteniste,rsss,,sss,tron,,ent_el_iste,tronenteliste,target,s,1.0,1,l,n,tronenteniste,1
préreinklemmentaire,préreinklemmentaire,ppprss,ppp,ss,klem,pré_re_in,ment_aire,préreinklemmentaire,target,r,,2,e,a,préreinklammentaire,0
erniédnasnoileemsi,erniédnasnoileemsi,ppprsss,ppp,sss,nas,er_ni_éd,noi_le_emsi,erniédnasnoileemsi,control,p,1.0,1,i,e,erneédnasnoileemsi,0
naseuqi,naseuqe,rs,,s,nas,,euqi,naseuqi,control,s,0.0,3,i,e,naseuqe,1
tratnoiletnem,tratnoiletnem,rsss,,sss,trat,,noi_le_tnem,tratnoiletnem,control,s,0.0,0,n,r,tratroiletnem,0
recom,recor,pr,p,,com,re,,recom,target,r,,2,m,r,recor,1
reindémélion,reendémélion,ppprs,ppp,s,mél,re_in_dé,ion,reindémélion,target,p,1.0,0,i,e,reendémélion,1
ernasnoile,ernasnoile,prss,p,ss,nas,er,noi_le,ernasnoile,control,s,0.0,2,i,u,ernasnoule,0
reinsursaneux,reinsursineux,ppprs,ppp,s,san,re_in_sur,eux,reinsursaneux,target,r,,1,a,i,reinsursineux,1
erruj,arruj,pr,p,,ruj,er,,erruj,control,p,0.0,0,e,a,arruj,1
rebicionel,rebicaonel,prss,p,ss,bic,re,ion_el,rebicionel,target,s,0.0,0,i,a,rebicaonel,1
toidelbatnem,toidelbatnem,rss,,ss,toid,,elba_tnem,toidelbatnem,control,r,,2,i,a,toadelbatnem,0
ensilanteliste,ensilanteliste,prsss,p,sss,sil,en,ant_el_iste,ensilanteliste,target,p,0.0,0,e,a,ansilanteliste,0
reindébafionel,neindébafionel,ppprss,ppp,ss,baf,re_in_dé,ion_el,reindébafionel,target,p,0.0,0,r,n,neindébafionel,1
reinsurpoul,reinturpoul,pppr,ppp,,poul,re_in_sur,,reinsurpoul,target,p,2.0,0,s,t,reinturpoul,1
ertrecnoiletnem,ertrecnoiletrem,prsss,p,sss,trec,er,noi_le_tnem,ertrecnoiletnem,control,s,2.0,1,n,r,ertrecnoiletrem,1
préreincomité,préreincomité,ppprs,ppp,s,com,pré_re_in,ité,préreincomité,target,p,0.0,2,é,u,prureincomité,0
erniruslisnoiletnem,erniruslisnoiletnem,ppprsss,ppp,sss,lis,er_ni_rus,noi_le_tnem,erniruslisnoiletnem,control,r,,0,l,r,ernirusrisnoiletnem,0
lémtnemeria,lémtnemeria,rss,,ss,lém,,tnem_eria,lémtnemeria,control,s,1.0,3,a,e,lémtnemerie,0
édrèim,edrèim,pr,p,,rèim,éd,,édrèim,control,p,0.0,0,é,e,edrèim,1
tuélant,tuélant,rs,,s,tuél,,ant,tuélant,target,r,,0,t,h,huélant,0
prédésinbafionelisme,prédésinbafionelisme,ppprsss,ppp,sss,baf,pré_dés_in,ion_el_isme,prédésinbafionelisme,target,r,,1,a,u,prédésinbufionelisme,0
lisnoieria,lisnoieria,rss,,ss,lis,,noi_eria,lisnoieria,control,s,0.0,1,o,e,lisneieria,0
