first,second,condition,prefix_template,suffix_template,root,prefixes,suffixes,word,type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error
recrusant,recrusant,prs,p,s,crus,re,ant,recrusant,target,p,0.0,0,r,l,lecrusant,0
erniédtoideuqitnem,erniédpoideuqitnem,ppprss,ppp,ss,toid,er_ni_éd,euqi_tnem,erniédtoideuqitnem,control,r,,0,t,p,erniédpoideuqitnem,1
boitionel,boitoonel,rss,,ss,boit,,ion_el,boitionel,target,s,0.0,0,i,o,boitoonel,1
recomablement,recomablement,prss,p,ss,com,re,able_ment,recomablement,target,s,0.0,1,b,d,recomadlement,0
sédnitiam,sédnitiam,ppr,pp,,tiam,séd_ni,,sédnitiam,control,p,1.0,1,i,e,sédnetiam,0
reinsil,reinsil,ppr,pp,,sil,re_in,,reinsil,target,p,0.0,1,e,é,réinsil,0
recertionelité,recertionilité,prsss,p,sss,cert,re,ion_el_ité,recertionelité,target,s,1.0,0,e,i,recertionilité,1
luopnoi,nuopnoi,rs,,s,luop,,noi,luopnoi,control,r,,0,l,n,nuopnoi,1
érpsédnitoidnoiletnem,érpsédnitoidnoiletnam,ppprsss,ppp,sss,toid,érp_séd_ni,noi_le_tnem,érpsédnitoidnoiletnem,control,s,2.0,2,e,a,érpsédnitoidnoiletnam,1
ermiereviéti,ermiereviéti,prss,p,ss,mier,er,evi_éti,ermiereviéti,control,s,0.0,0,e,o,ermieroviéti,0
reindéprév,reindéprév,pppr,ppp,,prév,re_in_dé,,reindéprév,target,p,2.0,1,é,a,reindaprév,0
reinprévmentaire,reanprévmentaire,pprss,pp,ss,prév,re_in,ment_aire,reinprévmentaire,target,p,1.0,0,i,a,reanprévmentaire,1
redébaf,redébaf,ppr,pp,,baf,re_dé,,redébaf,target,p,0.0,0,r,n,nedébaf,0
erniédridtneleetsi,erniédridtneleetsi,ppprsss,ppp,sss,rid,er_ni_éd,tne_le_etsi,erniédridtneleetsi,control,p,1.0,0,n,r,erriédridtneleetsi,0
rebicion,nebicion,prs,p,s,bic,re,ion,rebicion,target,p,0.0,0,r,n,nebicion,1
préreindir,prereindir,pppr,ppp,,dir,pré_re_in,,préreindir,target,p,0.0,2,é,e,prereindir,1
erléuteuqitnem,erléuteuqitnem,prss,p,ss,léut,er,euqi_tnem,erléuteuqitnem,control,r,,3,t,s,erléuseuqitnem,0
encertmentaire,ercertmentaire,prss,p,ss,cert,en,ment_aire,encertmentaire,target,p,0.0,1,n,r,ercertmentaire,1
préresilanteliste,préresilantelisse,pprsss,pp,sss,sil,pré_re,ant_el_iste,préresilanteliste,target,s,2.0,2,t,s,préresilantelisse,1
erlisnoiletnem,erlisnoiletnem,prsss,p,sss,lis,er,noi_le_tnem,erlisnoiletnem,control,r,,1,i,o,erlosnoiletnem,0
dédirionelment,déhirionelment,prsss,p,sss,dir,dé,ion_el_ment,dédirionelment,target,r,,0,d,h,déhirionelment,1
rebicment,rebicment,prs,p,s,bic,re,ment,rebicment,target,r,,1,i,e,rebecment,0
remaitionelment,rémaitionelment,prsss,p,sss,mait,re,ion_el_ment,remaitionelment,target,p,0.0,1,e,é,rémaitionelment,1
erniruslif,erniruslif,pppr,ppp,,lif,er_ni_rus,,erniruslif,control,r,,2,f,s,erniruslis,0
redépoulionel,ridépoulionel,pprss,pp,ss,poul,re_dé,ion_el,redépoulionel,target,p,0.0,1,e,i,ridépoulionel,1
erniédfabtnemeria,erniédfabtnemeria,ppprss,ppp,ss,fab,er_ni_éd,tnem_eria,erniédfabtnemeria,control,s,1.0,1,r,m,erniédfabtnememia,0
érpsédnitrat,érpsédnitrat,pppr,ppp,,trat,érp_séd_ni,,érpsédnitrat,control,r,,2,a,e,érpsédnitret,0
ernivérpeuqitnem,ernivérpeuqitnem,pprss,pp,ss,vérp,er_ni,euqi_tnem,ernivérpeuqitnem,control,s,1.0,3,m,r,ernivérpeuqitner,0
nuajeuqitnem,nuajeuqitnam,rss,,ss,nuaj,,euqi_tnem,nuajeuqitnem,control,s,1.0,2,e,a,nuajeuqitnam,1
ernisiatlaemsi,ernisiatlaemsi,pprss,pp,ss,siat,er_ni,la_emsi,ernisiatlaemsi,control,p,0.0,0,e,a,arnisiatlaemsi,0
erédluopnoile,erédluopnoile,pprss,pp,ss,luop,er_éd,noi_le,erédluopnoile,control,r,,1,u,e,erédleopnoile,0
erniédtôlb,erliédtôlb,pppr,ppp,,tôlb,er_ni_éd,,erniédtôlb,control,p,1.0,0,n,l,erliédtôlb,1
reindéfilmentaire,reindéfilmentaire,ppprss,ppp,ss,fil,re_in_dé,ment_aire,reindéfilmentaire,target,s,0.0,0,m,l,reindéfillentaire,0
jurmentaire,jurmentaire,rss,,ss,jur,,ment_aire,jurmentaire,target,s,0.0,0,m,l,jurlentaire,0
désincert,désincert,ppr,pp,,cert,dés_in,,désincert,target,r,,1,e,u,désincurt,0
erriofnoiletnem,elriofnoiletnem,prsss,p,sss,riof,er,noi_le_tnem,erriofnoiletnem,control,p,0.0,1,r,l,elriofnoiletnem,1
recomionelment,recomionelnent,prsss,p,sss,com,re,ion_el_ment,recomionelment,target,s,2.0,0,m,n,recomionelnent,1
