first,second,condition,prefix_template,suffix_template,root,prefixes,suffixes,word,type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error
nenorttnaleetsi,nenorttnaleetsi,prsss,p,sss,nort,ne,tna_le_etsi,nenorttnaleetsi,control,r,,1,o,i,nenirttnaleetsi,0
tioberia,tooberia,rs,,s,tiob,,eria,tioberia,control,r,,1,i,o,tooberia,1
snaltne,snaltne,rs,,s,snal,,tne,snaltne,control,r,,2,a,e,sneltne,0
mocnoi,mocnoi,rs,,s,moc,,noi,mocnoi,control,r,,2,c,t,motnoi,0
niédtiobeuqitnem,niédtiopeuqitnem,pprss,pp,ss,tiob,ni_éd,euqi_tnem,niédtiobeuqitnem,control,r,,3,b,p,niédtiopeuqitnem,1
niretnitoidle,niretnitoidlo,pprs,pp,s,toid,ni_retni,le,niretnitoidle,control,s,0.0,1,e,o,niretnitoidlo,1
ertôlbelbatnem,ertôlbelbatmem,prss,p,ss,tôlb,er,elba_tnem,ertôlbelbatnem,control,s,1.0,1,n,m,ertôlbelbatmem,1
insurtaisablement,insuytaisablement,pprss,pp,ss,tais,in_sur,able_ment,insurtaisablement,target,p,1.0,2,r,y,insuytaisablement,1
reintronionelment,reintlonionelment,pprsss,pp,sss,tron,re_in,ion_el_ment,reintronionelment,target,r,,1,r,l,reintlonionelment,1
remélionelité,remélionelité,prsss,p,sss,mél,re,ion_el_ité,remélionelité,target,r,,0,m,n,renélionelité,0
prédésinmièr,prédésinmièr,pppr,ppp,,mièr,pré_dés_in,,prédésinmièr,target,p,2.0,0,i,o,prédésonmièr,0
retroniquement,retreniquement,prss,p,ss,tron,re,ique_ment,retroniquement,target,r,,2,o,e,retreniquement,1
bafiquement,bafiquement,rss,,ss,baf,,ique_ment,bafiquement,target,r,,2,f,v,baviquement,0
désinsilment,désinsimment,pprs,pp,s,sil,dés_in,ment,désinsilment,target,r,,2,l,m,désinsimment,1
mièrion,muèrion,rs,,s,mièr,,ion,mièrion,target,r,,1,i,u,muèrion,1
enfoireur,enfoireur,prs,p,s,foir,en,eur,enfoireur,target,s,0.0,0,e,a,enfoiraur,0
erniléutnoiletnem,erniléutnoiletnem,pprsss,pp,sss,léut,er_ni,noi_le_tnem,erniléutnoiletnem,control,r,,3,t,x,erniléuxnoiletnem,0
erniédfableéti,erniédfabluéti,ppprss,ppp,ss,fab,er_ni_éd,le_éti,erniédfableéti,control,s,0.0,1,e,u,erniédfabluéti,1
désinbour,désinboer,ppr,pp,,bour,dés_in,,désinbour,target,r,,2,u,e,désinboer,1
reincrusionaire,reincrésionaire,pprss,pp,ss,crus,re_in,ion_aire,reincrusionaire,target,r,,2,u,é,reincrésionaire,1
surenmél,surenmol,ppr,pp,,mél,sur_en,,surenmél,target,r,,1,é,o,surenmol,1
remélionelment,remélionelment,prsss,p,sss,mél,re,ion_el_ment,remélionelment,target,r,,2,l,r,remérionelment,0
prédésinboitanteliste,prédésinboitantelaste,ppprsss,ppp,sss,boit,pré_dés_in,ant_el_iste,prédésinboitanteliste,target,s,2.0,0,i,a,prédésinboitantelaste,1
ernifabtne,ernifaptne,pprs,pp,s,fab,er_ni,tne,ernifabtne,control,r,,2,b,p,ernifaptne,1
erniruslifelbatnem,erniruslifelbatnem,ppprss,ppp,ss,lif,er_ni_rus,elba_tnem,erniruslifelbatnem,control,r,,1,i,o,erniruslofelbatnem,0
reindépouliste,reindépoulisse,ppprs,ppp,s,poul,re_in_dé,iste,reindépouliste,target,s,0.0,2,t,s,reindépoulisse,1
ernitratelbatnem,ernitritelbatnem,pprss,pp,ss,trat,er_ni,elba_tnem,ernitratelbatnem,control,r,,2,a,i,ernitritelbatnem,1
prérelansiveité,prérelanpiveité,pprss,pp,ss,lans,pré_re,ive_ité,prérelansiveité,target,r,,3,s,p,prérelanpiveité,1
reinfoireux,reinfoireux,pprs,pp,s,foir,re_in,eux,reinfoireux,target,s,0.0,1,u,o,reinfoireox,0
ernimocnoileemsi,ernimocnoileemsi,pprsss,pp,sss,moc,er_ni,noi_le_emsi,ernimocnoileemsi,control,s,2.0,3,i,u,ernimocnoileemsu,0
reinblôtanteliste,reinblôtanteliste,pprsss,pp,sss,blôt,re_in,ant_el_iste,reinblôtanteliste,target,s,1.0,1,l,r,reinblôtanteriste,0
érpsédnikaltna,érpsédnikaltna,ppprs,ppp,s,kal,érp_séd_ni,tna,érpsédnikaltna,control,p,1.0,1,é,e,érpsednikaltna,0
reinsurtronionelité,reinsurtronionelité,ppprsss,ppp,sss,tron,re_in_sur,ion_el_ité,reinsurtronionelité,target,s,0.0,1,o,e,reinsurtronienelité,0
reindéklem,reàndéklem,pppr,ppp,,klem,re_in_dé,,reindéklem,target,p,1.0,0,i,à,reàndéklem,1
ridle,ridle,rs,,s,rid,,le,ridle,control,r,,1,i,e,redle,0
tronionelment,tronionelment,rsss,,sss,tron,,ion_el_ment,tronionelment,target,r,,2,o,u,trunionelment,0
reindébafmentaire,reindébafmentaire,ppprss,ppp,ss,baf,re_in_dé,ment_aire,reindébafmentaire,target,r,,0,b,d,reindédafmentaire,0
redémièral,redemièral,pprs,pp,s,mièr,re_dé,al,redémièral,target,p,1.0,1,é,e,redemièral,1
erniédrèimeria,erniédrèimeria,ppprs,ppp,s,rèim,er_ni_éd,eria,erniédrèimeria,control,r,,1,è,e,erniédreimeria,0
ernirusmelknoiletnem,ernirusmelknoilutnem,ppprsss,ppp,sss,melk,er_ni_rus,noi_le_tnem,ernirusmelknoiletnem,control,s,1.0,1,e,u,ernirusmelknoilutnem,1
reinsurlakalité,reinsurlakalité,ppprss,ppp,ss,lak,re_in_sur,al_ité,reinsurlakalité,target,p,2.0,1,u,e,reinserlakalité,0
troctna,troctnu,rs,,s,troc,,tna,troctna,control,s,0.0,2,a,u,troctnu,1
lakenteliste,lakenteliste,rsss,,sss,lak,,ent_el_iste,lakenteliste,target,r,,1,a,i,likenteliste,0
cruseux,cruseut,rs,,s,crus,,eux,cruseux,target,s,0.0,2,x,t,cruseut,1
erniédnorttnemeria,erniédnorttnemeria,ppprss,ppp,ss,nort,er_ni_éd,tnem_eria,erniédnorttnemeria,control,r,,1,o,u,erniédnurttnemeria,0
prérejaunenteliste,prérejaunenteliste,pprsss,pp,sss,jaun,pré_re,ent_el_iste,prérejaunenteliste,target,r,,2,u,e,prérejaenenteliste,0
reindémaitalité,reindémaisalité,ppprss,ppp,ss,mait,re_in_dé,al_ité,reindémaitalité,target,r,,3,t,s,reindémaisalité,1
kal,kam,r,,,kal,,,kal,control,r,,2,l,m,kam,1
préreinlakionelment,préreinlakionelment,ppprsss,ppp,sss,lak,pré_re_in,ion_el_ment,préreinlakionelment,target,s,0.0,2,n,l,préreinlakiolelment,0
recrusaire,recrusaire,prs,p,s,crus,re,aire,recrusaire,target,p,0.0,0,r,n,necrusaire,0
erniédnorttnaleetsi,erniédlorttnaleetsi,ppprsss,ppp,sss,nort,er_ni_éd,tna_le_etsi,erniédnorttnaleetsi,control,r,,0,n,l,erniédlorttnaleetsi,1
erédriof,erédriof,ppr,pp,,riof,er_éd,,erédriof,control,r,,1,i,o,erédroof,0
sédnicibnoiletnem,sédnicibnoiletnem,pprsss,pp,sss,cib,séd_ni,noi_le_tnem,sédnicibnoiletnem,control,r,,2,b,k,sédniciknoiletnem,0
redétron,retétron,ppr,pp,,tron,re_dé,,redétron,target,p,1.0,0,d,t,retétron,1
érpertôlbeviéti,érperdôlbeviéti,pprss,pp,ss,tôlb,érp_er,evi_éti,érpertôlbeviéti,control,r,,0,t,d,érperdôlbeviéti,1
nasnoiletnem,nasnoiletnem,rsss,,sss,nas,,noi_le_tnem,nasnoiletnem,control,r,,0,n,m,masnoiletnem,0
ruobtnemeria,ruobtnemeria,rss,,ss,ruob,,tnem_eria,ruobtnemeria,control,r,,3,b,c,ruoctnemeria,0
trocelbatnem,trocelbatnem,rss,,ss,troc,,elba_tnem,trocelbatnem,control,r,,1,r,n,tnocelbatnem,0
