first,second,condition,prefix_template,suffix_template,root,prefixes,suffixes,word,type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error
prérelansalité,prérelansamité,pprss,pp,ss,lans,pré_re,al_ité,prérelansalité,target,s,0.0,1,l,m,prérelansamité,1
reinreimment,reilreimment,pprs,pp,s,reim,re_in,ment,reinreimment,target,p,1.0,1,n,l,reilreimment,1
érptiam,érqtiam,pr,p,,tiam,érp,,érptiam,control,p,0.0,2,p,q,érqtiam,1
érpsédnisnaltneleetsi,érpsédnisnaltneleetsi,ppprsss,ppp,sss,snal,érp_séd_ni,tne_le_etsi,érpsédnisnaltneleetsi,control,p,2.0,1,i,e,érpsédnesnaltneleetsi,0
erkaltnem,erkaltnem,prs,p,s,kal,er,tnem,erkaltnem,control,r,,0,k,s,ersaltnem,0
erédléutnoiletnem,erédléusnoiletnem,pprsss,pp,sss,léut,er_éd,noi_le_tnem,erédléutnoiletnem,control,r,,3,t,s,erédléusnoiletnem,1
érpsédnifabtnaleetsi,érpsédnifabtnaleetsi,ppprsss,ppp,sss,fab,érp_séd_ni,tna_le_etsi,érpsédnifabtnaleetsi,control,p,0.0,0,é,e,erpsédnifabtnaleetsi,0
reblôt,reblôt,pr,p,,blôt,re,,reblôt,target,p,0.0,0,r,n,neblôt,0
reindélansionelment,leindélansionelment,ppprsss,ppp,sss,lans,re_in_dé,ion_el_ment,reindélansionelment,target,p,0.0,0,r,l,leindélansionelment,1
erniédrujnoiletnem,erniédrunnoiletnem,ppprsss,ppp,sss,ruj,er_ni_éd,noi_le_tnem,erniédrujnoiletnem,control,r,,2,j,n,erniédrunnoiletnem,1
prédémélmentaire,prédémélmentaire,pprss,pp,ss,mél,pré_dé,ment_aire,prédémélmentaire,target,p,1.0,1,é,a,prédamélmentaire,0
érperninortnoieria,érperninontnoieria,ppprss,ppp,ss,nort,érp_er_ni,noi_eria,érperninortnoieria,control,r,,2,r,n,érperninontnoieria,1
préreintart,préreintart,pppr,ppp,,tart,pré_re_in,,préreintart,target,p,1.0,0,r,n,préneintart,0
redécortenteliste,redécortenteliste,pprsss,pp,sss,cort,re_dé,ent_el_iste,redécortenteliste,target,s,0.0,1,n,l,redécortelteliste,0
rebafionelment,retafionelment,prsss,p,sss,baf,re,ion_el_ment,rebafionelment,target,r,,0,b,t,retafionelment,1
niuoslifnoile,nauoslifnoile,pprss,pp,ss,lif,ni_uos,noi_le,niuoslifnoile,control,p,0.0,1,i,a,nauoslifnoile,1
sédnitrecnoile,sédnidrecnoile,pprss,pp,ss,trec,séd_ni,noi_le,sédnitrecnoile,control,r,,0,t,d,sédnidrecnoile,1
ernirusnas,ernirusnas,pppr,ppp,,nas,er_ni_rus,,ernirusnas,control,p,0.0,0,e,o,ornirusnas,0
vérp,verp,r,,,vérp,,,vérp,control,r,,1,é,e,verp,1
norttne,nortgne,rs,,s,nort,,tne,norttne,control,s,0.0,0,t,g,nortgne,1
niridfi,niridfi,prs,p,s,rid,ni,fi,niridfi,control,p,0.0,1,i,e,neridfi,0
