first,second,condition,prefix_template,suffix_template,root,prefixes,suffixes,word,type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error
erédléutle,erédléutla,pprs,pp,s,léut,er_éd,le,erédléutle,control,s,0.0,1,e,a,erédléutla,1
sousbourenteliste,sousboumenteliste,prsss,p,sss,bour,sous,ent_el_iste,sousbourenteliste,target,r,,3,r,m,sousboumenteliste,1
ersurcrue,ersurcrua,prs,p,s,surc,er,rue,ersurcrue,control,s,0.0,2,e,a,ersurcrua,1
reindéfilanteliste,reindéfilanteliste,ppprsss,ppp,sss,fil,re_in_dé,ant_el_iste,reindéfilanteliste,target,p,1.0,0,i,e,reendéfilanteliste,0
erluoptnaleetsi,erluoptnaleetsi,prsss,p,sss,luop,er,tna_le_etsi,erluoptnaleetsi,control,s,0.0,2,a,e,erluoptneleetsi,0
préreinfilanteliste,préreinfilantelispe,ppprsss,ppp,sss,fil,pré_re_in,ant_el_iste,préreinfilanteliste,target,s,2.0,2,t,p,préreinfilantelispe,1
ermelknoiletnem,ermelknoiletnem,prsss,p,sss,melk,er,noi_le_tnem,ermelknoiletnem,control,s,2.0,1,n,l,ermelknoiletlem,0
préinsousmièr,préinsousmièr,pppr,ppp,,mièr,pré_in_sous,,préinsousmièr,target,p,0.0,2,é,a,prainsousmièr,0
erédtrecnoileéti,érédtrecnoileéti,pprsss,pp,sss,trec,er_éd,noi_le_éti,erédtrecnoileéti,control,p,0.0,0,e,é,érédtrecnoileéti,1
prérereimiquement,prérereimiquement,pprss,pp,ss,reim,pré_re,ique_ment,prérereimiquement,target,r,,3,m,l,prérereiliquement,0
mierxue,mierxue,rs,,s,mier,,xue,mierxue,control,r,,1,i,e,meerxue,0
erniédtroctnaleetsi,erniédproctnaleetsi,ppprsss,ppp,sss,troc,er_ni_éd,tna_le_etsi,erniédtroctnaleetsi,control,r,,0,t,p,erniédproctnaleetsi,1
erniruscibnoileemsi,erniruscibnoileumsi,ppprsss,ppp,sss,cib,er_ni_rus,noi_le_emsi,erniruscibnoileemsi,control,s,2.0,0,e,u,erniruscibnoileumsi,1
retaisiveité,retaisiveité,prss,p,ss,tais,re,ive_ité,retaisiveité,target,s,0.0,0,i,e,retaiseveité,0
érpersurctna,érporsurctna,pprs,pp,s,surc,érp_er,tna,érpersurctna,control,p,1.0,0,e,o,érporsurctna,1
luop,luop,r,,,luop,,,luop,control,r,,1,u,e,leop,0
nemelknoieria,nerelknoieria,prss,p,ss,melk,ne,noi_eria,nemelknoieria,control,r,,0,m,r,nerelknoieria,1
blôtment,blôtment,rs,,s,blôt,,ment,blôtment,target,s,0.0,0,m,l,blôtlent,0
érpernilif,érpemnilif,pppr,ppp,,lif,érp_er_ni,,érpernilif,control,p,1.0,1,r,m,érpemnilif,1
reinsurmièr,reinsurnièr,pppr,ppp,,mièr,re_in_sur,,reinsurmièr,target,r,,0,m,n,reinsurnièr,1
erlémleéti,erlémreéti,prss,p,ss,lém,er,le_éti,erlémleéti,control,s,0.0,0,l,r,erlémreéti,1
méleux,méleux,rs,,s,mél,,eux,méleux,target,s,0.0,1,u,o,méleox,0
bafistique,tafistique,rss,,ss,baf,,ist_ique,bafistique,target,r,,0,b,t,tafistique,1
encrus,encrus,pr,p,,crus,en,,encrus,target,p,0.0,0,e,i,incrus,0
surenbafionelment,surenbafionelment,pprsss,pp,sss,baf,sur_en,ion_el_ment,surenbafionelment,target,p,1.0,1,n,r,surerbafionelment,0
melknoieria,melkniieria,rss,,ss,melk,,noi_eria,melknoieria,control,s,0.0,1,o,i,melkniieria,1
blôtionelment,blôtionelment,rsss,,sss,blôt,,ion_el_ment,blôtionelment,target,r,,1,l,n,bnôtionelment,0
neruobelba,neruobelba,prs,p,s,ruob,ne,elba,neruobelba,control,r,,0,r,l,neluobelba,0
nitoidleéti,nitoidleéti,prss,p,ss,toid,ni,le_éti,nitoidleéti,control,p,0.0,1,i,u,nutoidleéti,0
incortmentaire,incortmentaire,prss,p,ss,cort,in,ment_aire,incortmentaire,target,r,,3,t,f,incorfmentaire,0
reindécrus,reandécrus,pppr,ppp,,crus,re_in_dé,,reindécrus,target,p,1.0,0,i,a,reandécrus,1
ernort,irnort,pr,p,,nort,er,,ernort,control,p,0.0,0,e,i,irnort,1
ermoc,ermoc,pr,p,,moc,er,,ermoc,control,r,,2,c,s,ermos,0
poulablement,boulablement,rss,,ss,poul,,able_ment,poulablement,target,r,,0,p,b,boulablement,1
niretnitratnoiletnem,niretnicratnoiletnem,pprsss,pp,sss,trat,ni_retni,noi_le_tnem,niretnitratnoiletnem,control,r,,0,t,c,niretnicratnoiletnem,1
désinbicmentaire,désilbicmentaire,pprss,pp,ss,bic,dés_in,ment_aire,désinbicmentaire,target,p,1.0,1,n,l,désilbicmentaire,1
