first,second,condition,prefix_template,suffix_template,root,prefixes,suffixes,word,type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error
cortable,cortable,rs,,s,cort,,able,cortable,target,s,0.0,3,e,a,cortabla,0
préreincort,préleincort,pppr,ppp,,cort,pré_re_in,,préreincort,target,p,1.0,0,r,l,préleincort,1
silalisme,silalisme,rss,,ss,sil,,al_isme,silalisme,target,r,,2,l,n,sinalisme,0
liftnem,liftnem,rs,,s,lif,,tnem,liftnem,control,s,0.0,2,e,a,liftnam,0
ertratla,ertratla,prs,p,s,trat,er,la,ertratla,control,r,,3,t,v,ertravla,0
nilisnoileéti,nilisnoeleéti,prsss,p,sss,lis,ni,noi_le_éti,nilisnoileéti,control,s,0.0,2,i,e,nilisnoeleéti,1
troneux,troneux,rs,,s,tron,,eux,troneux,target,s,0.0,1,u,e,troneex,0
certelité,cerpelité,rss,,ss,cert,,el_ité,certelité,target,r,,3,t,p,cerpelité,1
érperlistneleetsi,érpenlistneleetsi,pprsss,pp,sss,lis,érp_er,tne_le_etsi,érperlistneleetsi,control,p,1.0,1,r,n,érpenlistneleetsi,1
erédliflaéti,eredliflaéti,pprss,pp,ss,lif,er_éd,la_éti,erédliflaéti,control,p,1.0,0,é,e,eredliflaéti,1
surceuqitnem,surceuqitnem,rss,,ss,surc,,euqi_tnem,surceuqitnem,control,r,,1,u,e,serceuqitnem,0
érperkal,érperkal,ppr,pp,,kal,érp_er,,érperkal,control,r,,1,a,o,érperkol,0
reindémélant,reindémélant,ppprs,ppp,s,mél,re_in_dé,ant,reindémélant,target,s,0.0,2,t,s,reindémélans,0
intronent,entronent,prs,p,s,tron,in,ent,intronent,target,p,0.0,0,i,e,entronent,1
cibnoi,cibnoi,rs,,s,cib,,noi,cibnoi,control,s,0.0,0,n,r,cibroi,0
redéjaunion,redéjaunion,pprs,pp,s,jaun,re_dé,ion,redéjaunion,target,s,0.0,2,n,r,redéjaunior,0
ernuajtna,ernuajtna,prs,p,s,nuaj,er,tna,ernuajtna,control,r,,3,j,l,ernualtna,0
préreintronent,préreiltronent,ppprs,ppp,s,tron,pré_re_in,ent,préreintronent,target,p,2.0,1,n,l,préreiltronent,1
blôtablement,blôtablement,rss,,ss,blôt,,able_ment,blôtablement,target,r,,3,t,s,blôsablement,0
ertôlbelba,ertôlbelbe,prs,p,s,tôlb,er,elba,ertôlbelba,control,s,0.0,3,a,e,ertôlbelbe,1
tiamnoileéti,tiamnoileéti,rsss,,sss,tiam,,noi_le_éti,tiamnoileéti,control,r,,0,t,s,siamnoileéti,0
incrusant,incrusant,prs,p,s,crus,in,ant,incrusant,target,s,0.0,2,t,g,incrusang,0
reinsurdir,reinsurdir,pppr,ppp,,dir,re_in_sur,,reinsurdir,target,r,,2,r,n,reinsurdin,0
reinreimique,reinreimique,pprs,pp,s,reim,re_in,ique,reinreimique,target,s,0.0,3,e,a,reinreimiqua,0
snartlémeuqitnem,snartnémeuqitnem,prss,p,ss,lém,snart,euqi_tnem,snartlémeuqitnem,control,r,,0,l,n,snartnémeuqitnem,1
érpernisurc,érparnisurc,pppr,ppp,,surc,érp_er_ni,,érpernisurc,control,p,1.0,0,e,a,érparnisurc,1
ninortrue,nunortrue,prs,p,s,nort,ni,rue,ninortrue,control,p,0.0,1,i,u,nunortrue,1
prérecomiveité,prérecomivuité,pprss,pp,ss,com,pré_re,ive_ité,prérecomiveité,target,s,0.0,2,e,u,prérecomivuité,1
cibeuqitnem,cibeuqitnem,rss,,ss,cib,,euqi_tnem,cibeuqitnem,control,s,1.0,1,n,r,cibeuqitrem,0
reindémait,reindémait,pppr,ppp,,mait,re_in_dé,,reindémait,target,r,,3,t,x,reindémaix,0
certité,certisé,rs,,s,cert,,ité,certité,target,s,0.0,1,t,s,certisé,1
prérediotionel,prérediotionel,pprss,pp,ss,diot,pré_re,ion_el,prérediotionel,target,r,,1,i,a,préredaotionel,0
erliseuqitnem,erleseuqitnem,prss,p,ss,lis,er,euqi_tnem,erliseuqitnem,control,r,,1,i,e,erleseuqitnem,1
reindélakionel,ruindélakionel,ppprss,ppp,ss,lak,re_in_dé,ion_el,reindélakionel,target,p,0.0,1,e,u,ruindélakionel,1
erniédlistsieuqi,erneédlistsieuqi,ppprss,ppp,ss,lis,er_ni_éd,tsi_euqi,erniédlistsieuqi,control,p,1.0,1,i,e,erneédlistsieuqi,1
