first,second,morphemes,prefixes,root,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
rhinoceres,rhinoceres,r,,rhinoceros,,rhinoceros,control,r,,8,o,e,rhinoceres,2,10
discontinue,discontinue,pr_long,dis,continue,,discontinue,target,r,,4,i,u,discontunue,0,11
catarpillar,catarpillar,r,,caterpillar,,caterpillar,control,r,,3,e,a,catarpillar,2,11
alluremeyt,allurement,rs_long,,allure,ment,allurement,target,s,0.0,2,n,y,alluremeyt,3,10
colleegue,colleague,r,,colleague,,colleague,control,r,,5,a,e,colleegue,3,9
experience,experience,r,,experience,,experience,control,r,,4,r,n,expenience,0,10
misreport,misraport,ppr,mis_re,port,,misreport,target,p,1.0,1,e,a,misraport,1,9
neighbour,neighbour,r,,neighbour,,neighbour,control,r,,0,n,m,meighbour,0,9
ungracefum,ungracefum,prs_long,un,grace,ful,ungraceful,target,s,0.0,2,l,m,ungracefum,2,10
camouflage,pamouflage,r,,camouflage,,camouflage,control,r,,0,c,p,pamouflage,1,10
tenseness,tenseness,rs,,tense,ness,tenseness,target,s,0.0,3,s,h,tensenesh,0,9
phenomenon,phenomeron,r,,phenomenon,,phenomenon,control,r,,7,n,r,phenomeron,1,10
irremovable,irremovakle,pprs,ir_re,mov,able,irremovable,target,s,0.0,1,b,k,irremovakle,1,11
district,distrect,r,,district,,district,control,r,,5,i,e,distrect,1,8
reacsivate,reacsivate,prss,re,act,iv_ate,reactivate,target,r,,2,t,s,reacsivate,2,10
trankincense,frankincense,r,,frankincense,,frankincense,control,r,,0,f,t,trankincense,3,12
clandestina,clandestina,r,,clandestine,,clandestine,control,r,,10,e,a,clandestina,2,11
trampoline,trampolina,r,,trampoline,,trampoline,control,r,,9,e,a,trampolina,1,10
kreasure,kreasure,r,,treasure,,treasure,control,r,,0,t,k,kreasure,2,8
reverseble,reversable,prs_long,re,vers,able,reversable,target,s,0.0,0,a,e,reverseble,3,10
suppomtable,suppomtable,rs_long,,support,able,supportable,target,r,,5,r,m,suppomtable,2,11
enjey,enjoy,pr,en,joy,,enjoy,target,r,,1,o,e,enjey,3,5
marshmalrow,marshmalrow,r,,marshmallow,,marshmallow,control,r,,8,l,r,marshmalrow,2,11
yellowesf,yellowest,rs,,yellow,est,yellowest,target,s,0.0,2,t,f,yellowesf,3,9
caricature,cawicature,r,,caricature,,caricature,control,r,,2,r,w,cawicature,1,10
emotionally,emotionally,rsss,,emot,ion_al_ly,emotionally,target,r,,3,t,h,emohionally,0,11
lisense,lisense,r,,license,,license,control,r,,2,c,s,lisense,2,7
disappoint,disappoint,pr_long,dis,appoint,,disappoint,target,p,0.0,2,s,t,ditappoint,0,10
ombarrass,ombarrass,r,,embarrass,,embarrass,control,r,,0,e,o,ombarrass,2,9
umport,import,pr,im,port,,import,target,p,0.0,0,i,u,umport,3,6
artisticelly,artistically,rssss,,art,ist_ic_al_ly,artistically,target,s,2.0,0,a,e,artisticelly,3,12
podestrian,pedestrian,r,,pedestrian,,pedestrian,control,r,,1,e,o,podestrian,3,10
reviewer,reviewer,prs,re,view,er,reviewer,target,s,0.0,0,e,a,reviewar,0,8
abracadabra,abracadabma,r,,abracadabra,,abracadabra,control,r,,9,r,m,abracadabma,1,11
rhedodendron,rhododendron,r,,rhododendron,,rhododendron,control,r,,2,o,e,rhedodendron,3,12
wistfulmy,wistfulmy,rss,,wist,ful_ly,wistfully,target,s,1.0,0,l,m,wistfulmy,2,9
hippopotamus,hippopotamug,r,,hippopotamus,,hippopotamus,control,r,,11,s,g,hippopotamug,1,12
anarchicamly,anarchically,prsss,an,arch,ic_al_ly,anarchically,target,s,1.0,1,l,m,anarchicamly,3,12
overexpose,overespose,ppr,over_ex,pose,,overexpose,target,p,1.0,1,x,s,overespose,1,10
pieroglyph,pieroglyph,r,,hieroglyph,,hieroglyph,control,r,,0,h,p,pieroglyph,2,10
sense,sense,r,,sense,,sense,control,r,,2,n,m,semse,0,5
attend,attind,r,,attend,,attend,control,r,,3,e,i,attind,1,6
sagittarius,sagittarius,r,,sagittarius,,sagittarius,control,r,,7,r,w,sagittawius,0,11
privilege,privinege,r,,privilege,,privilege,control,r,,5,l,n,privinege,1,9
acpivational,acpivational,rssss,,act,iv_at_ion_al,activational,target,r,,2,t,p,acpivational,2,12
deactovation,deactovation,prsss,de,act,iv_at_ion,deactivation,target,s,0.0,0,i,o,deactovation,2,12
egoistical,egoistical,rsss,,ego,ist_ic_al,egoistical,target,r,,0,e,o,ogoistical,0,10
encylcopedia,encylcopedie,r,,encylcopedia,,encylcopedia,control,r,,11,a,e,encylcopedie,1,12
umkindly,unkindly,prs,un,kind,ly,unkindly,target,p,0.0,1,n,m,umkindly,3,8
sixthly,sixthly,rss,,six,th_ly,sixthly,target,s,0.0,0,t,s,sixshly,0,7
irmelikable,irrelikable,pprs,ir_re,lik,able,irrelikable,target,p,1.0,0,r,m,irmelikable,3,11
inactivate,inictivate,prss,in,act,iv_ate,inactivate,target,r,,0,a,i,inictivate,1,10
