first,second,morphemes,prefixes,root,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
frankoncense,frankoncense,r,,frankincense,,frankincense,control,r,,5,i,o,frankoncense,2,12
experienca,experience,r,,experience,,experience,control,r,,9,e,a,experienca,3,10
crustasean,crustacean,r,,crustacean,,crustacean,control,r,,6,c,s,crustasean,3,10
enjoyment,enjoyment,prs,en,joy,ment,enjoyment,target,s,0.0,2,n,r,enjoymert,0,9
antifreeze,intifreeze,pr_long,anti,freeze,,antifreeze,target,p,0.0,0,a,i,intifreeze,1,10
reimport,reimport,ppr,re_im,port,,reimport,target,r,,2,r,m,reimpomt,0,8
irremovable,irremovablu,pprs,ir_re,mov,able,irremovable,target,s,0.0,3,e,u,irremovablu,1,11
caterpillar,caterpillar,r,,caterpillar,,caterpillar,control,r,,3,e,a,catarpillar,0,11
straisht,straisht,r,,straight,,straight,control,r,,5,g,s,straisht,2,8
encylcopedia,encylcopedia,r,,encylcopedia,,encylcopedia,control,r,,1,n,w,ewcylcopedia,0,12
sagitterius,sagitterius,r,,sagittarius,,sagittarius,control,r,,6,a,e,sagitterius,2,11
eucelyptus,eucelyptus,r,,eucalyptus,,eucalyptus,control,r,,3,a,e,eucelyptus,2,10
onactivation,inactivation,prsss,in,act,iv_at_ion,inactivation,target,p,0.0,0,i,o,onactivation,3,12
esage,esage,rs,,us,age,usage,target,r,,0,u,e,esage,2,5
unlowful,unlawful,prs,un,law,ful,unlawful,target,r,,1,a,o,unlowful,3,8
absolute,absolute,r,,absolute,,absolute,control,r,,6,t,c,absoluce,0,8
repay,repay,pr,re,pay,,repay,target,p,0.0,0,r,m,mepay,0,5
catistrophe,catistrophe,r,,catastrophe,,catastrophe,control,r,,3,a,i,catistrophe,2,11
disco,dihco,r,,disco,,disco,control,r,,2,s,h,dihco,1,5
simhouette,simhouette,r,,silhouette,,silhouette,control,r,,2,l,m,simhouette,2,10
chawpaign,champaign,r,,champaign,,champaign,control,r,,3,m,w,chawpaign,3,9
propaganda,prohaganda,r,,propaganda,,propaganda,control,r,,3,p,h,prohaganda,1,10
activational,activational,rssss,,act,iv_at_ion_al,activational,target,r,,0,a,o,octivational,0,12
peradise,peradise,r,,paradise,,paradise,control,r,,1,a,e,peradise,2,8
marshmallow,marshmallow,r,,marshmallow,,marshmallow,control,r,,3,s,c,marchmallow,0,11
egaistically,egaistically,rssss,,ego,ist_ic_al_ly,egoistically,target,r,,2,o,a,egaistically,2,12
claldestine,claldestine,r,,clandestine,,clandestine,control,r,,3,n,l,claldestine,2,11
numerically,numerically,rsss,,numer,ic_al_ly,numerically,target,s,0.0,0,i,o,numerocally,0,11
achieva,achieva,r,,achieve,,achieve,control,r,,6,e,a,achieva,2,7
invaladate,invaladate,prs_long,in,valid,ate,invalidate,target,r,,3,i,a,invaladate,2,10
westernoze,westernize,rss,,west,ern_ize,westernize,target,s,1.0,0,i,o,westernoze,3,10
rediscover,rediscover,pr_long,re,discover,,rediscover,target,r,,4,o,i,redisciver,0,10
celebration,celebratoon,rs_long,,celebrat,ion,celebration,target,s,0.0,0,i,o,celebratoon,1,11
agree,agree,r,,agree,,agree,control,r,,2,r,m,agmee,0,5
egoestical,egoestical,rsss,,ego,ist_ic_al,egoistical,target,s,0.0,0,i,e,egoestical,2,10
irrelevont,irrelevant,pprs,ir_re,lev,ant,irrelevant,target,s,0.0,0,a,o,irrelevont,3,10
leprechoun,leprechoun,r,,leprechaun,,leprechaun,control,r,,7,a,o,leprechoun,2,10
shephervess,shepherdess,rs_long,,shepherd,ess,shepherdess,target,r,,7,d,v,shephervess,3,11
reactivate,reactivate,prss,re,act,iv_ate,reactivate,target,r,,0,a,i,reictivate,0,10
mirijuana,mirijuana,r,,marijuana,,marijuana,control,r,,1,a,i,mirijuana,2,9
dikembody,disembody,ppr,dis_em,body,,disembody,target,p,0.0,2,s,k,dikembody,3,9
tallest,tallest,rs,,tall,est,tallest,target,r,,0,t,x,xallest,0,7
disagree,disahree,pr,dis,agree,,disagree,target,r,,1,g,h,disahree,1,8
etercise,exercise,r,,exercise,,exercise,control,r,,1,x,t,etercise,3,8
ararchically,anarchically,prsss,an,arch,ic_al_ly,anarchically,target,p,0.0,1,n,r,ararchically,3,12
abjormally,abjormally,prss,ab,norm,al_ly,abnormally,target,r,,0,n,j,abjormally,2,10
unmatchable,unmatchable,prs_long,un,match,able,unmatchable,target,r,,3,c,h,unmathhable,0,11
hippopohamus,hippopohamus,r,,hippopotamus,,hippopotamus,control,r,,7,t,h,hippopohamus,2,12
mepertoire,mepertoire,r,,repertoire,,repertoire,control,r,,0,r,m,mepertoire,2,10
sinfully,sinfelly,rss,,sin,ful_ly,sinfully,target,s,0.0,1,u,e,sinfelly,1,8
rhododendren,rhododendron,r,,rhododendron,,rhododendron,control,r,,10,o,e,rhododendren,3,12
hieroglyph,hieroglyph,r,,hieroglyph,,hieroglyph,control,r,,3,r,y,hieyoglyph,0,10
