first,second,morphemes,prefixes,root,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
quarantine,quarantine,r,,quarantine,,quarantine,control,r,,9,e,o,quarantino,0,10
abracadabra,abracadabri,r,,abracadabra,,abracadabra,control,r,,10,a,i,abracadabri,1,11
restaurant,resteurant,r,,restaurant,,restaurant,control,r,,4,a,e,resteurant,1,10
sensorl,sensory,rss,,sens,or_y,sensory,target,s,1.0,0,y,l,sensorl,3,7
frankincense,srankincense,r,,frankincense,,frankincense,control,r,,0,f,s,srankincense,1,12
optionallm,optionally,rsss,,opt,ion_al_ly,optionally,target,s,2.0,1,y,m,optionallm,3,10
oetdistance,oetdistance,pr_long,out,distance,,outdistance,target,p,0.0,1,u,e,oetdistance,2,11
chimpanzee,shimpanzee,r,,chimpanzee,,chimpanzee,control,r,,0,c,s,shimpanzee,1,10
sensational,sensational,rsss,,sens,at_ion_al,sensational,target,s,2.0,1,l,r,sensationar,0,11
unfriendly,unfmiendly,prs_long,un,friend,ly,unfriendly,target,r,,1,r,m,unfmiendly,1,10
speak,speik,r,,speak,,speak,control,r,,3,a,i,speik,1,5
chinchirla,chinchilla,r,,chinchilla,,chinchilla,control,r,,7,l,r,chinchirla,3,10
principla,principla,r,,principle,,principle,control,r,,8,e,a,principla,2,9
encyltopedia,encylcopedia,r,,encylcopedia,,encylcopedia,control,r,,5,c,t,encyltopedia,3,12
clandestine,clandeshine,r,,clandestine,,clandestine,control,r,,7,t,h,clandeshine,1,11
rottenly,rottenly,rss,,rott,en_ly,rottenly,target,s,1.0,1,y,r,rottenlr,0,8
achiete,achieve,r,,achieve,,achieve,control,r,,5,v,t,achiete,3,7
reinsurance,reinsurence,pprs,re_in,sur,ance,reinsurance,target,s,0.0,0,a,e,reinsurence,1,11
sagittariud,sagittarius,r,,sagittarius,,sagittarius,control,r,,10,s,d,sagittariud,3,11
aknormally,aknormally,prss,ab,norm,al_ly,abnormally,target,p,0.0,1,b,k,aknormally,2,10
weirdnest,weirdnest,rs,,weird,ness,weirdness,target,s,0.0,3,s,t,weirdnest,2,9
caterpillor,caterpillar,r,,caterpillar,,caterpillar,control,r,,9,a,o,caterpillor,3,11
depopulate,depopulate,prs_long,de,popul,ate,depopulate,target,p,0.0,0,d,h,hepopulate,0,10
hippopotarus,hippopotarus,r,,hippopotamus,,hippopotamus,control,r,,9,m,r,hippopotarus,2,12
egoisticalyy,egoisticalyy,rssss,,ego,ist_ic_al_ly,egoistically,target,s,3.0,0,l,y,egoisticalyy,2,12
reovercome,reovercome,ppr,re_over,come,,reovercome,target,r,,3,e,i,reovercomi,0,10
phemomenon,phemomenon,r,,phenomenon,,phenomenon,control,r,,3,n,m,phemomenon,2,10
debug,debuf,pr,de,bug,,debug,target,r,,2,g,f,debuf,1,5
teachablo,teachable,rs,,teach,able,teachable,target,s,0.0,3,e,o,teachablo,3,9
attivational,activational,rssss,,act,iv_at_ion_al,activational,target,r,,1,c,t,attivational,3,12
rhododendron,rhodudendron,r,,rhododendron,,rhododendron,control,r,,4,o,u,rhodudendron,1,12
morshmallow,morshmallow,r,,marshmallow,,marshmallow,control,r,,1,a,o,morshmallow,2,11
complaint,comslaint,r,,complaint,,complaint,control,r,,3,p,s,comslaint,1,9
inactivato,inactivate,prss,in,act,iv_ate,inactivate,target,s,1.0,2,e,o,inactivato,3,10
transpigure,transfigure,pr_long,trans,figure,,transfigure,target,r,,0,f,p,transpigure,3,11
artillery,ardillery,r,,artillery,,artillery,control,r,,2,t,d,ardillery,1,9
canverse,converse,r,,converse,,converse,control,r,,1,o,a,canverse,3,8
crastacean,crastacean,r,,crustacean,,crustacean,control,r,,2,u,a,crastacean,2,10
catastraphe,catastrophe,r,,catastrophe,,catastrophe,control,r,,7,o,a,catastraphe,3,11
entangle,entansle,pr,en,tangle,,entangle,target,r,,3,g,s,entansle,1,8
intellect,intelleht,r,,intellect,,intellect,control,r,,7,c,h,intelleht,1,9
inectivation,inactivation,prsss,in,act,iv_at_ion,inactivation,target,r,,0,a,e,inectivation,3,12
property,troperty,r,,property,,property,control,r,,0,p,t,troperty,1,8
reinforce,reinforci,ppr,re_in,force,,reinforce,target,r,,4,e,i,reinforci,1,9
unfairly,unfairly,prs,un,fair,ly,unfairly,target,p,0.0,0,u,o,onfairly,0,8
straishter,straighter,rs_long,,straight,er,straighter,target,r,,5,g,s,straishter,3,10
unnatural,unratural,prs,un,natur,al,unnatural,target,r,,0,n,r,unratural,1,9
deactivation,deactivatien,prsss,de,act,iv_at_ion,deactivation,target,s,2.0,1,o,e,deactivatien,1,12
irremovable,arremovable,pprs,ir_re,mov,able,irremovable,target,p,0.0,0,i,a,arremovable,1,11
persuidness,persuidness,rs_long,,persuad,ness,persuadness,target,r,,5,a,i,persuidness,2,11
understand,anderstand,r,,understand,,understand,control,r,,0,u,a,anderstand,1,10
struggle,struggle,r,,struggle,,struggle,control,r,,6,l,m,struggme,0,8
