first,second,morphemes,prefixes,root,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
effort,effort,r,,effort,,effort,control,r,,2,f,t,eftort,0,6
outterform,outterform,pr_long,out,perform,,outperform,target,r,,0,p,t,outterform,2,10
activational,activatuonal,rssss,,act,iv_at_ion_al,activational,target,s,2.0,0,i,u,activatuonal,1,12
boulevard,boulevard,r,,boulevard,,boulevard,control,r,,2,u,o,boolevard,0,9
faricature,caricature,r,,caricature,,caricature,control,r,,0,c,f,faricature,3,10
abracadibra,abracadibra,r,,abracadabra,,abracadabra,control,r,,7,a,i,abracadibra,2,11
lhododendron,lhododendron,r,,rhododendron,,rhododendron,control,r,,0,r,l,lhododendron,2,12
rhinoceros,rhinoceris,r,,rhinoceros,,rhinoceros,control,r,,8,o,i,rhinoceris,1,10
irrelikable,irrelidable,pprs,ir_re,lik,able,irrelikable,target,r,,2,k,d,irrelidable,1,11
country,country,r,,country,,country,control,r,,1,o,e,ceuntry,0,7
souncil,souncil,r,,council,,council,control,r,,0,c,s,souncil,2,7
amarchically,amarchically,prsss,an,arch,ic_al_ly,anarchically,target,p,0.0,1,n,m,amarchically,2,12
apparatus,apparatus,r,,apparatus,,apparatus,control,r,,8,s,p,apparatup,0,9
habihually,habihually,rss,,habit,ual_ly,habitually,target,r,,4,t,h,habihually,2,10
abnormolly,abnormally,prss,ab,norm,al_ly,abnormally,target,s,0.0,0,a,o,abnormolly,3,10
reimpomt,reimport,ppr,re_im,port,,reimport,target,r,,2,r,m,reimpomt,3,8
catersillar,catersillar,r,,caterpillar,,caterpillar,control,r,,5,p,s,catersillar,2,11
algorithmic,algorithmic,rs_long,,algorithm,ic,algorithmic,target,s,0.0,0,i,e,algorithmec,0,11
uwrest,uwrest,pr,un,rest,,unrest,target,p,0.0,1,n,w,uwrest,2,6
beautiful,beautiful,rs,,beauti,ful,beautiful,target,r,,0,b,t,teautiful,0,9
egoistically,egoistecally,rssss,,ego,ist_ic_al_ly,egoistically,target,s,1.0,0,i,e,egoistecally,1,12
straighter,straighter,rs_long,,straight,er,straighter,target,s,0.0,0,e,i,straightir,0,10
currency,currency,r,,currency,,currency,control,r,,2,r,y,cuyrency,0,8
inahtivation,inahtivation,prsss,in,act,iv_at_ion,inactivation,target,r,,1,c,h,inahtivation,2,12
activation,activation,rsss,,act,iv_at_ion,activation,target,s,2.0,0,i,o,activatoon,0,10
sahittarius,sagittarius,r,,sagittarius,,sagittarius,control,r,,2,g,h,sahittarius,3,11
weinsurance,reinsurance,pprs,re_in,sur,ance,reinsurance,target,p,0.0,0,r,w,weinsurance,3,11
hallelujah,hallelujad,r,,hallelujah,,hallelujah,control,r,,9,h,d,hallelujad,1,10
somersault,somersault,r,,somersault,,somersault,control,r,,6,a,o,somersoult,0,10
encmlcopedia,encylcopedia,r,,encylcopedia,,encylcopedia,control,r,,3,y,m,encmlcopedia,3,12
predispose,predispose,ppr,pre_dis,pose,,predispose,target,r,,1,o,e,predispese,0,10
bhenanigan,bhenanigan,r,,shenanigan,,shenanigan,control,r,,0,s,b,bhenanigan,2,10
inactivate,anactivate,prss,in,act,iv_ate,inactivate,target,p,0.0,0,i,a,anactivate,1,10
procreetion,procreation,prs_long,pro,creat,ion,procreation,target,r,,3,a,e,procreetion,3,11
clandestine,clandestime,r,,clandestine,,clandestine,control,r,,9,n,m,clandestime,1,11
paradigr,paradigm,r,,paradigm,,paradigm,control,r,,7,m,r,paradigr,3,8
marshmalliw,marshmalliw,r,,marshmallow,,marshmallow,control,r,,9,o,i,marshmalliw,2,11
unmanly,unmanly,prs,un,man,ly,unmanly,target,p,0.0,1,n,m,ummanly,0,7
upholder,uphelder,prs,up,hold,er,upholder,target,r,,1,o,e,uphelder,1,8
wistfullr,wistfully,rss,,wist,ful_ly,wistfully,target,s,1.0,1,y,r,wistfullr,3,9
preveew,preveew,pr,pre,view,,preview,target,r,,1,i,e,preveew,2,7
experienhe,experience,r,,experience,,experience,control,r,,8,c,h,experienhe,3,10
neighsor,neighbor,r,,neighbor,,neighbor,control,r,,5,b,s,neighsor,3,8
patanically,satanically,rsss,,satan,ic_al_ly,satanically,target,r,,0,s,p,patanically,3,11
tamfourine,tambourine,r,,tambourine,,tambourine,control,r,,3,b,f,tamfourine,3,10
catestrophe,catastrophe,r,,catastrophe,,catastrophe,control,r,,3,a,e,catestrophe,3,11
hippopotamis,hippopotamis,r,,hippopotamus,,hippopotamus,control,r,,10,u,i,hippopotamis,2,12
frankincense,brankincense,r,,frankincense,,frankincense,control,r,,0,f,b,brankincense,1,12
uncertainly,uncertainly,prs_long,un,certain,ly,uncertainly,target,p,0.0,0,u,o,oncertainly,0,11
masquerade,mastuerade,r,,masquerade,,masquerade,control,r,,3,q,t,mastuerade,1,10
graceful,graceful,rs,,grace,ful,graceful,target,s,0.0,1,u,o,gracefol,0,8
disapprove,gisapprove,pr_long,dis,approve,,disapprove,target,p,0.0,0,d,g,gisapprove,1,10
