first,second,morphemes,prefixes,root,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
dapopulate,depopulate,prs_long,de,popul,ate,depopulate,target,p,0.0,1,e,a,dapopulate,3,10
hippopotamus,hippopotamus,r,,hippopotamus,,hippopotamus,control,r,,11,s,h,hippopotamuh,0,12
tommand,tommand,r,,command,,command,control,r,,0,c,t,tommand,2,7
hallelumah,hallelujah,r,,hallelujah,,hallelujah,control,r,,7,j,m,hallelumah,3,10
disruption,disruption,prs_long,dis,rupt,ion,disruption,target,r,,3,t,f,disrupfion,0,10
wronh,wrong,r,,wrong,,wrong,control,r,,4,g,h,wronh,3,5
rottanly,rottanly,rss,,rott,en_ly,rottenly,target,s,0.0,0,e,a,rottanly,2,8
sombine,sombine,r,,combine,,combine,control,r,,0,c,s,sombine,2,7
rhododendron,rhododendron,r,,rhododendron,,rhododendron,control,r,,9,r,m,rhododendmon,0,12
abracadabri,abracadabri,r,,abracadabra,,abracadabra,control,r,,10,a,i,abracadabri,2,11
sohtly,sohtly,rs,,soft,ly,softly,target,r,,2,f,h,sohtly,2,6
irrulikable,irrulikable,pprs,ir_re,lik,able,irrelikable,target,p,1.0,1,e,u,irrulikable,2,11
chimpanzee,chimpanzeo,r,,chimpanzee,,chimpanzee,control,r,,9,e,o,chimpanzeo,1,10
ortistically,ortistically,rssss,,art,ist_ic_al_ly,artistically,target,r,,0,a,o,ortistically,2,12
beulevard,beulevard,r,,boulevard,,boulevard,control,r,,1,o,e,beulevard,2,9
thorough,ttorough,r,,thorough,,thorough,control,r,,1,h,t,ttorough,1,8
marsgmallow,marshmallow,r,,marshmallow,,marshmallow,control,r,,4,h,g,marsgmallow,3,11
cnandestine,clandestine,r,,clandestine,,clandestine,control,r,,1,l,n,cnandestine,3,11
franpincense,frankincense,r,,frankincense,,frankincense,control,r,,4,k,p,franpincense,3,12
cantaloupe,cantamoupe,r,,cantaloupe,,cantaloupe,control,r,,5,l,m,cantamoupe,1,10
revaluation,resaluation,prss,re,valu,at_ion,revaluation,target,r,,0,v,s,resaluation,1,11
egoistically,egoistidally,rssss,,ego,ist_ic_al_ly,egoistically,target,s,1.0,1,c,d,egoistidally,1,12
threshold,threshold,r,,threshold,,threshold,control,r,,1,h,s,tsreshold,0,9
reinforce,reenforce,ppr,re_in,force,,reinforce,target,p,1.0,0,i,e,reenforce,1,9
activahion,activation,rsss,,act,iv_at_ion,activation,target,s,1.0,1,t,h,activahion,3,10
remain,remain,r,,remain,,remain,control,r,,2,m,r,rerain,0,6
qaarantine,quarantine,r,,quarantine,,quarantine,control,r,,1,u,a,qaarantine,3,10
curebly,curably,rss,,cur,abl_y,curably,target,s,0.0,0,a,e,curebly,3,7
overpromise,ovempromise,pr_long,over,promise,,overpromise,target,p,0.0,3,r,m,ovempromise,1,11
unicycle,unicycle,pr,uni,cycle,,unicycle,target,r,,4,e,i,unicycli,0,8
tamboorine,tamboorine,r,,tambourine,,tambourine,control,r,,5,u,o,tamboorine,2,10
tearful,teayful,rs,,tear,ful,tearful,target,r,,3,r,y,teayful,1,7
deactivadion,deactivadion,prsss,de,act,iv_at_ion,deactivation,target,s,1.0,1,t,d,deactivadion,2,12
nonmacial,nonmacial,prs,non,raci,al,nonracial,target,r,,0,r,m,nonmacial,2,9
mushwoom,mushwoom,r,,mushroom,,mushroom,control,r,,4,r,w,mushwoom,2,8
inwisely,inwisely,prs,un,wise,ly,unwisely,target,p,0.0,0,u,i,inwisely,2,8
caterpillar,caterpimlar,r,,caterpillar,,caterpillar,control,r,,7,l,m,caterpimlar,1,11
remun,rerun,pr,re,run,,rerun,target,r,,0,r,m,remun,3,5
allurement,allurement,rs_long,,allure,ment,allurement,target,s,0.0,3,t,f,alluremenf,0,10
encylsopedia,encylsopedia,r,,encylcopedia,,encylcopedia,control,r,,5,c,s,encylsopedia,2,12
irrelevant,irrelevayt,pprs,ir_re,lev,ant,irrelevant,target,s,0.0,1,n,y,irrelevayt,1,10
selhouette,silhouette,r,,silhouette,,silhouette,control,r,,1,i,e,selhouette,3,10
experience,experience,r,,experience,,experience,control,r,,5,i,e,expereence,0,10
onactivation,onactivation,prsss,in,act,iv_at_ion,inactivation,target,p,0.0,0,i,o,onactivation,2,12
rediscover,rediscover,ppr,re_dis,cover,,rediscover,target,r,,1,o,a,rediscaver,0,10
ilpossible,impossible,pr_long,im,possible,,impossible,target,p,0.0,1,m,l,ilpossible,3,10
nuwerically,nuwerically,rsss,,numer,ic_al_ly,numerically,target,r,,2,m,w,nuwerically,2,11
neighbour,neighbour,r,,neighbour,,neighbour,control,r,,5,b,s,neighsour,0,9
salmonolla,salmonolla,r,,salmonella,,salmonella,control,r,,6,e,o,salmonolla,2,10
thatrical,thatricel,rs_long,,thatric,al,thatrical,target,s,0.0,0,a,e,thatricel,1,9
abnormally,abnormally,prss,ab,norm,al_ly,abnormally,target,s,0.0,1,l,y,abnormayly,0,10
portrait,portrait,r,,portrait,,portrait,control,r,,7,t,k,portraik,0,8
