first,second,morphemes,prefixes,root,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
command,command,r,,command,,command,control,r,,2,m,l,colmand,0,7
syndrome,srndrome,r,,syndrome,,syndrome,control,r,,1,y,r,srndrome,1,8
tuarantine,tuarantine,r,,quarantine,,quarantine,control,r,,0,q,t,tuarantine,2,10
anarchically,anarchicalll,prsss,an,arch,ic_al_ly,anarchically,target,s,2.0,1,y,l,anarchicalll,1,12
undisklose,undisclose,ppr,un_dis,close,,undisclose,target,r,,0,c,k,undisklose,3,10
camoaflage,camoaflage,r,,camouflage,,camouflage,control,r,,4,u,a,camoaflage,2,10
abracadabra,agracadabra,r,,abracadabra,,abracadabra,control,r,,1,b,g,agracadabra,1,11
clandestine,clansestine,r,,clandestine,,clandestine,control,r,,4,d,s,clansestine,1,11
scepticifm,scepticifm,rs_long,,sceptic,ism,scepticism,target,s,0.0,1,s,f,scepticifm,2,10
tutle,title,r,,title,,title,control,r,,1,i,u,tutle,3,5
sogittarius,sagittarius,r,,sagittarius,,sagittarius,control,r,,1,a,o,sogittarius,3,11
unevenpful,uneventful,prs_long,un,event,ful,uneventful,target,r,,4,t,p,unevenpful,3,10
elcylcopedia,elcylcopedia,r,,encylcopedia,,encylcopedia,control,r,,1,n,l,elcylcopedia,2,12
enjoy,enjay,pr,en,joy,,enjoy,target,r,,1,o,a,enjay,1,5
frankincense,grankincense,r,,frankincense,,frankincense,control,r,,0,f,g,grankincense,1,12
ertistically,ertistically,rssss,,art,ist_ic_al_ly,artistically,target,r,,0,a,e,ertistically,2,12
womaniter,womanizer,rss,,woman,iz_er,womanizer,target,s,0.0,1,z,t,womaniter,3,9
ampossible,ampossible,pr_long,im,possible,,impossible,target,p,0.0,0,i,a,ampossible,2,10
optionilly,optionally,rsss,,opt,ion_al_ly,optionally,target,s,1.0,0,a,i,optionilly,3,10
caterpillar,caterpillar,r,,caterpillar,,caterpillar,control,r,,10,r,y,caterpillay,0,11
whisperer,whisperer,rs,,whisper,er,whisperer,target,s,0.0,0,e,a,whisperar,0,9
somersault,somersault,r,,somersault,,somersault,control,r,,0,s,t,tomersault,0,10
unlawful,unlawful,prs,un,law,ful,unlawful,target,r,,1,a,o,unlowful,0,8
persuadness,perduadness,rs_long,,persuad,ness,persuadness,target,r,,3,s,d,perduadness,1,11
inpolite,impolite,pr,im,polite,,impolite,target,p,0.0,1,m,n,inpolite,3,8
reyoval,removal,prs,re,mov,al,removal,target,r,,0,m,y,reyoval,3,7
repertoire,jepertoire,r,,repertoire,,repertoire,control,r,,0,r,j,jepertoire,1,10
cerlophane,cellophane,r,,cellophane,,cellophane,control,r,,2,l,r,cerlophane,3,10
activational,acdivational,rssss,,act,iv_at_ion_al,activational,target,r,,2,t,d,acdivational,1,12
antifreoze,antifreoze,pr_long,anti,freeze,,antifreeze,target,r,,3,e,o,antifreoze,2,10
avalanche,avalanche,r,,avalanche,,avalanche,control,r,,2,a,e,avelanche,0,9
silhouette,silhouette,r,,silhouette,,silhouette,control,r,,0,s,t,tilhouette,0,10
deactivation,teactivation,prsss,de,act,iv_at_ion,deactivation,target,p,0.0,0,d,t,teactivation,1,12
naturalism,naturalism,rss,,natur,al_ism,naturalism,target,r,,1,a,u,nuturalism,0,10
district,district,r,,district,,district,control,r,,0,d,t,tistrict,0,8
shenanigan,shonanigan,r,,shenanigan,,shenanigan,control,r,,2,e,o,shonanigan,1,10
universally,aniversally,prs_long,uni,versal,ly,universally,target,p,0.0,0,u,a,aniversally,1,11
rhododendmon,rhododendron,r,,rhododendron,,rhododendron,control,r,,9,r,m,rhododendmon,3,12
misreport,misreport,ppr,mis_re,port,,misreport,target,p,1.0,1,e,a,misraport,0,9
onnaturally,onnaturally,prss,un,natur,al_ly,unnaturally,target,p,0.0,0,u,o,onnaturally,2,11
inactivete,inactivate,prss,in,act,iv_ate,inactivate,target,s,1.0,0,a,e,inactivete,3,10
problem,problem,r,,problem,,problem,control,r,,6,m,l,problel,0,7
masqeerade,masqeerade,r,,masquerade,,masquerade,control,r,,4,u,e,masqeerade,2,10
privilege,privilege,r,,privilege,,privilege,control,r,,7,g,p,privilepe,0,9
reliant,meliant,rs,,reli,ant,reliant,target,r,,0,r,m,meliant,1,7
unmelatable,unrelatable,pprs,un_re,lat,able,unrelatable,target,p,1.0,0,r,m,unmelatable,3,11
egoistical,ogoistical,rsss,,ego,ist_ic_al,egoistical,target,r,,0,e,o,ogoistical,1,10
marshmallow,marshmallow,r,,marshmallow,,marshmallow,control,r,,9,o,e,marshmallew,0,11
detemmine,detemmine,r,,determine,,determine,control,r,,4,r,m,detemmine,2,9
irremovable,irremovable,pprs,ir_re,mov,able,irremovable,target,p,1.0,1,e,a,irramovable,0,11
accowplice,accomplice,r,,accomplice,,accomplice,control,r,,4,m,w,accowplice,3,10
dippopotamus,hippopotamus,r,,hippopotamus,,hippopotamus,control,r,,0,h,d,dippopotamus,3,12
