first,second,morphemes,prefixes,root,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
disapproval,disapprovan,prs_long,dis,approv,al,disapproval,target,s,0.0,1,l,n,disapprovan,1,11
ceterpillar,ceterpillar,r,,caterpillar,,caterpillar,control,r,,1,a,e,ceterpillar,2,11
sacrete,secrete,r,,secrete,,secrete,control,r,,1,e,a,sacrete,3,7
inactivate,inactivate,prss,in,act,iv_ate,inactivate,target,r,,2,t,c,inaccivate,0,10
catastrophe,catastropho,r,,catastrophe,,catastrophe,control,r,,10,e,o,catastropho,1,11
sensational,sansational,rsss,,sens,at_ion_al,sensational,target,r,,1,e,a,sansational,1,11
abracadabra,obracadabra,r,,abracadabra,,abracadabra,control,r,,0,a,o,obracadabra,1,11
ouhdistance,ouhdistance,pr_long,out,distance,,outdistance,target,p,0.0,2,t,h,ouhdistance,2,11
silhouetce,silhouette,r,,silhouette,,silhouette,control,r,,8,t,c,silhouetce,3,10
embarrass,embarrass,r,,embarrass,,embarrass,control,r,,2,b,h,emharrass,0,9
sammonella,sammonella,r,,salmonella,,salmonella,control,r,,2,l,m,sammonella,2,10
certain,certiin,r,,certain,,certain,control,r,,4,a,i,certiin,1,7
enarchically,enarchically,prsss,an,arch,ic_al_ly,anarchically,target,p,0.0,0,a,e,enarchically,2,12
eptionally,eptionally,rsss,,opt,ion_al_ly,optionally,target,r,,0,o,e,eptionally,2,10
dishonor,dishinor,pr,dis,honor,,dishonor,target,r,,1,o,i,dishinor,1,8
satellite,satellite,r,,satellite,,satellite,control,r,,8,e,u,satellitu,0,9
experienca,experienca,r,,experience,,experience,control,r,,9,e,a,experienca,2,10
reinstate,reinsdate,ppr,re_in,state,,reinstate,target,r,,1,t,d,reinsdate,1,9
discredit,kiscredit,pr,dis,credit,,discredit,target,p,0.0,0,d,k,kiscredit,1,9
somersault,somersault,r,,somersault,,somersault,control,r,,0,s,d,domersault,0,10
unfriendly,unfriendlr,prs_long,un,friend,ly,unfriendly,target,s,0.0,1,y,r,unfriendlr,1,10
difficult,difficuls,r,,difficult,,difficult,control,r,,8,t,s,difficuls,1,9
translator,translator,rs_long,,translat,or,translator,target,s,0.0,1,r,y,translatoy,0,10
immersion,immelsion,prs,im,mers,ion,immersion,target,r,,2,r,l,immelsion,1,9
artistically,artistically,rssss,,art,ist_ic_al_ly,artistically,target,s,1.0,0,i,e,artistecally,0,12
altifreeze,antifreeze,pr_long,anti,freeze,,antifreeze,target,p,0.0,1,n,l,altifreeze,3,10
etiquette,etiquotte,r,,etiquette,,etiquette,control,r,,5,e,o,etiquotte,1,9
reactivate,reactivate,prss,re,act,iv_ate,reactivate,target,s,0.0,0,i,e,reactevate,0,10
colleague,colleague,r,,colleague,,colleague,control,r,,5,a,o,colleogue,0,9
marshmallow,marshmallow,r,,marshmallow,,marshmallow,control,r,,1,a,o,morshmallow,0,11
remover,remover,prs,re,mov,er,remover,target,p,0.0,0,r,n,nemover,0,7
pitifully,pitifully,rss,,piti,ful_ly,pitifully,target,s,0.0,1,u,i,pitifilly,0,9
whitest,whitect,rs,,whit,est,whitest,target,s,0.0,1,s,c,whitect,1,7
hippopotamus,hippopotayus,r,,hippopotamus,,hippopotamus,control,r,,9,m,y,hippopotayus,1,12
clandestime,clandestine,r,,clandestine,,clandestine,control,r,,9,n,m,clandestime,3,11
activational,activasional,rssss,,act,iv_at_ion_al,activational,target,s,1.0,1,t,s,activasional,1,12
reinsurance,reansurance,pprs,re_in,sur,ance,reinsurance,target,p,1.0,0,i,a,reansurance,1,11
cabical,cubical,rss,,cub,ic_al,cubical,target,r,,1,u,a,cabical,3,7
converse,converse,r,,converse,,converse,control,r,,4,e,u,convurse,0,8
deactivation,deacsivation,prsss,de,act,iv_at_ion,deactivation,target,r,,2,t,s,deacsivation,1,12
womaniza,womanize,rs,,woman,ize,womanize,target,s,0.0,2,e,a,womaniza,3,8
redisagree,redisadree,ppr,re_dis,agree,,redisagree,target,r,,1,g,d,redisadree,1,10
frankincense,franxincense,r,,frankincense,,frankincense,control,r,,4,k,x,franxincense,1,12
rhododendron,rhodotendron,r,,rhododendron,,rhododendron,control,r,,5,d,t,rhodotendron,1,12
chimpanzee,chilpanzee,r,,chimpanzee,,chimpanzee,control,r,,3,m,l,chilpanzee,1,10
prostitute,plostitute,r,,prostitute,,prostitute,control,r,,1,r,l,plostitute,1,10
unrelatable,unrelatable,pprs,un_re,lat,able,unrelatable,target,p,0.0,0,u,o,onrelatable,0,11
thatricol,thatrical,rs_long,,thatric,al,thatrical,target,s,0.0,0,a,o,thatricol,3,9
industry,imdustry,r,,industry,,industry,control,r,,1,n,m,imdustry,1,8
channey,channey,r,,channel,,channel,control,r,,6,l,y,channey,2,7
phenomenon,phenomenon,r,,phenomenon,,phenomenon,control,r,,3,n,l,phelomenon,0,10
encylcopedie,encylcopedia,r,,encylcopedia,,encylcopedia,control,r,,11,a,e,encylcopedie,3,12
