first,second,morphemes,prefixes,root,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
hieroxlyph,hieroglyph,r,,hieroglyph,,hieroglyph,control,r,,5,g,x,hieroxlyph,3,10
enfranchise,enfranshise,pr_long,en,franchise,,enfranchise,target,r,,4,c,s,enfranshise,1,11
outperform,outperform,pr_long,out,perform,,outperform,target,r,,1,e,o,outporform,0,10
chinchilla,chinchilli,r,,chinchilla,,chinchilla,control,r,,9,a,i,chinchilli,1,10
hollowness,hollowness,rs_long,,hollow,ness,hollowness,target,r,,3,l,y,holyowness,0,10
reinhurance,reinsurance,pprs,re_in,sur,ance,reinsurance,target,r,,0,s,h,reinhurance,3,11
comdlaint,comdlaint,r,,complaint,,complaint,control,r,,3,p,d,comdlaint,2,9
demonically,demonically,rsss,,demon,ic_al_ly,demonically,target,r,,3,o,a,demanically,0,11
inactivate,inactivate,prss,in,act,iv_ate,inactivate,target,p,0.0,1,n,r,iractivate,0,10
camouflage,camuuflage,r,,camouflage,,camouflage,control,r,,3,o,u,camuuflage,1,10
clandestine,clandectine,r,,clandestine,,clandestine,control,r,,6,s,c,clandectine,1,11
hippopotamus,hippopotamus,r,,hippopotamus,,hippopotamus,control,r,,9,m,n,hippopotanus,0,12
straipht,straight,r,,straight,,straight,control,r,,5,g,p,straipht,3,8
abracadabro,abracadabro,r,,abracadabra,,abracadabra,control,r,,10,a,o,abracadabro,2,11
jarshmallow,marshmallow,r,,marshmallow,,marshmallow,control,r,,0,m,j,jarshmallow,3,11
encylhopedia,encylcopedia,r,,encylcopedia,,encylcopedia,control,r,,5,c,h,encylhopedia,3,12
chimpunzee,chimpanzee,r,,chimpanzee,,chimpanzee,control,r,,5,a,u,chimpunzee,3,10
unrelahable,unrelahable,pprs,un_re,lat,able,unrelatable,target,r,,2,t,h,unrelahable,2,11
vertically,vertically,rs_long,,vertical,ly,vertically,target,s,0.0,1,y,m,verticallm,0,10
reovercook,reovercook,ppr,re_over,cook,,reovercook,target,r,,3,k,p,reovercoop,0,10
superintenh,superintend,ppr,super_in,tend,,superintend,target,r,,3,d,h,superintenh,3,11
quarantine,quarawtine,r,,quarantine,,quarantine,control,r,,5,n,w,quarawtine,1,10
inhale,inhale,pr,in,hale,,inhale,target,p,0.0,1,n,r,irhale,0,6
boomereng,boomerang,r,,boomerang,,boomerang,control,r,,6,a,e,boomereng,3,9
wittfully,wistfully,rss,,wist,ful_ly,wistfully,target,r,,2,s,t,wittfully,3,9
shenanogan,shenanigan,r,,shenanigan,,shenanigan,control,r,,6,i,o,shenanogan,3,10
alienate,alienate,rs,,alien,ate,alienate,target,s,0.0,1,t,s,alienase,0,8
deodorize,deoporize,prs,de,odor,ize,deodorize,target,r,,1,d,p,deoporize,1,9
frankincenso,frankincenso,r,,frankincense,,frankincense,control,r,,11,e,o,frankincenso,2,12
scientiss,scientiss,rs,,scient,ist,scientist,target,s,0.0,2,t,s,scientiss,2,9
sinfully,sinfully,rss,,sin,ful_ly,sinfully,target,r,,0,s,c,cinfully,0,8
sagittayius,sagittayius,r,,sagittarius,,sagittarius,control,r,,7,r,y,sagittayius,2,11
strength,strength,r,,strength,,strength,control,r,,5,g,t,strentth,0,8
yepertoire,repertoire,r,,repertoire,,repertoire,control,r,,0,r,y,yepertoire,3,10
artisticalll,artistically,rssss,,art,ist_ic_al_ly,artistically,target,s,3.0,1,y,l,artisticalll,3,12
steff,steff,r,,stuff,,stuff,control,r,,2,u,e,steff,2,5
disorderll,disorderly,prs_long,dis,order,ly,disorderly,target,s,0.0,1,y,l,disorderll,3,10
uncut,uncut,pr,un,cut,,uncut,target,p,0.0,0,u,e,encut,0,5
egoisticawly,egoistically,rssss,,ego,ist_ic_al_ly,egoistically,target,s,2.0,1,l,w,egoisticawly,3,12
reictivate,reictivate,prss,re,act,iv_ate,reactivate,target,r,,0,a,i,reictivate,2,10
anarchicully,anarchicully,prsss,an,arch,ic_al_ly,anarchically,target,s,1.0,0,a,u,anarchicully,2,12
avelanche,avalanche,r,,avalanche,,avalanche,control,r,,2,a,e,avelanche,3,9
enjoyment,enjoymant,prs,en,joy,ment,enjoyment,target,s,0.0,1,e,a,enjoymant,1,9
haterpillar,haterpillar,r,,caterpillar,,caterpillar,control,r,,0,c,h,haterpillar,2,11
accomprice,accomplice,r,,accomplice,,accomplice,control,r,,6,l,r,accomprice,3,10
nindow,nindow,r,,window,,window,control,r,,0,w,n,nindow,2,6
duactivation,duactivation,prsss,de,act,iv_at_ion,deactivation,target,p,0.0,1,e,u,duactivation,2,12
rhodosendron,rhododendron,r,,rhododendron,,rhododendron,control,r,,5,d,s,rhodosendron,3,12
egoistical,egoistical,rsss,,ego,ist_ic_al,egoistical,target,r,,1,g,d,edoistical,0,10
hatellite,hatellite,r,,satellite,,satellite,control,r,,0,s,h,hatellite,2,9
caricature,caricature,r,,caricature,,caricature,control,r,,6,t,s,caricasure,0,10
aneventful,aneventful,prs_long,un,event,ful,uneventful,target,p,0.0,0,u,a,aneventful,2,10
