first,second,morphemes,prefixes,root,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
expirience,expirience,r,,experience,,experience,control,r,,3,e,i,expirience,2,10
activational,activational,rssss,,act,iv_at_ion_al,activational,target,r,,0,a,u,uctivational,0,12
marshmallew,marshmallew,r,,marshmallow,,marshmallow,control,r,,9,o,e,marshmallew,2,11
reonsurance,reinsurance,pprs,re_in,sur,ance,reinsurance,target,p,1.0,0,i,o,reonsurance,3,11
shepherdess,shopherdess,rs_long,,shepherd,ess,shepherdess,target,r,,2,e,o,shopherdess,1,11
trampoline,trampoline,r,,trampoline,,trampoline,control,r,,6,l,r,tramporine,0,10
privilege,privilege,r,,privilege,,privilege,control,r,,6,e,a,privilage,0,9
overreoct,overreact,pr,over,react,,overreact,target,r,,2,a,o,overreoct,3,9
unrelutable,unrelutable,pprs,un_re,lat,able,unrelatable,target,r,,1,a,u,unrelutable,2,11
reactivate,reactivate,prss,re,act,iv_ate,reactivate,target,r,,0,a,o,reoctivate,0,10
disappoink,disappoint,pr_long,dis,appoint,,disappoint,target,r,,6,t,k,disappoink,3,10
unarm,unerm,pr,un,arm,,unarm,target,r,,0,a,e,unerm,1,5
discourage,discourage,pr_long,dis,courage,,discourage,target,p,0.0,0,d,c,ciscourage,0,10
hieroglyph,hiewoglyph,r,,hieroglyph,,hieroglyph,control,r,,3,r,w,hiewoglyph,1,10
ovemactive,ovemactive,prs_long,over,act,ive,overactive,target,p,0.0,3,r,m,ovemactive,2,10
egoisticel,egoistical,rsss,,ego,ist_ic_al,egoistical,target,s,2.0,0,a,e,egoisticel,3,10
programme,proglamme,r,,programme,,programme,control,r,,4,r,l,proglamme,1,9
prodaganda,prodaganda,r,,propaganda,,propaganda,control,r,,3,p,d,prodaganda,2,10
reinshate,reinstate,ppr,re_in,state,,reinstate,target,r,,1,t,h,reinshate,3,9
obove,above,r,,above,,above,control,r,,0,a,o,obove,3,5
straighter,straighter,rs_long,,straight,er,straighter,target,r,,2,r,w,stwaighter,0,10
skier,skiir,rs,,ski,er,skier,target,s,0.0,0,e,i,skiir,1,5
anarchicelly,anarchically,prsss,an,arch,ic_al_ly,anarchically,target,s,1.0,0,a,e,anarchicelly,3,12
defient,defiant,rs,,defi,ant,defiant,target,s,0.0,0,a,e,defient,3,7
catempillar,caterpillar,r,,caterpillar,,caterpillar,control,r,,4,r,m,catempillar,3,11
cakastrophe,cakastrophe,r,,catastrophe,,catastrophe,control,r,,2,t,k,cakastrophe,2,11
repertoime,repertoire,r,,repertoire,,repertoire,control,r,,8,r,m,repertoime,3,10
principle,princigle,r,,principle,,principle,control,r,,6,p,g,princigle,1,9
hippopotamus,hippopotamus,r,,hippopotamus,,hippopotamus,control,r,,7,t,v,hippopovamus,0,12
masquerade,masquerade,r,,masquerade,,masquerade,control,r,,6,r,m,masquemade,0,10
ofcen,ofcen,r,,often,,often,control,r,,2,t,c,ofcen,2,5
baulevard,baulevard,r,,boulevard,,boulevard,control,r,,1,o,a,baulevard,2,9
fatelly,fatally,rss,,fat,al_ly,fatally,target,s,0.0,0,a,e,fatelly,3,7
chumically,chemically,rsss,,chem,ic_al_ly,chemically,target,r,,2,e,u,chumically,3,10
artistocally,artistically,rssss,,art,ist_ic_al_ly,artistically,target,s,1.0,0,i,o,artistocally,3,12
encyrcopedia,encylcopedia,r,,encylcopedia,,encylcopedia,control,r,,4,l,r,encyrcopedia,3,12
abracadabra,abracadabra,r,,abracadabra,,abracadabra,control,r,,2,r,m,abmacadabra,0,11
frankoncense,frankincense,r,,frankincense,,frankincense,control,r,,5,i,o,frankoncense,3,12
digembody,digembody,ppr,dis_em,body,,disembody,target,p,0.0,2,s,g,digembody,2,9
success,success,r,,success,,success,control,r,,6,s,p,succesp,0,7
protict,protict,r,,protect,,protect,control,r,,4,e,i,protict,2,7
immarally,immorally,prs,im,moral,ly,immorally,target,r,,1,o,a,immarally,3,9
leversable,leversable,prs_long,re,vers,able,reversable,target,p,0.0,0,r,l,leversable,2,10
reviewer,reviewer,prs,re,view,er,reviewer,target,r,,0,v,t,retiewer,0,8
rhododendrom,rhododendron,r,,rhododendron,,rhododendron,control,r,,11,n,m,rhododendrom,3,12
cansaloupe,cantaloupe,r,,cantaloupe,,cantaloupe,control,r,,3,t,s,cansaloupe,3,10
eucalyptup,eucalyptus,r,,eucalyptus,,eucalyptus,control,r,,9,s,p,eucalyptup,3,10
blaspheme,blaspheme,r,,blaspheme,,blaspheme,control,r,,1,l,w,bwaspheme,0,9
witlessly,witlessly,rss,,wit,less_ly,witlessly,target,s,1.0,1,y,w,witlesslw,0,9
unnaturally,unnaturally,prss,un,natur,al_ly,unnaturally,target,p,0.0,0,u,i,innaturally,0,11
conflict,conflict,r,,conflict,,conflict,control,r,,1,o,a,canflict,0,8
inactovation,inactivation,prsss,in,act,iv_at_ion,inactivation,target,s,0.0,0,i,o,inactovation,3,12
