first,second,morphemes,prefixes,root,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
anarchically,anarchicilly,prsss,an,arch,ic_al_ly,anarchically,target,s,1.0,0,a,i,anarchicilly,1,12
catalogue,catalugue,r,,catalogue,,catalogue,control,r,,5,o,u,catalugue,1,9
sicknesp,sickness,rs,,sick,ness,sickness,target,s,0.0,3,s,p,sicknesp,3,8
surpriso,surpriso,r,,surprise,,surprise,control,r,,7,e,o,surpriso,2,8
caterpillar,ceterpillar,r,,caterpillar,,caterpillar,control,r,,1,a,e,ceterpillar,1,11
reactivafe,reactivafe,prss,re,act,iv_ate,reactivate,target,s,1.0,1,t,f,reactivafe,2,10
profess,propess,r,,profess,,profess,control,r,,3,f,p,propess,1,7
usstage,usstage,pr,up,stage,,upstage,target,p,0.0,1,p,s,usstage,2,7
encylcopedia,encylcopedia,r,,encylcopedia,,encylcopedia,control,r,,10,i,e,encylcopedea,0,12
youthfullm,youthfullm,rss,,youth,ful_ly,youthfully,target,s,1.0,1,y,m,youthfullm,2,10
abracadabru,abracadabra,r,,abracadabra,,abracadabra,control,r,,10,a,u,abracadabru,3,11
egoistically,egoestically,rssss,,ego,ist_ic_al_ly,egoistically,target,s,0.0,0,i,e,egoestically,1,12
optionally,optionally,rsss,,opt,ion_al_ly,optionally,target,s,0.0,2,n,r,optiorally,0,10
resiewer,resiewer,prs,re,view,er,reviewer,target,r,,0,v,s,resiewer,2,8
scraighter,scraighter,rs_long,,straight,er,straighter,target,r,,1,t,c,scraighter,2,10
hhimpanzee,hhimpanzee,r,,chimpanzee,,chimpanzee,control,r,,0,c,h,hhimpanzee,2,10
shenanigan,shenanigan,r,,shenanigan,,shenanigan,control,r,,7,g,t,shenanitan,0,10
pedesdrian,pedestrian,r,,pedestrian,,pedestrian,control,r,,5,t,d,pedesdrian,3,10
retractoble,retractable,prs_long,re,tract,able,retractable,target,s,0.0,0,a,o,retractoble,3,11
saterically,saterically,rsss,,satir,ic_al_ly,satirically,target,r,,3,i,e,saterically,2,11
purchase,purchase,r,,purchase,,purchase,control,r,,3,c,d,purdhase,0,8
syndmome,syndmome,r,,syndrome,,syndrome,control,r,,4,r,m,syndmome,2,8
ovirpromise,overpromise,pr_long,over,promise,,overpromise,target,p,0.0,2,e,i,ovirpromise,3,11
neibhbor,neighbor,r,,neighbor,,neighbor,control,r,,3,g,b,neibhbor,3,8
discontinue,descontinue,pr_long,dis,continue,,discontinue,target,p,0.0,1,i,e,descontinue,1,11
hippopotamus,hippopotamas,r,,hippopotamus,,hippopotamus,control,r,,10,u,a,hippopotamas,1,12
undenstand,understand,r,,understand,,understand,control,r,,4,r,n,undenstand,3,10
thatrical,thatrical,rs_long,,thatric,al,thatrical,target,r,,5,i,e,thatrecal,0,9
ingredient,incredient,r,,ingredient,,ingredient,control,r,,2,g,c,incredient,1,10
sisposal,disposal,prs,dis,pos,al,disposal,target,p,0.0,0,d,s,sisposal,3,8
vlandestine,clandestine,r,,clandestine,,clandestine,control,r,,0,c,v,vlandestine,3,11
disinherid,disinherid,ppr,dis_in,herit,,disinherit,target,r,,4,t,d,disinherid,2,10
irremevable,irremevable,pprs,ir_re,mov,able,irremovable,target,r,,1,o,e,irremevable,2,11
shnly,shnly,rs,,shy,ly,shyly,target,r,,2,y,n,shnly,2,5
lawfully,lawfully,rss,,law,ful_ly,lawfully,target,s,1.0,1,y,r,lawfullr,0,8
talbourine,tambourine,r,,tambourine,,tambourine,control,r,,2,m,l,talbourine,3,10
activational,activational,rssss,,act,iv_at_ion_al,activational,target,r,,1,c,h,ahtivational,0,12
deactivation,deactivation,prsss,de,act,iv_at_ion,deactivation,target,r,,1,c,t,deattivation,0,12
frankincense,frankoncense,r,,frankincense,,frankincense,control,r,,5,i,o,frankoncense,1,12
reoutsell,reouksell,ppr,re_out,sell,,reoutsell,target,p,1.0,2,t,k,reouksell,1,9
irrelevant,irrelavant,pprs,ir_re,lev,ant,irrelevant,target,r,,1,e,a,irrelavant,1,10
cantaloupa,cantaloupa,r,,cantaloupe,,cantaloupe,control,r,,9,e,a,cantaloupa,2,10
colleague,colleague,r,,colleague,,colleague,control,r,,1,o,e,celleague,0,9
desug,debug,pr,de,bug,,debug,target,r,,0,b,s,desug,3,5
catadtrophe,catastrophe,r,,catastrophe,,catastrophe,control,r,,4,s,d,catadtrophe,3,11
preme,prime,r,,prime,,prime,control,r,,2,i,e,preme,3,5
enlidtment,enlistment,prs_long,en,list,ment,enlistment,target,r,,2,s,d,enlidtment,3,10
horce,horce,r,,force,,force,control,r,,0,f,h,horce,2,5
eucalyptus,eucalyptus,r,,eucalyptus,,eucalyptus,control,r,,9,s,h,eucalyptuh,0,10
whododendron,rhododendron,r,,rhododendron,,rhododendron,control,r,,0,r,w,whododendron,3,12
rarshmallow,marshmallow,r,,marshmallow,,marshmallow,control,r,,0,m,r,rarshmallow,3,11
onactivate,inactivate,prss,in,act,iv_ate,inactivate,target,p,0.0,0,i,o,onactivate,3,10
