first,second,morphemes,prefixes,root,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
reactovate,reactovate,prss,re,act,iv_ate,reactivate,target,s,0.0,0,i,o,reactovate,2,10
sieroglyph,sieroglyph,r,,hieroglyph,,hieroglyph,control,r,,0,h,s,sieroglyph,2,10
nonsemse,nonsemse,pr,non,sense,,nonsense,target,r,,2,n,m,nonsemse,2,8
tomolrow,tomolrow,r,,tomorrow,,tomorrow,control,r,,4,r,l,tomolrow,2,8
outperform,outperform,pr_long,out,perform,,outperform,target,r,,6,m,y,outperfory,0,10
restaurant,resfaurant,r,,restaurant,,restaurant,control,r,,3,t,f,resfaurant,1,10
irremovable,irremovasle,pprs,ir_re,mov,able,irremovable,target,s,0.0,1,b,s,irremovasle,1,11
disruptiin,disruption,prs_long,dis,rupt,ion,disruption,target,s,0.0,1,o,i,disruptiin,3,10
eucalyptus,eucalyptus,r,,eucalyptus,,eucalyptus,control,r,,0,e,o,oucalyptus,0,10
frankincense,frankincense,r,,frankincense,,frankincense,control,r,,10,s,t,frankincente,0,12
sensorl,sensory,rss,,sens,or_y,sensory,target,s,1.0,0,y,l,sensorl,3,7
unlamful,unlamful,prs,un,law,ful,unlawful,target,r,,2,w,m,unlamful,2,8
tyndrome,syndrome,r,,syndrome,,syndrome,control,r,,0,s,t,tyndrome,3,8
hoppopotamus,hippopotamus,r,,hippopotamus,,hippopotamus,control,r,,1,i,o,hoppopotamus,3,12
palindrome,pilindrome,r,,palindrome,,palindrome,control,r,,1,a,i,pilindrome,1,10
channel,chanjel,r,,channel,,channel,control,r,,4,n,j,chanjel,1,7
repirtoire,repertoire,r,,repertoire,,repertoire,control,r,,3,e,i,repirtoire,3,10
inectivate,inactivate,prss,in,act,iv_ate,inactivate,target,r,,0,a,e,inectivate,3,10
future,future,r,,future,,future,control,r,,3,u,e,futere,0,6
chemicanly,chemicanly,rsss,,chem,ic_al_ly,chemically,target,s,1.0,1,l,n,chemicanly,2,10
anarchicalmy,anarchicalmy,prsss,an,arch,ic_al_ly,anarchically,target,s,2.0,0,l,m,anarchicalmy,2,12
alienate,alienate,rs,,alien,ate,alienate,target,r,,3,e,a,alianate,0,8
egoisticallr,egoisticallr,rssss,,ego,ist_ic_al_ly,egoistically,target,s,3.0,1,y,r,egoisticallr,2,12
rhododendron,lhododendron,r,,rhododendron,,rhododendron,control,r,,0,r,l,lhododendron,1,12
uninform,uninform,ppr,un_in,form,,uninform,target,r,,2,r,m,uninfomm,0,8
activational,activutional,rssss,,act,iv_at_ion_al,activational,target,s,1.0,0,a,u,activutional,1,12
amateurism,amateurism,rs_long,,amateur,ism,amateurism,target,r,,4,e,o,amatourism,0,10
cantaloupe,cantaloupe,r,,cantaloupe,,cantaloupe,control,r,,5,l,m,cantamoupe,0,10
encylcopedoa,encylcopedoa,r,,encylcopedia,,encylcopedia,control,r,,10,i,o,encylcopedoa,2,12
phenomenoy,phenomenon,r,,phenomenon,,phenomenon,control,r,,9,n,y,phenomenoy,3,10
anshaven,anshaven,prs,un,shav,en,unshaven,target,p,0.0,0,u,a,anshaven,2,8
clansestine,clandestine,r,,clandestine,,clandestine,control,r,,4,d,s,clansestine,3,11
imposvible,imposvible,pr_long,im,possible,,impossible,target,r,,3,s,v,imposvible,2,10
nhiter,nhiter,rs,,whit,er,whiter,target,r,,0,w,n,nhiter,2,6
hostile,tostile,r,,hostile,,hostile,control,r,,0,h,t,tostile,1,7
catastrophe,caxastrophe,r,,catastrophe,,catastrophe,control,r,,2,t,x,caxastrophe,1,11
graphacally,graphically,rsss,,graph,ic_al_ly,graphically,target,s,0.0,0,i,a,graphacally,3,11
cdinchilla,chinchilla,r,,chinchilla,,chinchilla,control,r,,1,h,d,cdinchilla,3,10
disembowel,disembowen,ppr,dis_em,bowel,,disembowel,target,r,,4,l,n,disembowen,1,10
marshell,marshell,r,,marshall,,marshall,control,r,,5,a,e,marshell,2,8
yeuthfully,youthfully,rss,,youth,ful_ly,youthfully,target,r,,1,o,e,yeuthfully,3,10
deactivetion,deactivation,prsss,de,act,iv_at_ion,deactivation,target,s,1.0,0,a,e,deactivetion,3,12
mishroom,mishroom,r,,mushroom,,mushroom,control,r,,1,u,i,mishroom,2,8
treasure,traasure,r,,treasure,,treasure,control,r,,2,e,a,traasure,1,8
straighter,straightir,rs_long,,straight,er,straighter,target,s,0.0,0,e,i,straightir,1,10
sammonella,sammonella,r,,salmonella,,salmonella,control,r,,2,l,m,sammonella,2,10
replacement,meplacement,prs_long,re,place,ment,replacement,target,p,0.0,0,r,m,meplacement,1,11
ingredient,ingredient,r,,ingredient,,ingredient,control,r,,9,t,h,ingredienh,0,10
segittarius,segittarius,r,,sagittarius,,sagittarius,control,r,,1,a,e,segittarius,2,11
irrelevant,irrelevent,pprs,ir_re,lev,ant,irrelevant,target,s,0.0,0,a,e,irrelevent,1,10
enclose,enclose,pr,en,close,,enclose,target,r,,0,c,h,enhlose,0,7
sorersault,somersault,r,,somersault,,somersault,control,r,,2,m,r,sorersault,3,10
