first,second,morphemes,prefixes,root,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
caterpillar,caterpillar,r,,caterpillar,,caterpillar,control,r,,0,c,t,taterpillar,0,11
rediscover,reduscover,ppr,re_dis,cover,,rediscover,target,p,1.0,1,i,u,reduscover,1,10
certain,certair,r,,certain,,certain,control,r,,6,n,r,certair,1,7
subcontrast,subcontract,pr_long,sub,contract,,subcontract,target,r,,6,c,s,subcontrast,3,11
experiencu,experience,r,,experience,,experience,control,r,,9,e,u,experiencu,3,10
rottenly,rottenry,rss,,rott,en_ly,rottenly,target,s,1.0,0,l,r,rottenry,1,8
custom,hustom,r,,custom,,custom,control,r,,0,c,h,hustom,1,6
odder,osder,rs,,odd,er,odder,target,r,,1,d,s,osder,1,5
unreat,unreat,pr,un,read,,unread,target,r,,3,d,t,unreat,2,6
hippopotamus,hippopotamub,r,,hippopotamus,,hippopotamus,control,r,,11,s,b,hippopotamub,1,12
tmampoline,tmampoline,r,,trampoline,,trampoline,control,r,,1,r,m,tmampoline,2,10
rejuvenate,rejuvenate,prs_long,re,juven,ate,rejuvenate,target,p,0.0,0,r,y,yejuvenate,0,10
cantaloupu,cantaloupe,r,,cantaloupe,,cantaloupe,control,r,,9,e,u,cantaloupu,3,10
nonsystemec,nonsystemic,prs_long,non,system,ic,nonsystemic,target,s,0.0,0,i,e,nonsystemec,3,11
egoibtical,egoistical,rsss,,ego,ist_ic_al,egoistical,target,s,0.0,1,s,b,egoibtical,3,10
inactivote,inactivote,prss,in,act,iv_ate,inactivate,target,s,1.0,0,a,o,inactivote,2,10
satarically,satirically,rsss,,satir,ic_al_ly,satirically,target,r,,3,i,a,satarically,3,11
onarchically,anarchically,prsss,an,arch,ic_al_ly,anarchically,target,p,0.0,0,a,o,onarchically,3,12
tattooist,tattooest,rs,,tattoo,ist,tattooist,target,s,0.0,0,i,e,tattooest,1,9
sagittarius,sagigtarius,r,,sagittarius,,sagittarius,control,r,,4,t,g,sagigtarius,1,11
ibnormally,abnormally,prss,ab,norm,al_ly,abnormally,target,p,0.0,0,a,i,ibnormally,3,10
verticalny,verticalny,rs_long,,vertical,ly,vertically,target,s,0.0,0,l,n,verticalny,2,10
problem,problem,r,,problem,,problem,control,r,,3,b,t,protlem,0,7
place,place,r,,place,,place,control,r,,0,p,d,dlace,0,5
irremovable,irremovabme,pprs,ir_re,mov,able,irremovable,target,s,0.0,2,l,m,irremovabme,1,11
pedestrian,pedestrian,r,,pedestrian,,pedestrian,control,r,,1,e,i,pidestrian,0,10
chinchilla,chinchilla,r,,chinchilla,,chinchilla,control,r,,4,c,p,chinphilla,0,10
reenact,reenact,ppr,re_en,act,,reenact,target,p,1.0,1,n,m,reemact,0,7
encylcopedia,encylcopedia,r,,encylcopedia,,encylcopedia,control,r,,8,e,a,encylcopadia,0,12
silhouette,sildouette,r,,silhouette,,silhouette,control,r,,3,h,d,sildouette,1,10
catastrophe,catastrophe,r,,catastrophe,,catastrophe,control,r,,3,a,e,catestrophe,0,11
quarantine,quarantine,r,,quarantine,,quarantine,control,r,,5,n,r,quarartine,0,10
egoistically,egoistically,rssss,,ego,ist_ic_al_ly,egoistically,target,s,2.0,0,a,u,egoisticully,0,12
renew,renem,pr,re,new,,renew,target,r,,2,w,m,renem,1,5
urtistically,urtistically,rssss,,art,ist_ic_al_ly,artistically,target,r,,0,a,u,urtistically,2,12
underdround,underground,pr_long,under,ground,,underground,target,r,,0,g,d,underdround,3,11
marshmallow,marshmallow,r,,marshmallow,,marshmallow,control,r,,2,r,n,manshmallow,0,11
commune,pommune,r,,commune,,commune,control,r,,0,c,p,pommune,1,7
deactivation,deactivation,prsss,de,act,iv_at_ion,deactivation,target,s,1.0,0,a,i,deactivition,0,12
abracadacra,abracadacra,r,,abracadabra,,abracadabra,control,r,,8,b,c,abracadacra,2,11
protocol,pritocol,r,,protocol,,protocol,control,r,,2,o,i,pritocol,1,8
strergth,strength,r,,strength,,strength,control,r,,4,n,r,strergth,3,8
rhododendror,rhododendron,r,,rhododendron,,rhododendron,control,r,,11,n,r,rhododendror,3,12
straigtter,straigtter,rs_long,,straight,er,straighter,target,r,,6,h,t,straigtter,2,10
unrelatable,unrelatable,pprs,un_re,lat,able,unrelatable,target,p,0.0,0,u,e,enrelatable,0,11
reactor,reactor,prs,re,act,or,reactor,target,r,,0,a,i,reictor,0,7
clandestine,clantestine,r,,clandestine,,clandestine,control,r,,4,d,t,clantestine,1,11
fotally,fatally,rss,,fat,al_ly,fatally,target,r,,1,a,o,fotally,3,7
frankincense,frankincenpe,r,,frankincense,,frankincense,control,r,,10,s,p,frankincenpe,1,12
tlaspheme,blaspheme,r,,blaspheme,,blaspheme,control,r,,0,b,t,tlaspheme,3,9
unlikely,enlikely,prs,un,like,ly,unlikely,target,p,0.0,0,u,e,enlikely,1,8
wbile,while,r,,while,,while,control,r,,1,h,b,wbile,3,5
