first,second,morphemes,prefixes,root,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
chimchilla,chimchilla,r,,chinchilla,,chinchilla,control,r,,3,n,m,chimchilla,2,10
silhooette,silhooette,r,,silhouette,,silhouette,control,r,,5,u,o,silhooette,2,10
disorderly,disorderly,prs_long,dis,order,ly,disorderly,target,s,0.0,1,y,m,disorderlm,0,10
inahtivate,inactivate,prss,in,act,iv_ate,inactivate,target,r,,1,c,h,inahtivate,3,10
reenact,reenact,ppr,re_en,act,,reenact,target,p,1.0,0,e,a,reanact,0,7
womamize,womanize,rs,,woman,ize,womanize,target,r,,4,n,m,womamize,3,8
encylvopedia,encylvopedia,r,,encylcopedia,,encylcopedia,control,r,,5,c,v,encylvopedia,2,12
curably,curably,rss,,cur,abl_y,curably,target,s,0.0,1,b,h,curahly,0,7
unreratable,unrelatable,pprs,un_re,lat,able,unrelatable,target,r,,0,l,r,unreratable,3,11
boomerang,boomerang,r,,boomerang,,boomerang,control,r,,0,b,h,hoomerang,0,9
license,licenxe,r,,license,,license,control,r,,5,s,x,licenxe,1,7
discouroge,discourage,pr_long,dis,courage,,discourage,target,r,,4,a,o,discouroge,3,10
chemically,chemically,rsss,,chem,ic_al_ly,chemically,target,r,,3,m,w,chewically,0,10
removal,removal,prs,re,mov,al,removal,target,s,0.0,0,a,e,removel,0,7
mingle,mingre,r,,mingle,,mingle,control,r,,4,l,r,mingre,1,6
substandald,substandard,pr_long,sub,standard,,substandard,target,r,,6,r,l,substandald,3,11
school,schuol,r,,school,,school,control,r,,3,o,u,schuol,1,6
abnormally,abnorrally,prss,ab,norm,al_ly,abnormally,target,r,,3,m,r,abnorrally,1,10
marshmalrow,marshmallow,r,,marshmallow,,marshmallow,control,r,,8,l,r,marshmalrow,3,11
disbar,desbar,pr,dis,bar,,disbar,target,p,0.0,1,i,e,desbar,1,6
prostitute,prostitute,r,,prostitute,,prostitute,control,r,,0,p,h,hrostitute,0,10
catastrophe,catattrophe,r,,catastrophe,,catastrophe,control,r,,4,s,t,catattrophe,1,11
imateurism,imateurism,rs_long,,amateur,ism,amateurism,target,r,,0,a,i,imateurism,2,10
rhodovendron,rhodovendron,r,,rhododendron,,rhododendron,control,r,,5,d,v,rhodovendron,2,12
marijuana,marijuana,r,,marijuana,,marijuana,control,r,,3,i,e,marejuana,0,9
actuvational,activational,rssss,,act,iv_at_ion_al,activational,target,s,0.0,0,i,u,actuvational,3,12
rhenoceros,rhinoceros,r,,rhinoceros,,rhinoceros,control,r,,2,i,e,rhenoceros,3,10
ulderstand,ulderstand,r,,understand,,understand,control,r,,1,n,l,ulderstand,2,10
insert,insert,pr,in,sert,,insert,target,r,,2,r,y,inseyt,0,6
sagittarius,sagittarius,r,,sagittarius,,sagittarius,control,r,,5,t,h,sagitharius,0,11
scienpist,scientist,rs,,scient,ist,scientist,target,r,,5,t,p,scienpist,3,9
inacfivation,inacfivation,prsss,in,act,iv_at_ion,inactivation,target,r,,2,t,f,inacfivation,2,12
chompanzee,chimpanzee,r,,chimpanzee,,chimpanzee,control,r,,2,i,o,chompanzee,3,10
disposul,disposul,prs,dis,pos,al,disposal,target,s,0.0,0,a,u,disposul,2,8
daactivation,deactivation,prsss,de,act,iv_at_ion,deactivation,target,p,0.0,1,e,a,daactivation,3,12
shampoo,shamcoo,r,,shampoo,,shampoo,control,r,,4,p,c,shamcoo,1,7
hallelujah,hallelujad,r,,hallelujah,,hallelujah,control,r,,9,h,d,hallelujad,1,10
numenically,numerically,rsss,,numer,ic_al_ly,numerically,target,r,,4,r,n,numenically,3,11
disruttion,disruption,prs_long,dis,rupt,ion,disruption,target,r,,2,p,t,disruttion,3,10
suyprise,suyprise,r,,surprise,,surprise,control,r,,2,r,y,suyprise,2,8
pitifullr,pitifullr,rss,,piti,ful_ly,pitifully,target,s,1.0,1,y,r,pitifullr,2,9
address,addreds,r,,address,,address,control,r,,5,s,d,addreds,1,7
irremevant,irrelevant,pprs,ir_re,lev,ant,irrelevant,target,r,,0,l,m,irremevant,3,10
pedessrian,pedessrian,r,,pedestrian,,pedestrian,control,r,,5,t,s,pedessrian,2,10
hippopotamus,hippopotemus,r,,hippopotamus,,hippopotamus,control,r,,8,a,e,hippopotemus,1,12
reshaurant,reshaurant,r,,restaurant,,restaurant,control,r,,3,t,h,reshaurant,2,10
experionce,experience,r,,experience,,experience,control,r,,6,e,o,experionce,3,10
frankincense,frankimcense,r,,frankincense,,frankincense,control,r,,6,n,m,frankimcense,1,12
weaponlesf,weaponless,rs_long,,weapon,less,weaponless,target,s,0.0,3,s,f,weaponlesf,3,10
anawogue,anawogue,r,,analogue,,analogue,control,r,,3,l,w,anawogue,2,8
remisalign,remisalign,ppr,re_mis,align,,remisalign,target,r,,3,g,s,remisalisn,0,10
ertistically,artistically,rssss,,art,ist_ic_al_ly,artistically,target,r,,0,a,e,ertistically,3,12
