first,second,morphemes,prefixes,root,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
cmandestine,cmandestine,r,,clandestine,,clandestine,control,r,,1,l,m,cmandestine,2,11
boulevard,boulevard,r,,boulevard,,boulevard,control,r,,6,a,o,boulevord,0,9
thmeshold,thmeshold,r,,threshold,,threshold,control,r,,2,r,m,thmeshold,2,9
egeistical,egeistical,rsss,,ego,ist_ic_al,egoistical,target,r,,2,o,e,egeistical,2,10
masquerade,masquerade,r,,masquerade,,masquerade,control,r,,0,m,l,lasquerade,0,10
heppopotamus,heppopotamus,r,,hippopotamus,,hippopotamus,control,r,,1,i,e,heppopotamus,2,12
tolerance,tolerance,rs,,toler,ance,tolerance,target,s,0.0,1,n,y,tolerayce,0,9
dispipline,discipline,r,,discipline,,discipline,control,r,,3,c,p,dispipline,3,10
abracadacra,abracadacra,r,,abracadabra,,abracadabra,control,r,,8,b,c,abracadacra,2,11
reachor,reactor,prs,re,act,or,reactor,target,r,,2,t,h,reachor,3,7
rhododendron,rhododendron,r,,rhododendron,,rhododendron,control,r,,8,d,h,rhododenhron,0,12
egoistically,egoistically,rssss,,ego,ist_ic_al_ly,egoistically,target,s,3.0,1,y,w,egoisticallw,0,12
kombine,combine,r,,combine,,combine,control,r,,0,c,k,kombine,3,7
gracefum,graceful,rs,,grace,ful,graceful,target,s,0.0,2,l,m,gracefum,3,8
stwange,stwange,r,,strange,,strange,control,r,,2,r,w,stwange,2,7
transtigure,transtigure,pr_long,trans,figure,,transfigure,target,r,,0,f,t,transtigure,2,11
disenherit,disinherit,ppr,dis_in,herit,,disinherit,target,p,1.0,0,i,e,disenherit,3,10
quarantina,quarantina,r,,quarantine,,quarantine,control,r,,9,e,a,quarantina,2,10
disbeliever,disbeliever,prs_long,dis,believ,er,disbeliever,target,p,0.0,1,i,a,dasbeliever,0,11
inspect,inspect,pr,in,spect,,inspect,target,r,,1,p,c,inscect,0,7
anarchically,anarchically,prsss,an,arch,ic_al_ly,anarchically,target,s,0.0,1,c,t,anarchitally,0,12
sinfuyly,sinfuyly,rss,,sin,ful_ly,sinfully,target,s,0.0,2,l,y,sinfuyly,2,8
marshmallow,marsfmallow,r,,marshmallow,,marshmallow,control,r,,4,h,f,marsfmallow,1,11
catastrophe,cabastrophe,r,,catastrophe,,catastrophe,control,r,,2,t,b,cabastrophe,1,11
encylcopedoa,encylcopedoa,r,,encylcopedia,,encylcopedia,control,r,,10,i,o,encylcopedoa,2,12
impossiblr,impossiblr,prs_long,im,possib,ly,impossibly,target,s,0.0,1,y,r,impossiblr,2,10
sceptucism,sceptucism,rs_long,,sceptic,ism,scepticism,target,r,,5,i,u,sceptucism,2,10
abnormally,abnonmally,prss,ab,norm,al_ly,abnormally,target,r,,2,r,n,abnonmally,1,10
leprechaun,leprecheun,r,,leprechaun,,leprechaun,control,r,,7,a,e,leprecheun,1,10
inactevation,inactivation,prsss,in,act,iv_at_ion,inactivation,target,s,0.0,0,i,e,inactevation,3,12
remover,removar,prs,re,mov,er,remover,target,s,0.0,0,e,a,removar,1,7
hallelujah,hallelujah,r,,hallelujah,,hallelujah,control,r,,3,l,r,halrelujah,0,10
straigst,straight,r,,straight,,straight,control,r,,6,h,s,straigst,3,8
premisuse,premisase,ppr,pre_mis,use,,premisuse,target,r,,0,u,a,premisase,1,9
silhouette,silhouetde,r,,silhouette,,silhouette,control,r,,8,t,d,silhouetde,1,10
antifreeze,antifreeze,pr_long,anti,freeze,,antifreeze,target,p,0.0,0,a,i,intifreeze,0,10
senfational,sensational,rsss,,sens,at_ion_al,sensational,target,r,,3,s,f,senfational,3,11
complete,complete,r,,complete,,complete,control,r,,7,e,a,completa,0,8
unrest,unnest,pr,un,rest,,unrest,target,r,,0,r,n,unnest,1,6
irremikable,irremikable,pprs,ir_re,lik,able,irrelikable,target,r,,0,l,m,irremikable,2,11
origin,origin,r,,origin,,origin,control,r,,1,r,j,ojigin,0,6
irrelevant,irrelevant,pprs,ir_re,lev,ant,irrelevant,target,r,,2,v,s,irrelesant,0,10
naturarize,naturarize,rss,,natur,al_ize,naturalize,target,s,0.0,1,l,r,naturarize,2,10
aytistically,aytistically,rssss,,art,ist_ic_al_ly,artistically,target,r,,1,r,y,aytistically,2,12
frankimcense,frankincense,r,,frankincense,,frankincense,control,r,,6,n,m,frankimcense,3,12
crustacean,crustaceam,r,,crustacean,,crustacean,control,r,,9,n,m,crustaceam,1,10
account,account,r,,account,,account,control,r,,5,n,r,accourt,0,7
translator,trayslator,rs_long,,translat,or,translator,target,r,,3,n,y,trayslator,1,10
experience,experience,r,,experience,,experience,control,r,,1,x,t,etperience,0,10
reactivate,reactivate,prss,re,act,iv_ate,reactivate,target,p,0.0,1,e,o,roactivate,0,10
reperteire,repertoire,r,,repertoire,,repertoire,control,r,,6,o,e,reperteire,3,10
iucalyptus,eucalyptus,r,,eucalyptus,,eucalyptus,control,r,,0,e,i,iucalyptus,3,10
