first,second,condition,prefix_template,suffix_template,root,prefixes,suffixes,word,type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error
insubtaunure,insubtaunure,pprs,pp,s,taun,in_sub,ure,insubtaunure,target,s,0.0,0,u,i,insubtaunire,0
inuroylayl,inuloylayl,prss,p,ss,roy,inu,la_yl,inuroylayl,control,r,,0,r,l,inuloylayl,1
orpriekcilayl,orpriekcilayl,prsss,p,sss,riek,orp,ci_la_yl,orpriekcilayl,control,r,,3,k,h,orpriehcilayl,0
meerally,meerally,rss,,ss,meer,,al_ly,meerally,target,s,1.0,0,l,m,meeralmy,0
ersiddob,ersiddob,ppr,pp,,dob,er_sid,,ersiddob,control,r,,1,o,a,ersiddab,0
prasally,prafally,rss,,ss,pras,,al_ly,prasally,target,r,,3,s,f,prafally,1
heediously,heediously,rss,,ss,heed,,ious_ly,heediously,target,s,0.0,2,u,o,heedioosly,0
redefommentally,redefommentally,pprsss,pp,sss,fom,re_de,ment_al_ly,redefommentally,target,r,,2,m,r,redeformentally,0
mor,ror,r,,,mor,,,mor,target,r,,0,m,r,ror,1
intrup,intrup,pr,p,,trup,in,,intrup,target,r,,0,t,p,inprup,0
roulalistic,loulalistic,rsss,,sss,roul,,al_ist_ic,roulalistic,target,r,,0,r,l,loulalistic,1
prediswisically,prediswesically,pprsss,pp,sss,wis,pre_dis,ic_al_ly,prediswisically,target,r,,1,i,e,prediswesically,1
belsfully,belsfully,rss,,ss,bels,,ful_ly,belsfully,target,s,0.0,0,f,t,belstully,0
reoverbodism,reoverbodism,pprs,pp,s,bod,re_over,ism,reoverbodism,target,p,1.0,2,e,u,reovurbodism,0
orptnoplufylssen,orptnoplufylssen,prsss,p,sss,tnop,orp,luf_yl_ssen,orptnoplufylssen,control,s,0.0,1,u,e,orptnoplefylssen,0
busmaer,busmaer,pr,p,,maer,bus,,busmaer,control,p,0.0,0,b,h,husmaer,0
roylatsici,roylatsici,rsss,,sss,roy,,la_tsi_ci,roylatsici,control,s,2.0,1,i,e,roylatsice,0
orpdob,orpdib,pr,p,,dob,orp,,orpdob,control,r,,1,o,i,orpdib,1
progirt,pwogirt,pr,p,,girt,pro,,progirt,target,p,0.0,1,r,w,pwogirt,1
tnopyl,tnapyl,rs,,s,tnop,,yl,tnopyl,control,r,,2,o,a,tnapyl,1
heedically,heedically,rsss,,sss,heed,,ic_al_ly,heedically,target,r,,1,e,i,hiedically,0
reglocate,riglocate,prs,p,s,gloc,re,ate,reglocate,target,p,0.0,1,e,i,riglocate,1
edsarptsiciyl,edsarptsiciyl,prsss,p,sss,sarp,ed,tsi_ci_yl,edsarptsiciyl,control,s,2.0,0,y,w,edsarptsiciwl,0
proteanly,proteanly,prs,p,s,tean,pro,ly,proteanly,target,s,0.0,0,l,m,proteanmy,0
nitalcnoitala,nitalcnoitala,prss,p,ss,talc,ni,noita_la,nitalcnoitala,control,r,,1,a,o,nitolcnoitala,0
rieklatsici,rioklatsici,rsss,,sss,riek,,la_tsi_ci,rieklatsici,control,r,,2,e,o,rioklatsici,1
inroul,inroul,pr,p,,roul,in,,inroul,target,p,0.0,1,n,m,imroul,0
uninroul,uninroum,ppr,pp,,roul,un_in,,uninroul,target,r,,3,l,m,uninroum,1
nurdtnemla,nurdtnemla,rss,,ss,nurd,,tnem_la,nurdtnemla,control,r,,0,n,m,murdtnemla,0
orpnuazecna,orpnuazecna,prs,p,s,nuaz,orp,ecna,orpnuazecna,control,p,0.0,0,o,a,arpnuazecna,0
inuromyl,enuromyl,prs,p,s,rom,inu,yl,inuromyl,control,p,0.0,0,i,e,enuromyl,1
interrien,enterrien,pr,p,,rien,inter,,interrien,target,p,0.0,0,i,e,enterrien,1
ersidmaertnemla,ersidmaertnemla,pprss,pp,ss,maer,er_sid,tnem_la,ersidmaertnemla,control,p,0.0,0,e,o,orsidmaertnemla,0
insubglocate,insubtlocate,pprs,pp,s,gloc,in_sub,ate,insubglocate,target,r,,0,g,t,insubtlocate,1
reoverbodate,reoverbodate,pprs,pp,s,bod,re_over,ate,reoverbodate,target,r,,1,o,e,reoverbedate,0
ernideehsuoi,ernideehtuoi,pprs,pp,s,deeh,er_ni,suoi,ernideehsuoi,control,s,0.0,0,s,t,ernideehtuoi,1
prorienational,prorienational,prss,p,ss,rien,pro,ation_al,prorienational,target,p,0.0,1,r,w,pworienational,0
insubream,insupream,ppr,pp,,ream,in_sub,,insubream,target,p,1.0,2,b,p,insupream,1
interdrun,onterdrun,pr,p,,drun,inter,,interdrun,target,p,0.0,0,i,o,onterdrun,1
rekeiristicly,rekeiristicly,prsss,p,sss,keir,re,ist_ic_ly,rekeiristicly,target,p,0.0,1,e,o,rokeiristicly,0
errom,errom,pr,p,,rom,er,,errom,control,p,0.0,1,r,w,ewrom,0
procetate,procetate,prs,p,s,cet,pro,ate,procetate,target,r,,0,c,v,provetate,0
royla,royna,rs,,s,roy,,la,royla,control,s,0.0,0,l,n,royna,1
bodly,bodly,rs,,s,bod,,ly,bodly,target,r,,1,o,e,bedly,0
outdrunally,ousdrunally,prss,p,ss,drun,out,al_ly,outdrunally,target,p,0.0,2,t,s,ousdrunally,1
niwerkcila,newerkcila,prss,p,ss,werk,ni,ci_la,niwerkcila,control,p,0.0,1,i,e,newerkcila,1
unheed,unheek,pr,p,,heed,un,,unheed,target,r,,3,d,k,unheek,1
eredtnoplatsici,eredtroplatsici,pprsss,pp,sss,tnop,er_ed,la_tsi_ci,eredtnoplatsici,control,r,,1,n,r,eredtroplatsici,1
sarpnoita,sarpnoita,rs,,s,sarp,,noita,sarpnoita,control,s,0.0,3,t,s,sarpnoisa,0
redismor,wedismor,ppr,pp,,mor,re_dis,,redismor,target,p,0.0,0,r,w,wedismor,1
jegal,jegay,rs,,s,jeg,,al,jegal,target,s,0.0,1,l,y,jegay,1
ingirtational,ingirtational,prss,p,ss,girt,in,ation_al,ingirtational,target,s,0.0,2,i,a,ingirtataonal,0
redrunical,redruyical,prss,p,ss,drun,re,ic_al,redrunical,target,r,,3,n,y,redruyical,1
redecun,redecun,ppr,pp,,cun,re_de,,redecun,target,p,1.0,0,d,s,resecun,0
nibussarp,nibussarp,ppr,pp,,sarp,ni_bus,,nibussarp,control,p,0.0,1,i,o,nobussarp,0
redebelsmental,redebelsmintal,pprss,pp,ss,bels,re_de,ment_al,redebelsmental,target,s,0.0,1,e,i,redebelsmintal,1
retnisarp,retnosarp,pr,p,,sarp,retni,,retnisarp,control,p,0.0,4,i,o,retnosarp,1
uningloc,uningmoc,ppr,pp,,gloc,un_in,,uningloc,target,r,,1,l,m,uningmoc,1
predisgirtfullyness,predisgirtfullyness,pprsss,pp,sss,girt,pre_dis,ful_ly_ness,predisgirtfullyness,target,r,,2,r,m,predisgimtfullyness,0
redemeeralistic,redemeeralistic,pprsss,pp,sss,meer,re_de,al_ist_ic,redemeeralistic,target,r,,1,e,a,redemaeralistic,0
deehtnemlayl,deestnemlayl,rsss,,sss,deeh,,tnem_la_yl,deehtnemlayl,control,r,,3,h,s,deestnemlayl,1
erpedgejlatsici,erpedgejlahsici,pprsss,pp,sss,gej,erp_ed,la_tsi_ci,erpedgejlatsici,control,s,1.0,0,t,h,erpedgejlahsici,1
ersimtalc,ersimtolc,ppr,pp,,talc,er_sim,,ersimtalc,control,r,,1,a,o,ersimtolc,1
reoutrienmental,reoutrienmental,pprss,pp,ss,rien,re_out,ment_al,reoutrienmental,target,p,1.0,1,u,e,reoetrienmental,0
nuazeta,nuazeto,rs,,s,nuaz,,eta,nuazeta,control,s,0.0,2,a,o,nuazeto,1
sidtektnemlayl,sidtektnemlayl,prsss,p,sss,tek,sid,tnem_la_yl,sidtektnemlayl,control,r,,2,k,c,sidtectnemlayl,0
errevotnopmsi,errevotnopmsi,pprs,pp,s,tnop,er_revo,msi,errevotnopmsi,control,r,,3,p,v,errevotnovmsi,0
subheedal,subheeday,prs,p,s,heed,sub,al,subheedal,target,s,0.0,1,l,y,subheeday,1
meerically,meericalwy,rsss,,sss,meer,,ic_al_ly,meerically,target,s,2.0,0,l,w,meericalwy,1
maerlayl,maarlayl,rss,,ss,maer,,la_yl,maerlayl,control,r,,2,e,a,maarlayl,1
cunmental,cunmentol,rss,,ss,cun,,ment_al,cunmental,target,s,1.0,0,a,o,cunmentol,1
heedfullyness,heedfullwness,rsss,,sss,heed,,ful_ly_ness,heedfullyness,target,s,1.0,1,y,w,heedfullwness,1
remisfomational,remisfomational,pprss,pp,ss,fom,re_mis,ation_al,remisfomational,target,s,0.0,1,t,h,remisfomahional,0
profomational,profoyational,prss,p,ss,fom,pro,ation_al,profomational,target,r,,2,m,y,profoyational,1
ramation,ramation,rs,,s,ram,,ation,ramation,target,r,,1,a,e,remation,0
predisglocational,predisglicational,pprss,pp,ss,gloc,pre_dis,ation_al,predisglocational,target,r,,2,o,i,predisglicational,1
unkeiration,unheiration,prs,p,s,keir,un,ation,unkeiration,target,r,,0,k,h,unheiration,1
unintean,unintean,ppr,pp,,tean,un_in,,unintean,target,r,,1,e,i,unintian,0
ersimreemtnemlayl,ersimreemtnemlayl,pprsss,pp,sss,reem,er_sim,tnem_la_yl,ersimreemtnemlayl,control,s,2.0,0,y,r,ersimreemtnemlarl,0
predeheedfullyness,predeheedfullyness,pprsss,pp,sss,heed,pre_de,ful_ly_ness,predeheedfullyness,target,r,,1,e,a,predehaedfullyness,0
ketmentally,ketmentally,rsss,,sss,ket,,ment_al_ly,ketmentally,target,s,0.0,0,m,l,ketlentally,0
drunic,dlunic,rs,,s,drun,,ic,drunic,target,r,,1,r,l,dlunic,1
reinglocist,reinglocist,pprs,pp,s,gloc,re_in,ist,reinglocist,target,r,,2,o,i,reinglicist,0
inumartnemlayl,iyumartnemlayl,prsss,p,sss,mar,inu,tnem_la_yl,inumartnemlayl,control,p,0.0,1,n,y,iyumartnemlayl,1
nunineir,nunineir,ppr,pp,,neir,nu_ni,,nunineir,control,r,,2,i,o,nunineor,0
kooptnemla,koiptnemla,rss,,ss,koop,,tnem_la,kooptnemla,control,r,,2,o,i,koiptnemla,1
unintaunation,unintaunation,pprs,pp,s,taun,un_in,ation,unintaunation,target,p,1.0,0,i,o,unontaunation,0
unkrew,unkrew,pr,p,,krew,un,,unkrew,target,r,,2,e,a,unkraw,0
trupalistic,trupalistic,rsss,,sss,trup,,al_ist_ic,trupalistic,target,s,2.0,1,c,g,trupalistig,0
progloc,pragloc,pr,p,,gloc,pro,,progloc,target,p,0.0,2,o,a,pragloc,1
orpcolgylssen,orpcolgylssen,prss,p,ss,colg,orp,yl_ssen,orpcolgylssen,control,p,0.0,0,o,e,erpcolgylssen,0
incetate,incetate,prs,p,s,cet,in,ate,incetate,target,s,0.0,1,t,s,incetase,0
retnitec,retnitec,pr,p,,tec,retni,,retnitec,control,p,0.0,1,e,u,rutnitec,0
recarpational,lecarpational,prss,p,ss,carp,re,ation_al,recarpational,target,p,0.0,0,r,l,lecarpational,1
reinprasist,reinprasist,pprs,pp,s,pras,re_in,ist,reinprasist,target,p,0.0,1,e,i,riinprasist,0
reindrunate,reindrunate,pprs,pp,s,drun,re_in,ate,reindrunate,target,s,0.0,0,a,e,reindrunete,0
reamally,reamally,rss,,ss,ream,,al_ly,reamally,target,s,1.0,0,l,m,reamalmy,0
redekeirical,redekeirical,pprss,pp,ss,keir,re_de,ic_al,redekeirical,target,r,,3,r,m,redekeimical,0
rienical,rienecal,rss,,ss,rien,,ic_al,rienical,target,s,0.0,0,i,e,rienecal,1
reoverkealational,reoverkeawational,pprss,pp,ss,keal,re_over,ation_al,reoverkealational,target,r,,3,l,w,reoverkeawational,1
reingirtically,raingirtically,pprsss,pp,sss,girt,re_in,ic_al_ly,reingirtically,target,p,0.0,1,e,a,raingirtically,1
taunate,taunete,rs,,s,taun,,ate,taunate,target,s,0.0,0,a,e,taunete,1
reamlyness,reamlyniss,rss,,ss,ream,,ly_ness,reamlyness,target,s,1.0,1,e,i,reamlyniss,1
reteanally,retearally,prss,p,ss,tean,re,al_ly,reteanally,target,r,,3,n,r,retearally,1
ersidnuaz,ersidnuah,ppr,pp,,nuaz,er_sid,,ersidnuaz,control,r,,3,z,h,ersidnuah,1
nitektnemlayl,nitektremlayl,prsss,p,sss,tek,ni,tnem_la_yl,nitektnemlayl,control,s,0.0,1,n,r,nitektremlayl,1
erromcila,erromcila,prss,p,ss,rom,er,ci_la,erromcila,control,s,1.0,1,a,e,erromcile,0
erpsidmoftnemlayl,erpsidmoftnerlayl,pprsss,pp,sss,mof,erp_sid,tnem_la_yl,erpsidmoftnemlayl,control,s,0.0,3,m,r,erpsidmoftnerlayl,1
ersidslebla,ersiddlebla,pprs,pp,s,sleb,er_sid,la,ersidslebla,control,r,,0,s,d,ersiddlebla,1
nugej,wugej,pr,p,,gej,nu,,nugej,control,p,0.0,0,n,w,wugej,1
erpedslebsuoiyl,ewpedslebsuoiyl,pprss,pp,ss,sleb,erp_ed,suoi_yl,erpedslebsuoiyl,control,p,0.0,1,r,w,ewpedslebsuoiyl,1
kooplufylssen,kooklufylssen,rsss,,sss,koop,,luf_yl_ssen,kooplufylssen,control,r,,3,p,k,kooklufylssen,1
inkeirious,inkeirioup,prs,p,s,keir,in,ious,inkeirious,target,s,0.0,3,s,p,inkeirioup,1
erpedmareta,erpedmareda,pprs,pp,s,mar,erp_ed,eta,erpedmareta,control,s,0.0,1,t,d,erpedmareda,1
niprac,miprac,pr,p,,prac,ni,,niprac,control,p,0.0,0,n,m,miprac,1
erniteceta,erniteceta,pprs,pp,s,tec,er_ni,eta,erniteceta,control,s,0.0,0,e,i,ernitecita,0
laeklufylssen,laeklufmlssen,rsss,,sss,laek,,luf_yl_ssen,laeklufylssen,control,s,1.0,0,y,m,laeklufmlssen,1
kealmental,kealmental,rss,,ss,keal,,ment_al,kealmental,target,r,,2,a,o,keolmental,0
insubglocational,insubglocational,pprss,pp,ss,gloc,in_sub,ation_al,insubglocational,target,s,1.0,0,a,o,insubglocationol,0
cunational,cunational,rss,,ss,cun,,ation_al,cunational,target,s,0.0,2,i,u,cunatuonal,0
orptalc,orptalc,pr,p,,talc,orp,,orptalc,control,r,,3,c,p,orptalp,0
erpsidneirnoitala,erpsidneirnoitala,pprss,pp,ss,neir,erp_sid,noita_la,erpsidneirnoitala,control,p,1.0,1,i,a,erpsadneirnoitala,0
trupate,trepate,rs,,s,trup,,ate,trupate,target,r,,2,u,e,trepate,1
nunaet,munaet,pr,p,,naet,nu,,nunaet,control,p,0.0,0,n,m,munaet,1
redecunalistic,redecunalictic,pprsss,pp,sss,cun,re_de,al_ist_ic,redecunalistic,target,s,1.0,1,s,c,redecunalictic,1
ninurdsuoi,nirurdsuoi,prs,p,s,nurd,ni,suoi,ninurdsuoi,control,r,,0,n,r,nirurdsuoi,1
sarpnoita,sarpniita,rs,,s,sarp,,noita,sarpnoita,control,s,0.0,1,o,i,sarpniita,1
predetaunlyness,pradetaunlyness,pprss,pp,ss,taun,pre_de,ly_ness,predetaunlyness,target,p,0.0,2,e,a,pradetaunlyness,1
eredwerklufyl,ereswerklufyl,pprss,pp,ss,werk,er_ed,luf_yl,eredwerklufyl,control,p,1.0,1,d,s,ereswerklufyl,1
predecunical,predecunicel,pprss,pp,ss,cun,pre_de,ic_al,predecunical,target,s,1.0,0,a,e,predecunicel,1
nicolgyl,nicolgyl,prs,p,s,colg,ni,yl,nicolgyl,control,p,0.0,1,i,e,necolgyl,0
nunideeh,numideeh,ppr,pp,,deeh,nu_ni,,nunideeh,control,p,1.0,0,n,m,numideeh,1
