first,second,morphemes,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
ednauktaonialsim,ednauktaonialsim,prssss,naut,ed,ta_oni_al_sim,ednauttaonialsim,control,r,,3,t,k,ednauktaonialsim,2,16
erveropook,erveropooh,ppr,pook,er_vero,,erveropook,control,r,,3,k,h,erveropooh,1,10
gloc,sloc,r,gloc,,,gloc,target,r,,0,g,s,sloc,1,4
undarfionallw,undarfionallw,prsss,darf,un,ion_al_ly,undarfionally,target,s,2.0,1,y,w,undarfionallw,2,13
meakulfyl,meakulfyl,rss,meak,,ulf_yl,meakulfyl,control,r,,3,k,s,measulfyl,0,9
nusimtolcelba,nusimtolcelba,pprs,talc,nu_sim,elba,nusimtalcelba,control,r,,1,a,o,nusimtolcelba,2,13
pregloc,pmegloc,pr,gloc,pre,,pregloc,target,p,0.0,1,r,m,pmegloc,1,7
nithels,nithels,r_long,nithols,,,nithols,control,r,,4,o,e,nithels,2,7
nifrahouisyl,nifrahouisyl,prss,frad,ni,ouis_yl,nifradouisyl,control,r,,3,d,h,nifrahouisyl,2,12
onnerromviyit,onnerremviyit,pprss,rem,onn_er,vi_yit,onnerremviyit,control,r,,1,e,o,onnerromviyit,3,13
losicursens,losicarsens,rs_long,losicur,,sens,losicursens,control,r,,5,u,a,losicarsens,1,11
giwlasitci,giwlasitci,rsss,siw,,la_sit_ci,siwlasitci,control,r,,0,s,g,giwlasitci,2,10
sidroziraceru,sidroziracera,prs_long,rozirac,sid,eru,sidroziraceru,control,s,0.0,2,u,a,sidroziracera,1,13
nineileta,nineilota,prs,neil,ni,eta,nineileta,control,s,0.0,0,e,o,nineilota,1,9
meaktaonilasit,maaktaonilasit,rssss,meak,,ta_oni_la_sit,meaktaonilasit,control,r,,1,e,a,maaktaonilasit,1,14
inoroltick,inoroltick,pr_long,roltick,inu,,inuroltick,control,p,0.0,2,u,o,inoroltick,2,10
colgyl,colgyl,rs,colg,,yl,colgyl,control,r,,2,l,y,coygyl,0,6
numofouisyl,numofouisll,prss,mof,nu,ouis_yl,numofouisyl,control,s,1.0,0,y,l,numofouisll,1,11
nunoctasitciyl,nenoctasitciyl,prssss,noc,nu,ta_sit_ci_yl,nunoctasitciyl,control,p,0.0,1,u,e,nenoctasitciyl,1,14
disgrivonure,dihgrivonure,prs_long,grivon,dis,ure,disgrivonure,target,p,0.0,2,s,h,dihgrivonure,1,12
enmistaunable,unmistaunable,pprs,taun,un_mis,able,unmistaunable,target,p,0.0,0,u,e,enmistaunable,3,13
sidnitoncouissens,sidnitoncauissens,pprss,tonc,sid_ni,ouis_sens,sidnitoncouissens,control,s,0.0,0,o,a,sidnitoncauissens,1,17
subtoak,subteak,pr,teak,sub,,subteak,target,r,,1,e,o,subtoak,3,7
carizojable,carizojable,rs_long,carizor,,able,carizorable,target,r,,6,r,j,carizojable,2,11
hen,hen,r,gen,,,gen,control,r,,0,g,h,hen,2,3
glicalisticly,glicalisticly,rssss,gloc,,al_ist_ic_ly,glocalisticly,target,r,,2,o,i,glicalisticly,2,13
trigtilayl,trigtilayl,rsss,trig,,ci_la_yl,trigcilayl,control,s,0.0,0,c,t,trigtilayl,2,10
unijentel,urijentel,pr_long,jentel,uni,,unijentel,target,p,0.0,1,n,r,urijentel,1,9
nimooseti,nimooseta,prs,moos,ni,eta,nimooseta,control,s,0.0,2,a,i,nimooseti,3,9
cunly,cunly,rs,cun,,ly,cunly,target,r,,1,u,e,cenly,0,5
cuworis,cuworis,r_long,culoris,,,culoris,target,r,,2,l,w,cuworis,2,7
ersimsiw,ersimsiw,ppr,siw,er_sim,,ersimsiw,control,p,1.0,0,s,t,ertimsiw,0,8
siwlayl,sillayl,rss,siw,,la_yl,siwlayl,control,r,,2,w,l,sillayl,1,7
nitelconilayl,nitalconilayl,prsss,talc,ni,oni_la_yl,nitalconilayl,control,r,,1,a,e,nitelconilayl,3,13
prun,trun,r,trun,,,trun,control,r,,0,t,p,prun,3,4
distrivanment,distrivanment,prs_long,trivin,dis,ment,distrivinment,target,r,,4,i,a,distrivanment,2,13
culorisance,culorisance,rs_long,culoris,,ance,culorisance,target,r,,4,r,m,culomisance,0,11
otunearoz,otunearoz,pr_long,nearoz,otu,,otunearoz,control,p,0.0,2,u,e,otenearoz,0,9
