first,second,morphemes,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
ursimgennemt,ersimgennemt,pprs,gen,er_sim,nemt,ersimgennemt,control,p,0.0,0,e,u,ursimgennemt,3,12
erpreeteviyl,erpreeteviyl,prss,reet,erp,evi_yl,erpreeteviyl,control,p,0.0,0,e,o,orpreeteviyl,0,12
diswondelment,disnondelment,prs_long,wondel,dis,ment,diswondelment,target,r,,0,w,n,disnondelment,1,13
eredriek,eredriek,ppr,riek,er_ed,,eredriek,control,p,0.0,0,e,u,uredriek,0,8
feetnemtlasim,feetnemtlasim,rsss,feeg,,nemt_la_sim,feegnemtlasim,control,r,,3,g,t,feetnemtlasim,2,13
krewal,kremal,rs,krew,,al,krewal,target,r,,3,w,m,kremal,1,6
edtakzitaoni,edtekzitaoni,prsss,tek,ed,zi_ta_oni,edtekzitaoni,control,r,,1,e,a,edtakzitaoni,3,12
toncsitcilayl,toncsitcilayr,rssss,tonc,,sit_ci_la_yl,toncsitcilayl,control,s,3.0,1,l,r,toncsitcilayr,1,13
losicurmemt,losicurnemt,rs_long,losicur,,nemt,losicurnemt,control,s,0.0,0,n,m,losicurmemt,3,11
diskoulity,diskoulity,prs,koul,dis,ity,diskoulity,target,s,0.0,1,t,d,diskoulidy,0,10
fwad,fwad,r,frad,,,frad,control,r,,1,r,w,fwad,2,4
wondel,wendel,r_long,wondel,,,wondel,target,r,,1,o,e,wendel,1,6
unconalisticly,unconalisticly,prssss,con,un,al_ist_ic_ly,unconalisticly,target,s,1.0,1,s,c,unconalicticly,0,14
sidnisarfoniray,sidnisargoniray,pprss,sarg,sid_ni,oni_ray,sidnisargoniray,control,r,,3,g,f,sidnisarfoniray,3,15
inuneel,inuneil,pr,neil,inu,,inuneil,control,r,,2,i,e,inuneel,3,7
wisliness,wisliness,rss,wis,,li_ness,wisliness,target,r,,1,i,a,wasliness,0,9
rentilerdow,rentilendow,pr_long,lendow,renti,,rentilendow,control,r,,2,n,r,rentilerdow,3,11
yistrilock,mistrilock,pr_long,trilock,mis,,mistrilock,target,p,0.0,0,m,y,yistrilock,3,10
talclasitciyl,telclasitciyl,rssss,talc,,la_sit_ci_yl,talclasitciyl,control,r,,1,a,e,telclasitciyl,1,13
colhla,colgla,rs,colg,,la,colgla,control,r,,3,g,h,colhla,3,6
repsidroc,repsidroc,ppr,noc,rep_sid,,repsidnoc,control,r,,0,n,r,repsidroc,2,9
moperntouis,moparntouis,rs_long,moparnt,,ouis,moparntouis,control,r,,3,a,e,moperntouis,3,11
sidsargyti,sidsargyti,prs,sarg,sid,yti,sidsargyti,control,s,0.0,0,y,n,sidsargnti,0,10
kaopalistic,koopalistic,rsss,koop,,al_ist_ic,koopalistic,target,r,,1,o,a,kaopalistic,3,11
weetsitci,weetsitci,rss,reet,,sit_ci,reetsitci,control,r,,0,r,w,weetsitci,2,9
updrun,updwun,pr,drun,up,,updrun,target,r,,1,r,w,updwun,1,6
sidnilouknat,sidniloukmat,pprs,louk,sid_ni,nat,sidnilouknat,control,s,0.0,0,n,m,sidniloukmat,1,12
sidninocouisyl,sidninocouisyy,pprss,noc,sid_ni,ouis_yl,sidninocouisyl,control,s,1.0,1,l,y,sidninocouisyy,1,14
nithols,nethols,r_long,nithols,,,nithols,control,r,,1,i,e,nethols,1,7
sidnirgovulf,sidnirgovult,prs_long,nirgov,sid,ulf,sidnirgovulf,control,s,0.0,2,f,t,sidnirgovult,1,12
nucomgsitcilayl,nucomgsitcilayl,prssss,colg,nu,sit_ci_la_yl,nucolgsitcilayl,control,r,,2,l,m,nucomgsitcilayl,2,15
inkeirively,inkeiravely,prss,keir,in,ive_ly,inkeirively,target,s,0.0,0,i,a,inkeiravely,1,11
edsiwvitaoni,edsiwvitaoni,prsss,siw,ed,vi_ta_oni,edsiwvitaoni,control,p,0.0,0,e,a,adsiwvitaoni,0,12
werk,werk,r,werk,,,werk,control,r,,1,e,a,wark,0,4
gargla,gargla,rs,sarg,,la,sargla,control,r,,0,s,g,gargla,2,6
enfob,ejfob,pr,fob,en,,enfob,target,p,0.0,1,n,j,ejfob,1,5
predesket,predisket,ppr,ket,pre_dis,,predisket,target,p,1.0,1,i,e,predesket,3,9
unconmental,unconmontal,prss,con,un,ment_al,unconmental,target,s,0.0,1,e,o,unconmontal,1,11
distrelanful,distrelanful,prs_long,trilan,dis,ful,distrilanful,target,r,,2,i,e,distrelanful,2,12
keaptaonilasim,keaptaonilasim,rssss,keat,,ta_oni_la_sim,keattaonilasim,control,r,,3,t,p,keaptaonilasim,2,14
edtekre,edtekri,prs,tek,ed,re,edtekre,control,s,0.0,1,e,i,edtekri,1,7
inglocicalwy,inglocically,prsss,gloc,in,ic_al_ly,inglocically,target,s,2.0,0,l,w,inglocicalwy,3,12
katmentalism,katmentalism,rsss,ket,,ment_al_ism,ketmentalism,target,r,,1,e,a,katmentalism,2,12
kaflomelba,faflomelba,rs_long,kaflom,,elba,kaflomelba,control,r,,0,k,f,faflomelba,1,10
moparwt,moparnt,r_long,moparnt,,,moparnt,control,r,,5,n,w,moparwt,3,7
tonculfwl,tonculfwl,rss,tonc,,ulf_yl,tonculfyl,control,s,1.0,0,y,w,tonculfwl,2,9
fom,fom,r,fom,,,fom,target,r,,2,m,r,for,0,3
remisclatment,remisclatmelt,pprs,clat,re_mis,ment,remisclatment,target,s,0.0,2,n,l,remisclatmelt,1,13
intercarizor,intercarizor,pr_long,carizor,inter,,intercarizor,target,p,0.0,0,i,u,untercarizor,0,12
sidnineiloniray,sidnineiloniray,pprss,neil,sid_ni,oni_ray,sidnineiloniray,control,r,,2,i,o,sidnineoloniray,0,15
edmeaktaomialsim,edmeaktaomialsim,prssss,meak,ed,ta_oni_al_sim,edmeaktaonialsim,control,s,1.0,1,n,m,edmeaktaomialsim,2,16
citistic,cetistic,rss,cet,,ist_ic,cetistic,target,r,,1,e,i,citistic,3,8
lendow,londow,r_long,lendow,,,lendow,control,r,,1,e,o,londow,1,6
incuniously,incuniouply,pprss,cun,in,ious_ly,incuniously,target,s,0.0,3,s,p,incuniouply,1,11
celglasitci,colglasitci,rsss,colg,,la_sit_ci,colglasitci,control,r,,1,o,e,celglasitci,3,11
subzicerel,subzicerel,pr_long,zicerel,sub,,subzicerel,target,r,,4,r,m,subzicemel,0,10
nertationalism,nertationalism,rssss,nurt,,at_ion_al_ism,nurtationalism,target,r,,1,u,e,nertationalism,2,14
simteknemd,simteknemd,prs,tek,sim,nemt,simteknemt,control,s,0.0,3,t,d,simteknemd,2,10
degirtationalism,degirtationalism,prssss,girt,de,at_ion_al_ism,degirtationalism,target,p,0.0,0,d,g,gegirtationalism,0,16
negen,nugen,pr,gen,ne,,negen,control,p,0.0,1,e,u,nugen,1,5
cetism,cetism,rs,cet,,ism,cetism,target,s,0.0,0,i,e,cetesm,0,6
niloukeviyl,riloukeviyl,prss,louk,ni,evi_yl,niloukeviyl,control,p,0.0,0,n,r,riloukeviyl,1,11
ermireetelba,ermireetelba,pprs,reet,er_mi,elba,ermireetelba,control,r,,2,e,a,ermireatelba,0,12
sidroltecknemt,sidrolticknemt,prs_long,roltick,sid,nemt,sidrolticknemt,control,r,,4,i,e,sidroltecknemt,3,14
krem,krew,r,krew,,,krew,target,r,,3,w,m,krem,3,4
erodmof,erodmof,ppr,mof,er_ed,,eredmof,control,p,1.0,0,e,o,erodmof,2,7
deteakivasion,deteakivasion,prsss,teak,de,iv_at_ion,deteakivation,target,s,1.0,1,t,s,deteakivasion,2,13
triviniouh,trivinious,rs_long,trivin,,ious,trivinious,target,s,0.0,3,s,h,triviniouh,3,10
inlienioniry,inlienionary,pprss,lien,in,ion_ary,inlienionary,target,s,1.0,0,a,i,inlienioniry,3,12
fraddim,fraddim,rs,frad,,sim,fradsim,control,s,0.0,0,s,d,fraddim,2,7
siytuskrip,simtuskrip,pr_long,tuskrip,sim,,simtuskrip,control,p,0.0,2,m,y,siytuskrip,3,10
noccileyl,noccileyl,rsss,noc,,ci_la_yl,noccilayl,control,s,1.0,1,a,e,noccileyl,2,9
miskeamment,mihkeamment,prs,keam,mis,ment,miskeamment,target,p,0.0,2,s,h,mihkeamment,1,11
preglocively,preglocovely,prss,gloc,pre,ive_ly,preglocively,target,s,0.0,0,i,o,preglocovely,1,12
flomakment,fyomakment,rs_long,flomak,,ment,flomakment,target,r,,1,l,y,fyomakment,1,10
tmilock,trilock,r_long,trilock,,,trilock,target,r,,1,r,m,tmilock,3,7
pusarg,pusarg,pr,sarg,pu,,pusarg,control,p,0.0,0,p,t,tusarg,0,6
redeheer,redeheer,ppr,teer,re_de,,redeteer,target,r,,0,t,h,redeheer,2,8
cun,cuw,r,cun,,,cun,target,r,,2,n,w,cuw,1,3
tlatfully,tlatfully,rss,clat,,ful_ly,clatfully,target,r,,0,c,t,tlatfully,2,9
decunization,decunizavion,prsss,cun,de,iz_at_ion,decunization,target,s,1.0,1,t,v,decunizavion,1,12
diszicerelment,diszicerelment,prs_long,zicerel,dis,ment,diszicerelment,target,s,0.0,2,n,m,diszicerelmemt,0,14
krewistically,krewistically,rssss,krew,,ist_ic_al_ly,krewistically,target,s,0.0,1,s,f,krewiftically,0,13
unfobisticalry,unfobisticalry,prssss,fob,un,ist_ic_al_ly,unfobistically,target,s,3.0,0,l,r,unfobisticalry,2,14
disinteerant,disinteerant,pprs,teer,dis_in,ant,disinteerant,target,r,,2,e,i,disinteirant,0,12
mibofcilayl,mabofcilayl,prsss,bof,mi,ci_la_yl,mibofcilayl,control,p,0.0,1,i,a,mabofcilayl,1,11
jentor,jentar,r_long,jentor,,,jentor,target,r,,4,o,a,jentar,1,6
deglocir,deglocer,prs,gloc,de,er,deglocer,target,s,0.0,0,e,i,deglocir,3,8
tidlosicurnemt,sidlosicurnemt,prs_long,losicur,sid,nemt,sidlosicurnemt,control,p,0.0,0,s,t,tidlosicurnemt,3,14
nutonctasitciyl,nutonctasitciml,prssss,tonc,nu,ta_sit_ci_yl,nutonctasitciyl,control,s,3.0,0,y,m,nutonctasitciml,1,15
remilsens,remilsens,rss,rem,,il_sens,remilsens,control,r,,1,e,o,romilsens,0,9
reinnurtable,reinnurtable,pprs,nurt,re_in,able,reinnurtable,target,s,0.0,2,l,r,reinnurtabre,0,12
talc,talc,r,talc,,,talc,control,r,,2,l,m,tamc,0,4
unicun,inicun,pr,cun,uni,,unicun,target,p,0.0,0,u,i,inicun,1,6
grivonabwe,grivonabwe,rs_long,grivon,,able,grivonable,target,s,0.0,2,l,w,grivonabwe,2,10
unconionary,unconionary,pprss,con,in,ion_ary,inconionary,target,p,0.0,0,i,u,unconionary,2,11
kotal,kotal,rs,ket,,al,ketal,target,r,,1,e,o,kotal,2,5
conically,conically,rsss,con,,ic_al_ly,conically,target,r,,1,o,a,canically,0,9
redegirt,redegirt,ppr,girt,re_de,,redegirt,target,p,1.0,0,d,b,rebegirt,0,8
busnetork,busnetork,pr_long,netork,bus,,busnetork,control,p,0.0,0,b,t,tusnetork,0,9
folalisticly,fomalisticly,rssss,fom,,al_ist_ic_ly,fomalisticly,target,r,,2,m,l,folalisticly,3,12
nufeegwemtla,nufeegwemtla,prss,feeg,nu,nemt_la,nufeegnemtla,control,s,0.0,0,n,w,nufeegwemtla,2,12
