first,second,condition,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
depontization,depontization,prsss,pont,de,iz_at_ion,depontization,target,r,,3,t,p,deponpization,0,13
losipur,losipur,r_long,losipur,,,losipur,control,r,,4,p,t,lositur,0,7
erniteknemt,erniteknemt,pprs,tek,er_ni,nemt,erniteknemt,control,r,,1,e,a,ernitaknemt,0,11
reincunment,reencunment,pprs,cun,re_in,ment,reincunment,target,p,1.0,0,i,e,reencunment,1,11
nutecouisyl,lutecouisyl,prss,tec,nu,ouis_yl,nutecouisyl,control,p,0.0,0,n,l,lutecouisyl,1,11
sidninautoniray,sidninautoniray,pprss,naut,sid_ni,oni_ray,sidninautoniray,control,p,1.0,1,i,o,sidnonautoniray,0,15
colgsim,colgsim,rs,colg,,sim,colgsim,control,s,0.0,1,i,e,colgsem,0,7
cunism,cunism,rs,cun,,ism,cunism,target,s,0.0,2,m,n,cunisn,0,6
tonplasitci,toyplasitci,rsss,tonp,,la_sit_ci,tonplasitci,control,r,,2,n,y,toyplasitci,1,11
mimaryl,rimaryl,prs,mar,mi,yl,mimaryl,control,p,0.0,0,m,r,rimaryl,1,7
jentor,jentor,r_long,jentor,,,jentor,target,r,,2,n,l,jeltor,0,6
outskrupit,outskrupit,pr_long,skrupit,out,,outskrupit,target,p,0.0,0,o,a,autskrupit,0,10
unpookistically,unpookisticarly,prssss,pook,un,ist_ic_al_ly,unpookistically,target,s,2.0,1,l,r,unpookisticarly,1,15
unfobness,unfopness,prs,fob,un,ness,unfobness,target,r,,2,b,p,unfopness,1,9
siwcilayl,siwcilayl,rsss,siw,,ci_la_yl,siwcilayl,control,s,2.0,1,l,m,siwcilaym,0,9
cunationally,cumationally,rssss,cun,,at_ion_al_ly,cunationally,target,r,,2,n,m,cumationally,1,12
repurtivity,repurcivity,pprss,purt,re,iv_ity,repurtivity,target,r,,3,t,c,repurcivity,1,11
nurdtaonilasit,nurstaonilasit,rssss,nurd,,ta_oni_la_sit,nurdtaonilasit,control,r,,3,d,s,nurstaonilasit,1,14
