first,second,morphemes,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
nugensitcilayl,nugensitcilayl,prssss,gen,nu,sit_ci_la_yl,nugensitcilayl,control,p,0.0,1,u,e,negensitcilayl,0,14
indrunicablity,invrunicablity,prsss,drun,in,ic_abl_ity,indrunicablity,target,r,,0,d,v,invrunicablity,1,14
geeg,geeg,r,geef,,,geef,target,r,,3,f,g,geeg,2,4
sidhen,sidhen,pr,gen,sid,,sidgen,control,r,,0,g,h,sidhen,2,6
oatkeirenly,outkeirenly,prss,keir,out,en_ly,outkeirenly,target,p,0.0,1,u,a,oatkeirenly,3,11
miteatcilbayit,miteatcilbayit,prsss,keat,mi,ci_lba_yit,mikeatcilbayit,control,r,,0,k,t,miteatcilbayit,2,14
disfobol,disfobol,prs,fob,dis,al,disfobal,target,s,0.0,0,a,o,disfobol,2,8
ancetistically,uncetistically,prssss,cet,un,ist_ic_al_ly,uncetistically,target,p,0.0,0,u,a,ancetistically,3,14
misnurt,misnurp,pr,nurt,mis,,misnurt,target,r,,3,t,p,misnurp,1,7
zorean,zoroan,r_long,zorean,,,zorean,target,r,,3,e,o,zoroan,1,6
keatlazei,keaflazei,rss,keat,,la_zei,keatlazei,control,r,,3,t,f,keaflazei,1,9
misgrivon,midgrivon,pr_long,grivon,mis,,misgrivon,target,p,0.0,2,s,d,midgrivon,1,9
louk,liuk,r,louk,,,louk,control,r,,1,o,i,liuk,1,4
flenitance,flenitance,rs_long,flenit,,ance,flenitance,target,s,0.0,1,n,w,flenitawce,0,10
clatationalosm,clatationalosm,rssss,clat,,at_ion_al_ism,clatationalism,target,s,3.0,0,i,o,clatationalosm,2,14
sidrisiwouissens,sidrisiwouissens,pprss,siw,sid_ni,ouis_sens,sidnisiwouissens,control,p,1.0,0,n,r,sidrisiwouissens,2,16
keamically,keamically,rsss,keam,,ic_al_ly,keamically,target,s,2.0,1,y,m,keamicallm,0,10
glocable,glocable,rs,gloc,,able,glocable,target,r,,0,g,h,hlocable,0,8
eredtec,erestec,ppr,tec,er_ed,,eredtec,control,p,1.0,1,d,s,erestec,1,7
kisflomakure,disflomakure,prs_long,flomak,dis,ure,disflomakure,target,p,0.0,0,d,k,kisflomakure,3,12
ernigennimt,ernigennimt,pprs,gen,er_ni,nemt,ernigennemt,control,s,0.0,1,e,i,ernigennimt,2,11
simlouk,simlouk,pr,louk,sim,,simlouk,control,p,0.0,0,s,d,dimlouk,0,7
sidnisrigoniray,sidnitrigoniray,pprss,trig,sid_ni,oni_ray,sidnitrigoniray,control,r,,0,t,s,sidnisrigoniray,3,15
miralisticly,meralisticly,rssss,mer,,al_ist_ic_ly,meralisticly,target,r,,1,e,i,miralisticly,3,12
girter,girtor,rs,girt,,or,girtor,target,s,0.0,0,o,e,girter,3,6
listrilanour,mistrilanour,prs_long,trilan,mis,our,mistrilanour,target,p,0.0,0,m,l,listrilanour,3,12
unfameonal,unfameonal,prss,fam,un,ion_al,unfamional,target,s,0.0,0,i,e,unfameonal,2,10
sidwocla,sidnocla,prs,noc,sid,la,sidnocla,control,r,,0,n,w,sidwocla,3,8
kaflam,kaflam,r_long,kaflom,,,kaflom,control,r,,4,o,a,kaflam,2,6
geefmental,seefmental,rss,geef,,ment_al,geefmental,target,r,,0,g,s,seefmental,1,10
keiw,keiw,r,keir,,,keir,target,r,,3,r,w,keiw,2,4
disincontant,disincontant,pprs,cont,dis_in,ant,disincontant,target,r,,2,n,m,disincomtant,0,12
inurozirac,inurohirac,pr_long,rozirac,inu,,inurozirac,control,r,,2,z,h,inurohirac,1,10
redescet,rediscet,ppr,cet,re_dis,,rediscet,target,p,1.0,1,i,e,redescet,3,8
nefelgenco,nefelgenco,rs_long,nefelg,,enca,nefelgenca,control,s,0.0,3,a,o,nefelgenco,2,10
xetmentally,xetmentally,rsss,ket,,ment_al_ly,ketmentally,target,r,,0,k,x,xetmentally,2,11
mirafcilbayit,mirafcilbayit,prsss,maf,mi,ci_lba_yit,mimafcilbayit,control,r,,0,m,r,mirafcilbayit,2,13
nuteksitcilayl,nuteksitdilayl,prssss,tek,nu,sit_ci_la_yl,nuteksitcilayl,control,s,1.0,0,c,d,nuteksitdilayl,1,14
sidkaflomoru,sidkaflomoru,prs_long,kaflom,sid,eru,sidkaflomeru,control,s,0.0,0,e,o,sidkaflomoru,2,12
krewal,krowal,rs,krew,,al,krewal,target,r,,2,e,o,krowal,1,6
nufradtaonilayl,nufradtaonilayl,prssss,frad,nu,ta_oni_la_yl,nufradtaonilayl,control,p,0.0,0,n,l,lufradtaonilayl,0,15
indarfionary,indarfionary,pprss,darf,in,ion_ary,indarfionary,target,p,0.0,0,i,a,andarfionary,0,12
erverofeeg,irverofeeg,ppr,feeg,er_vero,,erverofeeg,control,p,0.0,0,e,i,irverofeeg,1,10
samflient,samflient,pr_long,flient,sim,,simflient,control,p,0.0,1,i,a,samflient,2,9
selktaonilasim,sulktaonilasim,rssss,selk,,ta_oni_la_sim,selktaonilasim,control,r,,1,e,u,sulktaonilasim,1,14
mifeconi,mifeconi,prs,tec,mi,oni,miteconi,control,r,,0,t,f,mifeconi,2,8
sidnitoncnat,sidnitoncnat,pprs,tonc,sid_ni,nat,sidnitoncnat,control,p,1.0,1,i,e,sidnetoncnat,0,12
inukoat,inukoat,pr,keat,inu,,inukeat,control,r,,1,e,o,inukoat,2,7
digirtization,digirtization,prsss,girt,de,iz_at_ion,degirtization,target,p,0.0,1,e,i,digirtization,2,13
darffulness,darffelness,rss,darf,,ful_ness,darffulness,target,s,0.0,1,u,e,darffelness,1,11
tirvinnemt,tirvinnemt,rs_long,tirvin,,nemt,tirvinnemt,control,r,,1,i,e,tervinnemt,0,10
numoossitco,numoossitco,prss,moos,nu,sit_ci,numoossitci,control,s,1.0,1,i,o,numoossitco,2,11
kelpmentalism,kelpmentalism,rsss,kels,,ment_al_ism,kelsmentalism,target,r,,3,s,p,kelpmentalism,2,13
teek,teek,r,teak,,,teak,target,r,,2,a,e,teek,2,4
culoris,curoris,r_long,culoris,,,culoris,target,r,,2,l,r,curoris,1,7
