first,second,morphemes,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
unmislienable,unmisrienable,pprs,lien,un_mis,able,unmislienable,target,r,,0,l,r,unmisrienable,1,13
encotment,encetment,prs,cet,en,ment,encetment,target,r,,1,e,o,encotment,3,9
innurtantlr,innurtantlr,prss,nurt,in,ant_ly,innurtantly,target,s,1.0,1,y,r,innurtantlr,2,11
nurtistically,nurtistically,rssss,nurt,,ist_ic_al_ly,nurtistically,target,s,0.0,0,i,a,nurtastically,0,13
miscrilanment,miscrilanment,prs_long,trilan,mis,ment,mistrilanment,target,r,,0,t,c,miscrilanment,2,13
sidnimeakoniray,sidnimeakoniray,pprss,meak,sid_ni,oni_ray,sidnimeakoniray,control,r,,3,k,h,sidnimeahoniray,0,15
remelba,remelba,rs,rem,,elba,remelba,control,r,,2,m,n,renelba,0,7
flemitious,flemitious,rs_long,flenit,,ious,flenitious,target,r,,3,n,m,flemitious,2,10
koopistic,koopistuc,rss,koop,,ist_ic,koopistic,target,s,1.0,0,i,u,koopistuc,1,9
segrasationalism,degrasationalism,prssss,gras,de,at_ion_al_ism,degrasationalism,target,p,0.0,0,d,s,segrasationalism,3,16
ruselk,nuselk,pr,selk,nu,,nuselk,control,p,0.0,0,n,r,ruselk,3,6
orplendow,orplendow,pr_long,lendow,orp,,orplendow,control,r,,2,n,m,orplemdow,0,9
erotubif,erotubof,ppr,bof,er_otu,,erotubof,control,r,,1,o,i,erotubif,3,8
urnegionally,urnegionally,prsss,neg,un,ion_al_ly,unnegionally,target,p,0.0,1,n,r,urnegionally,2,12
flenner,flenner,r_long,flenner,,,flenner,target,r,,2,e,i,flinner,0,7
frat,frat,r,frad,,,frad,control,r,,3,d,t,frat,2,4
remcilayl,yemcilayl,rsss,rem,,ci_la_yl,remcilayl,control,r,,0,r,y,yemcilayl,1,9
sidnigenoniray,sidnigenoniray,pprss,gen,sid_ni,oni_ray,sidnigenoniray,control,r,,0,g,b,sidnibenoniray,0,14
keatilsens,keitilsens,rss,keat,,il_sens,keatilsens,control,r,,2,a,i,keitilsens,1,10
ernurdevieta,ernurdevieta,prss,nurd,er,evi_eta,ernurdevieta,control,r,,2,r,m,ernumdevieta,0,12
disjentol,disjentol,pr_long,jentor,dis,,disjentor,target,r,,5,r,l,disjentol,2,9
donc,tonc,r,tonc,,,tonc,control,r,,0,t,d,donc,3,4
simtonjernent,simtonjernent,prs_long,tonjer,sim,nemt,simtonjernemt,control,s,0.0,2,m,n,simtonjernent,2,13
