first,second,condition,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
frad,frad,r,frad,,,frad,control,r,,2,a,o,frod,0,4
unipuloris,unipuloris,pr_long,puloris,uni,,unipuloris,target,p,0.0,0,u,a,anipuloris,0,10
nithols,nithils,r_long,nithols,,,nithols,control,r,,4,o,i,nithils,1,7
nutektaonilayl,nutektaonilayl,prssss,tek,nu,ta_oni_la_yl,nutektaonilayl,control,s,2.0,1,a,i,nutektaoniliyl,0,14
simfeeg,semfeeg,pr,feeg,sim,,simfeeg,control,p,0.0,1,i,e,semfeeg,1,7
enlon,ellon,pr,lon,en,,enlon,target,p,0.0,1,n,l,ellon,1,5
niremvitaoni,niremvataoni,prsss,rem,ni,vi_ta_oni,niremvitaoni,control,s,0.0,1,i,a,niremvataoni,1,12
unketically,unketically,prsss,ket,un,ic_al_ly,unketically,target,p,0.0,0,u,a,anketically,0,11
ketmentally,kesmentally,rsss,ket,,ment_al_ly,ketmentally,target,r,,2,t,s,kesmentally,1,11
dereamate,deroamate,prs,ream,de,ate,dereamate,target,r,,1,e,o,deroamate,1,9
redeketment,redekitment,pprs,ket,re_de,ment,redeketment,target,r,,1,e,i,redekitment,1,11
nuneilcilayl,nuneilcilayl,prsss,neil,nu,ci_la_yl,nuneilcilayl,control,s,1.0,0,l,r,nuneilcirayl,0,12
mineilsens,mineolsens,prs,neil,mi,sens,mineilsens,control,r,,2,i,o,mineolsens,1,10
abcunally,abcunally,prss,cun,ab,al_ly,abcunally,target,p,0.0,0,a,o,obcunally,0,9
reinlien,reinrien,ppr,lien,re_in,,reinlien,target,r,,0,l,r,reinrien,1,8
recetivity,jecetivity,pprss,cet,re,iv_ity,recetivity,target,p,0.0,0,r,j,jecetivity,1,10
lonically,lorically,rsss,lon,,ic_al_ly,lonically,target,r,,2,n,r,lorically,1,9
imwisness,imrisness,prs,wis,im,ness,imwisness,target,r,,0,w,r,imrisness,1,9
reoutclat,reeutclat,ppr,clat,re_out,,reoutclat,target,p,1.0,0,o,e,reeutclat,1,9
pulorisment,pulorisyent,rs_long,puloris,,ment,pulorisment,target,s,0.0,0,m,y,pulorisyent,1,11
trilock,trilocd,r_long,trilock,,,trilock,target,r,,6,k,d,trilocd,1,7
dedrunivation,dedrunivation,prsss,drun,de,iv_at_ion,dedrunivation,target,r,,0,d,b,debrunivation,0,13
fobationally,fobationally,rssss,fob,,at_ion_al_ly,fobationally,target,s,2.0,0,a,e,fobationelly,0,12
truplayl,truprayl,rss,trup,,la_yl,truplayl,control,s,0.0,0,l,r,truprayl,1,8
nulendowulf,nulenduwulf,prs_long,lendow,nu,ulf,nulendowulf,control,r,,4,o,u,nulenduwulf,1,11
inwisivation,inwisivation,prsss,wis,in,iv_at_ion,inwisivation,target,s,2.0,0,i,a,inwisivataon,0,12
keirically,keiricalny,rsss,keir,,ic_al_ly,keirically,target,s,2.0,0,l,n,keiricalny,1,10
inutirvin,inutirvin,pr_long,tirvin,inu,,inutirvin,control,p,0.0,2,u,o,inotirvin,0,9
sidnimearouissens,sidnimeirouissens,pprss,mear,sid_ni,ouis_sens,sidnimearouissens,control,r,,2,a,i,sidnimeirouissens,1,17
newerk,nowerk,pr,werk,ne,,newerk,control,p,0.0,1,e,o,nowerk,1,6
nusimcolgelba,nusimcoygelba,pprs,colg,nu_sim,elba,nusimcolgelba,control,r,,2,l,y,nusimcoygelba,1,13
nunerfelnison,runerfelnison,prs_long,nerfeln,nu,ison,nunerfelnison,control,p,0.0,0,n,r,runerfelnison,1,13
nunurdtasitciyl,nunurdtasitciyl,prssss,nurd,nu,ta_sit_ci_yl,nunurdtasitciyl,control,p,0.0,1,u,a,nanurdtasitciyl,0,15
edbofvitaoni,edbofvitaoni,prsss,bof,ed,vi_ta_oni,edbofvitaoni,control,s,1.0,0,t,g,edbofvigaoni,0,12
edkoopeta,edkooheta,prs,koop,ed,eta,edkoopeta,control,r,,3,p,h,edkooheta,1,9
interslithon,interslithon,pr_long,slithon,inter,,interslithon,target,p,0.0,0,i,e,enterslithon,0,12
koulally,koulally,rss,koul,,al_ly,koulally,target,r,,0,k,h,houlally,0,8
reinsoom,reinsoom,ppr,soom,re_in,,reinsoom,target,r,,3,m,w,reinsoow,0,8
unclatly,unclatly,prs,clat,un,ly,unclatly,target,p,0.0,1,n,m,umclatly,0,8
moftaonilasim,moftaonilasim,rssss,mof,,ta_oni_la_sim,moftaonilasim,control,s,0.0,1,a,u,moftuonilasim,0,13
krewmental,krewmental,rss,krew,,ment_al,krewmental,target,r,,0,k,s,srewmental,0,10
proclat,proclet,pr,clat,pro,,proclat,target,r,,2,a,e,proclet,1,7
rentinetork,rentinecork,pr_long,netork,renti,,rentinetork,control,r,,2,t,c,rentinecork,1,11
nautcilayl,mautcilayl,rsss,naut,,ci_la_yl,nautcilayl,control,r,,0,n,m,mautcilayl,1,10
ernitonp,ernitonp,ppr,tonp,er_ni,,ernitonp,control,p,1.0,1,i,o,ernotonp,0,8
bofcilayl,bofcilayl,rsss,bof,,ci_la_yl,bofcilayl,control,s,2.0,0,y,m,bofcilaml,0,9
orpbof,orpbof,pr,bof,orp,,orpbof,control,p,0.0,2,p,d,ordbof,0,6
unnegalisticly,unregalisticly,prssss,neg,un,al_ist_ic_ly,unnegalisticly,target,r,,0,n,r,unregalisticly,1,14
erotufrad,erotufrad,ppr,frad,er_otu,,erotufrad,control,r,,0,f,t,erotutrad,0,9
selbouissens,selbouessens,rss,selb,,ouis_sens,selbouissens,control,s,0.0,2,i,e,selbouessens,1,12
netorknemt,netordnemt,rs_long,netork,,nemt,netorknemt,control,r,,5,k,d,netordnemt,1,10
prepookablly,prepookablly,prss,pook,pre,abl_ly,prepookablly,target,r,,3,k,p,prepoopablly,0,12
inkrewiousness,inkrewiousness,pprss,krew,in,ious_ness,inkrewiousness,target,p,0.0,0,i,e,enkrewiousness,0,14
marnemtla,marnemtla,rss,mar,,nemt_la,marnemtla,control,r,,0,m,l,larnemtla,0,9
pont,pont,r,pont,,,pont,target,r,,3,t,h,ponh,0,4
lonant,lonant,rs,lon,,ant,lonant,target,r,,1,o,e,lenant,0,6
bacolglayl,bacolglayl,prss,colg,ba,la_yl,bacolglayl,control,r,,2,l,y,bacoyglayl,0,10
mispont,mispomt,pr,pont,mis,,mispont,target,r,,2,n,m,mispomt,1,7
baremlayl,baremlayl,prss,rem,ba,la_yl,baremlayl,control,r,,2,m,r,barerlayl,0,9
ersimtalcnemt,ersimtalcnemt,pprs,talc,er_sim,nemt,ersimtalcnemt,control,p,1.0,2,m,r,ersirtalcnemt,0,13
