first,second,morphemes,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
anfomation,anfomation,prss,fom,in,at_ion,infomation,target,p,0.0,0,i,a,anfomation,2,10
erproziruc,erproziruc,pr_long,rozirac,erp,,erprozirac,control,r,,5,a,u,erproziruc,2,10
reintaunable,reintaunable,pprs,taun,re_in,able,reintaunable,target,p,0.0,1,e,u,ruintaunable,0,12
loukomi,loukoni,rs,louk,,oni,loukoni,control,s,0.0,1,n,m,loukomi,3,7
disemgloc,tisemgloc,ppr,gloc,dis_em,,disemgloc,target,p,0.0,0,d,t,tisemgloc,1,9
incun,incun,pr,cun,in,,incun,target,r,,2,n,l,incul,0,5
inconiausly,inconiously,pprss,con,in,ious_ly,inconiously,target,s,0.0,1,o,a,inconiausly,3,11
fomalistid,fomalistic,rsss,fom,,al_ist_ic,fomalistic,target,s,2.0,1,c,d,fomalistid,3,10
rienfulness,lienfulness,rss,lien,,ful_ness,lienfulness,target,r,,0,l,r,rienfulness,3,11
verorosicurevi,verorosicurevi,prs_long,losicur,vero,evi,verolosicurevi,control,r,,0,l,r,verorosicurevi,2,14
nitrigonilayl,nitrigonilayl,prsss,trig,ni,oni_la_yl,nitrigonilayl,control,s,0.0,1,n,m,nitrigomilayl,0,13
ettrunlazitaoni,ettrunlazitaoni,prssss,trun,ed,la_zi_ta_oni,edtrunlazitaoni,control,p,0.0,1,d,t,ettrunlazitaoni,2,15
reketal,reketaw,prs,ket,re,al,reketal,target,s,0.0,1,l,w,reketaw,1,7
inkeysation,inkelsation,prss,kels,in,at_ion,inkelsation,target,r,,2,l,y,inkeysation,3,11
keatlasitciyl,keaxlasitciyl,rssss,keat,,la_sit_ci_yl,keatlasitciyl,control,r,,3,t,x,keaxlasitciyl,1,13
gen,gan,r,gen,,,gen,control,r,,1,e,a,gan,1,3
moparmt,moparnt,r_long,moparnt,,,moparnt,control,r,,5,n,m,moparmt,3,7
lejenhsels,lejenhsels,rs_long,lejent,,sels,lejentsels,control,r,,5,t,h,lejenhsels,2,10
diskalsure,diskalsure,prs,kels,dis,ure,diskelsure,target,r,,1,e,a,diskalsure,2,10
tmilan,tmilan,r_long,trilan,,,trilan,target,r,,1,r,m,tmilan,2,6
drunal,drunal,rs,drun,,al,drunal,target,s,0.0,1,l,r,drunar,0,6
overculirisive,overculirisive,prs_long,culoris,over,ive,overculorisive,target,r,,3,o,i,overculirisive,2,14
prezicerel,prezicerel,pr_long,zicerel,pre,,prezicerel,target,p,0.0,2,e,u,pruzicerel,0,10
disumgras,disemgras,ppr,gras,dis_em,,disemgras,target,p,1.0,0,e,u,disumgras,3,9
maflayl,maflayl,rss,maf,,la_yl,maflayl,control,s,0.0,0,l,n,mafnayl,0,7
bofsitcilayl,bohsitcilayl,rssss,bof,,sit_ci_la_yl,bofsitcilayl,control,r,,2,f,h,bohsitcilayl,1,12
nucimmeakelba,nucimmeakelba,pprs,meak,nu_sim,elba,nusimmeakelba,control,p,1.0,0,s,c,nucimmeakelba,2,13
unsoomistically,unsoomistically,prssss,soom,un,ist_ic_al_ly,unsoomistically,target,p,0.0,0,u,e,ensoomistically,0,15
reetlasitci,reetlasitci,rsss,reet,,la_sit_ci,reetlasitci,control,s,1.0,1,i,e,reetlasetci,0,11
jadelinment,jadolinment,rs_long,jadolin,,ment,jadolinment,target,r,,3,o,e,jadelinment,3,11
unmer,unmer,pr,mer,un,,unmer,target,r,,1,e,o,unmor,0,5
keot,keat,r,keat,,,keat,control,r,,2,a,o,keot,3,4
ofuselkneyl,otuselkneyl,prss,selk,otu,ne_yl,otuselkneyl,control,p,0.0,1,t,f,ofuselkneyl,3,11
dedetivation,decetivation,prsss,cet,de,iv_at_ion,decetivation,target,r,,0,c,d,dedetivation,3,12
inpelsiously,inpelsiously,pprss,kels,in,ious_ly,inkelsiously,target,r,,0,k,p,inpelsiously,2,12
famalisticly,famalisticly,rssss,fam,,al_ist_ic_ly,famalisticly,target,s,2.0,0,i,o,famalistocly,0,12
ermireekelba,ermireekelba,pprs,riek,er_mi,elba,ermiriekelba,control,r,,1,i,e,ermireekelba,2,12
netorhsels,netorhsels,rs_long,netork,,sels,netorksels,control,r,,5,k,h,netorhsels,2,10
onnertecveyit,onnertecveyit,pprss,tec,onn_er,vi_yit,onnertecviyit,control,s,0.0,1,i,e,onnertecveyit,2,13
prasance,prasance,rs,gras,,ance,grasance,target,r,,0,g,p,prasance,2,8
sidrieknemt,sidrieknemt,prs,riek,sid,nemt,sidrieknemt,control,r,,0,r,m,sidmieknemt,0,11
werh,werk,r,werk,,,werk,control,r,,3,k,h,werh,3,4
desflenit,disflenit,pr_long,flenit,dis,,disflenit,target,p,0.0,1,i,e,desflenit,3,9
delienalizition,delienalizition,prssss,lien,de,al_iz_at_ion,delienalization,target,s,2.0,0,a,i,delienalizition,2,15
tenclasitci,tonclasitci,rsss,tonc,,la_sit_ci,tonclasitci,control,r,,1,o,e,tenclasitci,3,11
repsumnaut,repsimnaut,ppr,naut,rep_sim,,repsimnaut,control,p,1.0,1,i,u,repsumnaut,3,10
koulanly,koulanly,rss,koul,,al_ly,koulally,target,s,0.0,1,l,n,koulanly,2,8
sidnerfelnnemh,sidnerfelnnemt,prs_long,nerfeln,sid,nemt,sidnerfelnnemt,control,s,0.0,3,t,h,sidnerfelnnemh,3,14
ninoil,ninoil,pr,neil,ni,,nineil,control,r,,1,e,o,ninoil,2,6
nifradonimayl,nifradonimayl,prsss,frad,ni,oni_la_yl,nifradonilayl,control,s,1.0,0,l,m,nifradonimayl,2,13
nitectaeni,nitectaoni,prss,tec,ni,ta_oni,nitectaoni,control,s,1.0,0,o,e,nitectaeni,3,10
flomak,flomak,r_long,flomak,,,flomak,target,r,,3,m,r,florak,0,6
