first,second,morphemes,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
nigan,nigen,pr,gen,ni,,nigen,control,r,,1,e,a,nigan,3,5
ermaneilelba,ermaneilelba,pprs,neil,er_mi,elba,ermineilelba,control,p,1.0,1,i,a,ermaneilelba,2,12
koop,koot,r,koop,,,koop,target,r,,3,p,t,koot,1,4
incontiausly,incontiausly,pprss,cont,in,ious_ly,incontiously,target,s,0.0,1,o,a,incontiausly,2,12
numofsitciloyl,numofsitciloyl,prssss,mof,nu,sit_ci_la_yl,numofsitcilayl,control,s,2.0,1,a,o,numofsitciloyl,2,14
sivflientulf,sidflientulf,prs_long,flient,sid,ulf,sidflientulf,control,p,0.0,2,d,v,sivflientulf,3,12
krewow,krewow,rs,krew,,or,krewor,target,s,0.0,1,r,w,krewow,2,6
rozilac,rozirac,r_long,rozirac,,,rozirac,control,r,,4,r,l,rozilac,3,7
disemkoal,disemkoul,ppr,koul,dis_em,,disemkoul,target,r,,2,u,a,disemkoal,3,9
sorgtaonilasit,sargtaonilasit,rssss,sarg,,ta_oni_la_sit,sargtaonilasit,control,r,,1,a,o,sorgtaonilasit,3,14
ingrasion,ingrasion,prs,gras,in,ion,ingrasion,target,p,0.0,0,i,o,ongrasion,0,9
sidtekulcyl,sidtekulcyl,prss,tek,sid,ulf_yl,sidtekulfyl,control,s,0.0,2,f,c,sidtekulcyl,2,11
interflomak,interflomak,pr_long,flomak,inter,,interflomak,target,p,0.0,0,i,o,onterflomak,0,11
teokmentally,teakmentally,rsss,teak,,ment_al_ly,teakmentally,target,r,,2,a,o,teokmentally,3,12
erpmoosciloyl,erpmoosciloyl,prsss,moos,erp,ci_la_yl,erpmooscilayl,control,s,1.0,1,a,o,erpmoosciloyl,2,13
nerfelnsens,nerfelnsens,rs_long,nerfeln,,sens,nerfelnsens,control,s,0.0,0,s,t,nerfelntens,0,11
nucilabyit,nucilobyit,rss,nuc,,ilab_yit,nucilabyit,control,s,0.0,2,a,o,nucilobyit,1,10
cet,tet,r,cet,,,cet,target,r,,0,c,t,tet,1,3
ersargtaoli,ersargtaoli,prss,sarg,er,ta_oni,ersargtaoni,control,s,1.0,1,n,l,ersargtaoli,2,11
intaunionary,intaunionary,pprss,taun,in,ion_ary,intaunionary,target,p,0.0,0,i,o,ontaunionary,0,12
moparnt,moparnt,r_long,moparnt,,,moparnt,control,r,,2,p,t,motarnt,0,7
urnerfelnnemt,urnerfelnnemt,prs_long,nerfeln,er,nemt,ernerfelnnemt,control,p,0.0,0,e,u,urnerfelnnemt,2,13
inunurd,inunurd,pr,nurd,inu,,inunurd,control,p,0.0,0,i,a,anunurd,0,7
darsalistic,darsalistic,rsss,darf,,al_ist_ic,darfalistic,target,r,,3,f,s,darsalistic,2,11
macolgoni,macolgoni,prs,colg,mi,oni,micolgoni,control,p,0.0,1,i,a,macolgoni,2,9
ketal,ketol,rs,ket,,al,ketal,target,s,0.0,0,a,o,ketol,1,5
edfofvitaoni,edfofvitaoni,prsss,bof,ed,vi_ta_oni,edbofvitaoni,control,r,,0,b,f,edfofvitaoni,2,12
triguuisyl,triguuisyl,rss,trig,,ouis_yl,trigouisyl,control,s,0.0,0,o,u,triguuisyl,2,10
sidmetek,sidmetek,ppr,tek,sid_me,,sidmetek,control,p,0.0,1,i,a,sadmetek,0,8
lerdowelba,lerdowelba,rs_long,lendow,,elba,lendowelba,control,r,,2,n,r,lerdowelba,2,10
dekoopationalism,dekoupationalism,prssss,koop,de,at_ion_al_ism,dekoopationalism,target,r,,2,o,u,dekoupationalism,1,16
soomationalist,soomatoonalist,rssss,soom,,at_ion_al_ist,soomationalist,target,s,1.0,0,i,o,soomatoonalist,1,14
unitrilan,umitrilan,pr_long,trilan,uni,,unitrilan,target,p,0.0,1,n,m,umitrilan,1,9
remisglocment,relisglocment,pprs,gloc,re_mis,ment,remisglocment,target,p,1.0,0,m,l,relisglocment,1,13
glogationalist,glogationalist,rssss,gloc,,at_ion_al_ist,glocationalist,target,r,,3,c,g,glogationalist,2,14
hrekels,prekels,pr,kels,pre,,prekels,target,p,0.0,0,p,h,hrekels,3,7
sarglasitci,sarglasitci,rsss,sarg,,la_sit_ci,sarglasitci,control,r,,3,g,t,sartlasitci,0,11
flenyer,flenner,r_long,flenner,,,flenner,target,r,,4,n,y,flenyer,3,7
trighan,trigtan,rs,trig,,tan,trigtan,control,s,0.0,0,t,h,trighan,3,7
unketisticanly,unketisticanly,prssss,ket,un,ist_ic_al_ly,unketistically,target,s,2.0,1,l,n,unketisticanly,2,14
reindarfeble,reindarfable,pprs,darf,re_in,able,reindarfable,target,s,0.0,0,a,e,reindarfeble,3,12
disemcont,disemcomt,ppr,cont,dis_em,,disemcont,target,r,,2,n,m,disemcomt,1,9
empkeatbalyl,empkeatbalyl,prss,keat,erp,bal_yl,erpkeatbalyl,control,p,0.0,1,r,m,empkeatbalyl,2,12
