first,second,morphemes,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
wisical,wisical,rss,wis,,ic_al,wisical,target,s,0.0,0,i,e,wisecal,0,7
ertrigla,ertrigla,prs,trig,er,la,ertrigla,control,s,0.0,0,l,r,ertrigra,0,8
reoverkoop,reoverkaop,ppr,koop,re_over,,reoverkoop,target,r,,1,o,a,reoverkaop,1,10
diskoopion,diskoopion,prs,koop,dis,ion,diskoopion,target,p,0.0,2,s,b,dibkoopion,0,10
incoyiously,incoyiously,pprss,con,in,ious_ly,inconiously,target,r,,2,n,y,incoyiously,2,11
besmof,busmof,pr,mof,bus,,busmof,control,p,0.0,1,u,e,besmof,3,6
ineflient,ineflient,pr_long,flient,inu,,inuflient,control,p,0.0,2,u,e,ineflient,2,9
kotless,kotless,rs,ket,,less,ketless,target,r,,1,e,o,kotless,2,7
neg,nep,r,neg,,,neg,target,r,,2,g,p,nep,1,3
unkeamationally,unkearationally,prssss,keam,un,at_ion_al_ly,unkeamationally,target,r,,3,m,r,unkearationally,1,15
teerationally,toerationally,rssss,teer,,at_ion_al_ly,teerationally,target,r,,1,e,o,toerationally,1,13
cenmentalism,cunmentalism,rsss,cun,,ment_al_ism,cunmentalism,target,r,,1,u,e,cenmentalism,3,12
talclasim,talclosim,rss,talc,,la_sim,talclasim,control,s,0.0,1,a,o,talclosim,1,9
reingmocable,reingmocable,pprs,gloc,re_in,able,reinglocable,target,r,,1,l,m,reingmocable,2,12
nitrunbilayit,nitrunbilayit,prss,trun,ni,bila_yit,nitrunbilayit,control,r,,1,r,m,nitmunbilayit,0,13
notuskripsens,nutuskripsens,prs_long,tuskrip,nu,sens,nutuskripsens,control,p,0.0,1,u,o,notuskripsens,3,13
glefenment,glefenmant,rs_long,glefen,,ment,glefenment,target,s,0.0,1,e,a,glefenmant,1,10
delienization,delienization,prsss,lien,de,iz_at_ion,delienization,target,p,0.0,0,d,s,selienization,0,13
nithols,nithols,r_long,nithols,,,nithols,control,r,,2,t,h,nihhols,0,7
nisidwerkoni,nitidwerkoni,pprs,werk,ni_sid,oni,nisidwerkoni,control,p,1.0,0,s,t,nitidwerkoni,1,12
disgrivonment,disgrivonment,prs_long,grivon,dis,ment,disgrivonment,target,r,,2,i,e,disgrevonment,0,13
veclativation,veclativation,prsss,clat,de,iv_at_ion,declativation,target,p,0.0,0,d,v,veclativation,2,13
etupook,otupook,pr,pook,otu,,otupook,control,p,0.0,0,o,e,etupook,3,7
carizorious,carizorious,rs_long,carizor,,ious,carizorious,target,s,0.0,0,i,e,carizoreous,0,11
sidnicoltouisyl,sidnicoltouisyl,pprss,colg,sid_ni,ouis_yl,sidnicolgouisyl,control,r,,3,g,t,sidnicoltouisyl,2,15
nukeattasitciyl,nukeattasitciyl,prssss,keat,nu,ta_sit_ci_yl,nukeattasitciyl,control,s,3.0,1,l,r,nukeattasitciyr,0,15
riek,riec,r,riek,,,riek,control,r,,3,k,c,riec,1,4
nuselkeuissens,nuselkeuissens,prss,selk,nu,ouis_sens,nuselkouissens,control,s,0.0,0,o,e,nuselkeuissens,2,14
remtaonilasim,nemtaonilasim,rssss,rem,,ta_oni_la_sim,remtaonilasim,control,r,,0,r,n,nemtaonilasim,1,13
slothon,slothon,r_long,slithon,,,slithon,target,r,,2,i,o,slothon,2,7
otulosicur,otulosicur,pr_long,losicur,otu,,otulosicur,control,r,,5,u,e,otulosicer,0,10
glocicallm,glocicallm,rsss,gloc,,ic_al_ly,glocically,target,s,2.0,1,y,m,glocicallm,2,10
ernifred,ernifred,ppr,frad,er_ni,,ernifrad,control,r,,2,a,e,ernifred,2,8
keiralism,keiralism,rss,keir,,al_ism,keiralism,target,r,,1,e,i,kiiralism,0,9
sidmoosonu,sidmoosoni,prs,moos,sid,oni,sidmoosoni,control,s,0.0,2,i,u,sidmoosonu,3,10
mafulf,mofulf,rs,maf,,ulf,mafulf,control,r,,1,a,o,mofulf,1,6
rieklazei,nieklazei,rss,riek,,la_zei,rieklazei,control,r,,0,r,n,nieklazei,1,9
unketalistic,unketalistic,prsss,ket,un,al_ist_ic,unketalistic,target,s,1.0,2,t,h,unketalishic,0,12
jentor,jertor,r_long,jentor,,,jentor,target,r,,2,n,r,jertor,1,6
simmafoni,simmafono,prs,maf,sim,oni,simmafoni,control,s,0.0,2,i,o,simmafono,1,9
inteen,inteer,pr,teer,in,,inteer,target,r,,3,r,n,inteen,3,6
koulmeltalism,koulmeltalism,rsss,koul,,ment_al_ism,koulmentalism,target,s,0.0,2,n,l,koulmeltalism,2,13
indisteirion,indisteerion,pprs,teer,in_dis,ion,indisteerion,target,r,,2,e,i,indisteirion,3,12
intaunabilitr,intaunability,prss,taun,in,abil_ity,intaunability,target,s,1.0,2,y,r,intaunabilitr,3,13
meaksitcilayl,meaksitcilayl,rssss,meak,,sit_ci_la_yl,meaksitcilayl,control,s,2.0,1,a,e,meaksitcileyl,0,13
disjentorion,disjentoriom,prs_long,jentor,dis,ion,disjentorion,target,s,0.0,2,n,m,disjentoriom,1,12
roziracouis,roziracouis,rs_long,rozirac,,ouis,roziracouis,control,s,0.0,2,i,a,roziracouas,0,11
nut,nuc,r,nuc,,,nuc,control,r,,2,c,t,nut,3,3
unmeristically,unmeristically,prssss,mer,un,ist_ic_al_ly,unmeristically,target,p,0.0,0,u,i,inmeristically,0,14
ildarfiously,indarfiously,pprss,darf,in,ious_ly,indarfiously,target,p,0.0,1,n,l,ildarfiously,3,12
simlosecur,simlosecur,pr_long,losicur,sim,,simlosicur,control,r,,3,i,e,simlosecur,2,10
keemor,keemor,rs,keam,,or,keamor,target,r,,2,a,e,keemor,2,6
repsidrem,repsidren,ppr,rem,rep_sid,,repsidrem,control,r,,2,m,n,repsidren,1,9
