first,second,morphemes,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
erotuwemk,erotuwerk,ppr,werk,er_otu,,erotuwerk,control,r,,2,r,m,erotuwemk,3,9
sidniremouissens,sidniromouissens,pprss,rem,sid_ni,ouis_sens,sidniremouissens,control,r,,1,e,o,sidniromouissens,1,16
teermens,teermens,rs,teer,,ment,teerment,target,s,0.0,3,t,s,teermens,2,8
selkcilayy,selkcilayy,rsss,selk,,ci_la_yl,selkcilayl,control,s,2.0,1,l,y,selkcilayy,2,10
siydrelintoru,simdrelintoru,prs_long,drelint,sim,oru,simdrelintoru,control,p,0.0,2,m,y,siydrelintoru,3,13
cenationalism,conationalism,rssss,con,,at_ion_al_ism,conationalism,target,r,,1,o,e,cenationalism,3,13
jentorance,jentorance,rs_long,jentor,,ance,jentorance,target,s,0.0,0,a,i,jentorince,0,10
tirvin,tirvin,r_long,tirvin,,,tirvin,control,r,,2,r,l,tilvin,0,6
nunectaonila,nunectaonila,prsss,nuc,nu,ta_oni_la,nunuctaonila,control,r,,1,u,e,nunectaonila,2,12
sidtecyti,sidtecyti,prs,tec,sid,yti,sidtecyti,control,s,0.0,2,i,o,sidtecyto,0,9
onfamfully,onfamfully,prss,fam,un,ful_ly,unfamfully,target,p,0.0,0,u,o,onfamfully,2,10
tont,tont,r,cont,,,cont,target,r,,0,c,t,tont,2,4
redekrewment,redekmewment,pprs,krew,re_de,ment,redekrewment,target,r,,1,r,m,redekmewment,1,12
prezoroan,prezorean,pr_long,zorean,pre,,prezorean,target,r,,3,e,o,prezoroan,3,9
busnuc,buswuc,pr,nuc,bus,,busnuc,control,r,,0,n,w,buswuc,1,6
reetlayig,reetlayig,rss,reet,,la_yit,reetlayit,control,s,1.0,2,t,g,reetlayig,2,9
lejenttels,lejenttels,rs_long,lejent,,sels,lejentsels,control,s,0.0,0,s,t,lejenttels,2,10
nop,noc,r,noc,,,noc,control,r,,2,c,p,nop,3,3
bustonjer,bustonjer,pr_long,tonjer,bus,,bustonjer,control,p,0.0,0,b,g,gustonjer,0,9
indaunionary,intaunionary,pprss,taun,in,ion_ary,intaunionary,target,r,,0,t,d,indaunionary,3,12
tomcouis,toncouis,rs,tonc,,ouis,toncouis,control,r,,2,n,m,tomcouis,3,8
nutmunulfyl,nutrunulfyl,prss,trun,nu,ulf_yl,nutrunulfyl,control,r,,1,r,m,nutmunulfyl,3,11
edtonczitaoni,edtonczitaoni,prsss,tonc,ed,zi_ta_oni,edtonczitaoni,control,s,0.0,0,z,t,edtonctitaoni,0,13
koopaously,koopaously,rss,koop,,ious_ly,koopiously,target,s,0.0,0,i,a,koopaously,2,10
disnamptormenf,disnamptorment,prs_long,namptor,dis,ment,disnamptorment,target,s,0.0,3,t,f,disnamptormenf,3,14
kelsationalist,kolsationalist,rssss,kels,,at_ion_al_ist,kelsationalist,target,r,,1,e,o,kolsationalist,1,14
tonjer,tonmer,r_long,tonjer,,,tonjer,control,r,,3,j,m,tonmer,1,6
disketitj,disketitj,prs,ket,dis,ity,disketity,target,s,0.0,2,y,j,disketitj,2,9
unnedistically,unnegistically,prssss,neg,un,ist_ic_al_ly,unnegistically,target,r,,2,g,d,unnedistically,3,14
subfom,subfor,pr,fom,sub,,subfom,target,r,,2,m,r,subfor,1,6
reeutgirt,reoutgirt,ppr,girt,re_out,,reoutgirt,target,p,1.0,0,o,e,reeutgirt,3,9
feegnemtlayl,teegnemtlayl,rsss,feeg,,nemt_la_yl,feegnemtlayl,control,r,,0,f,t,teegnemtlayl,1,12
eredbofnemt,eredbefnemt,pprs,bof,er_ed,nemt,eredbofnemt,control,r,,1,o,e,eredbefnemt,1,11
hisemkels,hisemkels,ppr,kels,dis_em,,disemkels,target,p,0.0,0,d,h,hisemkels,2,9
toncnemt,toncneyt,rs,tonc,,nemt,toncnemt,control,s,0.0,2,m,y,toncneyt,1,8
uytaunationally,uytaunationally,prssss,taun,un,at_ion_al_ly,untaunationally,target,p,0.0,1,n,y,uytaunationally,2,15
bamafleyl,bamaflayl,prss,maf,ba,la_yl,bamaflayl,control,s,0.0,1,a,e,bamafleyl,3,9
fratlayit,fratlayit,rss,frad,,la_yit,fradlayit,control,r,,3,d,t,fratlayit,2,9
nitholselba,nitholselba,rs_long,nithols,,elba,nitholselba,control,r,,4,o,a,nithalselba,0,11
nunurdsens,nunurdsens,prs,nurd,nu,sens,nunurdsens,control,p,0.0,0,n,r,runurdsens,0,10
inkoopiously,inkoopiously,pprss,koop,in,ious_ly,inkoopiously,target,s,1.0,1,y,m,inkoopiouslm,0,12
ermigenelsa,ermigenelsa,pprs,gen,er_mi,elba,ermigenelba,control,s,0.0,2,b,s,ermigenelsa,2,11
hon,hon,r,con,,,con,target,r,,0,c,h,hon,2,3
krotin,krotin,r_long,kroten,,,kroten,target,r,,4,e,i,krotin,2,6
overglefen,overglefen,pr_long,glefen,over,,overglefen,target,r,,2,e,a,overglafen,0,10
werktaonilasot,werktaonilasot,rssss,werk,,ta_oni_la_sit,werktaonilasit,control,s,3.0,1,i,o,werktaonilasot,2,14
demerization,temerization,prsss,mer,de,iz_at_ion,demerization,target,p,0.0,0,d,t,temerization,1,12
mistrilockour,mestrilockour,prs_long,trilock,mis,our,mistrilockour,target,p,0.0,1,i,e,mestrilockour,1,13
netmentally,negmentally,rsss,neg,,ment_al_ly,negmentally,target,r,,2,g,t,netmentally,3,11
ungloc,uygloc,pr,gloc,un,,ungloc,target,p,0.0,1,n,y,uygloc,1,6
trolock,trolock,r_long,trilock,,,trilock,target,r,,2,i,o,trolock,2,7
erotumeak,erotumeak,ppr,meak,er_otu,,erotumeak,control,p,1.0,2,u,a,erotameak,0,9
punub,punub,pr,nuc,pu,,punuc,control,r,,2,c,b,punub,2,5
sipniloukoniray,sipniloukoniray,pprss,louk,sid_ni,oni_ray,sidniloukoniray,control,p,0.0,2,d,p,sipniloukoniray,2,15
nutonctaonilayl,nutomctaonilayl,prssss,tonc,nu,ta_oni_la_yl,nutonctaonilayl,control,r,,2,n,m,nutomctaonilayl,1,15
orpnirgovini,orpnirgovini,prs_long,nirgov,orp,oni,orpnirgovoni,control,s,0.0,0,o,i,orpnirgovini,2,12
undarfationel,undarfational,prsss,darf,un,at_ion_al,undarfational,target,s,2.0,0,a,e,undarfationel,3,13
colgtaonilasim,colgtaonilasim,rssss,colg,,ta_oni_la_sim,colgtaonilasim,control,s,3.0,1,i,o,colgtaonilasom,0,14
bulorisless,bulorisless,rs_long,culoris,,less,culorisless,target,r,,0,c,b,bulorisless,2,11
orprewtaoni,orpremtaoni,prss,rem,orp,ta_oni,orpremtaoni,control,r,,2,m,w,orprewtaoni,3,11
nocci,nicci,rs,noc,,ci,nocci,control,r,,1,o,i,nicci,1,5
colgcilayl,colgcilayl,rsss,colg,,ci_la_yl,colgcilayl,control,r,,1,o,i,cilgcilayl,0,10
rief,riek,r,riek,,,riek,control,r,,3,k,f,rief,3,4
nurdeuisyl,nurdeuisyl,rss,nurd,,ouis_yl,nurdouisyl,control,s,0.0,0,o,e,nurdeuisyl,2,10
reinkoodable,reinkoopable,pprs,koop,re_in,able,reinkoopable,target,r,,3,p,d,reinkoodable,3,12
misheerion,misteerion,prs,teer,mis,ion,misteerion,target,r,,0,t,h,misheerion,3,10
subslithon,subslithon,pr_long,slithon,sub,,subslithon,target,p,0.0,1,u,e,sebslithon,0,10
sidnirgovnemt,sidnirgovnemt,prs_long,nirgov,sid,nemt,sidnirgovnemt,control,s,0.0,3,t,d,sidnirgovnemd,0,13
sidnitesouisyl,sidnitecouisyl,pprss,tec,sid_ni,ouis_yl,sidnitecouisyl,control,r,,2,c,s,sidnitesouisyl,3,14
ermiselfelba,ermiselfelba,pprs,selk,er_mi,elba,ermiselkelba,control,r,,3,k,f,ermiselfelba,2,12
moparntenca,mopirntenca,rs_long,moparnt,,enca,moparntenca,control,r,,3,a,i,mopirntenca,1,11
nuteksetcilayl,nuteksetcilayl,prssss,tek,nu,sit_ci_la_yl,nuteksitcilayl,control,s,0.0,1,i,e,nuteksetcilayl,2,14
soomalitm,soomality,rss,soom,,al_ity,soomality,target,s,1.0,2,y,m,soomalitm,3,9
merfeln,nerfeln,r_long,nerfeln,,,nerfeln,control,r,,0,n,m,merfeln,3,7
prokoopation,prokoopation,prss,koop,pro,at_ion,prokoopation,target,r,,3,p,d,prokoodation,0,12
koul,koul,r,koul,,,koul,target,r,,3,l,r,kour,0,4
nevodojian,nevodojian,pr_long,dojian,revo,,revodojian,control,p,0.0,0,r,n,nevodojian,2,10
famically,famically,rsss,fam,,ic_al_ly,famically,target,r,,2,m,w,fawically,0,9
rucsitcilayl,nucsitcilayl,rssss,nuc,,sit_ci_la_yl,nucsitcilayl,control,r,,0,n,r,rucsitcilayl,3,12
uplien,uplien,pr,lien,up,,uplien,target,p,0.0,1,p,c,uclien,0,6
pontic,pontic,rs,cont,,ic,contic,target,r,,0,c,p,pontic,2,6
sidmetrig,sidmetrig,ppr,trig,sid_me,,sidmetrig,control,r,,1,r,l,sidmetlig,0,9
nureedtaonila,nureedtaonila,prsss,reet,nu,ta_oni_la,nureettaonila,control,r,,3,t,d,nureedtaonila,2,13
simremona,simremona,prs,rem,sim,oni,simremoni,control,s,0.0,2,i,a,simremona,2,9
